heart_rate,condition
71,easy
71,easy
70,easy
70,easy
70,easy
69,easy
69,easy
70,easy
69,easy
70,easy
71,easy
71,easy
72,easy
73,easy
73,easy
74,easy
74,easy
75,easy
75,easy
75,easy
75,easy
74,easy
74,easy
74,easy
74,easy
74,easy
73,easy
73,easy
73,easy
72,easy
72,easy
72,easy
72,easy
72,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
72,easy
72,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
74,easy
74,easy
75,easy
76,easy
76,easy
76,easy
76,easy
70,easy
71,easy
72,easy
73,easy
74,easy
74,easy
75,easy
75,easy
74,easy
72,easy
71,easy
70,easy
70,easy
70,easy
70,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
72,easy
72,easy
73,easy
73,easy
72,easy
72,easy
75,easy
75,easy
75,easy
75,easy
75,easy
76,easy
76,easy
77,easy
76,easy
76,easy
75,easy
74,easy
74,easy
73,easy
73,easy
72,easy
72,easy
72,easy
72,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
74,easy
74,easy
74,easy
73,easy
73,hard
72,hard
72,hard
71,hard
71,hard
72,hard
72,hard
73,hard
72,hard
72,hard
71,hard
71,hard
71,hard
71,hard
71,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
73,hard
73,hard
73,hard
72,hard
72,hard
71,easy
71,easy
70,easy
70,easy
70,easy
70,easy
70,easy
70,easy
71,easy
71,easy
72,easy
72,easy
73,easy
73,easy
73,easy
72,easy
71,easy
71,easy
70,easy
70,easy
70,easy
70,easy
71,easy
72,easy
72,easy
72,easy
72,easy
72,easy
71,easy
71,easy
70,hard
70,hard
70,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
70,hard
70,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
70,hard
70,hard
70,hard
70,hard
70,hard
70,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
70,easy
70,easy
70,easy
70,easy
71,easy
71,easy
71,easy
72,easy
73,easy
74,easy
74,easy
75,easy
74,easy
73,easy
73,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
71,easy
71,easy
71,easy
71,easy
71,easy
70,easy
70,easy
70,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
68,easy
68,easy
69,easy
69,easy
68,easy
68,easy
68,easy
69,easy
69,easy
69,easy
68,easy
68,easy
68,easy
67,easy
67,easy
68,easy
68,easy
69,easy
70,easy
70,easy
71,easy
71,easy
71,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
73,easy
72,easy
72,easy
72,easy
71,easy
70,easy
70,easy
69,easy
68,easy
68,easy
68,easy
67,easy
66,easy
67,easy
67,easy
67,easy
67,easy
66,easy
66,easy
66,easy
67,easy
67,easy
68,easy
68,easy
68,easy
69,easy
69,easy
69,easy
70,easy
69,easy
68,easy
68,easy
67,easy
67,easy
66,easy
66,easy
66,easy
66,easy
65,easy
65,easy
65,easy
65,easy
66,easy
74,hard
75,hard
75,hard
77,hard
78,hard
78,hard
78,hard
78,hard
77,hard
76,hard
75,hard
74,hard
73,hard
72,hard
71,hard
71,hard
70,hard
69,hard
69,hard
68,hard
67,hard
67,hard
67,hard
66,hard
66,hard
66,hard
66,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
66,hard
66,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
65,hard
66,hard
66,hard
67,hard
68,hard
69,hard
69,hard
70,hard
70,hard
69,hard
75,hard
73,hard
71,hard
69,hard
69,hard
69,hard
69,hard
71,hard
71,hard
72,hard
71,hard
70,hard
69,hard
68,hard
67,hard
66,hard
65,hard
65,hard
65,hard
65,hard
65,hard
66,hard
66,hard
66,hard
67,hard
67,hard
68,hard
68,hard
68,hard
68,hard
67,hard
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
65,easy
65,easy
65,easy
65,easy
64,easy
63,easy
63,easy
63,easy
64,easy
64,easy
64,easy
65,easy
65,easy
66,easy
66,easy
67,easy
67,easy
67,easy
69,easy
69,easy
69,easy
68,easy
68,easy
68,easy
68,easy
68,easy
68,easy
68,easy
67,easy
67,easy
67,easy
66,easy
66,easy
66,easy
66,easy
65,easy
65,easy
65,easy
65,easy
65,easy
66,easy
66,easy
67,easy
68,easy
68,easy
69,easy
69,easy
68,easy
68,easy
69,hard
68,hard
68,hard
68,hard
69,hard
70,hard
71,hard
73,hard
74,hard
74,hard
74,hard
73,hard
72,hard
71,hard
71,hard
70,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
68,hard
75,hard
75,hard
76,hard
76,hard
77,hard
78,hard
80,hard
81,hard
83,hard
84,hard
84,hard
84,hard
83,hard
82,hard
81,hard
80,hard
78,hard
76,hard
75,hard
74,hard
72,hard
72,hard
72,hard
71,hard
71,hard
71,hard
70,hard
70,hard
70,hard
69,hard
69,hard
75,hard
75,hard
75,hard
75,hard
76,hard
76,hard
76,hard
76,hard
75,hard
74,hard
73,hard
73,hard
72,hard
72,hard
72,hard
72,hard
72,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
70,hard
70,hard
70,hard
69,hard
72,hard
72,hard
73,hard
73,hard
74,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
72,hard
72,hard
73,hard
74,hard
75,hard
75,hard
76,hard
76,hard
76,hard
76,hard
75,hard
75,hard
75,hard
74,hard
72,hard
72,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
72,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
72,hard
72,hard
72,hard
73,hard
72,hard
73,hard
73,hard
73,hard
72,hard
73,hard
75,hard
76,hard
76,hard
77,hard
78,hard
80,hard
81,hard
82,hard
82,hard
82,hard
81,hard
80,hard
79,hard
78,hard
77,hard
76,hard
75,hard
74,hard
74,hard
74,hard
73,hard
72,hard
72,hard
71,hard
71,hard
70,hard
70,hard
69,hard
70,hard
70,hard
70,hard
75,easy
75,easy
74,easy
74,easy
75,easy
75,easy
75,easy
74,easy
74,easy
74,easy
73,easy
72,easy
72,easy
71,easy
71,easy
70,easy
70,easy
70,easy
70,easy
70,easy
70,easy
70,easy
70,easy
69,easy
69,easy
70,easy
70,easy
70,easy
71,easy
71,easy
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
71,hard
70,hard
70,hard
70,hard
70,hard
71,hard
71,hard
71,hard
72,hard
72,hard
73,hard
73,hard
73,hard
73,hard
73,hard
72,hard
72,hard
72,hard
72,hard
72,hard
73,easy
72,easy
72,easy
72,easy
73,easy
74,easy
75,easy
75,easy
75,easy
74,easy
73,easy
72,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
72,easy
72,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
72,easy
72,easy
72,easy
71,easy
71,easy
70,easy
70,easy
70,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
68,easy
68,easy
70,hard
71,hard
72,hard
72,hard
72,hard
73,hard
72,hard
73,hard
72,hard
72,hard
72,hard
72,hard
72,hard
73,hard
73,hard
73,hard
74,hard
74,hard
74,hard
73,hard
73,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
71,hard
71,hard
72,hard
72,hard
72,hard
73,hard
74,hard
75,hard
76,hard
76,hard
75,hard
74,hard
73,hard
72,hard
71,hard
70,hard
70,hard
70,hard
70,hard
70,hard
70,hard
70,hard
70,hard
70,hard
70,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
69,hard
70,hard
70,hard
70,hard
70,hard
70,hard
71,hard
72,hard
72,hard
73,hard
73,hard
72,hard
72,hard
71,hard
71,hard
71,hard
71,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
71,hard
71,hard
70,hard
70,hard
70,hard
70,hard
70,hard
69,hard
74,easy
74,easy
75,easy
75,easy
76,easy
76,easy
77,easy
78,easy
79,easy
80,easy
80,easy
79,easy
78,easy
77,easy
76,easy
74,easy
72,easy
71,easy
70,easy
69,easy
69,easy
68,easy
68,easy
68,easy
68,easy
67,easy
67,easy
67,easy
67,easy
67,easy
