rr_interval,condition
684,hard
620,easy
648,easy
688,easy
724,easy
724,easy
696,easy
664,easy
660,easy
640,easy
640,easy
636,easy
624,easy
624,easy
644,easy
652,easy
652,easy
656,easy
652,easy
696,easy
740,easy
720,easy
716,easy
724,easy
728,easy
724,easy
736,easy
736,easy
732,easy
700,easy
704,easy
728,easy
728,easy
716,easy
692,easy
716,easy
736,easy
744,easy
712,easy
716,easy
748,easy
756,easy
724,easy
700,easy
716,easy
620,hard
640,hard
668,hard
680,hard
652,hard
640,hard
652,hard
636,hard
616,hard
616,hard
612,hard
604,hard
604,hard
616,hard
648,hard
676,hard
672,hard
656,hard
684,hard
716,hard
700,hard
660,hard
644,hard
620,hard
616,hard
616,hard
612,hard
608,hard
640,hard
652,hard
672,hard
652,hard
672,hard
684,hard
680,hard
660,hard
644,hard
652,hard
680,hard
676,hard
648,hard
648,hard
684,hard
688,hard
680,hard
656,hard
696,hard
716,easy
716,easy
716,easy
704,easy
680,easy
684,easy
708,easy
700,easy
696,easy
688,easy
692,easy
704,easy
692,easy
684,easy
704,easy
716,easy
708,easy
708,easy
680,easy
708,easy
712,easy
708,easy
696,easy
688,easy
700,easy
720,easy
724,easy
716,easy
712,easy
724,easy
716,easy
712,easy
696,easy
712,easy
700,easy
680,easy
668,easy
688,easy
684,easy
712,easy
696,easy
692,easy
716,easy
720,hard
692,hard
708,hard
704,hard
696,hard
684,hard
660,hard
636,hard
600,hard
624,hard
628,hard
640,hard
656,hard
720,hard
720,hard
712,hard
696,hard
724,hard
720,hard
716,hard
688,hard
708,hard
700,hard
688,hard
680,hard
680,hard
676,hard
680,hard
680,hard
652,hard
672,hard
672,hard
668,hard
692,hard
712,hard
720,hard
684,hard
712,hard
724,hard
748,hard
692,hard
712,hard
732,hard
724,hard
752,hard
716,hard
728,hard
744,hard
752,hard
704,hard
692,hard
700,hard
692,hard
712,hard
760,hard
744,hard
716,hard
744,hard
764,hard
744,hard
716,hard
732,hard
748,hard
736,hard
716,hard
724,hard
740,hard
716,hard
700,hard
708,hard
720,hard
736,hard
712,hard
724,hard
720,hard
716,hard
700,hard
712,hard
744,hard
712,hard
712,hard
700,hard
728,hard
712,hard
736,hard
712,hard
720,hard
736,hard
736,hard
732,hard
740,hard
712,hard
736,hard
728,hard
724,hard
696,hard
660,hard
684,hard
688,hard
716,hard
688,hard
684,hard
720,hard
732,hard
692,hard
652,hard
684,hard
692,hard
712,hard
704,hard
704,hard
696,hard
688,hard
704,hard
708,hard
736,hard
692,hard
716,hard
752,hard
748,hard
740,hard
756,hard
716,hard
736,hard
728,hard
748,hard
744,hard
736,hard
724,hard
732,hard
748,hard
760,hard
716,hard
716,hard
744,hard
740,hard
736,hard
732,hard
728,hard
700,hard
700,hard
712,hard
712,hard
708,hard
704,hard
764,hard
748,hard
736,hard
712,hard
732,hard
732,hard
732,hard
712,hard
716,hard
732,hard
720,hard
700,hard
700,hard
708,hard
712,hard
700,hard
716,hard
728,hard
1416,hard
704,hard
720,hard
716,hard
712,hard
688,hard
704,easy
716,easy
724,easy
696,easy
680,easy
700,easy
696,easy
692,easy
676,easy
692,easy
684,easy
676,easy
656,easy
680,easy
688,easy
700,easy
704,easy
684,easy
716,easy
724,easy
708,easy
672,easy
680,easy
696,easy
712,easy
696,easy
700,easy
716,easy
732,easy
740,easy
716,easy
748,easy
732,easy
728,easy
684,easy
728,easy
728,easy
732,easy
700,easy
700,easy
724,easy
720,easy
688,easy
692,easy
712,easy
680,easy
716,easy
708,easy
720,easy
668,easy
656,easy
668,easy
684,easy
696,easy
680,easy
680,easy
704,easy
720,easy
712,easy
684,easy
704,easy
712,easy
724,easy
720,easy
1432,easy
724,easy
736,easy
696,easy
720,easy
712,easy
700,easy
676,easy
668,easy
684,easy
668,easy
676,easy
656,easy
708,easy
712,easy
728,easy
692,easy
724,easy
732,easy
716,easy
680,easy
664,easy
648,easy
612,easy
608,easy
604,easy
636,easy
660,easy
648,easy
624,easy
616,easy
616,easy
612,easy
608,easy
620,easy
624,easy
648,easy
652,easy
628,easy
652,easy
664,easy
688,easy
708,easy
660,easy
664,easy
688,easy
708,easy
736,easy
696,easy
700,easy
756,easy
768,easy
764,easy
696,easy
720,easy
712,easy
700,easy
672,easy
664,easy
700,easy
720,easy
724,easy
692,easy
712,easy
728,easy
720,easy
732,easy
668,hard
680,hard
692,hard
648,hard
652,hard
676,hard
680,hard
656,hard
636,hard
644,hard
652,hard
668,hard
680,hard
684,hard
656,hard
672,hard
668,hard
652,hard
632,hard
652,hard
668,hard
672,hard
660,hard
692,hard
700,hard
692,hard
712,hard
696,hard
716,hard
720,hard
732,hard
740,hard
728,hard
728,hard
728,hard
712,hard
708,hard
696,hard
712,hard
712,hard
688,hard
700,hard
724,hard
740,hard
732,hard
760,easy
736,easy
692,easy
664,easy
696,easy
752,easy
788,easy
748,easy
736,easy
764,easy
756,easy
724,easy
744,easy
764,easy
768,easy
740,easy
720,easy
740,easy
752,easy
756,easy
728,easy
732,easy
720,easy
716,easy
720,easy
708,easy
728,easy
716,easy
728,easy
716,easy
724,easy
728,easy
732,easy
732,easy
708,easy
720,easy
700,easy
656,easy
624,easy
640,easy
632,easy
664,easy
680,easy
664,easy
680,easy
720,easy
720,easy
736,easy
708,easy
696,easy
720,easy
728,easy
720,easy
700,easy
684,easy
716,easy
732,easy
752,easy
708,easy
712,easy
744,easy
732,easy
748,easy
716,easy
724,easy
744,easy
760,easy
732,easy
708,easy
728,easy
756,easy
740,easy
732,easy
720,easy
720,easy
736,easy
724,easy
732,easy
716,easy
720,easy
716,easy
736,easy
728,easy
716,easy
712,easy
608,easy
608,easy
624,easy
608,easy
616,easy
632,easy
684,easy
716,easy
704,easy
696,easy
724,easy
724,easy
736,easy
692,easy
700,easy
704,easy
704,easy
688,easy
660,easy
692,easy
696,easy
704,easy
692,easy
688,easy
724,easy
736,easy
704,easy
704,easy
724,easy
720,easy
716,easy
700,easy
724,easy
716,easy
712,easy
684,easy
712,easy
716,easy
712,easy
700,easy
696,easy
728,easy
724,easy
716,easy
728,easy
692,easy
716,easy
712,easy
720,easy
712,easy
712,easy
732,easy
720,easy
712,easy
712,easy
720,easy
728,easy
720,easy
704,easy
724,easy
720,easy
732,easy
704,easy
728,easy
732,easy
740,easy
724,easy
736,easy
732,easy
752,easy
724,easy
712,easy
732,easy
716,easy
700,easy
680,easy
700,easy
716,easy
724,easy
748,easy
712,easy
728,easy
744,easy
748,easy
700,easy
704,easy
696,easy
676,hard
648,hard
664,hard
680,hard
712,hard
720,hard
672,hard
644,hard
640,hard
672,hard
672,hard
720,hard
724,hard
692,hard
656,hard
668,hard
664,hard
684,hard
668,hard
664,hard
680,hard
708,hard
744,hard
732,hard
708,hard
756,hard
744,hard
764,hard
724,hard
744,hard
756,hard
764,hard
756,hard
716,hard
724,hard
744,hard
740,hard
736,hard
716,hard
740,hard
748,hard
724,hard
700,hard
720,hard
736,hard
748,hard
700,hard
700,hard
712,hard
688,hard
660,hard
648,hard
668,hard
692,hard
708,hard
672,hard
692,hard
704,hard
700,hard
664,hard
668,hard
668,hard
648,hard
620,hard
620,hard
636,hard
660,hard
692,hard
664,hard
660,hard
680,hard
676,hard
656,hard
676,hard
692,hard
684,hard
656,hard
684,hard
712,hard
708,hard
672,hard
684,hard
700,hard
716,hard
732,hard
684,hard
704,hard
720,hard
728,easy
708,easy
700,easy
720,easy
740,easy
752,easy
716,easy
704,easy
716,easy
712,easy
692,easy
672,easy
656,easy
668,easy
704,easy
692,easy
660,easy
680,easy
720,easy
724,easy
700,easy
688,easy
724,easy
752,easy
728,easy
680,easy
676,easy
688,easy
684,easy
704,easy
692,easy
688,easy
720,easy
748,easy
728,easy
728,easy
716,easy
728,easy
740,easy
708,easy
668,easy
680,easy
692,easy
720,easy
748,easy
768,easy
720,easy
716,easy
748,easy
756,easy
744,easy
704,easy
708,easy
720,easy
736,easy
744,easy
696,easy
704,easy
716,easy
728,easy
704,easy
688,easy
704,easy
724,easy
696,easy
692,easy
712,easy
728,easy
708,easy
692,easy
720,easy
720,easy
684,easy
648,easy
636,easy
656,easy
672,easy
712,easy
760,easy
760,easy
752,easy
700,easy
700,easy
692,easy
692,easy
684,easy
740,easy
732,easy
712,easy
720,easy
736,easy
744,easy
720,easy
692,easy
720,easy
752,easy
756,easy
732,easy
1396,easy
720,easy
728,easy
720,easy
688,easy
720,easy
712,easy
736,easy
712,easy
688,easy
708,easy
700,easy
704,easy
688,easy
708,easy
724,easy
740,easy
728,easy
692,easy
712,easy
724,easy
732,easy
676,easy
668,easy
668,easy
680,easy
680,easy
656,easy
664,easy
672,easy
