heart_rate,condition
95,hard
95,hard
95,hard
95,hard
95,hard
95,hard
95,hard
95,hard
95,hard
95,hard
95,hard
95,hard
94,hard
94,hard
94,hard
93,hard
93,hard
93,hard
92,hard
92,hard
92,hard
91,hard
91,hard
91,hard
91,hard
91,hard
91,hard
91,hard
91,hard
91,hard
89,hard
88,hard
88,hard
88,hard
88,hard
88,hard
89,hard
89,hard
89,hard
90,hard
90,hard
91,hard
91,hard
91,hard
91,hard
91,hard
91,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
91,hard
91,hard
91,hard
91,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
88,hard
89,hard
89,hard
90,hard
90,hard
90,hard
90,hard
90,hard
90,hard
90,hard
90,hard
90,hard
90,hard
90,easy
90,easy
90,easy
90,easy
90,easy
90,easy
89,easy
90,easy
90,easy
90,easy
90,easy
90,easy
90,easy
90,easy
90,easy
89,easy
89,easy
89,easy
89,easy
89,easy
90,easy
90,easy
90,easy
90,easy
89,easy
89,easy
89,easy
89,easy
89,easy
89,easy
89,easy
89,easy
89,easy
89,easy
89,easy
88,easy
88,easy
89,easy
89,easy
89,easy
89,easy
89,easy
88,easy
88,easy
88,easy
87,easy
87,easy
87,easy
87,easy
87,easy
88,easy
88,easy
88,easy
89,easy
88,easy
88,easy
88,easy
88,easy
88,easy
88,easy
88,easy
88,easy
88,easy
88,easy
87,easy
87,easy
87,easy
87,easy
87,easy
87,easy
87,easy
87,easy
87,easy
87,easy
86,easy
86,easy
86,easy
86,easy
86,easy
86,easy
87,easy
87,easy
87,easy
87,easy
86,easy
86,easy
86,easy
86,easy
86,easy
86,easy
85,easy
86,easy
90,hard
90,hard
89,hard
90,hard
90,hard
91,hard
91,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
92,hard
91,hard
91,hard
91,hard
91,hard
90,hard
90,hard
90,hard
89,hard
89,hard
88,hard
88,hard
88,hard
87,hard
