Subject:	S205
Project:	glassroutes
Time:	2015-01-21_11-35-18

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
151	41731.564	3121.716	0;baselinestart;1421858131445;	0	baselinestart	1421858131445	
505	41761.612	3151.752	0;baselineend;1421858161448;	0	baselineend	1421858161448	
510	41762.054	3152.173	16;hardstart;1421858161951	16	hardstart	1421858161951	
870	41792.542	3182.694	16;hard;1421858192472	16	hard	1421858192472	
876	41793.079	3183.219	10;passed;1421858192973	10	passed	1421858192973	
1024	41805.610	3195.758	16;hardstart;1421858205474	16	hardstart	1421858205474	
1384	41836.161	3226.321	16;hard;1421858235997	16	hard	1421858235997	
1389	41836.628	3226.741	10;passed;1421858236498	10	passed	1421858236498	
1538	41849.185	3239.344	15;easystart;1421858248999	15	easystart	1421858248999	
1897	41879.668	3269.823	15;easy;1421858279523	15	easy	1421858279523	
1903	41880.203	3270.327	10;passed;1421858280024	10	passed	1421858280024	
2051	41892.713	3282.908	16;hardstart;1421858292524	16	hardstart	1421858292524	
2411	41923.221	3313.428	16;hard;1421858323044	16	hard	1421858323044	
2417	41923.741	3313.912	10;passed;1421858323544	10	passed	1421858323544	
2563	41936.187	3326.326	15;easystart;1421858336045	15	easystart	1421858336045	
2923	41966.627	3356.847	15;easy;1421858366567	15	easy	1421858366567	
2929	41967.154	3357.350	10;passed;1421858367068	10	passed	1421858367068	
3078	41979.779	3369.995	15;easystart;1421858379569	15	easystart	1421858379569	
3438	42010.307	3400.515	15;easy;1421858410088	15	easy	1421858410088	
3443	42010.759	3400.936	10;passed;1421858410590	10	passed	1421858410590	
3590	42023.218	3413.433	15;easystart;1421858423091	15	easystart	1421858423091	
3950	42053.747	3443.953	15;easy;1421858453612	15	easy	1421858453612	
3956	42054.245	3444.437	10;passed;1421858454113	10	passed	1421858454113	
4103	42066.764	3456.935	16;hardstart;1421858466614	16	hardstart	1421858466614	
4463	42097.241	3487.455	16;hard;1421858497131	16	hard	1421858497131	
4470	42097.802	3488.063	10;passed;1421858497632	10	passed	1421858497632	
4617	42110.291	3500.520	15;easystart;1421858510133	15	easystart	1421858510133	
4977	42140.835	3531.061	15;easy;1421858540654	15	easy	1421858540654	
4982	42141.279	3531.503	10;passed;1421858541155	10	passed	1421858541155	
5129	42153.720	3543.958	16;hardstart;1421858553655	16	hardstart	1421858553655	
5490	42184.339	3574.563	16;hard;1421858584173	16	hard	1421858584173	
5495	42184.805	3575.003	10;passed;1421858584674	10	passed	1421858584674	
5644	42197.376	3587.628	16;hardstart;1421858597174	16	hardstart	1421858597174	
6003	42227.848	3618.064	16;hard;1421858627695	16	hard	1421858627695	
6010	42228.417	3618.674	10;passed;1421858628196	10	passed	1421858628196	
6451	42265.837	3656.083	15;easystart;1421858665697	15	easystart	1421858665697	
6812	42296.398	3686.687	15;easy;1421858696216	15	easy	1421858696216	
6816	42296.818	3687.066	10;passed;1421858696718	10	passed	1421858696718	
6965	42309.376	3699.668	16;hardstart;1421858709218	16	hardstart	1421858709218	
7325	42339.929	3730.210	16;hard;1421858739737	16	hard	1421858739737	
7330	42340.399	3730.650	10;passed;1421858740238	10	passed	1421858740238	
7478	42352.927	3743.191	16;hardstart;1421858752738	16	hardstart	1421858752738	
7838	42383.479	3773.711	16;hard;1421858783260	16	hard	1421858783260	
7843	42383.931	3774.174	10;passed;1421858783761	10	passed	1421858783761	
7991	42396.407	3786.692	16;hardstart;1421858796262	16	hardstart	1421858796262	
8351	42426.959	3817.213	16;hard;1421858826784	16	hard	1421858826784	
8356	42427.402	3817.674	10;passed;1421858827285	10	passed	1421858827285	
8505	42440.003	3830.298	16;hardstart;1421858839785	16	hardstart	1421858839785	
8864	42470.444	3860.777	16;hard;1421858870306	16	hard	1421858870306	
8870	42470.938	3861.259	10;passed;1421858870807	10	passed	1421858870807	
9017	42483.424	3873.716	15;easystart;1421858883308	15	easystart	1421858883308	
9377	42513.913	3904.277	15;easy;1421858913828	15	easy	1421858913828	
9383	42514.471	3904.782	10;passed;1421858914328	10	passed	1421858914328	
9531	42526.972	3917.301	16;hardstart;1421858926829	16	hardstart	1421858926829	
9891	42557.552	3947.864	16;hard;1421858957348	16	hard	1421858957348	
9896	42557.962	3948.283	10;passed;1421858957849	10	passed	1421858957849	
10044	42570.571	3960.866	15;easystart;1421858970350	15	easystart	1421858970350	
10403	42601.021	3991.301	15;easy;1421859000871	15	easy	1421859000871	
10410	42601.571	3991.869	10;passed;1421859001372	10	passed	1421859001372	
10557	42614.050	4004.367	16;hardstart;1421859013873	16	hardstart	1421859013873	
10917	42644.491	4034.887	16;hard;1421859044394	16	hard	1421859044394	
10923	42645.054	4035.391	10;passed;1421859044895	10	passed	1421859044895	
11070	42657.527	4047.869	15;easystart;1421859057396	15	easystart	1421859057396	
11431	42688.127	4078.472	15;easy;1421859087913	15	easy	1421859087913	
11437	42688.631	4078.976	10;passed;1421859088414	10	passed	1421859088414	
11879	42726.053	4116.491	15;easystart;1421859125916	15	easystart	1421859125916	
12239	42756.654	4147.011	15;easy;1421859156436	15	easy	1421859156436	
12244	42757.096	4147.432	10;passed;1421859156937	10	passed	1421859156937	
12391	42769.555	4159.930	15;easystart;1421859169438	15	easystart	1421859169438	
12751	42800.077	4190.451	15;easy;1421859199954	15	easy	1421859199954	
12758	42800.662	4191.018	10;passed;1421859200455	10	passed	1421859200455	
12905	42813.174	4203.515	16;hardstart;1421859212956	16	hardstart	1421859212956	
13265	42843.633	4234.037	16;hard;1421859243476	16	hard	1421859243476	
13271	42844.173	4234.540	10;passed;1421859243976	10	passed	1421859243976	
13418	42856.664	4247.018	15;easystart;1421859256477	15	easystart	1421859256477	
13778	42887.149	4277.557	15;easy;1421859286995	15	easy	1421859286995	
13784	42887.659	4278.042	10;passed;1421859287497	10	passed	1421859287497	
