S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
0.050886,0.057891,0.065544,0.059468,0.080899,0.076611,0.05529,0.019457,0.056469,0.038177,0.074336,0.076512,0.11768,0.14675,0.15434,0.13933,0.0080899,0.0088268,0.0086464,0.0085273,0.012325,0.015542,0.019606,0.017185,0.0083123,0.0058533,0.0079829,0.0080122,0.011109,0.011974,0.01216,0.011223,15
-0.15429,-0.19328,-0.18768,-0.21107,-0.0011803,-0.056224,-0.15154,-0.16247,-0.15222,-0.066863,-0.046233,0.040067,-0.29335,-0.26867,-0.23827,-0.22485,-0.007854,-0.0079642,-0.0085975,-0.010135,0.00063413,0.00063209,-0.0050711,-0.0058864,-0.0066658,-0.0059715,-0.0053674,-0.0036961,-0.0097814,-0.0096397,-0.008539,-0.0080236,15
0.061222,0.051824,0.033173,0.044369,0.22494,0.24151,0.31711,0.27626,0.30822,0.25848,0.25095,0.30696,0.070277,0.094251,0.1094,0.11648,0.016783,0.017642,0.01404,0.013675,0.027642,0.034867,0.045547,0.03954,0.023907,0.018984,0.017996,0.021618,0.014005,0.013524,0.013815,0.015644,15
0.088059,0.060963,0.069482,0.07905,0.014612,-0.02536,-0.011293,0.09268,0.014747,0.062594,0.13403,0.22936,-0.019087,0.0018032,0.0037254,-0.023023,0.0059061,0.004659,0.0040435,0.0043915,0.0006844,-0.0014444,-0.0032144,0.001879,-0.0051566,-0.0038247,0.0001214,0.005237,-0.0012081,-0.00068267,8.4759e-005,-0.00083349,15
0.4114,0.37122,0.31333,0.29416,0.34133,0.34604,0.41592,0.33517,0.15532,0.090851,0.018094,0.013385,0.24052,0.22093,0.1918,0.17383,0.0032483,0.00094418,-0.0012765,-0.0028657,-0.0027163,-0.0069498,-0.012274,-0.010332,0.0049202,-4.9058e-005,-0.0037816,-0.0039939,0.00326,0.0021818,0.0015555,0.00047544,15
-0.57085,-0.74335,-0.68746,-0.6752,-0.088604,-0.29283,-0.42899,-0.41365,-0.72821,-0.48728,-0.42032,-0.59337,-0.88506,-0.97779,-0.94157,-0.98685,-0.041683,-0.045822,-0.043062,-0.041536,-0.0025376,-0.0089522,-0.010787,-0.0092771,-0.021176,-0.011503,-0.0045309,-0.0040818,-0.046913,-0.049635,-0.046279,-0.048655,15
0.29346,0.33816,0.31314,0.32328,0.20961,0.27792,0.343,0.30711,0.63317,0.64246,0.57046,0.8115,0.40868,0.46762,0.44168,0.47067,0.0057842,0.0064709,0.0051051,0.0038194,0.0033107,0.0047886,0.0054596,0.0052948,0.023442,0.024196,0.018328,0.029311,0.017553,0.019598,0.018231,0.019985,15
0.17166,0.16562,0.16475,0.17695,0.074295,0.070641,0.032149,0.036279,0.34158,0.23381,0.26701,0.34426,0.26271,0.26377,0.25379,0.25935,0.011375,0.01135,0.011974,0.01196,0.0060546,0.0075958,0.0072409,0.0039464,0.025041,0.014833,0.014619,0.016948,0.018593,0.017027,0.017989,0.019588,15
0.34412,0.22293,0.18809,0.18803,0.539,0.44075,0.53011,0.42317,0.14806,0.14511,0.23943,0.23137,-0.05783,-0.091629,-0.10819,-0.13656,0.036424,0.027376,0.02472,0.023594,0.051051,0.045202,0.056883,0.0432,0.038556,0.032036,0.037941,0.032539,0.0090572,0.0056761,0.0045261,0.0016854,15
-0.69207,-0.69876,-0.6746,-0.7447,-0.59769,-0.5187,-0.63296,-0.53722,-0.56489,-0.35099,-0.35015,-0.71731,-0.6154,-0.74997,-0.77444,-0.85985,-0.037268,-0.037788,-0.037892,-0.042271,-0.025392,-0.01914,-0.022511,-0.015031,-0.016369,-0.0030078,-0.0023954,-0.017587,-0.03125,-0.03336,-0.033104,-0.038349,15
0.18088,0.14376,0.15235,0.17351,0.38621,0.34837,0.45548,0.34323,0.085333,-0.0019672,0.0014751,-0.0087621,0.030535,0.048478,0.06147,0.049129,0.0011557,0.0019527,0.003305,0.0044028,0.011275,0.011041,0.015437,0.011196,0.0062519,-0.0018913,-0.0018047,0.0017275,0.0018646,0.0055357,0.0084759,0.0098642,15
0.51026,0.59221,0.61634,0.65691,0.36737,0.50138,0.69044,0.60021,0.67865,0.6146,0.53232,0.65407,0.60715,0.65699,0.59953,0.61503,0.022709,0.029134,0.03279,0.034802,0.011047,0.018433,0.026635,0.021535,0.023052,0.014037,0.00879,0.018663,0.034154,0.037932,0.036643,0.040816,15
0.20674,0.2281,0.2598,0.31163,0.1799,0.22053,0.28478,0.26065,0.70134,0.68531,0.54408,0.52981,0.32991,0.34082,0.28078,0.23181,0.012516,0.014769,0.016275,0.019001,0.019227,0.023725,0.029955,0.02289,0.036268,0.028669,0.019645,0.016841,0.014165,0.012511,0.011642,0.01134,15
-0.032887,-0.0070298,0.035172,0.08235,-0.0053474,0.044325,0.18273,0.2748,-0.37485,-0.28778,-0.16815,-0.07567,-0.16385,-0.025595,0.020408,0.025974,0.00088251,0.0032783,0.004836,0.0071541,0.002993,0.0072645,0.014125,0.014794,-0.01484,-0.015891,-0.011887,-0.0084023,-0.0052219,0.0024816,0.0065745,0.008645,15
0.44427,0.43432,0.40345,0.38716,0.26293,0.26971,0.27163,0.16949,0.16625,0.20245,0.13929,0.089933,0.39802,0.33467,0.23047,0.17605,0.031215,0.031126,0.029939,0.029647,0.020965,0.022114,0.022839,0.014166,0.01237,0.012693,0.0082242,-0.00017727,0.025062,0.020521,0.014909,0.011314,15
-0.33492,-0.32969,-0.29546,-0.33471,-0.39921,-0.55092,-0.81145,-0.75987,-0.37381,-0.48541,-0.45801,-0.62856,-0.24545,-0.25487,-0.18903,-0.17779,-0.029754,-0.029209,-0.025695,-0.026964,-0.032552,-0.041806,-0.056316,-0.048656,-0.021788,-0.02477,-0.02539,-0.026617,-0.020539,-0.021004,-0.01681,-0.013256,17
-0.11572,-0.11389,-0.12399,-0.1378,-0.11096,-0.12459,-0.17284,-0.11877,-0.19285,-0.28556,-0.23357,-0.37616,-0.13789,-0.17259,-0.14309,-0.16115,-0.008471,-0.009143,-0.0094923,-0.0099391,-0.0056247,-0.0062892,-0.005905,-0.00063506,-0.0053489,-0.010277,-0.0097351,-0.018326,-0.010582,-0.012118,-0.0098582,-0.010037,17
0.35582,0.37251,0.36443,0.37025,0.13776,0.19664,0.1876,0.12726,0.15286,0.16575,0.17307,0.17778,0.3627,0.34777,0.31633,0.31635,0.030673,0.032885,0.031437,0.032711,0.016374,0.023388,0.025484,0.019744,0.019082,0.016615,0.014826,0.012769,0.028416,0.027009,0.025323,0.026144,17
-0.24741,-0.19827,-0.1618,-0.13746,-0.19835,-0.17527,-0.19307,-0.083252,0.55165,0.74888,0.85743,0.97081,-0.0047609,0.041967,0.03438,-0.0033156,-0.0097024,-0.0051043,-0.0041867,-0.0029438,-0.010559,-0.007246,-0.0099911,-0.0049378,0.03665,0.043817,0.048948,0.05624,0.0082916,0.011308,0.011225,0.0095984,17
-0.061687,-0.083306,-0.092292,-0.1021,-0.13143,-0.19251,-0.36864,-0.31598,-0.24607,-0.096859,-0.037023,-0.20736,-0.066909,-0.083643,-0.11221,-0.17029,-0.018134,-0.019838,-0.019918,-0.022565,-0.021105,-0.026113,-0.039231,-0.034149,-0.029305,-0.020891,-0.016768,-0.030419,-0.019269,-0.02076,-0.020325,-0.023338,17
0.088592,0.10415,0.094366,0.048517,0.20031,0.29308,0.53111,0.4955,0.49841,0.49014,0.44638,0.33012,0.19238,0.16989,0.13654,0.098045,-0.0087657,-0.0062136,-0.0045891,-0.010239,-0.0042281,-0.0004202,0.012381,0.01296,0.026709,0.02186,0.017142,0.010329,0.0080008,0.0074234,0.0057023,0.0031988,17
-0.29725,-0.291,-0.27448,-0.3158,-0.22154,-0.28903,-0.36762,-0.24872,-0.15737,-0.26328,-0.21041,-0.32589,-0.10816,-0.092582,-0.088981,-0.1366,-0.018076,-0.016101,-0.016799,-0.018556,-0.015509,-0.020671,-0.029741,-0.021095,-0.020016,-0.028021,-0.02003,-0.024441,-0.010891,-0.0074548,-0.0049825,-0.0075167,17
0.30751,0.26619,0.23652,0.23198,0.35861,0.38569,0.51269,0.4735,0.27571,0.39854,0.38458,0.45498,0.17777,0.18409,0.14802,0.12414,0.0064539,0.0035512,0.0013832,-0.00024431,0.0090084,0.0061147,0.0060456,0.0059169,-0.0022378,0.0033857,0.0041332,0.0075236,-0.0017099,-0.00092112,-0.00097338,-0.0019066,17
0.25677,0.26549,0.2392,0.23681,0.24851,0.29109,0.33727,0.28993,0.49279,0.50127,0.4728,0.49643,0.35154,0.3745,0.3295,0.29522,0.0012877,-0.0010456,-0.0032625,-0.0050444,0.0037575,0.0013607,-0.0013842,-0.00016128,0.0089108,0.0088401,0.010309,0.0084711,0.0072535,0.0075435,0.0060149,0.0041522,17
0.31201,0.33251,0.30974,0.30924,0.23633,0.31513,0.4462,0.43156,0.51314,0.53467,0.53831,0.57493,0.41543,0.44956,0.40293,0.35,0.0080598,0.0070802,0.0055985,0.0023997,-0.0016179,-0.0027961,-0.0060332,-0.0057595,-0.0023676,-0.003478,-0.0028963,-0.0082039,0.010202,0.011071,0.010619,0.008134,17
0.16344,0.1836,0.16733,0.15865,0.14689,0.20275,0.31772,0.32819,0.57932,0.60094,0.63822,0.63289,0.17282,0.20859,0.18397,0.13331,0.0012794,0.00075009,0.00039609,-0.0019972,-7.9022e-005,0.00010797,0.0022605,0.0027781,0.016003,0.018558,0.018318,0.019931,0.00035816,0.0030517,0.0044348,0.0041756,17
0.25223,0.19697,0.18072,0.16094,0.14816,0.09393,0.063819,0.036576,-0.062864,-0.086947,-0.17109,-0.35173,0.20078,0.19659,0.088521,0.017125,0.0079965,0.0024433,0.0020274,-0.0002416,0.008078,0.0026303,-0.00068194,-0.004657,-0.0088869,-0.011766,-0.016623,-0.03051,0.0031224,0.0021685,-0.0018156,-0.0051544,17
-0.33006,-0.36483,-0.32417,-0.31654,-0.29557,-0.3494,-0.32741,-0.20975,-0.18598,-0.10139,0.046571,-0.12306,-0.3026,-0.33244,-0.33081,-0.39431,-0.022267,-0.022594,-0.020529,-0.019723,-0.019184,-0.020188,-0.020579,-0.013808,-0.0039388,-0.0022047,0.0066444,-0.0023516,-0.018535,-0.01986,-0.018014,-0.020485,17
-0.28697,-0.33649,-0.3254,-0.35514,-0.31772,-0.4717,-0.68519,-0.65786,-0.32887,-0.25674,-0.19848,-0.42021,-0.16959,-0.1925,-0.17934,-0.2318,-0.022028,-0.02569,-0.025215,-0.02651,-0.019677,-0.030045,-0.044277,-0.044048,-0.013018,-0.010088,-0.0076052,-0.020376,-0.0096513,-0.011845,-0.0093226,-0.010505,17
-0.19602,-0.24397,-0.22978,-0.22828,-0.16475,-0.24155,-0.26583,-0.1259,-0.044841,-0.010883,0.084442,0.17334,-0.17477,-0.19138,-0.18444,-0.17597,-0.010718,-0.013157,-0.012248,-0.011856,-0.0098508,-0.014137,-0.015508,-0.0070646,-0.0017363,0.00092242,0.0061001,0.012496,-0.0074415,-0.0075565,-0.0077659,-0.0076292,17
