S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
-0.094914,-0.14941,-0.23731,-0.30392,0.068707,0.029705,0.075734,0.13699,0.027777,-0.057788,0.012763,0.065716,-0.29414,-0.33052,-0.33283,-0.31301,-0.0083607,-0.015022,-0.022738,-0.02977,0.00059849,-0.0067396,-0.0054982,-0.00075641,-0.013576,-0.009063,-0.0087718,-0.0089606,-0.026984,-0.03115,-0.034538,-0.03632,15
-0.48926,-0.49708,-0.6042,-0.69426,-0.17418,-0.1676,-0.19388,-0.10769,-0.37794,-0.11151,-0.22487,-0.28188,-0.80094,-0.80186,-0.83125,-0.77816,-0.032688,-0.035552,-0.042516,-0.047349,-0.014806,-0.016047,-0.017799,-0.013463,-0.029972,-0.0097616,-0.016597,-0.017288,-0.04497,-0.043848,-0.045728,-0.042716,15
0.12885,-0.00052016,-0.21917,-0.4804,0.070624,0.18123,0.069834,-0.066702,-0.66741,-0.44932,-0.79016,-1.0565,-1.0159,-1.1787,-1.331,-1.3983,-0.038727,-0.04304,-0.057661,-0.072812,-0.016995,-0.012415,-0.016491,-0.018607,-0.058654,-0.039219,-0.063104,-0.075549,-0.10401,-0.11138,-0.11941,-0.11549,15
-0.73541,-0.79391,-0.82157,-0.85956,-0.29831,-0.43711,-0.50962,-0.6097,-0.36818,-0.08026,-0.32898,-0.48422,-0.63772,-0.65194,-0.7212,-0.73614,-0.042385,-0.04713,-0.049406,-0.05121,-0.015496,-0.030087,-0.031174,-0.028903,-0.017445,-0.0037251,-0.016579,-0.021287,-0.036227,-0.034364,-0.039012,-0.036266,15
0.32559,0.11442,-0.020276,-0.2066,0.20637,0.15894,0.060287,-0.40544,0.081657,-0.099829,-0.55932,-0.89512,-0.049947,-0.36981,-0.68881,-1.1433,0.0033607,-0.0072619,-0.011409,-0.013502,0.0071105,-0.0044872,-0.011335,-0.038143,-0.011356,-0.014248,-0.043284,-0.060225,-0.021723,-0.032742,-0.047537,-0.069905,15
0.067125,0.039296,-0.025617,-0.1441,-0.060546,-0.052141,-0.079745,-0.075998,0.022884,0.22824,0.27377,0.28328,-0.14653,-0.19501,-0.26579,-0.34153,0.0058916,0.0017674,-0.002835,-0.0071709,0.0010763,-0.00085826,-0.0030918,-0.0048161,-0.0024715,0.0092672,0.0089778,0.011037,-0.0056433,-0.0077772,-0.011838,-0.015367,15
0.10053,0.12376,0.10495,0.034659,-0.040362,0.015041,-0.033533,-0.1924,0.04559,0.12732,0.10933,0.09393,0.17032,0.11136,0.062113,0.030079,0.0036739,0.0042157,0.0014352,-0.0032894,-0.0021287,-0.00096782,-0.0028808,-0.011677,-0.0013925,0.00043454,-0.0010701,-0.00049764,0.0086522,0.0054704,0.0028247,0.0018348,15
0.26396,0.21748,0.17538,0.12264,0.032925,0.13965,0.11374,0.068806,0.059887,0.16812,0.18525,0.22048,0.29037,0.22029,0.14875,0.090486,-0.0052488,-0.0080444,-0.0099647,-0.011396,-0.0051488,-0.0027509,-0.0057785,-0.012366,-0.01382,-0.0063994,-0.013018,-0.010644,0.0074107,0.0038814,0.00025332,-0.0017176,15
0.43872,0.33053,0.23762,0.14292,0.071502,0.12511,-0.036816,-0.29123,0.18735,0.0059009,0.095448,0.01278,-0.0070831,-0.17134,-0.19273,-0.37084,0.0046802,-0.0036496,-0.010141,-0.015741,-0.0053724,-0.0074999,-0.016104,-0.030907,0.0012017,-0.0084666,-0.0085155,-0.012898,-0.018512,-0.028545,-0.030902,-0.040008,15
-0.067399,-0.24296,-0.32265,-0.40601,-0.37597,-0.39462,-0.71436,-1.0353,-0.35288,-0.14511,-0.34364,-0.45383,0.14005,0.12984,0.12266,-0.013365,-0.022849,-0.028937,-0.032644,-0.035949,-0.036901,-0.0409,-0.054334,-0.067947,-0.022145,-0.0096802,-0.024117,-0.023127,-0.0033225,0.00093284,0.00092149,-3.8471e-005,15
