i, j, prob
48- 10 ,6.2627986E-4
10- 48 ,6.2627986E-4
3- 19 ,0.0011605832
19- 3 ,0.0011605832
46- 17 ,0.001353215
17- 46 ,0.001353215
2- 11 ,0.0015491921
11- 2 ,0.0015491921
32- 17 ,0.0017790917
17- 32 ,0.0017790917
28- 22 ,0.0019510363
22- 28 ,0.0019510363
40- 38 ,0.002230283
38- 40 ,0.002230283
9- 4 ,0.0023549746
4- 9 ,0.0023549746
34- 14 ,0.003004317
14- 34 ,0.003004317
7- 3 ,0.0035124025
3- 7 ,0.0035124025
9- 38 ,0.0037038303
38- 9 ,0.0037038303
34- 2 ,0.0040993844
2- 34 ,0.0040993844
33- 29 ,0.004663329
29- 33 ,0.004663329
41- 4 ,0.0049710604
4- 41 ,0.0049710604
4- 37 ,0.005165498
37- 4 ,0.005165498
3- 17 ,0.005439527
17- 3 ,0.005439527
51- 41 ,0.005555437
41- 51 ,0.005555437
32- 27 ,0.0056629907
27- 32 ,0.0056629907
33- 23 ,0.0057991697
23- 33 ,0.0057991697
7- 34 ,0.006190163
34- 7 ,0.006190163
24- 13 ,0.00633345
13- 24 ,0.00633345
50- 26 ,0.0066034617
26- 50 ,0.0066034617
6- 29 ,0.0067564896
29- 6 ,0.0067564896
37- 32 ,0.007158756
32- 37 ,0.007158756
7- 31 ,0.007450084
31- 7 ,0.007450084
46- 2 ,0.00805838
2- 46 ,0.00805838
9- 7 ,0.008384138
7- 9 ,0.008384138
37- 2 ,0.00879964
2- 37 ,0.00879964
36- 3 ,0.008823587
3- 36 ,0.008823587
29- 24 ,0.009492847
24- 29 ,0.009492847
29- 10 ,0.009978775
10- 29 ,0.009978775
39- 20 ,0.010351487
20- 39 ,0.010351487
44- 24 ,0.010403177
24- 44 ,0.010403177
4- 11 ,0.011012241
11- 4 ,0.011012241
4- 32 ,0.011453188
32- 4 ,0.011453188
6- 41 ,0.011858332
41- 6 ,0.011858332
44- 40 ,0.012401687
40- 44 ,0.012401687
5- 20 ,0.012537163
20- 5 ,0.012537163
26- 1 ,0.012715944
44- 19 ,0.012844491
19- 44 ,0.012844491
34- 25 ,0.0136615755
25- 34 ,0.0136615755
43- 17 ,0.014061269
17- 43 ,0.014061269
41- 12 ,0.014080769
12- 41 ,0.014080769
41- 2 ,0.014139632
2- 41 ,0.014139632
45- 34 ,0.01415358
34- 45 ,0.01415358
26- 14 ,0.015828306
14- 26 ,0.015828306
33- 2 ,0.01622434
2- 33 ,0.01622434
44- 38 ,0.016674755
38- 44 ,0.016674755
7- 35 ,0.016832935
35- 7 ,0.016832935
36- 15 ,0.017222429
15- 36 ,0.017222429
6- 23 ,0.01759321
23- 6 ,0.01759321
21- 19 ,0.017599668
19- 21 ,0.017599668
8- 26 ,0.018007843
26- 8 ,0.018007843
52- 33 ,0.018743701
33- 52 ,0.018743701
20- 11 ,0.01891942
11- 20 ,0.01891942
44- 15 ,0.018940516
15- 44 ,0.018940516
9- 33 ,0.020002138
33- 9 ,0.020002138
35- 34 ,0.020404408
34- 35 ,0.020404408
6- 34 ,0.021089587
34- 6 ,0.021089587
45- 38 ,0.021433646
38- 45 ,0.021433646
9- 51 ,0.02153355
51- 9 ,0.02153355
33- 11 ,0.022357026
11- 33 ,0.022357026
5- 46 ,0.022620505
46- 5 ,0.022620505
45- 11 ,0.022700122
11- 45 ,0.022700122
40- 32 ,0.0236653
32- 40 ,0.0236653
4- 14 ,0.0237111
14- 4 ,0.0237111
23- 10 ,0.024641877
10- 23 ,0.024641877
50- 37 ,0.025285758
37- 50 ,0.025285758
51- 33 ,0.025304642
33- 51 ,0.025304642
47- 11 ,0.02560152
11- 47 ,0.02560152
42- 11 ,0.025842708
11- 42 ,0.025842708
20- 16 ,0.025942162
16- 20 ,0.025942162
9- 30 ,0.02627264
30- 9 ,0.02627264
17- 15 ,0.026418444
15- 17 ,0.026418444
33- 12 ,0.027709588
12- 33 ,0.027709588
21- 18 ,0.028048532
18- 21 ,0.028048532
41- 30 ,0.028360896
30- 41 ,0.028360896
22- 2 ,0.028651165
2- 22 ,0.028651165
8- 19 ,0.028754229
19- 8 ,0.028754229
6- 40 ,0.029024847
40- 6 ,0.029024847
12- 11 ,0.030309958
11- 12 ,0.030309958
6- 44 ,0.030363895
44- 6 ,0.030363895
42- 12 ,0.030867781
12- 42 ,0.030867781
52- 5 ,0.03109892
5- 52 ,0.03109892
30- 15 ,0.03159148
15- 30 ,0.03159148
37- 17 ,0.031723022
17- 37 ,0.031723022
43- 40 ,0.032018643
40- 43 ,0.032018643
48- 28 ,0.03245286
28- 48 ,0.03245286
50- 32 ,0.032474767
32- 50 ,0.032474767
34- 10 ,0.03253338
10- 34 ,0.03253338
38- 27 ,0.03330554
27- 38 ,0.03330554
49- 16 ,0.03362835
16- 49 ,0.03362835
7- 17 ,0.034206137
17- 7 ,0.034206137
2- 19 ,0.03425918
19- 2 ,0.03425918
25- 2 ,0.03433064
2- 25 ,0.03433064
35- 14 ,0.034473054
14- 35 ,0.034473054
52- 43 ,0.035166275
43- 52 ,0.035166275
44- 10 ,0.035280377
10- 44 ,0.035280377
49- 4 ,0.035327196
4- 49 ,0.035327196
49- 48 ,0.035361912
48- 49 ,0.035361912
8- 50 ,0.035538413
50- 8 ,0.035538413
40- 25 ,0.035703976
25- 40 ,0.035703976
44- 29 ,0.036220726
29- 44 ,0.036220726
40- 27 ,0.036262415
27- 40 ,0.036262415
29- 21 ,0.036816496
21- 29 ,0.036816496
7- 48 ,0.037666705
48- 7 ,0.037666705
8- 28 ,0.037708193
28- 8 ,0.037708193
51- 2 ,0.038602762
2- 51 ,0.038602762
45- 25 ,0.038616337
25- 45 ,0.038616337
33- 25 ,0.039038353
25- 33 ,0.039038353
47- 3 ,0.039421946
3- 47 ,0.039421946
3- 2 ,0.039439797
2- 3 ,0.039439797
6- 21 ,0.0395975
21- 6 ,0.0395975
47- 10 ,0.03960993
10- 47 ,0.03960993
31- 21 ,0.04071639
21- 31 ,0.04071639
8- 46 ,0.04134315
46- 8 ,0.04134315
22- 18 ,0.041634783
18- 22 ,0.041634783
51- 43 ,0.041791826
43- 51 ,0.041791826
37- 10 ,0.042131722
10- 37 ,0.042131722
4- 34 ,0.042693198
34- 4 ,0.042693198
43- 1 ,0.042693544
1- 43 ,0.042693544
6- 12 ,0.042858075
12- 6 ,0.042858075
43- 4 ,0.043083824
