i, j, prob
4- 43 ,0.043083824
5- 25 ,0.043128602
25- 5 ,0.043128602
44- 14 ,0.04364233
14- 44 ,0.04364233
34- 11 ,0.04417166
11- 34 ,0.04417166
19- 17 ,0.044425935
17- 19 ,0.044425935
41- 11 ,0.045569055
11- 41 ,0.045569055
48- 16 ,0.04631403
16- 48 ,0.04631403
51- 3 ,0.046433352
3- 51 ,0.046433352
3- 11 ,0.046825003
11- 3 ,0.046825003
41- 3 ,0.04685183
3- 41 ,0.04685183
37- 35 ,0.047047596
35- 37 ,0.047047596
52- 17 ,0.047510054
17- 52 ,0.047510054
47- 1 ,0.04796344
1- 47 ,0.04796344
47- 28 ,0.048022784
28- 47 ,0.048022784
44- 12 ,0.04811549
12- 44 ,0.04811549
52- 34 ,0.04939503
34- 52 ,0.04939503
39- 11 ,0.049517892
11- 39 ,0.049517892
25- 15 ,0.049520124
15- 25 ,0.049520124
44- 1 ,0.0495687
1- 44 ,0.0495687
44- 4 ,0.049756937
4- 44 ,0.049756937
43- 30 ,0.049842577
30- 43 ,0.049842577
26- 47 ,0.049904637
47- 26 ,0.049904637
