rr_interval,condition
664,positive
676,positive
668,positive
660,positive
640,positive
628,positive
620,positive
632,positive
660,negative
668,negative
684,negative
720,negative
736,negative
736,negative
732,negative
752,negative
788,negative
844,negative
884,negative
900,negative
868,negative
840,negative
808,negative
776,negative
744,negative
740,negative
748,negative
760,negative
808,positive
768,positive
732,positive
704,positive
680,positive
668,positive
664,positive
660,positive
664,positive
664,positive
672,positive
672,positive
688,positive
716,positive
780,positive
816,positive
824,positive
812,positive
792,positive
764,positive
728,positive
700,positive
772,positive
816,positive
840,positive
840,positive
824,positive
788,positive
756,positive
716,positive
692,positive
688,positive
716,positive
756,positive
792,positive
800,positive
784,positive
748,positive
716,positive
704,positive
716,positive
748,neutral
776,neutral
780,neutral
776,neutral
768,neutral
744,neutral
724,neutral
704,neutral
696,neutral
688,neutral
692,neutral
684,neutral
688,neutral
720,neutral
756,neutral
808,neutral
880,neutral
836,neutral
788,neutral
744,neutral
672,positive
676,positive
680,positive
684,positive
712,positive
764,positive
812,positive
828,positive
812,positive
796,positive
776,positive
756,positive
740,positive
720,positive
700,positive
688,positive
676,positive
680,positive
712,positive
788,positive
744,positive
748,positive
732,positive
716,positive
692,positive
676,positive
672,positive
680,positive
704,positive
732,positive
748,positive
756,positive
776,positive
756,positive
740,positive
732,positive
708,positive
692,positive
676,positive
668,positive
664,positive
668,positive
848,negative
828,negative
800,negative
772,negative
736,negative
720,negative
696,negative
680,negative
664,negative
660,negative
672,negative
732,negative
804,negative
836,negative
844,negative
844,negative
820,negative
788,negative
756,negative
720,negative
796,positive
776,positive
756,positive
732,positive
716,positive
696,positive
688,positive
668,positive
660,positive
656,positive
656,positive
656,positive
660,positive
652,positive
656,positive
660,positive
692,positive
748,positive
764,positive
772,positive
760,positive
744,positive
744,neutral
752,neutral
756,neutral
764,neutral
760,neutral
756,neutral
748,neutral
740,neutral
740,neutral
728,neutral
732,neutral
736,neutral
732,neutral
724,neutral
732,neutral
736,neutral
748,neutral
748,neutral
752,neutral
752,neutral
648,positive
640,positive
636,positive
624,positive
612,positive
608,positive
596,positive
596,positive
584,positive
568,positive
568,positive
568,positive
576,positive
620,positive
716,positive
680,positive
648,positive
664,positive
704,positive
716,positive
764,positive
840,positive
864,positive
880,neutral
872,neutral
856,neutral
828,neutral
800,neutral
776,neutral
756,neutral
748,neutral
748,neutral
752,neutral
756,neutral
756,neutral
752,neutral
732,neutral
716,neutral
696,neutral
684,neutral
668,neutral
656,neutral
644,neutral
724,positive
704,positive
692,positive
680,positive
668,positive
668,positive
660,positive
660,positive
660,positive
668,positive
684,positive
736,positive
808,positive
832,positive
836,positive
824,positive
792,positive
752,positive
724,positive
688,positive
668,positive
744,neutral
724,neutral
716,neutral
712,neutral
708,neutral
700,neutral
684,neutral
680,neutral
696,neutral
736,neutral
780,neutral
804,neutral
804,neutral
776,neutral
732,neutral
692,neutral
660,neutral
644,neutral
632,neutral
648,neutral
704,neutral
656,neutral
660,neutral
688,neutral
736,neutral
752,neutral
756,neutral
748,neutral
728,neutral
716,neutral
720,neutral
732,neutral
748,neutral
760,neutral
768,neutral
752,neutral
724,neutral
708,neutral
712,neutral
712,neutral
736,neutral
752,neutral
720,neutral
700,neutral
676,neutral
656,neutral
644,neutral
640,neutral
652,neutral
680,neutral
756,neutral
764,neutral
784,neutral
764,neutral
748,neutral
720,neutral
696,neutral
684,neutral
676,neutral
672,neutral
672,neutral
672,neutral
664,neutral
840,negative
788,negative
752,negative
724,negative
704,negative
692,negative
704,negative
712,negative
712,negative
716,negative
712,negative
708,negative
700,negative
684,negative
688,negative
708,negative
760,negative
824,negative
832,negative
828,negative
820,negative
768,neutral
768,neutral
768,neutral
764,neutral
760,neutral
780,neutral
760,neutral
744,neutral
752,neutral
752,neutral
764,neutral
772,neutral
760,neutral
744,neutral
756,neutral
744,neutral
732,neutral
732,neutral
716,neutral
720,neutral
660,negative
644,negative
644,negative
656,negative
700,negative
732,negative
740,negative
712,negative
720,negative
720,negative
748,negative
800,negative
824,negative
836,negative
860,negative
868,negative
852,negative
828,negative
832,negative
812,negative
796,neutral
752,neutral
716,neutral
676,neutral
668,neutral
660,neutral
656,neutral
680,neutral
712,neutral
720,neutral
728,neutral
716,neutral
700,neutral
684,neutral
672,neutral
664,neutral
656,neutral
648,neutral
664,neutral
712,neutral
836,neutral
824,negative
916,negative
912,negative
908,negative
884,negative
860,negative
824,negative
788,negative
748,negative
712,negative
692,negative
712,negative
876,negative
1000,negative
936,negative
912,negative
876,negative
824,negative
832,positive
808,positive
792,positive
764,positive
768,positive
760,positive
772,positive
776,positive
800,positive
820,positive
816,positive
784,positive
772,positive
784,positive
800,positive
816,positive
840,positive
836,positive
820,positive
736,negative
732,negative
740,negative
764,negative
792,negative
832,negative
828,negative
812,negative
788,negative
764,negative
752,negative
728,negative
720,negative
724,negative
748,negative
792,negative
852,negative
856,negative
832,negative
716,negative
736,negative
760,negative
780,negative
776,negative
768,negative
744,negative
736,negative
728,negative
748,negative
752,negative
752,negative
736,negative
728,negative
740,negative
780,negative
832,negative
860,negative
864,negative
820,neutral
832,neutral
812,neutral
756,neutral
740,neutral
748,neutral
780,neutral
848,neutral
872,neutral
880,neutral
860,neutral
840,neutral
808,neutral
776,neutral
748,neutral
740,neutral
752,neutral
784,neutral
832,neutral
764,classifying
744,classifying
724,classifying
688,classifying
