rr_interval,condition
804,neutral
792,neutral
788,neutral
792,neutral
792,neutral
828,neutral
864,neutral
848,neutral
828,neutral
816,neutral
820,neutral
800,neutral
804,neutral
820,neutral
848,neutral
880,neutral
932,neutral
924,neutral
924,negative
868,negative
828,negative
808,negative
800,negative
800,negative
792,negative
792,negative
784,negative
768,negative
764,negative
772,negative
792,negative
836,negative
872,negative
908,negative
924,negative
896,negative
792,positive
792,positive
788,positive
796,positive
800,positive
784,positive
788,positive
796,positive
804,positive
792,positive
816,positive
808,positive
808,positive
812,positive
788,positive
768,positive
788,positive
816,positive
848,positive
808,neutral
792,neutral
776,neutral
772,neutral
768,neutral
760,neutral
752,neutral
736,neutral
752,neutral
760,neutral
748,neutral
744,neutral
760,neutral
784,neutral
836,neutral
888,neutral
904,neutral
860,neutral
840,neutral
752,neutral
784,neutral
864,neutral
900,neutral
892,neutral
876,neutral
840,neutral
812,neutral
780,neutral
740,neutral
708,neutral
688,neutral
712,neutral
808,neutral
968,neutral
928,neutral
916,neutral
884,neutral
844,neutral
880,negative
844,negative
772,negative
756,negative
724,negative
708,negative
712,negative
836,negative
876,negative
852,negative
840,negative
816,negative
808,negative
768,negative
732,negative
732,negative
756,negative
816,negative
860,negative
812,neutral
788,neutral
776,neutral
748,neutral
728,neutral
708,neutral
708,neutral
728,neutral
856,neutral
976,neutral
952,neutral
928,neutral
860,neutral
828,neutral
808,neutral
792,neutral
788,neutral
780,neutral
784,neutral
816,neutral
800,neutral
780,neutral
748,neutral
744,neutral
752,neutral
792,neutral
916,neutral
872,neutral
836,neutral
840,neutral
840,neutral
828,neutral
812,neutral
808,neutral
784,neutral
764,neutral
752,neutral
756,neutral
816,neutral
800,neutral
784,neutral
768,neutral
748,neutral
736,neutral
736,neutral
752,neutral
832,neutral
864,neutral
852,neutral
848,neutral
816,neutral
796,neutral
776,neutral
760,neutral
756,neutral
736,neutral
736,neutral
712,neutral
740,positive
704,positive
700,positive
724,positive
820,positive
824,positive
832,positive
816,positive
788,positive
764,positive
728,positive
700,positive
676,positive
696,positive
736,positive
744,positive
728,positive
716,positive
724,positive
772,positive
744,positive
748,positive
788,positive
836,positive
832,positive
808,positive
788,positive
756,positive
736,positive
740,positive
752,positive
776,positive
816,positive
832,positive
824,positive
804,positive
772,positive
776,positive
756,positive
976,negative
1072,negative
988,negative
928,negative
880,negative
832,negative
804,negative
784,negative
792,negative
796,negative
820,negative
828,negative
840,negative
824,negative
824,negative
796,negative
788,negative
772,negative
892,positive
880,positive
856,positive
824,positive
788,positive
764,positive
748,positive
732,positive
716,positive
684,positive
664,positive
652,positive
644,positive
644,positive
684,positive
756,positive
792,positive
780,positive
784,positive
788,positive
840,positive
796,positive
764,positive
752,positive
752,positive
764,positive
780,positive
804,positive
792,positive
800,positive
800,positive
796,positive
776,positive
764,positive
752,positive
768,positive
780,positive
800,positive
816,positive
712,neutral
708,neutral
768,neutral
828,neutral
848,neutral
832,neutral
812,neutral
780,neutral
772,neutral
748,neutral
724,neutral
716,neutral
716,neutral
712,neutral
788,neutral
864,neutral
892,neutral
860,neutral
816,neutral
772,negative
820,negative
848,negative
840,negative
812,negative
804,negative
788,negative
768,negative
760,negative
744,negative
736,negative
736,negative
712,negative
720,negative
744,negative
780,negative
860,negative
904,negative
896,negative
892,neutral
928,neutral
896,neutral
848,neutral
796,neutral
776,neutral
776,neutral
772,neutral
768,neutral
772,neutral
776,neutral
728,neutral
692,neutral
712,neutral
736,neutral
720,neutral
712,neutral
720,neutral
760,neutral
844,neutral
796,negative
772,negative
748,negative
724,negative
692,negative
672,negative
668,negative
696,negative
824,negative
916,negative
932,negative
920,negative
872,negative
816,negative
768,negative
772,negative
772,negative
776,negative
780,negative
748,negative
716,neutral
684,neutral
668,neutral
692,neutral
760,neutral
912,neutral
904,neutral
912,neutral
880,neutral
844,neutral
824,neutral
800,neutral
776,neutral
736,neutral
708,neutral
704,neutral
728,neutral
808,neutral
864,neutral
820,positive
808,positive
772,positive
752,positive
752,positive
768,positive
792,positive
852,positive
848,positive
836,positive
800,positive
792,positive
772,positive
748,positive
728,positive
712,positive
708,positive
684,positive
732,positive
848,negative
848,negative
836,negative
824,negative
824,negative
820,negative
812,negative
808,negative
808,negative
816,negative
840,negative
836,negative
828,negative
808,negative
792,negative
792,negative
784,negative
772,negative
804,negative
832,negative
848,negative
832,negative
808,negative
792,negative
764,negative
740,negative
720,negative
708,negative
680,negative
664,negative
652,negative
652,negative
672,negative
748,negative
816,negative
852,negative
836,negative
804,negative
672,positive
740,positive
744,positive
752,positive
736,positive
712,positive
696,positive
680,positive
664,positive
664,positive
652,positive
640,positive
640,positive
656,positive
736,positive
852,positive
848,positive
848,positive
840,positive
844,positive
864,negative
840,negative
820,negative
792,negative
772,negative
760,negative
744,negative
728,negative
708,negative
692,negative
692,negative
688,negative
700,negative
736,negative
840,negative
880,negative
888,negative
868,negative
840,negative
756,positive
760,positive
724,positive
720,positive
732,positive
752,positive
764,positive
744,positive
716,positive
708,positive
716,positive
820,positive
880,positive
840,positive
812,positive
784,positive
772,positive
764,positive
764,positive
752,positive
768,negative
724,negative
716,negative
704,negative
712,negative
728,negative
740,negative
748,negative
764,negative
776,negative
756,negative
748,negative
732,negative
716,negative
696,negative
672,negative
656,negative
640,negative
632,negative
628,negative
636,negative
772,positive
732,positive
696,positive
676,positive
668,positive
660,positive
664,positive
700,positive
760,positive
836,positive
856,positive
852,positive
836,positive
804,positive
780,positive
748,positive
728,positive
696,positive
668,positive
660,positive
748,negative
756,negative
752,negative
756,negative
744,negative
720,negative
708,negative
688,negative
684,negative
668,negative
648,negative
656,negative
684,negative
760,negative
840,negative
840,negative
840,negative
824,negative
800,negative
780,negative
736,negative
724,negative
708,negative
692,negative
684,negative
672,negative
664,negative
656,negative
656,negative
648,negative
644,negative
644,negative
652,negative
660,negative
684,negative
756,negative
824,negative
852,negative
844,negative
836,negative
816,negative
688,negative
692,negative
676,negative
660,negative
644,negative
640,negative
636,negative
664,negative
740,negative
836,negative
828,negative
836,negative
828,negative
812,negative
784,negative
756,negative
720,negative
704,negative
688,negative
676,negative
668,negative
732,neutral
732,neutral
736,neutral
728,neutral
724,neutral
716,neutral
716,neutral
716,neutral
736,neutral
776,neutral
800,neutral
812,neutral
800,neutral
800,neutral
776,neutral
756,neutral
716,neutral
704,neutral
692,neutral
684,neutral
712,positive
696,positive
680,positive
664,positive
644,positive
628,positive
620,positive
620,positive
656,positive
744,positive
808,positive
840,positive
840,positive
808,positive
780,positive
732,positive
696,positive
688,positive
692,positive
712,positive
744,positive
732,neutral
744,neutral
772,neutral
780,neutral
780,neutral
772,neutral
768,neutral
740,neutral
728,neutral
728,neutral
732,neutral
744,neutral
760,neutral
760,neutral
736,neutral
716,neutral
700,neutral
696,neutral
712,neutral
744,neutral
756,neutral
712,negative
716,negative
724,negative
732,negative
744,negative
756,negative
768,negative
732,negative
744,negative
744,negative
764,negative
784,negative
804,negative
800,negative
776,negative
768,negative
752,negative
736,negative
740,negative
756,negative
752,positive
820,positive
836,positive
832,positive
812,positive
780,positive
756,positive
720,positive
704,positive
684,positive
668,positive
664,positive
660,positive
