rr_interval,condition
736,positive
884,positive
912,positive
1000,positive
1048,positive
1028,positive
1000,positive
956,positive
908,positive
892,positive
1104,neutral
1100,neutral
1016,neutral
968,neutral
932,neutral
836,neutral
768,neutral
748,neutral
324,neutral
400,neutral
720,neutral
756,neutral
872,neutral
884,neutral
1020,neutral
1052,neutral
1040,neutral
992,neutral
932,negative
972,negative
916,negative
884,negative
832,negative
780,negative
752,negative
728,negative
404,negative
316,negative
744,negative
848,negative
872,negative
904,negative
984,negative
1024,negative
944,negative
1016,negative
900,negative
988,positive
1032,positive
1040,positive
920,positive
912,positive
892,positive
732,positive
748,positive
704,positive
684,positive
688,positive
692,positive
684,positive
676,positive
692,positive
752,positive
920,positive
948,positive
912,positive
1020,positive
704,positive
792,positive
784,positive
796,positive
824,positive
840,positive
872,positive
812,positive
792,positive
800,positive
804,positive
784,positive
764,positive
720,positive
700,positive
680,positive
184,positive
496,positive
876,neutral
808,neutral
764,neutral
728,neutral
716,neutral
724,neutral
736,neutral
752,neutral
864,neutral
912,neutral
972,neutral
1032,neutral
1076,neutral
1104,neutral
1012,neutral
1016,neutral
896,neutral
1048,neutral
1048,neutral
1108,neutral
1124,neutral
1032,neutral
952,neutral
896,neutral
816,neutral
768,neutral
740,neutral
708,neutral
708,neutral
752,neutral
948,neutral
1004,neutral
1096,neutral
700,negative
668,negative
708,negative
644,negative
592,negative
652,negative
652,negative
660,negative
708,negative
592,negative
636,negative
688,negative
576,negative
684,negative
576,negative
644,negative
704,negative
740,negative
720,negative
708,negative
700,negative
704,negative
700,negative
944,neutral
1016,neutral
996,neutral
960,neutral
868,neutral
804,neutral
772,neutral
760,neutral
800,neutral
848,neutral
872,neutral
824,neutral
764,neutral
760,neutral
756,neutral
764,neutral
788,neutral
816,neutral
768,neutral
760,neutral
752,neutral
768,neutral
740,neutral
720,neutral
712,neutral
716,neutral
764,neutral
828,neutral
900,neutral
908,neutral
872,neutral
836,neutral
812,neutral
804,neutral
812,neutral
864,neutral
916,neutral
916,neutral
848,neutral
816,neutral
828,neutral
868,neutral
900,neutral
964,neutral
952,neutral
852,neutral
816,neutral
800,neutral
828,neutral
864,neutral
892,neutral
908,neutral
896,neutral
824,neutral
872,negative
856,negative
796,negative
760,negative
740,negative
744,negative
784,negative
832,negative
828,negative
816,negative
820,negative
836,negative
836,negative
836,negative
800,negative
748,negative
724,negative
712,negative
704,negative
684,negative
724,negative
756,negative
760,negative
788,negative
860,negative
808,negative
812,negative
808,negative
824,negative
788,negative
804,negative
820,negative
840,negative
840,negative
844,negative
836,negative
852,negative
860,negative
844,neutral
832,neutral
816,neutral
804,neutral
796,neutral
780,neutral
752,neutral
736,neutral
732,neutral
716,neutral
652,neutral
804,neutral
796,neutral
828,neutral
844,neutral
876,neutral
868,neutral
856,neutral
836,neutral
824,negative
812,negative
764,negative
308,negative
432,negative
716,negative
708,negative
688,negative
676,negative
672,negative
620,negative
748,negative
680,negative
668,negative
660,negative
656,negative
648,negative
636,negative
628,negative
612,negative
612,negative
612,negative
652,negative
592,negative
712,negative
716,negative
760,negative
748,negative
776,negative
784,negative
788,negative
756,negative
760,negative
768,negative
776,negative
788,negative
808,negative
796,negative
784,negative
800,negative
800,negative
828,negative
852,negative
804,positive
856,positive
844,positive
824,positive
800,positive
800,positive
800,positive
796,positive
800,positive
800,positive
804,positive
800,positive
796,positive
784,positive
792,positive
800,positive
800,positive
792,positive
848,positive
824,neutral
788,neutral
784,neutral
780,neutral
800,neutral
816,neutral
800,neutral
796,neutral
820,neutral
844,neutral
848,neutral
832,neutral
772,neutral
760,neutral
748,neutral
760,neutral
780,neutral
792,neutral
816,neutral
816,negative
744,negative
728,negative
664,negative
692,negative
672,negative
680,negative
692,negative
844,negative
764,negative
832,negative
864,negative
840,negative
844,negative
840,negative
816,negative
864,negative
800,negative
788,negative
852,negative
872,negative
876,negative
868,negative
816,negative
780,negative
776,negative
788,negative
820,negative
832,negative
792,negative
816,negative
824,negative
844,negative
816,negative
840,negative
856,negative
848,negative
936,neutral
880,neutral
832,neutral
836,neutral
856,neutral
872,neutral
880,neutral
880,neutral
872,neutral
844,neutral
856,neutral
852,neutral
804,neutral
820,neutral
800,neutral
772,neutral
784,neutral
860,positive
844,positive
848,positive
852,positive
832,positive
832,positive
836,positive
840,positive
840,positive
840,positive
840,positive
812,positive
840,positive
836,positive
836,positive
852,positive
856,positive
832,positive
788,positive
792,positive
808,positive
832,positive
832,positive
840,positive
848,positive
832,positive
808,positive
812,positive
796,positive
764,positive
772,positive
772,positive
776,positive
796,positive
816,positive
820,positive
792,positive
796,positive
804,positive
824,positive
840,positive
844,positive
848,positive
856,positive
836,positive
848,positive
840,positive
824,positive
828,positive
824,positive
816,positive
816,positive
820,positive
804,positive
804,positive
824,positive
792,positive
768,positive
772,positive
760,positive
712,positive
704,positive
688,positive
664,positive
664,positive
684,positive
700,positive
672,positive
604,positive
736,positive
692,positive
732,positive
736,positive
728,positive
740,positive
844,positive
864,positive
876,positive
896,positive
904,positive
884,positive
876,positive
880,positive
848,positive
828,positive
776,positive
784,positive
772,positive
788,positive
772,positive
776,positive
796,positive
748,neutral
696,neutral
704,neutral
688,neutral
608,neutral
720,neutral
660,neutral
620,neutral
720,neutral
664,neutral
660,neutral
676,neutral
688,neutral
724,neutral
732,neutral
736,neutral
740,neutral
712,neutral
700,neutral
708,neutral
744,neutral
712,negative
728,negative
740,negative
752,negative
772,negative
768,negative
732,negative
748,negative
736,negative
720,negative
704,negative
740,negative
760,negative
800,negative
816,negative
816,negative
820,negative
808,negative
816,negative
792,negative
784,negative
788,negative
784,negative
832,negative
772,negative
720,negative
780,negative
684,negative
672,negative
676,negative
752,negative
896,negative
860,negative
944,negative
960,negative
980,negative
996,negative
960,negative
864,negative
848,negative
868,negative
876,negative
840,negative
844,negative
836,negative
800,negative
848,negative
868,negative
868,negative
912,negative
932,negative
884,negative
900,negative
880,negative
820,negative
840,positive
852,positive
836,positive
852,positive
864,positive
840,positive
860,positive
864,positive
808,positive
828,positive
800,positive
744,positive
732,positive
724,positive
728,positive
828,positive
864,positive
896,positive
816,positive
812,positive
816,positive
848,positive
860,positive
836,positive
872,positive
856,positive
844,positive
852,positive
852,positive
836,positive
848,positive
840,positive
820,positive
840,positive
844,positive
828,positive
756,neutral
764,neutral
740,neutral
736,neutral
736,neutral
740,neutral
752,neutral
740,neutral
712,neutral
720,neutral
724,neutral
744,neutral
740,neutral
740,neutral
784,neutral
848,neutral
856,neutral
876,neutral
888,neutral
888,neutral
816,positive
840,positive
844,positive
820,positive
824,positive
828,positive
804,positive
804,positive
820,positive
824,positive
796,positive
804,positive
760,positive
716,positive
704,positive
692,positive
680,positive
672,positive
676,positive
836,positive
844,positive
832,positive
808,positive
784,positive
740,positive
724,positive
704,positive
712,positive
732,positive
796,positive
812,positive
804,positive
808,positive
812,positive
800,positive
804,positive
784,positive
768,positive
816,neutral
792,neutral
804,neutral
796,neutral
776,neutral
804,neutral
836,neutral
840,neutral
872,neutral
880,neutral
856,neutral
872,neutral
856,neutral
828,neutral
824,neutral
780,neutral
764,neutral
764,neutral
624,negative
620,negative
616,negative
612,negative
636,negative
644,negative
648,negative
656,negative
700,negative
796,negative
876,negative
848,negative
872,negative
868,negative
848,negative
832,negative
816,negative
776,negative
780,negative
764,negative
756,negative
748,negative
744,negative
768,negative
744,negative
724,negative
716,negative
708,negative
708,negative
704,negative
712,negative
736,negative
740,negative
728,negative
736,negative
736,negative
732,negative
724,negative
736,negative
724,negative
712,negative
788,negative
800,negative
804,negative
776,negative
776,negative
788,negative
812,negative
804,negative
860,negative
872,negative
844,negative
832,negative
828,negative
836,negative
804,negative
828,negative
812,negative
812,negative
864,negative
832,positive
820,positive
844,positive
840,positive
828,positive
828,positive
860,positive
860,positive
868,positive
888,positive
868,positive
852,positive
848,positive
824,positive
824,positive
872,positive
864,positive
848,neutral
860,neutral
816,neutral
776,neutral
760,neutral
748,neutral
832,neutral
860,neutral
856,neutral
848,neutral
812,neutral
828,neutral
880,neutral
876,neutral
824,neutral
820,neutral
804,neutral
772,neutral
820,neutral
832,neutral
820,neutral
836,neutral
844,neutral
824,neutral
820,neutral
848,neutral
860,neutral
836,neutral
844,neutral
840,neutral
812,neutral
804,neutral
828,neutral
840,neutral
828,neutral
864,neutral
848,positive
844,positive
836,positive
848,positive
828,positive
800,positive
792,positive
756,positive
712,positive
712,positive
724,positive
748,positive
768,positive
816,positive
824,positive
808,positive
788,positive
772,positive
760,positive
724,positive
696,positive
676,positive
656,positive
648,positive
648,positive
652,positive
684,positive
724,positive
736,positive
728,positive
724,positive
716,positive
720,positive
728,positive
732,positive
740,positive
764,positive
784,positive
780,positive
772,positive
748,positive
628,negative
648,negative
648,negative
676,negative
684,negative
680,negative
680,negative
676,negative
676,negative
688,negative
676,negative
676,negative
656,negative
644,negative
636,negative
624,negative
620,negative
628,negative
644,negative
712,negative
732,negative
792,negative
860,negative
828,negative
804,negative
772,negative
740,negative
720,negative
648,negative
704,negative
712,negative
732,negative
728,negative
776,negative
792,negative
784,negative
764,negative
768,negative
756,negative
712,negative
724,negative
732,negative
772,negative
764,negative
804,negative
820,negative
804,negative
828,negative
784,negative
880,negative
804,negative
812,negative
820,negative
796,negative
780,negative
792,negative
792,negative
768,negative
796,negative
804,negative
808,negative
808,negative
824,neutral
840,neutral
844,neutral
808,neutral
824,neutral
816,neutral
796,neutral
808,neutral
800,neutral
788,neutral
796,neutral
792,neutral
768,neutral
772,neutral
748,neutral
748,neutral
748,neutral
772,neutral
768,neutral
840,positive
804,positive
812,positive
812,positive
792,positive
812,positive
792,positive
780,positive
796,positive
796,positive
772,positive
800,positive
792,positive
780,positive
792,positive
784,positive
776,positive
784,positive
