rr_interval,condition
720,positive
728,positive
732,positive
728,positive
692,positive
668,positive
692,positive
720,positive
744,positive
696,neutral
732,neutral
780,neutral
808,neutral
772,neutral
800,neutral
772,neutral
748,neutral
788,neutral
784,neutral
804,neutral
772,neutral
724,neutral
672,neutral
652,neutral
620,neutral
624,neutral
632,neutral
648,neutral
676,neutral
676,negative
648,negative
628,negative
604,negative
604,negative
616,negative
688,negative
800,negative
860,negative
852,negative
796,negative
728,negative
720,negative
724,negative
716,negative
676,negative
652,negative
636,negative
624,negative
620,negative
632,negative
652,negative
848,neutral
800,neutral
728,neutral
676,neutral
640,neutral
624,neutral
620,neutral
620,neutral
684,neutral
768,neutral
792,neutral
780,neutral
780,neutral
824,neutral
836,neutral
772,neutral
696,neutral
652,neutral
628,neutral
608,neutral
616,neutral
888,positive
876,positive
840,positive
744,positive
692,positive
672,positive
672,positive
680,positive
696,positive
700,positive
720,positive
796,positive
856,positive
864,positive
848,positive
784,positive
800,positive
780,positive
744,positive
700,positive
684,positive
732,positive
784,positive
800,positive
748,positive
712,positive
708,positive
736,positive
788,positive
760,positive
728,positive
728,positive
732,positive
756,positive
764,positive
752,positive
716,positive
668,positive
656,positive
664,positive
708,positive
760,negative
704,negative
668,negative
676,negative
712,negative
740,negative
728,negative
696,negative
716,negative
756,negative
784,negative
740,negative
704,negative
724,negative
748,negative
788,negative
772,negative
736,negative
740,negative
780,negative
664,neutral
652,neutral
652,neutral
640,neutral
628,neutral
616,neutral
608,neutral
596,neutral
600,neutral
600,neutral
608,neutral
624,neutral
628,neutral
632,neutral
632,neutral
636,neutral
668,neutral
728,neutral
772,neutral
776,neutral
748,neutral
704,neutral
660,neutral
