rr_interval,condition
696,neutral
740,neutral
708,neutral
688,neutral
748,neutral
776,neutral
816,neutral
776,neutral
704,neutral
676,neutral
692,neutral
720,neutral
760,neutral
776,neutral
724,neutral
744,neutral
776,neutral
808,neutral
792,neutral
732,neutral
816,neutral
760,neutral
732,neutral
748,neutral
788,neutral
804,neutral
752,neutral
696,neutral
708,neutral
772,neutral
836,neutral
828,neutral
772,neutral
784,neutral
820,neutral
836,neutral
784,neutral
736,neutral
764,neutral
788,positive
812,positive
760,positive
740,positive
792,positive
824,positive
800,positive
760,positive
788,positive
828,positive
824,positive
760,positive
768,positive
820,positive
852,positive
800,positive
748,positive
784,positive
752,negative
792,negative
768,negative
736,negative
740,negative
808,negative
828,negative
780,negative
740,negative
760,negative
812,negative
768,negative
704,negative
704,negative
756,negative
804,negative
772,negative
720,negative
776,negative
804,negative
772,negative
820,negative
864,negative
808,negative
748,negative
736,negative
720,negative
732,negative
736,negative
660,negative
656,negative
712,negative
792,negative
800,negative
752,negative
788,negative
856,negative
880,negative
804,negative
768,negative
792,negative
840,negative
788,negative
732,negative
768,negative
824,negative
836,negative
780,negative
744,negative
788,negative
796,negative
752,negative
700,negative
732,negative
792,negative
844,negative
776,negative
756,negative
812,negative
812,neutral
760,neutral
704,neutral
708,neutral
780,neutral
796,neutral
744,neutral
708,neutral
732,neutral
780,neutral
808,neutral
756,neutral
720,neutral
748,neutral
804,neutral
828,neutral
784,neutral
748,neutral
788,neutral
836,neutral
744,positive
784,positive
844,positive
828,positive
760,positive
708,positive
728,positive
780,positive
816,positive
760,positive
768,positive
816,positive
836,positive
776,positive
752,positive
768,positive
792,positive
756,positive
716,positive
664,neutral
656,neutral
676,neutral
740,neutral
784,neutral
728,neutral
680,neutral
696,neutral
744,neutral
772,neutral
728,neutral
700,neutral
720,neutral
748,neutral
760,neutral
720,neutral
704,neutral
736,neutral
752,neutral
716,neutral
688,neutral
672,negative
656,negative
696,negative
736,negative
720,negative
764,negative
840,negative
860,negative
792,negative
760,negative
776,negative
820,negative
788,negative
736,negative
776,negative
872,negative
872,negative
784,negative
744,negative
744,negative
812,negative
820,negative
752,negative
744,negative
760,negative
764,negative
716,negative
680,negative
712,negative
792,negative
804,negative
756,negative
708,negative
748,negative
796,negative
788,negative
720,negative
704,negative
728,negative
772,negative
824,negative
804,negative
744,negative
768,negative
832,negative
876,negative
824,negative
780,negative
804,negative
820,negative
772,negative
716,negative
740,negative
816,negative
880,negative
800,negative
804,negative
840,negative
712,negative
740,negative
796,negative
784,negative
744,negative
772,negative
824,negative
872,negative
804,negative
748,negative
772,negative
820,negative
792,negative
736,negative
736,negative
788,negative
748,negative
700,negative
688,negative
668,negative
780,positive
716,positive
704,positive
744,positive
780,positive
740,positive
692,positive
700,positive
748,positive
792,positive
748,positive
708,positive
740,positive
804,positive
812,positive
748,positive
724,positive
756,positive
808,positive
788,positive
816,negative
748,negative
700,negative
724,negative
788,negative
824,negative
756,negative
724,negative
772,negative
836,negative
792,negative
728,negative
768,negative
836,negative
876,negative
800,negative
740,negative
760,negative
816,negative
716,positive
736,positive
708,positive
688,positive
752,positive
816,positive
808,positive
752,positive
756,positive
828,positive
840,positive
776,positive
768,positive
808,positive
828,positive
768,positive
708,positive
744,positive
816,positive
692,positive
648,positive
688,positive
736,positive
736,positive
684,positive
680,positive
712,positive
740,positive
736,positive
680,positive
664,positive
684,positive
728,positive
776,positive
752,positive
696,positive
720,positive
760,positive
808,positive
764,positive
732,neutral
752,neutral
792,neutral
784,neutral
728,neutral
704,neutral
736,neutral
768,neutral
764,neutral
716,neutral
720,neutral
748,neutral
780,neutral
740,neutral
704,neutral
712,neutral
720,neutral
696,neutral
656,neutral
640,neutral
648,neutral
788,neutral
852,neutral
792,neutral
728,neutral
724,neutral
744,neutral
748,neutral
700,neutral
700,neutral
756,neutral
804,neutral
752,neutral
716,neutral
744,neutral
784,neutral
828,neutral
784,neutral
720,neutral
736,neutral
760,neutral
740,neutral
724,neutral
764,neutral
800,neutral
752,neutral
708,neutral
748,neutral
804,neutral
788,neutral
732,neutral
720,neutral
752,neutral
784,neutral
756,neutral
720,neutral
732,neutral
772,neutral
760,neutral
704,neutral
652,neutral
716,negative
740,negative
736,negative
700,negative
704,negative
736,negative
764,negative
748,negative
672,negative
640,negative
640,negative
680,negative
780,negative
748,negative
720,negative
748,negative
808,negative
832,negative
784,negative
736,negative
756,negative
704,neutral
748,neutral
804,neutral
788,neutral
732,neutral
716,neutral
736,neutral
772,neutral
768,neutral
728,neutral
740,neutral
788,neutral
792,neutral
724,neutral
668,neutral
636,neutral
612,neutral
624,neutral
640,neutral
676,neutral
704,neutral
808,neutral
796,neutral
792,neutral
744,neutral
696,neutral
696,neutral
736,neutral
776,neutral
800,neutral
800,neutral
748,neutral
728,neutral
748,neutral
764,neutral
792,neutral
816,neutral
780,neutral
748,neutral
768,neutral
792,neutral
748,negative
724,negative
684,negative
700,negative
752,negative
792,negative
756,negative
724,negative
748,negative
760,negative
728,negative
692,negative
688,negative
704,negative
748,negative
800,negative
772,negative
724,negative
756,negative
764,negative
800,positive
824,positive
764,positive
716,positive
736,positive
756,positive
780,positive
744,positive
704,positive
744,positive
772,positive
760,positive
712,positive
672,positive
652,positive
656,positive
696,positive
756,positive
732,positive
692,positive
824,positive
820,positive
780,positive
720,positive
732,positive
748,positive
732,positive
688,positive
692,positive
732,positive
760,positive
760,positive
716,positive
708,positive
748,positive
788,positive
764,positive
712,positive
712,positive
740,positive
668,neutral
728,neutral
688,neutral
724,neutral
724,neutral
696,neutral
684,neutral
728,neutral
796,neutral
792,neutral
752,neutral
724,neutral
760,neutral
796,neutral
788,neutral
728,neutral
672,neutral
664,neutral
688,neutral
744,neutral
780,neutral
744,neutral
796,neutral
740,neutral
676,neutral
648,neutral
632,neutral
628,neutral
668,neutral
808,neutral
856,neutral
800,neutral
764,neutral
780,neutral
824,neutral
780,neutral
700,neutral
660,neutral
632,neutral
624,neutral
632,neutral
656,neutral
688,neutral
740,negative
740,negative
700,negative
764,negative
808,negative
796,negative
800,negative
776,negative
704,negative
660,negative
640,negative
652,negative
664,negative
692,negative
716,negative
732,negative
720,negative
688,negative
700,negative
704,negative
708,negative
768,positive
768,positive
716,positive
680,positive
684,positive
724,positive
792,positive
800,positive
744,positive
700,positive
700,positive
716,positive
712,positive
700,positive
688,positive
660,positive
632,positive
620,positive
616,positive
636,positive
708,positive
624,neutral
644,neutral
680,neutral
692,neutral
672,neutral
648,neutral
636,neutral
632,neutral
632,neutral
612,neutral
604,neutral
604,neutral
600,neutral
608,neutral
600,neutral
628,neutral
696,neutral
716,neutral
716,neutral
732,neutral
740,neutral
724,neutral
708,neutral
632,negative
616,negative
620,negative
636,negative
704,negative
776,negative
812,negative
780,negative
740,negative
752,negative
736,negative
696,negative
648,negative
624,negative
616,negative
620,negative
628,negative
656,negative
700,negative
740,negative
776,negative
760,negative
628,negative
620,negative
616,negative
632,negative
632,negative
640,negative
648,negative
656,negative
712,negative
776,negative
756,negative
716,negative
740,negative
768,negative
804,negative
740,negative
680,negative
656,negative
652,negative
680,negative
696,negative
664,negative
736,neutral
676,neutral
660,neutral
684,neutral
748,neutral
764,neutral
720,neutral
688,neutral
716,neutral
768,neutral
788,neutral
728,neutral
680,neutral
680,neutral
688,neutral
688,neutral
672,neutral
648,neutral
628,neutral
616,neutral
604,neutral
608,neutral
728,positive
732,positive
728,positive
676,positive
636,positive
632,positive
644,positive
708,positive
780,positive
828,positive
836,positive
812,positive
812,positive
828,positive
812,positive
776,positive
680,positive
656,positive
640,positive
624,positive
656,positive
676,neutral
644,neutral
640,neutral
660,neutral
728,neutral
744,neutral
724,neutral
764,neutral
828,neutral
844,neutral
820,neutral
760,neutral
748,neutral
764,neutral
708,neutral
680,neutral
664,neutral
680,neutral
704,neutral
764,neutral
660,negative
648,negative
656,negative
660,negative
660,negative
640,negative
656,negative
684,negative
708,negative
732,negative
708,negative
672,negative
672,negative
684,negative
688,negative
680,negative
652,negative
648,negative
660,negative
688,negative
700,negative
664,negative
780,positive
720,positive
708,positive
740,positive
764,positive
752,positive
708,positive
680,positive
688,positive
732,positive
776,positive
748,positive
708,positive
700,positive
696,positive
700,positive
668,positive
644,positive
632,positive
608,positive
616,positive
784,neutral
760,neutral
752,neutral
764,neutral
720,neutral
680,neutral
648,neutral
636,neutral
616,neutral
612,neutral
616,neutral
628,neutral
636,neutral
640,neutral
652,neutral
660,neutral
644,neutral
632,neutral
620,neutral
616,neutral
608,neutral
604,neutral
672,negative
632,negative
604,negative
588,negative
568,negative
560,negative
560,negative
564,negative
588,negative
604,negative
612,negative
620,negative
672,negative
700,negative
716,negative
692,negative
656,negative
636,negative
616,negative
608,negative
596,negative
600,negative
612,negative
632,negative
600,positive
608,positive
604,positive
608,positive
620,positive
692,positive
784,positive
820,positive
828,positive
804,positive
732,positive
700,positive
696,positive
720,positive
760,positive
780,positive
768,positive
720,positive
692,positive
708,positive
728,positive
772,negative
760,negative
792,negative
808,negative
800,negative
768,negative
696,negative
704,negative
740,negative
792,negative
776,negative
696,negative
656,negative
644,negative
660,negative
700,negative
740,negative
724,negative
704,negative
744,negative
792,negative
672,negative
780,negative
800,negative
756,negative
780,negative
848,negative
896,negative
884,negative
812,negative
800,negative
836,negative
828,negative
760,negative
720,negative
740,negative
796,negative
792,negative
752,negative
732,negative
688,negative
652,negative
632,negative
640,negative
660,negative
692,negative
696,negative
672,negative
676,negative
688,negative
772,negative
760,negative
724,negative
756,negative
812,negative
840,negative
788,negative
732,negative
760,negative
788,negative
664,positive
676,positive
724,positive
688,positive
688,positive
688,positive
720,positive
740,positive
716,positive
720,positive
768,positive
820,positive
812,positive
768,positive
732,positive
716,positive
708,positive
668,positive
640,positive
608,positive
608,positive
640,positive
656,positive
668,positive
712,positive
756,positive
752,positive
760,positive
784,positive
792,positive
792,positive
800,positive
756,positive
724,positive
744,positive
756,positive
740,positive
688,positive
664,positive
644,positive
624,positive
616,positive
624,positive
732,positive
716,positive
704,positive
696,positive
696,positive
684,positive
668,positive
648,positive
672,positive
732,positive
760,positive
728,positive
676,positive
668,positive
700,positive
732,positive
780,positive
792,positive
784,positive
784,positive
752,positive
664,neutral
640,neutral
656,neutral
700,neutral
728,neutral
724,neutral
676,neutral
664,neutral
680,neutral
720,neutral
716,neutral
692,neutral
656,neutral
644,neutral
640,neutral
640,neutral
648,neutral
644,neutral
652,neutral
704,neutral
800,neutral
852,neutral
684,positive
764,positive
800,positive
816,positive
836,positive
840,positive
764,positive
676,positive
648,positive
636,positive
632,positive
644,positive
700,positive
760,positive
784,positive
772,positive
716,positive
700,positive
688,positive
672,positive
680,positive
840,positive
860,positive
836,positive
756,positive
684,positive
660,positive
660,positive
656,positive
760,positive
804,positive
840,positive
848,positive
844,positive
860,positive
772,positive
692,positive
660,positive
644,positive
664,positive
748,positive
664,positive
672,positive
712,positive
696,positive
676,positive
664,positive
676,positive
684,positive
712,positive
704,positive
684,positive
672,positive
668,positive
644,positive
620,positive
608,positive
608,positive
616,positive
636,positive
668,positive
696,positive
692,positive
680,positive
236,positive
676,neutral
684,neutral
668,neutral
648,neutral
640,neutral
640,neutral
672,neutral
680,neutral
712,neutral
736,neutral
752,neutral
764,neutral
716,neutral
664,neutral
632,neutral
620,neutral
608,neutral
632,neutral
668,neutral
712,neutral
752,neutral
776,neutral
688,positive
668,positive
680,positive
732,positive
784,positive
752,positive
704,positive
680,positive
656,positive
648,positive
648,positive
688,positive
