Subject:	S211
Project:	glassroutes
Time:	2015-01-29_15-34-05

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
147	56058.928	289.530	0;baselinestart;1422563658803;	0	baselinestart	1422563658803	
500	56088.925	319.483	0;baselineend;1422563688805;	0	baselineend	1422563688805	
506	56089.436	320.007	16;hardstart;1422563689308	16	hardstart	1422563689308	
867	56119.997	350.612	16;hard;1422563719832	16	hard	1422563719832	
873	56120.453	351.095	10;passed;1422563720332	10	passed	1422563720332	
1019	56132.935	363.530	15;easystart;1422563732833	15	easystart	1422563732833	
1379	56163.424	394.030	15;easy;1422563763353	15	easy	1422563763353	
1386	56163.977	394.618	10;passed;1422563763854	10	passed	1422563763854	
1532	56176.399	407.031	16;hardstart;1422563776355	16	hardstart	1422563776355	
1893	56207.016	437.635	16;hard;1422563806876	16	hard	1422563806876	
1898	56207.460	438.035	10;passed;1422563807377	10	passed	1422563807377	
2046	56219.971	450.617	15;easystart;1422563819879	15	easystart	1422563819879	
2406	56250.482	481.138	15;easy;1422563850399	15	easy	1422563850399	
2411	56250.955	481.536	10;passed;1422563850900	10	passed	1422563850900	
2559	56263.504	494.139	15;easystart;1422563863401	15	easystart	1422563863401	
2919	56294.010	524.638	15;easy;1422563893923	15	easy	1422563893923	
2924	56294.477	525.101	10;passed;1422563894424	10	passed	1422563894424	
3073	56307.052	537.703	15;easystart;1422563906925	15	easystart	1422563906925	
3433	56337.592	568.245	15;easy;1422563937445	15	easy	1422563937445	
3438	56338.048	568.686	10;passed;1422563937947	10	passed	1422563937947	
3586	56350.576	581.226	16;hardstart;1422563950448	16	hardstart	1422563950448	
3946	56381.072	611.746	16;hard;1422563980969	16	hard	1422563980969	
3951	56381.528	612.209	10;passed;1422563981469	10	passed	1422563981469	
4099	56394.058	624.748	16;hardstart;1422563993970	16	hardstart	1422563993970	
4459	56424.606	655.247	16;hard;1422564024489	16	hard	1422564024489	
4464	56425.089	655.710	10;passed;1422564024990	10	passed	1422564024990	
4612	56437.578	668.249	16;hardstart;1422564037491	16	hardstart	1422564037491	
4972	56468.107	698.812	16;hard;1422564068011	16	hard	1422564068011	
4978	56468.558	699.294	10;passed;1422564068511	10	passed	1422564068511	
5126	56481.146	711.835	16;hardstart;1422564081012	16	hardstart	1422564081012	
5485	56511.653	742.313	16;hard;1422564111532	16	hard	1422564111532	
5491	56512.122	742.818	10;passed;1422564112033	10	passed	1422564112033	
5640	56524.713	755.420	15;easystart;1422564124533	15	easystart	1422564124533	
5999	56555.151	785.898	15;easy;1422564155053	15	easy	1422564155053	
6004	56555.641	786.318	10;passed;1422564155554	10	passed	1422564155554	
6152	56568.182	798.859	16;hardstart;1422564168055	16	hardstart	1422564168055	
6512	56598.674	829.421	16;hard;1422564198575	16	hard	1422564198575	
6518	56599.162	829.904	10;passed;1422564199076	10	passed	1422564199076	
6665	56611.668	842.402	15;easystart;1422564211577	15	easystart	1422564211577	
7025	56642.198	872.922	15;easy;1422564242098	15	easy	1422564242098	
7032	56642.765	873.510	10;passed;1422564242600	10	passed	1422564242600	
7178	56655.177	885.923	15;easystart;1422564255100	15	easystart	1422564255100	
7538	56685.713	916.423	15;easy;1422564285621	15	easy	1422564285621	
7545	56686.255	917.012	10;passed;1422564286123	10	passed	1422564286123	
7692	56698.767	929.510	16;hardstart;1422564298623	16	hardstart	1422564298623	
8051	56729.249	959.946	16;hard;1422564329145	16	hard	1422564329145	
8058	56729.809	960.576	10;passed;1422564329647	10	passed	1422564329647	
8205	56742.277	973.010	15;easystart;1422564342147	15	easystart	1422564342147	
8565	56772.794	1003.531	15;easy;1422564372668	15	easy	1422564372668	
8571	56773.319	1004.078	10;passed;1422564373170	10	passed	1422564373170	
8718	56785.769	1016.533	16;hardstart;1422564385670	16	hardstart	1422564385670	
9078	56816.312	1047.033	16;hard;1422564416190	16	hard	1422564416190	
9084	56816.821	1047.578	10;passed;1422564416691	10	passed	1422564416691	
9231	56829.314	1060.035	16;hardstart;1422564429191	16	hardstart	1422564429191	
9592	56859.859	1090.639	16;hard;1422564459709	16	hard	1422564459709	
9597	56860.328	1091.081	10;passed;1422564460210	10	passed	1422564460210	
9745	56872.844	1103.620	16;hardstart;1422564472710	16	hardstart	1422564472710	
10105	56903.359	1134.139	16;hard;1422564503230	16	hard	1422564503230	
10110	56903.858	1134.602	10;passed;1422564503731	10	passed	1422564503731	
10258	56916.366	1147.121	16;hardstart;1422564516232	16	hardstart	1422564516232	
10618	56946.935	1177.705	16;hard;1422564546750	16	hard	1422564546750	
10623	56947.297	1178.103	10;passed;1422564547252	10	passed	1422564547252	
10771	56959.855	1190.644	15;easystart;1422564559753	15	easystart	1422564559753	
11131	56990.346	1221.205	15;easy;1422564590272	15	easy	1422564590272	
11137	56990.909	1221.689	10;passed;1422564590773	10	passed	1422564590773	
11285	57003.450	1234.229	15;easystart;1422564603274	15	easystart	1422564603274	
11644	57033.868	1264.707	15;easy;1422564633795	15	easy	1422564633795	
11650	57034.419	1265.211	10;passed;1422564634296	10	passed	1422564634296	
11797	57046.859	1277.668	15;easystart;1422564646796	15	easystart	1422564646796	
12157	57077.400	1308.229	15;easy;1422564677321	15	easy	1422564677321	
12164	57077.954	1308.797	10;passed;1422564677822	10	passed	1422564677822	
12311	57090.464	1321.295	16;hardstart;1422564690323	16	hardstart	1422564690323	
12670	57120.905	1351.731	16;hard;1422564720845	16	hard	1422564720845	
12677	57121.506	1352.319	10;passed;1422564721345	10	passed	1422564721345	
12824	57133.918	1364.795	15;easystart;1422564733846	15	easystart	1422564733846	
13184	57164.411	1395.316	15;easy;1422564764363	15	easy	1422564764363	
13190	57165.000	1395.820	10;passed;1422564764864	10	passed	1422564764864	
13338	57177.550	1408.403	16;hardstart;1422564777365	16	hardstart	1422564777365	
13697	57207.974	1438.839	16;hard;1422564807887	16	hard	1422564807887	
13704	57208.500	1439.406	10;passed;1422564808388	10	passed	1422564808388	
13851	57221.018	1451.903	16;hardstart;1422564820889	16	hardstart	1422564820889	
14210	57251.463	1482.339	16;hard;1422564851408	16	hard	1422564851408	
14216	57251.996	1482.844	10;passed;1422564851909	10	passed	1422564851909	
14363	57264.459	1495.342	15;easystart;1422564864409	15	easystart	1422564864409	
14724	57295.033	1525.926	15;easy;1422564894929	15	easy	1422564894929	
14729	57295.501	1526.387	10;passed;1422564895429	10	passed	1422564895429	
14877	57308.089	1538.927	15;easystart;1422564907931	15	easystart	1422564907931	
15238	57338.637	1569.531	15;easy;1422564938452	15	easy	1422564938452	
15243	57339.092	1569.973	10;passed;1422564938953	10	passed	1422564938953	
15390	57351.545	1582.429	15;easystart;1422564951453	15	easystart	1422564951453	
15750	57382.094	1612.948	15;easy;1422564981973	15	easy	1422564981973	
15756	57382.634	1613.495	10;passed;1422564982474	10	passed	1422564982474	
15903	57395.001	1625.951	50;startClassifying;1422564994976;	50	startClassifying	1422564994976	
15904	57446.497	1626.014	50;startClassifying;1422564996477;	50	startClassifying	1422564996477	
15905	57446.512	1626.098	50;startClassifying;1422565007476;	50	startClassifying	1422565007476	
15906	57446.528	1626.183	50;startClassifying;1422565008977;	50	startClassifying	1422565008977	
15907	57446.528	1626.265	50;startClassifying;1422565019977;	50	startClassifying	1422565019977	
15908	57446.528	1626.349	50;startClassifying;1422565021478;	50	startClassifying	1422565021478	
16267	57474.229	1705.183	e;0.0;100.0	e	0.0	100.0	
16273	57474.731	1705.665	e;0.0;100.0	e	0.0	100.0	
16279	57475.266	1706.191	e;0.0;100.0	e	0.0	100.0	
16285	57475.817	1706.695	e;0.0;100.0	e	0.0	100.0	
16291	57476.253	1707.177	e;0.0;100.0	e	0.0	100.0	
16298	57476.860	1707.807	e;33.1;66.9	e	33.1	66.9	
16303	57477.328	1708.206	e;21.2;78.8	e	21.2	78.8	
16309	57477.818	1708.731	h;100.0;0.0	h	100.0	0.0	
16316	57478.366	1709.319	e;12.3;87.7	e	12.3	87.7	
16321	57478.820	1709.761	e;3.0;97.0	e	3.0	97.0	
16327	57479.268	1710.264	h;100.0;0.0	h	100.0	0.0	
16333	57479.802	1710.748	e;28.6;71.4	e	28.6	71.4	
16339	57480.352	1711.273	e;2.3;97.7	e	2.3	97.7	
16345	57480.844	1711.777	h;100.0;0.0	h	100.0	0.0	
16351	57481.312	1712.302	h;100.0;0.0	h	100.0	0.0	
16357	57481.854	1712.807	h;100.0;0.0	h	100.0	0.0	
16363	57482.343	1713.331	e;0.0;100.0	e	0.0	100.0	
16370	57482.936	1713.899	h;100.0;0.0	h	100.0	0.0	
16375	57483.421	1714.319	h;100.0;0.0	h	100.0	0.0	
16381	57483.894	1714.844	h;100.0;0.0	h	100.0	0.0	
16387	57484.355	1715.348	h;100.0;0.0	h	100.0	0.0	
16393	57484.988	1715.873	h;100.0;0.0	h	100.0	0.0	
16399	57485.337	1716.356	h;100.0;0.0	h	100.0	0.0	
16405	57485.866	1716.840	h;100.0;0.0	h	100.0	0.0	
16411	57486.452	1717.385	h;100.0;0.0	h	100.0	0.0	
16417	57486.933	1717.890	h;100.0;0.0	h	100.0	0.0	
16423	57487.453	1718.415	e;22.6;77.4	e	22.6	77.4	
16429	57487.883	1718.898	h;100.0;0.0	h	100.0	0.0	
16435	57488.508	1719.423	h;100.0;0.0	h	100.0	0.0	
16441	57488.987	1719.928	h;100.0;0.0	h	100.0	0.0	
16447	57489.541	1720.410	h;100.0;0.0	h	100.0	0.0	
16453	57489.961	1720.957	h;92.8;7.2	h	92.8	7.2	
16459	57490.493	1721.440	h;100.0;0.0	h	100.0	0.0	
16465	57491.030	1721.965	h;66.3;33.7	h	66.3	33.7	
16471	57491.589	1722.469	e;0.0;100.0	e	0.0	100.0	
16477	57492.049	1722.995	h;100.0;0.0	h	100.0	0.0	
16484	57492.620	1723.561	h;100.0;0.0	h	100.0	0.0	
16489	57493.008	1723.982	h;97.3;2.7	h	97.3	2.7	
16495	57493.592	1724.508	h;100.0;0.0	h	100.0	0.0	
16501	57494.051	1725.010	e;0.0;100.0	e	0.0	100.0	
16507	57494.585	1725.535	e;2.1;97.9	e	2.1	97.9	
16514	57495.147	1726.103	h;51.4;48.6	h	51.4	48.6	
16519	57495.594	1726.522	h;100.0;0.0	h	100.0	0.0	
16525	57496.115	1727.048	e;0.0;100.0	e	0.0	100.0	
16531	57496.607	1727.552	h;62.3;37.7	h	62.3	37.7	
16537	57497.135	1728.077	e;4.3;95.7	e	4.3	95.7	
16543	57497.642	1728.560	h;100.0;0.0	h	100.0	0.0	
16549	57498.149	1729.107	h;87.4;12.6	h	87.4	12.6	
16555	57498.568	1729.589	h;100.0;0.0	h	100.0	0.0	
16561	57499.148	1730.094	e;0.0;100.0	e	0.0	100.0	
16567	57499.671	1730.618	e;0.0;100.0	e	0.0	100.0	
16573	57500.149	1731.102	e;0.0;100.0	e	0.0	100.0	
16579	57500.691	1731.648	h;87.0;13.0	h	87.0	13.0	
16585	57501.165	1732.131	e;0.0;100.0	e	0.0	100.0	
16591	57501.757	1732.656	e;0.0;100.0	e	0.0	100.0	
16597	57502.264	1733.161	e;0.0;100.0	e	0.0	100.0	
16603	57502.735	1733.643	e;0.0;100.0	e	0.0	100.0	
16609	57503.316	1734.190	e;0.0;100.0	e	0.0	100.0	
16615	57503.754	1734.673	e;0.0;100.0	e	0.0	100.0	
16621	57504.251	1735.198	h;100.0;0.0	h	100.0	0.0	
16627	57504.817	1735.702	h;100.0;0.0	h	100.0	0.0	
16633	57505.246	1736.228	h;100.0;0.0	h	100.0	0.0	
16639	57505.719	1736.731	e;0.0;100.0	e	0.0	100.0	
16645	57506.283	1737.215	e;0.0;100.0	e	0.0	100.0	
16651	57506.778	1737.740	e;0.0;100.0	e	0.0	100.0	
16657	57507.220	1738.244	e;0.0;100.0	e	0.0	100.0	
16663	57507.828	1738.769	e;0.0;100.0	e	0.0	100.0	
16670	57508.431	1739.336	e;0.0;100.0	e	0.0	100.0	
16675	57508.834	1739.756	h;100.0;0.0	h	100.0	0.0	
16681	57509.265	1740.282	h;100.0;0.0	h	100.0	0.0	
16687	57509.762	1740.785	h;90.0;10.0	h	90.0	10.0	
16693	57510.345	1741.311	e;0.0;100.0	e	0.0	100.0	
16699	57510.879	1741.794	h;100.0;0.0	h	100.0	0.0	
16705	57511.388	1742.340	h;100.0;0.0	h	100.0	0.0	
16711	57511.860	1742.822	e;0.0;100.0	e	0.0	100.0	
16717	57512.315	1743.327	h;100.0;0.0	h	100.0	0.0	
16723	57512.908	1743.852	h;100.0;0.0	h	100.0	0.0	
16729	57513.436	1744.356	e;0.5;99.5	e	0.5	99.5	
16735	57513.856	1744.881	e;0.0;100.0	e	0.0	100.0	
16742	57514.515	1745.448	e;0.0;100.0	e	0.0	100.0	
16747	57514.946	1745.889	e;23.4;76.6	e	23.4	76.6	
16753	57515.493	1746.394	h;93.0;7.0	h	93.0	7.0	
16759	57515.960	1746.876	h;100.0;0.0	h	100.0	0.0	
16765	57516.542	1747.423	h;100.0;0.0	h	100.0	0.0	
16771	57516.982	1747.906	e;0.9;99.1	e	0.9	99.1	
16777	57517.508	1748.431	e;0.0;100.0	e	0.0	100.0	
16783	57517.988	1748.935	h;69.8;30.2	h	69.8	30.2	
16789	57518.480	1749.419	h;98.4;1.6	h	98.4	1.6	
16795	57519.002	1749.964	h;94.8;5.2	h	94.8	5.2	
16801	57519.520	1750.448	e;7.2;92.8	e	7.2	92.8	
16807	57519.999	1750.973	h;99.7;0.3	h	99.7	0.3	
16813	57520.555	1751.477	e;0.0;100.0	e	0.0	100.0	
16819	57521.046	1752.002	h;100.0;0.0	h	100.0	0.0	
16825	57521.507	1752.486	e;0.0;100.0	e	0.0	100.0	
16831	57522.010	1752.989	e;0.0;100.0	e	0.0	100.0	
16837	57522.572	1753.515	e;0.0;100.0	e	0.0	100.0	
16843	57523.022	1754.019	h;56.3;43.7	h	56.3	43.7	
16849	57523.656	1754.544	h;55.1;44.9	h	55.1	44.9	
16855	57524.083	1755.027	h;78.5;21.5	h	78.5	21.5	
16861	57524.550	1755.573	h;64.4;35.6	h	64.4	35.6	
16867	57525.113	1756.056	h;53.9;46.1	h	53.9	46.1	
16873	57525.610	1756.561	e;2.7;97.3	e	2.7	97.3	
16879	57526.083	1757.085	e;0.0;100.0	e	0.0	100.0	
16885	57526.643	1757.569	e;26.7;73.3	e	26.7	73.3	
16891	57527.143	1758.094	e;45.2;54.8	e	45.2	54.8	
16897	57527.658	1758.598	h;52.6;47.4	h	52.6	47.4	
16903	57528.158	1759.102	h;58.4;41.6	h	58.4	41.6	
16910	57528.744	1759.712	e;1.9;98.1	e	1.9	98.1	
16915	57529.074	1760.109	e;12.2;87.8	e	12.2	87.8	
16921	57529.654	1760.634	e;14.0;86.0	e	14.0	86.0	
16927	57530.180	1761.139	e;44.3;55.7	e	44.3	55.7	
16933	57530.687	1761.663	h;59.3;40.7	h	59.3	40.7	
16939	57531.163	1762.168	e;40.6;59.4	e	40.6	59.4	
16945	57531.669	1762.652	h;52.5;47.5	h	52.5	47.5	
16951	57532.180	1763.176	e;43.7;56.3	e	43.7	56.3	
16957	57532.735	1763.680	e;48.4;51.6	e	48.4	51.6	
16963	57533.230	1764.206	e;47.3;52.7	e	47.3	52.7	
16969	57533.764	1764.709	h;53.0;47.0	h	53.0	47.0	
16975	57534.259	1765.235	h;50.7;49.3	h	50.7	49.3	
16981	57534.791	1765.740	h;50.9;49.1	h	50.9	49.1	
16987	57535.274	1766.222	h;52.5;47.5	h	52.5	47.5	
16993	57535.769	1766.748	e;18.1;81.9	e	18.1	81.9	
16999	57536.270	1767.252	h;52.5;47.5	h	52.5	47.5	
17006	57536.905	1767.861	e;14.6;85.4	e	14.6	85.4	
17011	57537.300	1768.260	e;45.6;54.4	e	45.6	54.4	
17017	57537.848	1768.784	e;1.7;98.3	e	1.7	98.3	
17023	57538.292	1769.289	h;50.0;50.0	h	50.0	50.0	
17029	57538.825	1769.794	h;52.6;47.4	h	52.6	47.4	
17035	57539.371	1770.318	h;55.5;44.5	h	55.5	44.5	
17041	57539.835	1770.801	h;100.0;0.0	h	100.0	0.0	
17047	57540.346	1771.348	h;100.0;0.0	h	100.0	0.0	
17053	57540.832	1771.830	h;67.2;32.8	h	67.2	32.8	
17059	57541.436	1772.335	e;0.8;99.2	e	0.8	99.2	
17065	57541.866	1772.861	h;75.8;24.2	h	75.8	24.2	
17071	57542.349	1773.343	h;82.2;17.8	h	82.2	17.8	
17077	57542.912	1773.869	h;52.3;47.7	h	52.3	47.7	
17083	57543.337	1774.373	h;51.6;48.4	h	51.6	48.4	
17089	57543.935	1774.897	h;53.8;46.2	h	53.8	46.2	
17095	57544.426	1775.402	h;59.1;40.9	h	59.1	40.9	
17101	57544.866	1775.886	h;56.4;43.6	h	56.4	43.6	
17107	57545.492	1776.410	h;59.7;40.3	h	59.7	40.3	
17113	57545.991	1776.915	h;55.5;44.5	h	55.5	44.5	
