A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,origin,control,rating,condition,awareness
0.00705,0.003781,0.001678,0.001034,0.002191,1.285E-4,7.889E-4,-5.004E-4,0.02981,-0.0414,0.003581,-8.182E-4,0.004883,-3.906E-4,0.002779,-3.378E-4,junk,junk,junk,carlsson,awareness9
0.00677,0.003826,0.001659,0.001034,0.00215,1.351E-4,7.719E-4,-5.021E-4,0.02956,-0.04131,0.003533,-8.178E-4,0.004856,-3.879E-4,0.002741,-3.396E-4,junk,junk,junk,carlsson,awareness9
0.006701,0.003867,0.001637,0.001031,0.002102,1.421E-4,7.638E-4,-5.069E-4,0.0295,-0.0414,0.003506,-8.21E-4,0.004805,-3.81E-4,0.002691,-3.408E-4,junk,junk,junk,carlsson,awareness9
0.006488,0.003861,0.001605,0.001032,0.002061,1.467E-4,7.671E-4,-5.205E-4,0.02988,-0.04178,0.003425,-8.139E-4,0.004768,-3.663E-4,0.002656,-3.465E-4,junk,junk,junk,carlsson,awareness9
0.006356,0.003758,0.001573,0.001037,0.002035,1.452E-4,7.278E-4,-5.101E-4,0.02999,-0.04194,0.003362,-8.015E-4,0.004728,-3.607E-4,0.002652,-3.648E-4,junk,junk,junk,carlsson,awareness9
0.005871,0.004004,0.001561,0.001031,0.002007,1.447E-4,6.928E-4,-4.967E-4,0.03013,-0.04218,0.003318,-7.92E-4,0.004704,-3.625E-4,0.002615,-3.722E-4,junk,junk,junk,carlsson,awareness9
0.005482,0.004007,0.001555,0.001027,0.002004,1.375E-4,6.779E-4,-4.968E-4,0.03019,-0.04209,0.003309,-7.943E-4,0.004674,-3.577E-4,0.002601,-3.699E-4,junk,junk,junk,carlsson,awareness9
0.005591,0.003873,0.001568,0.001023,0.002037,1.277E-4,6.816E-4,-4.952E-4,0.03021,-0.04205,0.003337,-7.955E-4,0.004674,-3.571E-4,0.002624,-3.718E-4,junk,junk,junk,carlsson,awareness9
0.005364,0.004153,0.001588,0.001023,0.002049,1.376E-4,6.977E-4,-5.003E-4,0.03048,-0.04224,0.003375,-7.969E-4,0.004687,-3.55E-4,0.002676,-3.899E-4,junk,junk,junk,carlsson,awareness9
0.005354,0.00424,0.001605,0.001018,0.002058,1.424E-4,7.057E-4,-4.994E-4,0.03033,-0.0421,0.003366,-7.909E-4,0.0047,-3.53E-4,0.002697,-3.948E-4,junk,junk,junk,carlsson,awareness9
0.005519,0.004417,0.001614,0.00102,0.002056,1.351E-4,6.822E-4,-4.84E-4,0.03018,-0.04201,0.003338,-7.812E-4,0.004708,-3.522E-4,0.002719,-4.022E-4,junk,junk,junk,carlsson,awareness9
0.005715,0.004368,0.001623,0.001012,0.002045,1.347E-4,6.546E-4,-4.622E-4,0.03012,-0.04205,0.003292,-7.691E-4,0.004725,-3.533E-4,0.002724,-4.081E-4,junk,junk,junk,carlsson,awareness9
0.005842,0.004527,0.001614,0.001016,0.00203,1.394E-4,6.463E-4,-4.679E-4,0.03026,-0.04227,0.003266,-7.592E-4,0.004709,-3.505E-4,0.002714,-4.088E-4,junk,junk,junk,carlsson,awareness9
0.006044,0.004531,0.001616,0.001016,0.00203,1.406E-4,6.357E-4,-4.596E-4,0.03022,-0.04223,0.003267,-7.582E-4,0.004721,-3.525E-4,0.002705,-4.129E-4,junk,junk,junk,carlsson,awareness9
0.006144,0.004443,0.001599,0.001019,0.002013,1.46E-4,6.3E-4,-4.6E-4,0.0301,-0.04209,0.003234,-7.497E-4,0.004705,-3.563E-4,0.002705,-4.191E-4,junk,junk,junk,carlsson,awareness9
0.006787,0.003962,0.001582,0.001015,0.00199,1.482E-4,6.154E-4,-4.638E-4,0.02996,-0.04199,0.003234,-7.485E-4,0.00471,-3.589E-4,0.002628,-4.092E-4,junk,junk,junk,carlsson,awareness9
0.006737,0.004042,0.001572,0.001019,0.001964,1.597E-4,6.365E-4,-4.74E-4,0.03011,-0.04225,0.003201,-7.414E-4,0.00472,-3.654E-4,0.002597,-4.12E-4,junk,junk,junk,carlsson,awareness9
0.007074,0.00352,0.001568,0.001021,0.00195,1.615E-4,6.174E-4,-4.672E-4,0.02992,-0.04209,0.00316,-7.38E-4,0.004727,-3.772E-4,0.00259,-4.203E-4,junk,junk,junk,carlsson,awareness9
0.007148,0.003292,0.001561,0.001018,0.001937,1.58E-4,5.969E-4,-4.807E-4,0.02981,-0.04215,0.00316,-7.402E-4,0.004667,-3.638E-4,0.002609,-4.247E-4,junk,junk,junk,carlsson,awareness9
0.007278,0.003277,0.001537,0.00102,0.001919,1.601E-4,6.008E-4,-4.894E-4,0.02995,-0.04221,0.003151,-7.401E-4,0.004679,-3.639E-4,0.002588,-4.255E-4,junk,junk,junk,carlsson,awareness9
0.007319,0.003544,0.001544,0.001015,0.0019,1.649E-4,6.116E-4,-4.949E-4,0.03006,-0.04237,0.003159,-7.417E-4,0.004669,-3.628E-4,0.002569,-4.298E-4,junk,junk,junk,carlsson,awareness9
0.00759,0.003297,0.001552,0.001009,0.001907,1.651E-4,6.259E-4,-4.997E-4,0.02996,-0.04232,0.003167,-7.387E-4,0.004689,-3.725E-4,0.002602,-4.319E-4,junk,junk,junk,carlsson,awareness9
0.007613,0.003256,0.001585,0.001001,0.001949,1.519E-4,6.582E-4,-5.032E-4,0.02975,-0.04219,0.003178,-7.382E-4,0.00472,-3.703E-4,0.002643,-4.34E-4,junk,junk,junk,carlsson,awareness9
0.007911,0.003349,0.001619,9.958E-4,0.001953,1.597E-4,7.028E-4,-5.127E-4,0.03007,-0.04219,0.003225,-7.414E-4,0.004726,-3.684E-4,0.002691,-4.361E-4,junk,junk,junk,carlsson,awareness9
0.007353,0.00347,0.001628,9.997E-4,0.001978,1.584E-4,7.177E-4,-5.203E-4,0.03024,-0.04241,0.003261,-7.454E-4,0.004752,-3.667E-4,0.002704,-4.309E-4,junk,junk,junk,carlsson,awareness9
0.007708,0.003368,0.001637,9.964E-4,0.001992,1.561E-4,7.225E-4,-5.28E-4,0.03003,-0.04224,0.003281,-7.522E-4,0.004754,-3.603E-4,0.002722,-4.2E-4,junk,junk,junk,carlsson,awareness9
0.008351,0.003101,0.001638,0.001,0.001977,1.631E-4,7.179E-4,-5.279E-4,0.02997,-0.04216,0.003305,-7.545E-4,0.00476,-3.604E-4,0.002714,-4.082E-4,junk,junk,junk,carlsson,awareness9
0.008994,0.002727,0.001644,9.986E-4,0.001973,1.659E-4,7.248E-4,-5.285E-4,0.02997,-0.04224,0.003342,-7.605E-4,0.004751,-3.527E-4,0.00267,-3.945E-4,junk,junk,junk,carlsson,awareness9
0.008752,0.002644,0.001646,9.98E-4,0.001961,1.681E-4,7.342E-4,-5.254E-4,0.02995,-0.0423,0.003345,-7.624E-4,0.004743,-3.453E-4,0.002695,-4.038E-4,junk,junk,junk,carlsson,awareness9
0.008198,0.002833,0.001641,9.981E-4,0.001925,1.815E-4,7.406E-4,-5.321E-4,0.02965,-0.04222,0.003349,-7.648E-4,0.004715,-3.345E-4,0.002657,-3.937E-4,junk,junk,junk,carlsson,awareness9
0.008214,0.002878,0.001636,9.982E-4,0.001911,1.853E-4,7.374E-4,-5.279E-4,0.02936,-0.04188,0.003331,-7.626E-4,0.004746,-3.449E-4,0.002651,-3.9E-4,junk,junk,junk,carlsson,awareness9
0.008076,0.003108,0.001638,9.926E-4,0.001903,1.889E-4,7.193E-4,-5.176E-4,0.02952,-0.04193,0.003355,-7.765E-4,0.004741,-3.535E-4,0.002615,-3.736E-4,junk,junk,junk,carlsson,awareness9
0.0077,0.003249,0.001646,9.852E-4,0.001886,1.949E-4,7.173E-4,-5.323E-4,0.02957,-0.042,0.003382,-7.882E-4,0.004759,-3.614E-4,0.00257,-3.624E-4,junk,junk,junk,carlsson,awareness9
0.007356,0.003445,0.001644,9.878E-4,0.001877,1.932E-4,7.281E-4,-5.476E-4,0.02952,-0.04186,0.003343,-7.843E-4,0.004714,-3.502E-4,0.002542,-3.544E-4,junk,junk,junk,carlsson,awareness9
0.007156,0.003662,0.001624,9.835E-4,0.001866,1.908E-4,7.263E-4,-5.571E-4,0.02937,-0.04175,0.003337,-7.874E-4,0.004713,-3.528E-4,0.002498,-3.355E-4,junk,junk,junk,carlsson,awareness9
0.007273,0.003804,0.001613,9.847E-4,0.00189,1.78E-4,7.189E-4,-5.523E-4,0.02946,-0.04165,0.003377,-7.993E-4,0.004714,-3.568E-4,0.002506,-3.276E-4,junk,junk,junk,carlsson,awareness9
0.007841,0.003611,0.00162,9.857E-4,0.001921,1.679E-4,7.422E-4,-5.523E-4,0.0296,-0.04171,0.003425,-8.039E-4,0.004752,-3.537E-4,0.002541,-3.305E-4,junk,junk,junk,carlsson,awareness9
0.008165,0.003413,0.001649,9.872E-4,0.001945,1.665E-4,7.855E-4,-5.658E-4,0.02918,-0.0414,0.003478,-8.069E-4,0.004747,-3.424E-4,0.002566,-3.208E-4,junk,junk,junk,carlsson,awareness9
0.008056,0.003366,0.001668,9.856E-4,0.00196,1.724E-4,7.89E-4,-5.569E-4,0.02912,-0.04125,0.003505,-8.03E-4,0.004772,-3.446E-4,0.002595,-3.283E-4,junk,junk,junk,carlsson,awareness9
0.007608,0.003505,0.001685,9.836E-4,0.001979,1.741E-4,7.976E-4,-5.508E-4,0.02939,-0.04144,0.003515,-8.025E-4,0.004795,-3.437E-4,0.002581,-3.169E-4,junk,junk,junk,carlsson,awareness9
0.007663,0.003352,0.00169,9.874E-4,0.00197,1.78E-4,7.992E-4,-5.579E-4,0.02951,-0.04151,0.003528,-8.013E-4,0.004794,-3.336E-4,0.002573,-3.026E-4,junk,junk,junk,carlsson,awareness9
0.007573,0.003198,0.001693,9.895E-4,0.001976,1.752E-4,8.0E-4,-5.565E-4,0.02952,-0.04157,0.003545,-8.057E-4,0.004783,-3.251E-4,0.002577,-2.908E-4,junk,junk,junk,carlsson,awareness9
0.007658,0.003212,0.001695,9.957E-4,0.001964,1.822E-4,7.977E-4,-5.604E-4,0.02915,-0.04119,0.003567,-8.094E-4,0.004785,-3.211E-4,0.002582,-2.893E-4,junk,junk,junk,carlsson,awareness9
0.007878,0.003384,0.001699,9.97E-4,0.001964,1.72E-4,7.682E-4,-5.554E-4,0.02885,-0.04101,0.003569,-8.106E-4,0.004747,-3.075E-4,0.002534,-2.762E-4,junk,junk,junk,carlsson,awareness9
0.007298,0.003678,0.0017,9.928E-4,0.001959,1.715E-4,7.584E-4,-5.591E-4,0.02869,-0.04084,0.003557,-8.098E-4,0.004709,-2.968E-4,0.002536,-2.816E-4,junk,junk,junk,carlsson,awareness9
0.00755,0.003515,0.0017,9.902E-4,0.001956,1.644E-4,7.531E-4,-5.709E-4,0.02837,-0.04055,0.003513,-8.075E-4,0.004681,-2.949E-4,0.002509,-2.81E-4,junk,junk,junk,carlsson,awareness9
0.007439,0.003772,0.001701,9.829E-4,0.001936,1.631E-4,7.492E-4,-5.821E-4,0.02841,-0.04061,0.003502,-8.111E-4,0.004657,-2.874E-4,0.002501,-2.847E-4,junk,junk,junk,carlsson,awareness9
0.006853,0.004039,0.001696,9.853E-4,0.001942,1.572E-4,7.529E-4,-5.85E-4,0.02824,-0.04056,0.003493,-8.111E-4,0.004606,-2.754E-4,0.002474,-2.853E-4,junk,junk,junk,carlsson,awareness9
0.006828,0.004124,0.001673,9.927E-4,0.001932,1.647E-4,7.284E-4,-5.982E-4,0.02844,-0.04075,0.00347,-8.036E-4,0.004582,-2.754E-4,0.002426,-2.816E-4,junk,junk,junk,carlsson,awareness9
0.006231,0.004283,0.001655,9.89E-4,0.001921,1.645E-4,7.064E-4,-5.927E-4,0.02858,-0.04091,0.003444,-7.972E-4,0.004567,-2.735E-4,0.002398,-2.706E-4,junk,junk,junk,carlsson,awareness9
0.006153,0.004161,0.001651,9.918E-4,0.001926,1.586E-4,6.893E-4,-5.814E-4,0.02875,-0.04102,0.003419,-7.918E-4,0.004547,-2.709E-4,0.002406,-2.704E-4,junk,junk,junk,carlsson,awareness9
0.005805,0.004281,0.001662,9.947E-4,0.001937,1.608E-4,6.795E-4,-5.82E-4,0.02859,-0.04102,0.003438,-7.899E-4,0.004542,-2.619E-4,0.002427,-2.743E-4,junk,junk,junk,carlsson,awareness9
0.005869,0.004362,0.001683,0.001001,0.001983,1.552E-4,7.062E-4,-5.805E-4,0.0287,-0.04081,0.003471,-7.816E-4,0.004552,-2.522E-4,0.002465,-2.652E-4,junk,junk,junk,carlsson,awareness9
0.006,0.004187,0.001699,0.001006,0.001999,1.575E-4,6.934E-4,-5.663E-4,0.02865,-0.04079,0.003477,-7.715E-4,0.004583,-2.522E-4,0.002516,-2.731E-4,junk,junk,junk,carlsson,awareness9
0.006144,0.004178,0.001705,0.001012,0.002022,1.58E-4,6.833E-4,-5.565E-4,0.0284,-0.04041,0.00348,-7.643E-4,0.004595,-2.491E-4,0.002539,-2.627E-4,junk,junk,junk,carlsson,awareness9
0.006434,0.004254,0.001714,0.00102,0.002051,1.483E-4,6.957E-4,-5.584E-4,0.02813,-0.04021,0.003499,-7.656E-4,0.004605,-2.454E-4,0.002554,-2.61E-4,junk,junk,junk,carlsson,awareness9
0.006299,0.00441,0.001726,0.001023,0.002075,1.424E-4,7.072E-4,-5.642E-4,0.02814,-0.04025,0.003496,-7.614E-4,0.004588,-2.312E-4,0.002557,-2.574E-4,junk,junk,junk,carlsson,awareness9
0.006357,0.00433,0.001744,0.001021,0.002074,1.462E-4,7.102E-4,-5.66E-4,0.02805,-0.04048,0.00348,-7.553E-4,0.004579,-2.227E-4,0.002555,-2.516E-4,junk,junk,junk,carlsson,awareness9
0.00663,0.0043,0.001747,0.00102,0.002098,1.281E-4,6.943E-4,-5.707E-4,0.02802,-0.0403,0.003458,-7.569E-4,0.004562,-2.202E-4,0.002571,-2.494E-4,junk,junk,junk,carlsson,awareness9
0.00678,0.004284,0.001752,0.001021,0.002076,1.315E-4,6.569E-4,-5.565E-4,0.02818,-0.04038,0.003435,-7.536E-4,0.004576,-2.363E-4,0.00257,-2.413E-4,junk,junk,junk,carlsson,awareness9
0.007043,0.004099,0.001726,0.001029,0.002072,1.284E-4,6.287E-4,-5.5E-4,0.02843,-0.0407,0.003408,-7.518E-4,0.004536,-2.326E-4,0.002535,-2.402E-4,junk,junk,junk,carlsson,awareness9
0.006846,0.003994,0.001724,0.001029,0.002082,1.28E-4,6.543E-4,-5.665E-4,0.02882,-0.04105,0.003414,-7.569E-4,0.004527,-2.331E-4,0.002511,-2.363E-4,junk,junk,junk,carlsson,awareness9
0.006707,0.004046,0.001719,0.001027,0.002081,1.303E-4,6.508E-4,-5.631E-4,0.02896,-0.04108,0.003376,-7.426E-4,0.004552,-2.477E-4,0.002454,-2.239E-4,junk,junk,junk,carlsson,awareness9
0.00635,0.004072,0.001713,0.001031,0.002074,1.275E-4,6.681E-4,-5.743E-4,0.02908,-0.04122,0.003324,-7.261E-4,0.004532,-2.45E-4,0.002427,-2.229E-4,junk,junk,junk,carlsson,awareness9
0.005783,0.004298,0.001695,0.001036,0.002046,1.342E-4,6.744E-4,-5.901E-4,0.02938,-0.04164,0.003312,-7.201E-4,0.004534,-2.499E-4,0.002387,-2.123E-4,junk,junk,junk,carlsson,awareness9
0.006155,0.003916,0.001682,0.001038,0.002036,1.367E-4,6.215E-4,-5.732E-4,0.02955,-0.04176,0.003285,-7.215E-4,0.004542,-2.565E-4,0.002361,-2.115E-4,junk,junk,junk,carlsson,awareness9
0.006094,0.00406,0.001699,0.001035,0.002038,1.345E-4,6.27E-4,-5.73E-4,0.02954,-0.04167,0.0033,-7.167E-4,0.004538,-2.48E-4,0.002407,-2.128E-4,junk,junk,junk,carlsson,awareness9
0.005826,0.004378,0.00174,0.001028,0.002068,1.408E-4,6.392E-4,-5.697E-4,0.02991,-0.04181,0.003318,-7.202E-4,0.004561,-2.459E-4,0.002428,-2.043E-4,junk,junk,junk,carlsson,awareness9
0.005888,0.004395,0.001769,0.001028,0.002098,1.387E-4,6.778E-4,-5.635E-4,0.03018,-0.04191,0.003328,-7.038E-4,0.004567,-2.412E-4,0.002472,-2.063E-4,junk,junk,junk,carlsson,awareness9
0.00581,0.00448,0.001798,0.001029,0.002108,1.432E-4,7.122E-4,-5.633E-4,0.03029,-0.04194,0.003312,-6.93E-4,0.004583,-2.368E-4,0.002506,-2.062E-4,junk,junk,junk,carlsson,awareness9
0.006144,0.004282,0.001838,0.001016,0.00211,1.578E-4,7.201E-4,-5.578E-4,0.02991,-0.04157,0.003322,-7.038E-4,0.004603,-2.369E-4,0.002499,-1.893E-4,junk,junk,junk,carlsson,awareness9
0.006225,0.004222,0.001844,0.001016,0.0021,1.735E-4,7.269E-4,-5.526E-4,0.03009,-0.04167,0.003349,-7.106E-4,0.004575,-2.176E-4,0.002511,-1.902E-4,junk,junk,junk,carlsson,awareness9
0.005998,0.004177,0.001843,0.00102,0.00209,1.805E-4,7.53E-4,-5.611E-4,0.03002,-0.04171,0.003305,-6.976E-4,0.004587,-2.217E-4,0.002507,-1.89E-4,junk,junk,junk,carlsson,awareness9
0.006296,0.004056,0.001842,0.001025,0.002095,1.802E-4,7.562E-4,-5.569E-4,0.03031,-0.04195,0.003294,-6.982E-4,0.004608,-2.341E-4,0.00248,-1.774E-4,junk,junk,junk,carlsson,awareness9
0.005735,0.004199,0.001821,0.001032,0.002089,1.831E-4,7.529E-4,-5.578E-4,0.0303,-0.04194,0.003284,-7.073E-4,0.004595,-2.321E-4,0.002457,-1.665E-4,junk,junk,junk,carlsson,awareness9
0.005751,0.004191,0.001811,0.001028,0.002071,1.85E-4,7.182E-4,-5.496E-4,0.03053,-0.0421,0.003268,-7.083E-4,0.004565,-2.268E-4,0.002429,-1.646E-4,junk,junk,junk,carlsson,awareness9
0.005795,0.004173,0.001824,0.001021,0.002046,1.906E-4,6.92E-4,-5.373E-4,0.03061,-0.04224,0.003243,-7.027E-4,0.004559,-2.258E-4,0.002377,-1.586E-4,junk,junk,junk,carlsson,awareness9
0.005924,0.004048,0.001813,0.00102,0.002013,2.045E-4,7.057E-4,-5.348E-4,0.03045,-0.04216,0.003239,-7.066E-4,0.004562,-2.221E-4,0.002363,-1.697E-4,junk,junk,junk,carlsson,awareness9
0.006364,0.003984,0.001789,0.001026,0.001994,2.153E-4,6.945E-4,-5.315E-4,0.03038,-0.04188,0.003221,-7.084E-4,0.004528,-2.136E-4,0.002352,-1.752E-4,junk,junk,junk,carlsson,awareness9
0.005811,0.004224,0.001785,0.001025,0.001977,2.232E-4,6.919E-4,-5.272E-4,0.0304,-0.04198,0.003198,-6.995E-4,0.004495,-2.091E-4,0.00229,-1.701E-4,junk,junk,junk,carlsson,awareness9
0.005851,0.004237,0.001782,0.001017,0.001966,2.27E-4,7.0E-4,-5.292E-4,0.0302,-0.04184,0.003207,-7.04E-4,0.00447,-2.017E-4,0.002261,-1.644E-4,junk,junk,junk,carlsson,awareness9
0.006197,0.004032,0.001798,0.001011,0.001968,2.292E-4,7.31E-4,-5.325E-4,0.03019,-0.04194,0.00321,-7.085E-4,0.004496,-2.029E-4,0.002288,-1.762E-4,junk,junk,junk,carlsson,awareness9
0.006149,0.004005,0.001845,0.001001,0.002,2.26E-4,7.556E-4,-5.33E-4,0.0303,-0.04193,0.003238,-7.113E-4,0.004522,-1.99E-4,0.002335,-1.741E-4,junk,junk,junk,carlsson,awareness9
0.006508,0.003873,0.001877,9.987E-4,0.002006,2.302E-4,7.651E-4,-5.238E-4,0.03035,-0.04199,0.003265,-7.014E-4,0.004511,-1.891E-4,0.002389,-1.762E-4,junk,junk,junk,carlsson,awareness9
0.006825,0.003592,0.001894,9.997E-4,0.002015,2.345E-4,7.903E-4,-5.356E-4,0.03047,-0.04198,0.003271,-6.95E-4,0.004508,-1.858E-4,0.0024,-1.81E-4,junk,junk,junk,carlsson,awareness9
0.006914,0.003386,0.001908,9.976E-4,0.002042,2.289E-4,8.071E-4,-5.309E-4,0.0309,-0.04218,0.003275,-6.954E-4,0.00452,-1.944E-4,0.002418,-1.835E-4,junk,junk,junk,carlsson,awareness9
0.007426,0.002985,0.001931,9.991E-4,0.002059,2.227E-4,8.151E-4,-5.237E-4,0.03055,-0.04199,0.003261,-6.939E-4,0.004485,-1.857E-4,0.002432,-1.823E-4,junk,junk,junk,carlsson,awareness9
0.007246,0.003239,0.001942,0.001003,0.002051,2.266E-4,8.276E-4,-5.265E-4,0.03047,-0.04197,0.003247,-6.954E-4,0.004469,-1.829E-4,0.002415,-1.715E-4,junk,junk,junk,carlsson,awareness9
0.007049,0.003269,0.00195,0.001005,0.002048,2.263E-4,8.355E-4,-5.303E-4,0.03059,-0.04221,0.003217,-6.924E-4,0.004475,-1.877E-4,0.002372,-1.603E-4,junk,junk,junk,carlsson,awareness9
0.007475,0.003114,0.00194,0.001007,0.002042,2.277E-4,8.354E-4,-5.359E-4,0.03024,-0.04207,0.003149,-6.832E-4,0.004465,-1.962E-4,0.002342,-1.522E-4,junk,junk,junk,carlsson,awareness9
0.007571,0.003301,0.001923,0.001008,0.002039,2.238E-4,8.123E-4,-5.297E-4,0.03014,-0.04206,0.0031,-6.751E-4,0.004391,-1.836E-4,0.002317,-1.492E-4,junk,junk,junk,carlsson,awareness9
0.007418,0.003561,0.00191,0.00101,0.002027,2.229E-4,8.031E-4,-5.273E-4,0.03056,-0.04241,0.003069,-6.698E-4,0.004354,-1.778E-4,0.002277,-1.548E-4,junk,junk,junk,carlsson,awareness9
0.007245,0.003558,0.0019,0.001008,0.001986,2.259E-4,7.958E-4,-5.307E-4,0.03038,-0.04247,0.003024,-6.656E-4,0.004292,-1.752E-4,0.002247,-1.607E-4,junk,junk,junk,carlsson,awareness9
0.007606,0.003435,0.001876,0.001011,0.001966,2.235E-4,7.91E-4,-5.285E-4,0.03004,-0.04238,0.002979,-6.63E-4,0.004261,-1.745E-4,0.002203,-1.534E-4,junk,junk,junk,carlsson,awareness9
0.007635,0.003239,0.001839,0.001017,0.001948,2.174E-4,7.931E-4,-5.35E-4,0.02989,-0.04237,0.002919,-6.464E-4,0.00421,-1.768E-4,0.002148,-1.462E-4,junk,junk,junk,carlsson,awareness9
0.007409,0.003222,0.001823,0.001018,0.001927,2.214E-4,7.681E-4,-5.382E-4,0.03017,-0.04263,0.002891,-6.451E-4,0.004178,-1.71E-4,0.002102,-1.499E-4,junk,junk,junk,carlsson,awareness9
0.007065,0.00332,0.001803,0.001017,0.001913,2.233E-4,7.546E-4,-5.377E-4,0.03021,-0.04268,0.002869,-6.444E-4,0.004128,-1.573E-4,0.002073,-1.464E-4,junk,junk,junk,carlsson,awareness9
0.00718,0.003218,0.001811,0.001011,0.001928,2.276E-4,7.544E-4,-5.321E-4,0.0301,-0.04273,0.002852,-6.391E-4,0.004132,-1.645E-4,0.002106,-1.48E-4,junk,junk,junk,carlsson,awareness9
0.00763,0.00298,0.001853,0.001002,0.001974,2.179E-4,7.78E-4,-5.395E-4,0.03006,-0.04285,0.002867,-6.268E-4,0.004154,-1.644E-4,0.002128,-1.483E-4,junk,junk,junk,carlsson,awareness9
0.007894,0.00297,0.001865,0.001008,0.001996,2.119E-4,8.253E-4,-5.469E-4,0.03013,-0.04282,0.00286,-6.234E-4,0.004175,-1.657E-4,0.002151,-1.429E-4,junk,junk,junk,carlsson,awareness9
0.007797,0.002979,0.001874,0.001011,0.001995,2.172E-4,8.453E-4,-5.534E-4,0.03007,-0.04288,0.002882,-6.287E-4,0.00415,-1.558E-4,0.002132,-1.325E-4,junk,junk,junk,carlsson,awareness9
0.007797,0.002997,0.001892,0.001013,0.002026,2.032E-4,8.368E-4,-5.554E-4,0.02989,-0.04268,0.002886,-6.316E-4,0.004172,-1.636E-4,0.002122,-1.298E-4,junk,junk,junk,carlsson,awareness9
0.008089,0.003064,0.001895,0.001017,0.00204,2.006E-4,8.233E-4,-5.508E-4,0.0296,-0.04248,0.002861,-6.294E-4,0.004173,-1.641E-4,0.002114,-1.278E-4,junk,junk,junk,carlsson,awareness9
0.007979,0.003304,0.001892,0.00102,0.002037,2.035E-4,7.872E-4,-5.414E-4,0.02954,-0.04242,0.002854,-6.277E-4,0.004158,-1.655E-4,0.002106,-1.22E-4,junk,junk,junk,carlsson,awareness9
0.008287,0.003262,0.00188,0.001023,0.002029,1.967E-4,7.47E-4,-5.344E-4,0.02991,-0.04285,0.00285,-6.318E-4,0.004137,-1.611E-4,0.002101,-1.215E-4,junk,junk,junk,carlsson,awareness9
0.008121,0.003334,0.001878,0.001022,0.002022,1.907E-4,7.181E-4,-5.289E-4,0.03012,-0.04318,0.002817,-6.319E-4,0.004107,-1.588E-4,0.002041,-1.029E-4,junk,junk,junk,carlsson,awareness9
0.008207,0.003382,0.001855,0.001017,0.001987,1.879E-4,7.114E-4,-5.353E-4,0.02996,-0.04311,0.002783,-6.282E-4,0.004055,-1.56E-4,0.001993,-1.094E-4,junk,junk,junk,carlsson,awareness9
0.008126,0.003356,0.001819,0.00102,0.001956,1.939E-4,6.589E-4,-5.325E-4,0.02985,-0.04325,0.002725,-6.216E-4,0.004021,-1.609E-4,0.001955,-1.132E-4,junk,junk,junk,carlsson,awareness9
0.008064,0.003261,0.001793,0.001021,0.00193,1.987E-4,6.248E-4,-5.226E-4,0.0298,-0.04338,0.002716,-6.247E-4,0.003986,-1.663E-4,0.001909,-1.13E-4,junk,junk,junk,carlsson,awareness9
0.00819,0.003108,0.00178,0.001017,0.001903,2.04E-4,6.188E-4,-5.294E-4,0.02975,-0.04348,0.002657,-6.246E-4,0.00396,-1.692E-4,0.001887,-1.131E-4,junk,junk,junk,carlsson,awareness9
0.00787,0.003064,0.001757,0.001015,0.001885,2.034E-4,5.853E-4,-5.266E-4,0.0294,-0.04331,0.002617,-6.23E-4,0.003957,-1.806E-4,0.001841,-1.064E-4,junk,junk,junk,carlsson,awareness9
0.007744,0.003259,0.001753,0.001013,0.001886,1.975E-4,5.678E-4,-5.287E-4,0.02903,-0.04314,0.002613,-6.296E-4,0.003914,-1.714E-4,0.001827,-1.153E-4,junk,junk,junk,carlsson,awareness9
0.007717,0.00333,0.001748,0.001011,0.001884,1.972E-4,5.597E-4,-5.324E-4,0.02921,-0.04335,0.002614,-6.36E-4,0.003947,-1.871E-4,0.001812,-1.242E-4,junk,junk,junk,carlsson,awareness9
0.007581,0.00345,0.001748,0.00101,0.001903,1.89E-4,5.397E-4,-5.308E-4,0.0292,-0.0433,0.002619,-6.319E-4,0.003978,-1.937E-4,0.001823,-1.29E-4,junk,junk,junk,carlsson,awareness9
0.007474,0.003626,0.00176,0.001007,0.001915,1.925E-4,5.424E-4,-5.33E-4,0.02918,-0.04332,0.002629,-6.377E-4,0.003985,-1.965E-4,0.00184,-1.304E-4,junk,junk,junk,carlsson,awareness9
0.007064,0.003786,0.001763,0.001005,0.001925,1.941E-4,5.531E-4,-5.336E-4,0.02924,-0.04329,0.002644,-6.409E-4,0.003983,-1.903E-4,0.001857,-1.377E-4,junk,junk,junk,carlsson,awareness9
0.0069,0.003765,0.001754,0.001008,0.001927,1.95E-4,5.542E-4,-5.38E-4,0.02914,-0.04314,0.002652,-6.461E-4,0.003971,-1.853E-4,0.001842,-1.356E-4,junk,junk,junk,carlsson,awareness9
0.006773,0.003687,0.001765,0.001005,0.001913,2.036E-4,5.423E-4,-5.328E-4,0.02908,-0.04304,0.002607,-6.354E-4,0.003945,-1.793E-4,0.001812,-1.298E-4,junk,junk,junk,carlsson,awareness9
0.006858,0.003513,0.00174,0.001006,0.0019,2.052E-4,5.36E-4,-5.246E-4,0.02863,-0.04275,0.002563,-6.222E-4,0.003931,-1.816E-4,0.001821,-1.383E-4,junk,junk,junk,carlsson,awareness9
