S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
0.4196,0.41164,0.46305,0.54342,0.21078,0.11364,-0.028611,-0.24584,0.30504,0.23639,0.074673,-0.048336,0.41339,0.43964,0.35171,0.34509,0.027832,0.026959,0.030793,0.037989,0.014543,0.0074951,-0.0035424,-0.02056,0.024666,0.021438,0.0096943,0.0017781,0.029986,0.032684,0.02819,0.030209,15
-0.24818,-0.29135,-0.42092,-0.6874,-0.033911,0.051678,0.3339,0.74159,0.026922,0.098751,0.22665,0.40364,-0.1186,-0.16986,-0.21713,-0.30125,-0.013282,-0.01686,-0.022851,-0.036709,-0.0038602,-0.0043417,0.0066521,0.023025,-0.0023648,-0.0018023,0.0017218,0.0090174,-0.0068377,-0.010038,-0.011009,-0.014641,15
0.020252,0.019415,0.063554,0.098343,0.10257,0.071456,-0.019457,-0.17687,0.091395,0.028004,-0.06266,-0.13644,0.032305,-0.0040499,-0.026036,-0.018115,0.0029245,0.0032315,0.0096515,0.017368,0.0087424,0.0044905,-0.0062796,-0.025072,0.010357,0.0047059,-0.0064691,-0.017144,0.0020593,0.00012078,0.00075767,0.0035092,15
0.18114,0.15273,0.017815,-0.11167,0.12889,0.18498,0.38193,0.67676,0.056466,0.12255,0.25611,0.43124,0.15398,0.14643,0.085349,0.057241,0.011515,0.010806,0.0066476,0.0045982,0.0052945,0.0055015,0.012743,0.023119,-0.0021441,-0.001674,0.0027702,0.0092942,0.011594,0.011928,0.0097622,0.0096876,15
0.17707,0.1729,0.12883,0.069186,0.15813,0.2701,0.48192,0.80758,0.14211,0.20822,0.29937,0.41576,0.17851,0.17092,0.11653,0.0934,0.013984,0.014469,0.014676,0.016191,0.0091619,0.014287,0.023217,0.037532,0.0032986,0.0051147,0.0078716,0.011642,0.011554,0.011863,0.0093337,0.0088239,15
-0.059144,-0.059607,-0.11333,-0.25315,0.16276,0.32186,0.52973,0.74717,0.12123,0.19335,0.24398,0.32115,0.027114,0.0074383,-0.022684,-0.051486,-0.004814,-0.0029004,-0.0021839,-0.0072444,0.0096971,0.019296,0.028141,0.035026,0.0063853,0.010188,0.010323,0.01077,-0.00033724,-0.001199,-0.00128,-0.0022263,15
0.23156,0.18476,0.14641,0.058241,-0.00012333,-0.0031309,0.11845,0.3613,0.072065,0.082595,0.18842,0.31551,0.14243,0.15196,0.14251,0.12451,0.014005,0.012177,0.011812,0.0081197,-0.0052767,-0.0077821,-0.00052028,0.014059,0.00089788,0.0012179,0.0072765,0.013073,0.0081904,0.0096481,0.010625,0.0096272,15
-0.019742,-0.045314,-0.10866,-0.16899,0.18834,0.27504,0.31562,0.31758,0.08708,0.099153,0.13521,0.16396,0.032392,-0.039558,-0.056012,-0.08203,-0.0050365,-0.0077619,-0.0119,-0.018755,0.0083486,0.012067,0.014626,0.012522,0.0033407,0.0047028,0.0074234,0.010228,-0.0012433,-0.0063255,-0.0071256,-0.0094809,15
-0.13107,-0.14181,-0.13088,-0.066626,0.19114,0.26653,0.31283,0.31064,0.10963,0.098776,0.050702,-0.017884,-0.026298,-0.056394,-0.071373,-0.075555,-0.0098825,-0.010216,-0.0073698,-0.00073662,0.012623,0.015128,0.011045,-0.00044768,0.010059,0.010313,0.0040653,-0.0045644,-0.0071956,-0.0094179,-0.0090038,-0.0088642,15
0.11895,0.1019,0.096415,0.12368,0.1194,0.11512,0.10521,0.12373,0.10914,0.063768,0.087084,0.1291,0.12641,0.13262,0.094848,0.082454,0.0080865,0.0081649,0.0093782,0.013001,0.0098246,0.0092555,0.0054124,0.0017456,0.0057251,0.0016266,-0.00033203,-0.0020733,0.0095444,0.010825,0.0089886,0.0093309,15
0.17834,0.14045,0.14408,0.15823,0.28138,0.35852,0.45221,0.54271,0.31864,0.32038,0.32984,0.30468,0.25557,0.28519,0.23041,0.21812,0.0034519,0.0026142,0.0045649,0.0078193,0.011565,0.012415,0.010554,0.0037697,0.018613,0.01903,0.014865,0.0081469,0.0097006,0.010769,0.0080457,0.0076571,15
