mean,standard_deviation,root_mean_square,triangular_index,condition
716.3720930232558,111.13722799913816,724.842629271556,0.11670412620329927,hard
774.9,48.13645135152725,776.3563614732606,0.05528441238716365,easy
700.4651162790698,25.808220208749393,700.9293498551563,0.06259382249920394,hard
757.7,47.7247449658066,759.1640138994999,0.05560623832486207,easy
662.0869565217391,54.99245446703737,664.3173678426534,0.07242312423124231,hard
741.2682926829268,47.17150855667216,742.7311498621892,0.05645681827961616,easy
758.9,53.26652867348385,760.7204479965028,0.05566427484235703,hard
746.8,37.42698875383226,747.7138490090979,0.053892467685571134,hard
751.1219512195122,50.75834666434241,752.7933023729429,0.05678424583423501,easy
802.5263157894736,52.72608300739764,804.2110223200455,0.04525998436743961,hard
782.6666666666666,78.88877357705105,786.530974824879,0.0557815223707147,easy
703.4545454545455,80.58202654509357,707.9506916573935,0.05980038224676152,easy
786.4615384615385,54.97264686036145,788.3313113217414,0.050409985054731994,hard
816.1081081081081,45.699370153563734,817.3520859656703,0.041650543497379254,easy
788.1025641025641,51.89858271657526,789.7658205329294,0.05010237263639648,hard
803.2631578947369,52.92610055055925,804.9591032435976,0.04671353386347048,easy
739.4146341463414,25.496054214089778,739.8433585036438,0.05608994912573212,hard
748.5853658536586,35.906110628802516,749.4250153674726,0.05380356776706992,hard
738.7317073170732,65.75979941812622,741.5816978824022,0.060760431621358774,easy
729.7142857142857,24.034817949541363,730.1005801551298,0.059698840669835204,hard
735.8095238095239,24.354333610702028,736.2028705911616,0.05745799666538412,hard
679.8222222222222,56.10999298815955,682.0825626141034,0.06242143135809961,easy
730.2857142857143,35.87667610721124,731.1454809309255,0.057818885781888575,easy
731.9047619047619,53.40677289825085,733.8044374225004,0.06013691887780214,hard
742.439024390244,28.856583980512838,742.9859336225522,0.05636949516648765,hard
759.8,63.813510345099345,762.4082895666862,0.0480895668181989,easy
769.5,55.47510414129188,771.4472114150132,0.05067901967771311,easy
762.1,66.6193934957651,764.933722619156,0.05124714737558554,hard
771.4871794871794,51.366009544952966,773.1515259321952,0.05018699481240198,easy
725.8095238095239,30.221328355527163,726.4234630152357,0.05939281453002784,easy
