mean,standard_deviation,root_mean_square,condition
79.73333333333333,3.229128787656623,79.79724306014589,neutral
78.86666666666666,0.9904304018720247,78.87247090504181,negative
75.86666666666666,0.7432233529572065,75.8700643644558,positive
81.4,3.8321944477954513,81.4841497879598,positive
72.73333333333333,0.5936168397046637,72.73559422089481,neutral
73.06666666666666,0.5936168397046637,73.06891724027848,negative
72.6,0.6324555320336759,72.60257112067956,neutral
73.2,0.6761234037828132,73.2029143317851,neutral
71.33333333333333,0.8164965809277261,71.33769457072934,neutral
71.2,0.4140393356054125,71.20112358664012,neutral
72.93333333333334,0.5936168397046637,72.93558802121225,negative
73.53333333333333,0.915475416434127,73.53865196842632,positive
73.06666666666666,0.4577377082170634,73.06800485392586,positive
74.13333333333334,0.6399404734221844,74.13591122616174,negative
77.0,0.7559289460184544,77.00346312558503,positive
76.73333333333333,1.7511900715418263,76.7519815162232,negative
76.33333333333333,0.816496580927726,76.3374089159437,positive
73.06666666666666,0.7988086367179803,73.07074197880662,neutral
73.8,0.8618916073713346,73.8046972308222,positive
75.53333333333333,1.5522640914238175,75.54821859801417,neutral
76.53333333333333,1.9223002094465098,76.55586195713559,negative
72.2,2.042407542932745,72.2269571097477,positive
70.6,0.6324555320336759,70.6026439542694,neutral
71.0,0.6546536707079771,71.00281684553084,positive
75.06666666666666,2.433887738538802,75.10348416240976,neutral
73.73333333333333,1.0327955589886446,73.74008407914924,positive
71.66666666666667,0.6172133998483678,71.66914724389196,negative
72.33333333333333,0.48795003647426666,72.33486941533339,negative
71.66666666666667,0.816496580927726,71.67100762046906,positive
73.46666666666667,2.356349072692956,73.50192741237018,positive
76.4,2.6939084723024385,76.44431524536886,neutral
71.93333333333334,0.2581988897471611,71.93376583126081,negative
71.33333333333333,0.48795003647426666,71.33489094872625,negative
73.125,0.3415650255319866,73.12574785942363,negative
74.4375,1.0935416468216166,74.44503005573979,positive
76.13333333333334,0.8338093878327919,76.13759474355184,positive
74.6,0.50709255283711,74.60160856174618,negative
75.46666666666667,0.5163977794943222,75.46831564747332,neutral
75.4,0.9856107606091622,75.40601213873245,neutral
73.73333333333333,0.4577377082170635,73.73465942146882,neutral
75.4,1.3522468075656262,75.41131656897834,positive
74.66666666666667,0.9759000729485332,74.67261881037788,neutral
72.93333333333334,0.7037315505489968,72.93650206400999,positive
73.73333333333333,0.45773770821706344,73.73465942146882,negative
75.2,0.9411239481143201,75.20549625304434,positive
75.25,0.5773502691896257,75.25207638331317,negative
74.6,0.50709255283711,74.60160856174618,negative
75.0,0.6546536707079771,75.00266661926094,negative
76.13333333333334,0.8338093878327919,76.13759474355184,negative
75.86666666666666,0.9154754164341267,75.87182173464227,positive
77.46666666666667,0.6399404734221844,77.46913363828632,positive
76.53333333333333,0.833809387832792,76.53757247260981,positive
74.13333333333334,0.5163977794943222,74.13501197140255,neutral
74.26666666666667,0.4577377082170635,74.26798323189699,negative
75.06666666666666,0.45773770821706344,75.0679692012512,neutral
74.6,0.7367883976130072,74.60339581189764,neutral
74.26666666666667,0.4577377082170635,74.26798323189699,neutral
72.0,0.0,72.0,classifying
