rr_interval,condition
796,negative
876,negative
912,negative
924,negative
748,negative
700,negative
744,negative
800,negative
868,negative
872,negative
892,negative
812,negative
780,negative
784,negative
792,negative
808,negative
832,negative
816,negative
800,negative
836,negative
764,negative
712,negative
776,negative
992,neutral
936,neutral
432,neutral
364,neutral
852,neutral
948,neutral
936,neutral
800,neutral
1148,neutral
1112,neutral
972,neutral
876,neutral
876,neutral
860,neutral
852,neutral
872,neutral
876,neutral
868,neutral
880,neutral
748,neutral
820,neutral
932,neutral
928,neutral
776,neutral
812,neutral
868,neutral
944,neutral
868,neutral
796,neutral
916,neutral
1008,neutral
892,neutral
784,neutral
896,neutral
1184,neutral
920,negative
1092,negative
1056,negative
876,negative
1076,negative
1036,negative
912,negative
788,negative
832,negative
928,negative
1032,negative
836,negative
1036,negative
1256,negative
1084,negative
988,positive
1052,positive
828,positive
920,positive
1024,positive
964,positive
876,positive
872,positive
920,positive
792,positive
760,positive
836,positive
944,positive
896,positive
856,positive
840,positive
796,positive
936,positive
784,positive
924,positive
1028,positive
1144,positive
880,positive
764,positive
820,positive
884,positive
1224,positive
1036,positive
1032,positive
988,positive
852,positive
980,positive
1064,positive
808,positive
900,positive
1260,positive
1060,positive
1008,positive
960,positive
308,positive
512,positive
848,positive
932,positive
1024,positive
860,positive
816,positive
956,positive
1052,positive
832,positive
948,positive
836,negative
1004,negative
1032,negative
800,negative
892,negative
972,negative
808,negative
836,negative
900,negative
1032,negative
844,negative
752,negative
412,negative
312,negative
756,negative
860,negative
12,negative
668,negative
832,negative
880,negative
808,positive
896,positive
1032,positive
900,positive
860,positive
1020,positive
960,positive
792,positive
908,positive
476,positive
420,positive
820,positive
332,positive
424,positive
860,positive
924,positive
988,positive
988,positive
804,negative
728,negative
764,negative
780,negative
868,negative
384,negative
480,negative
568,negative
184,negative
804,negative
868,negative
900,negative
764,negative
876,negative
980,negative
824,negative
932,negative
976,negative
796,negative
892,negative
916,neutral
840,neutral
756,neutral
800,neutral
900,neutral
952,neutral
1048,neutral
900,neutral
848,neutral
868,neutral
772,neutral
868,neutral
912,neutral
928,neutral
876,neutral
768,neutral
848,neutral
876,negative
848,negative
972,negative
1040,negative
892,negative
868,negative
1044,negative
1016,negative
872,negative
1040,negative
964,negative
816,negative
908,negative
1000,negative
880,negative
936,negative
1104,negative
1008,negative
848,negative
1012,negative
1136,negative
868,negative
904,negative
1072,negative
960,negative
816,negative
968,negative
1088,negative
876,negative
868,negative
436,negative
624,negative
908,negative
932,negative
852,negative
880,negative
1028,negative
128,negative
812,negative
800,negative
992,negative
1232,negative
988,negative
856,negative
960,negative
1064,negative
324,negative
520,negative
976,negative
540,negative
524,negative
556,neutral
800,neutral
744,neutral
724,neutral
764,neutral
964,neutral
664,neutral
312,neutral
292,neutral
584,neutral
136,neutral
200,neutral
636,neutral
768,neutral
768,neutral
784,neutral
768,neutral
748,neutral
764,neutral
788,neutral
724,neutral
808,neutral
1016,negative
1020,negative
820,negative
900,negative
1052,negative
1020,negative
968,negative
792,negative
848,negative
876,negative
1048,negative
1052,negative
868,negative
1004,negative
848,negative
800,negative
884,neutral
960,neutral
916,neutral
764,neutral
824,neutral
832,neutral
920,neutral
792,neutral
824,neutral
896,neutral
964,neutral
824,neutral
864,neutral
832,neutral
740,neutral
772,neutral
732,neutral
772,neutral
348,neutral
720,neutral
592,neutral
580,neutral
576,neutral
576,neutral
580,neutral
588,neutral
596,neutral
612,neutral
632,neutral
1168,neutral
1100,neutral
956,neutral
908,neutral
892,neutral
876,neutral
852,neutral
1192,neutral
780,positive
772,positive
1012,positive
1036,positive
856,positive
1028,positive
892,positive
828,positive
984,positive
1000,positive
852,positive
1088,positive
1092,positive
936,positive
860,positive
996,positive
1168,positive
1012,positive
972,positive
1112,positive
1200,positive
896,positive
1012,positive
1216,positive
856,positive
1052,positive
1264,positive
1080,positive
1104,positive
1088,positive
904,positive
200,positive
1492,negative
268,negative
844,negative
108,negative
324,negative
516,negative
192,negative
888,negative
864,negative
924,negative
996,negative
1044,negative
860,negative
900,negative
1056,negative
984,negative
872,negative
1052,negative
1028,negative
944,positive
836,positive
856,positive
240,positive
92,positive
236,positive
348,positive
272,positive
136,positive
608,positive
312,positive
136,positive
188,positive
240,positive
460,positive
52,positive
236,positive
864,positive
720,positive
764,positive
740,positive
736,positive
696,positive
676,positive
632,positive
624,positive
620,positive
624,positive
632,positive
652,positive
876,negative
1196,negative
1156,negative
1064,negative
1172,negative
1000,negative
1300,negative
1268,negative
1128,negative
920,negative
952,negative
1064,negative
888,negative
976,negative
820,neutral
184,neutral
636,neutral
780,neutral
816,neutral
876,neutral
880,neutral
948,neutral
1068,neutral
948,neutral
996,neutral
1096,neutral
1244,neutral
1124,neutral
912,neutral
788,neutral
940,neutral
428,neutral
808,neutral
820,neutral
772,neutral
732,neutral
776,neutral
764,neutral
748,neutral
792,neutral
736,neutral
860,neutral
940,neutral
948,neutral
804,neutral
888,neutral
884,neutral
868,neutral
892,neutral
648,neutral
312,neutral
336,neutral
648,neutral
644,neutral
644,neutral
632,neutral
628,neutral
320,neutral
180,neutral
148,neutral
664,neutral
660,neutral
296,neutral
156,neutral
252,neutral
304,neutral
528,neutral
100,neutral
752,neutral
744,neutral
712,neutral
624,neutral
600,neutral
588,neutral
580,neutral
564,neutral
556,neutral
544,neutral
536,neutral
308,neutral
220,neutral
1208,positive
1188,positive
844,positive
880,positive
904,positive
932,positive
936,positive
896,positive
420,positive
168,positive
196,positive
976,positive
396,positive
148,positive
180,positive
256,positive
364,positive
208,positive
468,positive
1052,positive
996,positive
956,positive
876,positive
856,positive
956,positive
932,positive
844,positive
820,positive
840,positive
872,positive
892,positive
932,positive
836,positive
844,positive
888,positive
1216,positive
1096,positive
844,positive
904,positive
876,neutral
888,neutral
960,neutral
1012,neutral
796,neutral
844,neutral
872,neutral
772,neutral
808,neutral
848,neutral
868,neutral
756,neutral
760,neutral
736,neutral
692,neutral
644,neutral
696,neutral
724,neutral
596,neutral
668,positive
1136,positive
928,positive
368,positive
292,positive
256,positive
208,positive
108,positive
616,positive
164,positive
164,positive
648,positive
796,positive
836,positive
908,positive
868,positive
800,positive
984,positive
1068,positive
848,positive
940,positive
880,positive
212,positive
772,positive
832,positive
816,positive
744,positive
824,positive
460,positive
336,positive
748,positive
732,positive
716,positive
384,positive
308,positive
708,positive
716,positive
736,positive
728,positive
180,positive
184,positive
324,positive
728,positive
704,positive
676,positive
656,positive
192,positive
452,positive
660,positive
1068,neutral
976,neutral
796,neutral
812,neutral
820,neutral
772,neutral
924,neutral
932,neutral
812,neutral
1220,neutral
1160,neutral
1068,neutral
964,neutral
956,neutral
916,neutral
792,neutral
616,negative
232,negative
840,negative
616,negative
228,negative
860,negative
780,negative
860,negative
1052,negative
956,negative
864,negative
740,negative
188,negative
860,negative
812,negative
864,negative
908,negative
924,negative
792,negative
848,negative
1024,positive
872,positive
1184,positive
936,positive
944,positive
1148,positive
936,positive
1112,positive
1088,positive
856,positive
1036,positive
1204,positive
892,positive
1012,positive
1152,positive
1048,neutral
1032,neutral
876,neutral
984,neutral
892,neutral
820,neutral
880,neutral
376,neutral
420,neutral
728,neutral
272,neutral
400,neutral
244,neutral
464,neutral
264,neutral
496,neutral
304,neutral
528,neutral
1028,neutral
1008,neutral
1080,neutral
920,neutral
1228,negative
700,negative
456,negative
820,negative
880,negative
1028,negative
92,negative
828,negative
908,negative
1324,negative
1248,negative
968,negative
860,negative
836,negative
768,negative
776,negative
876,negative
824,neutral
800,neutral
864,neutral
928,neutral
888,neutral
776,neutral
880,neutral
888,neutral
888,neutral
836,neutral
752,neutral
796,neutral
796,neutral
756,neutral
768,neutral
840,neutral
792,neutral
724,neutral
460,positive
444,positive
780,positive
800,positive
872,positive
896,positive
880,positive
768,positive
748,positive
792,positive
820,positive
840,positive
772,positive
940,positive
1076,positive
1088,positive
820,positive
900,positive
1188,positive
888,positive
824,positive
980,positive
1064,positive
960,positive
780,positive
844,positive
884,positive
896,positive
764,positive
912,positive
1072,positive
804,positive
824,positive
924,positive
888,positive
920,positive
788,positive
776,positive
820,positive
816,positive
732,positive
796,positive
848,positive
332,positive
540,positive
736,positive
812,positive
836,positive
736,positive
768,positive
756,positive
444,positive
268,positive
668,positive
708,positive
692,positive
660,positive
