heart_rate,condition
73,negative
74,negative
74,negative
74,negative
75,negative
75,negative
75,negative
75,negative
74,negative
74,negative
74,negative
75,negative
76,negative
76,negative
77,negative
80,positive
80,positive
80,positive
81,positive
81,positive
81,positive
81,positive
81,positive
81,positive
82,positive
83,positive
84,positive
84,positive
83,positive
83,positive
74,positive
74,positive
73,positive
72,positive
71,positive
70,positive
69,positive
69,positive
69,positive
69,positive
69,positive
71,positive
72,positive
74,positive
76,positive
82,neutral
81,neutral
79,neutral
78,neutral
76,neutral
76,neutral
76,neutral
75,neutral
74,neutral
73,neutral
72,neutral
72,neutral
71,neutral
71,neutral
70,neutral
73,negative
73,negative
74,negative
74,negative
73,negative
73,negative
73,negative
73,negative
73,negative
73,negative
73,negative
72,negative
72,negative
71,negative
70,negative
68,negative
68,negative
69,negative
70,negative
70,negative
70,negative
69,negative
69,negative
69,negative
70,negative
70,negative
72,negative
73,negative
73,negative
74,negative
72,negative
72,negative
73,negative
73,negative
72,negative
72,negative
71,negative
70,negative
71,negative
70,negative
70,negative
69,negative
68,negative
68,negative
67,negative
65,neutral
65,neutral
65,neutral
66,neutral
65,neutral
65,neutral
65,neutral
65,neutral
65,neutral
66,neutral
66,neutral
65,neutral
65,neutral
65,neutral
65,neutral
66,neutral
65,neutral
65,neutral
65,neutral
65,neutral
65,neutral
65,neutral
64,neutral
64,neutral
64,neutral
64,neutral
64,neutral
63,neutral
64,neutral
64,neutral
64,negative
64,negative
64,negative
64,negative
65,negative
65,negative
66,negative
66,negative
66,negative
66,negative
67,negative
68,negative
69,negative
69,negative
69,negative
69,neutral
68,neutral
67,neutral
67,neutral
67,neutral
67,neutral
67,neutral
67,neutral
67,neutral
67,neutral
67,neutral
66,neutral
66,neutral
67,neutral
67,neutral
66,positive
67,positive
67,positive
67,positive
67,positive
67,positive
67,positive
66,positive
66,positive
66,positive
66,positive
67,positive
66,positive
65,positive
65,positive
65,negative
66,negative
67,negative
67,negative
66,negative
66,negative
66,negative
66,negative
66,negative
66,negative
66,negative
67,negative
68,negative
68,negative
68,negative
65,neutral
65,neutral
64,neutral
65,neutral
64,neutral
65,neutral
65,neutral
65,neutral
65,neutral
65,neutral
