heart_rate,condition
65,neutral
65,neutral
65,neutral
65,neutral
65,neutral
67,neutral
67,neutral
66,neutral
66,neutral
65,neutral
65,neutral
65,neutral
64,neutral
64,neutral
64,neutral
64,neutral
64,neutral
65,neutral
65,neutral
65,neutral
65,positive
65,positive
65,positive
65,positive
65,positive
65,positive
65,positive
65,positive
65,positive
64,positive
64,positive
64,positive
63,positive
63,positive
63,positive
64,positive
63,positive
63,positive
63,positive
63,positive
64,positive
64,positive
64,positive
64,positive
64,positive
65,positive
65,positive
65,positive
65,positive
65,positive
71,neutral
71,neutral
71,neutral
71,neutral
71,neutral
71,neutral
71,neutral
71,neutral
71,neutral
70,neutral
69,neutral
69,neutral
69,neutral
69,neutral
69,neutral
72,negative
71,negative
70,negative
70,negative
70,negative
70,negative
70,negative
70,negative
70,negative
70,negative
70,negative
70,negative
70,negative
70,negative
70,negative
68,negative
68,negative
69,negative
68,negative
68,negative
68,negative
68,negative
68,negative
69,negative
69,negative
68,negative
68,negative
68,negative
68,negative
68,negative
69,negative
71,negative
71,negative
72,negative
71,negative
71,negative
71,negative
72,negative
72,negative
73,negative
73,negative
73,negative
73,negative
73,negative
74,negative
74,negative
71,neutral
70,neutral
70,neutral
69,neutral
69,neutral
69,neutral
68,neutral
67,neutral
66,neutral
66,neutral
67,neutral
67,neutral
67,neutral
67,neutral
68,neutral
71,neutral
71,neutral
71,neutral
70,neutral
70,neutral
70,neutral
70,neutral
70,neutral
70,neutral
69,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
67,negative
66,negative
65,negative
65,negative
64,negative
63,negative
64,negative
64,negative
64,negative
64,negative
64,negative
64,negative
63,negative
63,negative
62,negative
63,positive
63,positive
64,positive
63,positive
63,positive
64,positive
64,positive
65,positive
67,positive
68,positive
68,positive
68,positive
68,positive
69,positive
70,positive
72,positive
72,positive
71,positive
70,positive
69,positive
69,positive
69,positive
69,positive
68,positive
67,positive
67,positive
66,positive
66,positive
65,positive
64,positive
63,positive
63,positive
63,positive
63,positive
62,positive
63,positive
63,positive
63,positive
63,positive
63,positive
64,positive
64,positive
64,positive
64,positive
64,positive
65,negative
65,negative
65,negative
65,negative
65,negative
66,negative
66,negative
66,negative
66,negative
67,negative
67,negative
68,negative
68,negative
69,negative
69,negative
68,positive
68,positive
68,positive
68,positive
67,positive
67,positive
67,positive
67,positive
67,positive
67,positive
68,positive
68,positive
68,positive
68,positive
68,positive
72,negative
73,negative
73,negative
73,negative
73,negative
73,negative
73,negative
73,negative
72,negative
72,negative
71,negative
70,negative
69,negative
69,negative
69,negative
67,neutral
67,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
69,neutral
68,neutral
67,negative
66,negative
66,negative
66,negative
65,negative
65,negative
64,negative
64,negative
64,negative
64,negative
64,negative
64,negative
65,negative
65,negative
64,negative
65,negative
65,negative
64,negative
63,negative
62,negative
62,negative
62,negative
62,negative
63,negative
63,negative
62,negative
62,negative
63,negative
64,negative
64,negative
63,negative
64,negative
64,negative
64,negative
63,negative
63,negative
62,negative
62,negative
62,negative
62,negative
62,negative
62,negative
62,negative
62,negative
62,negative
63,neutral
64,neutral
65,neutral
66,neutral
66,neutral
67,neutral
68,neutral
69,neutral
69,neutral
70,neutral
71,neutral
72,neutral
73,neutral
73,neutral
73,neutral
70,negative
69,negative
69,negative
68,negative
68,negative
67,negative
66,negative
66,negative
67,negative
67,negative
66,negative
66,negative
66,negative
66,negative
66,negative
64,neutral
65,neutral
65,neutral
66,neutral
66,neutral
67,neutral
68,neutral
68,neutral
68,neutral
68,neutral
68,neutral
69,neutral
71,neutral
72,neutral
72,neutral
78,neutral
79,neutral
80,neutral
83,neutral
85,neutral
86,neutral
87,neutral
88,neutral
89,neutral
89,neutral
89,neutral
88,neutral
86,neutral
84,neutral
82,neutral
71,positive
72,positive
72,positive
72,positive
71,positive
71,positive
71,positive
71,positive
70,positive
69,positive
69,positive
69,positive
68,positive
68,positive
68,positive
62,positive
62,positive
61,positive
60,positive
59,positive
59,positive
59,positive
59,positive
58,positive
58,positive
58,positive
57,positive
57,positive
58,positive
60,negative
60,negative
61,negative
61,negative
62,negative
62,negative
62,negative
62,negative
63,negative
63,negative
63,negative
63,negative
63,negative
62,negative
63,negative
67,positive
67,positive
68,positive
69,positive
70,positive
71,positive
72,positive
72,positive
73,positive
75,positive
77,positive
80,positive
82,positive
83,positive
84,positive
85,negative
84,negative
83,negative
81,negative
80,negative
74,negative
71,negative
68,negative
66,negative
65,negative
64,negative
63,negative
63,negative
63,negative
75,neutral
77,neutral
78,neutral
80,neutral
80,neutral
79,neutral
78,neutral
76,neutral
74,neutral
72,neutral
67,neutral
66,neutral
65,neutral
64,neutral
65,neutral
65,neutral
67,neutral
68,neutral
69,neutral
71,neutral
71,neutral
70,neutral
69,neutral
69,neutral
69,neutral
69,neutral
69,neutral
69,neutral
77,neutral
79,neutral
82,neutral
83,neutral
85,neutral
87,neutral
87,neutral
89,neutral
90,neutral
91,neutral
93,neutral
94,neutral
96,neutral
98,neutral
100,neutral
103,positive
103,positive
102,positive
101,positive
99,positive
96,positive
93,positive
90,positive
87,positive
85,positive
84,positive
82,positive
81,positive
79,positive
78,positive
74,positive
74,positive
74,positive
73,positive
73,positive
72,positive
71,positive
71,positive
71,positive
70,positive
69,positive
69,positive
68,positive
68,positive
67,positive
62,neutral
62,neutral
62,neutral
63,neutral
64,neutral
65,neutral
66,neutral
66,neutral
68,neutral
69,neutral
71,neutral
73,neutral
75,neutral
76,neutral
78,neutral
84,positive
85,positive
85,positive
86,positive
86,positive
87,positive
87,positive
86,positive
84,positive
81,positive
78,positive
76,positive
75,positive
75,positive
74,positive
73,positive
73,positive
73,positive
73,positive
74,positive
74,positive
75,positive
75,positive
75,positive
76,positive
77,positive
77,positive
78,positive
79,positive
79,positive
80,neutral
79,neutral
79,neutral
78,neutral
76,neutral
75,neutral
74,neutral
73,neutral
72,neutral
71,neutral
70,neutral
69,neutral
69,neutral
69,neutral
68,neutral
64,negative
64,negative
64,negative
65,negative
65,negative
65,negative
65,negative
66,negative
66,negative
67,negative
67,negative
67,negative
68,negative
68,negative
68,negative
62,positive
62,positive
63,positive
62,positive
62,positive
62,positive
61,positive
61,positive
61,positive
60,positive
60,positive
60,positive
59,positive
59,positive
66,neutral
66,neutral
66,neutral
66,neutral
67,neutral
67,neutral
67,neutral
68,neutral
69,neutral
69,neutral
70,neutral
70,neutral
71,neutral
71,neutral
69,neutral
63,negative
63,negative
63,negative
63,negative
63,negative
63,negative
63,negative
64,negative
64,negative
63,negative
64,negative
64,negative
65,negative
66,negative
66,negative
67,neutral
67,neutral
67,neutral
68,neutral
68,neutral
68,neutral
68,neutral
70,neutral
70,neutral
71,neutral
72,neutral
72,neutral
73,neutral
74,neutral
74,neutral
73,positive
73,positive
73,positive
72,positive
72,positive
73,positive
73,positive
73,positive
73,positive
72,positive
71,positive
70,positive
68,positive
68,positive
67,positive
65,positive
65,positive
65,positive
64,positive
64,positive
65,positive
65,positive
65,positive
67,positive
67,positive
67,positive
67,positive
67,positive
67,positive
70,positive
70,positive
71,positive
72,positive
72,positive
72,positive
72,positive
72,positive
72,positive
73,positive
74,positive
75,positive
75,positive
76,positive
77,positive
