A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
1176.000,334.200,134.300,64.850,855.600,196.300,61.490,26.970,174.000,42.200,13.960,6.225,348.900,114.100,41.480,20.570,baseline
1174.000,334.800,134.100,65.090,857.800,196.600,61.780,26.950,174.300,42.090,14.030,6.259,350.200,114.200,41.570,20.590,baseline
1167.000,336.100,134.900,65.160,859.100,196.100,61.700,27.050,172.800,42.270,14.030,6.257,350.600,114.400,41.720,20.720,baseline
1179.000,336.400,134.700,65.280,854.400,196.600,61.930,27.000,173.700,42.580,14.040,6.292,350.300,113.600,41.450,20.490,baseline
1173.000,334.500,133.100,64.610,852.900,196.300,61.800,26.880,172.300,42.290,13.960,6.238,345.900,113.200,41.040,20.330,baseline
1165.000,332.400,132.900,64.260,848.700,195.700,61.640,27.000,174.200,42.190,14.000,6.254,345.100,112.100,40.870,20.270,baseline
1173.000,334.200,133.100,64.270,848.100,197.000,61.480,26.890,174.000,42.140,14.000,6.230,344.600,112.800,41.040,20.280,baseline
1170.000,332.000,132.600,64.220,853.400,197.100,62.090,26.990,172.500,42.260,13.960,6.247,345.300,112.400,40.850,20.250,baseline
1163.000,332.200,132.400,64.060,854.400,195.800,61.890,27.000,175.200,42.090,14.010,6.244,344.800,112.500,40.700,20.260,baseline
1160.000,332.600,133.100,64.450,850.700,196.600,61.700,26.980,173.000,42.240,14.010,6.240,345.400,112.200,40.850,20.350,baseline
1173.000,332.900,132.800,64.400,857.700,194.900,61.480,27.050,173.800,42.380,14.030,6.292,346.300,112.500,40.970,20.390,baseline
1167.000,332.100,133.300,64.300,854.200,197.400,61.950,27.120,173.400,42.290,14.090,6.291,347.400,112.900,41.080,20.420,baseline
1164.000,333.700,133.300,64.740,853.400,196.700,61.970,27.100,175.900,42.410,14.130,6.309,347.300,113.100,41.120,20.510,baseline
1161.000,335.200,133.700,64.870,855.500,197.200,62.000,27.200,173.900,42.530,14.040,6.300,347.600,113.500,41.370,20.560,baseline
1180.000,333.300,134.600,65.330,858.200,196.200,62.280,27.240,174.300,42.470,14.110,6.291,348.800,113.400,41.450,20.590,baseline
1169.000,333.400,133.100,64.860,852.000,196.700,61.670,27.060,175.000,42.480,14.030,6.298,345.900,112.200,40.840,20.290,baseline
1159.000,331.700,132.200,64.030,858.700,196.400,61.920,27.070,172.500,42.080,14.050,6.254,344.000,111.800,40.620,20.190,baseline
1162.000,331.200,132.300,63.910,853.900,197.200,61.630,27.170,176.400,42.170,14.000,6.254,342.800,111.800,40.590,20.090,baseline
1163.000,332.200,132.400,64.030,855.500,197.200,62.070,27.200,174.400,42.290,14.040,6.233,343.400,111.600,40.610,20.090,baseline
1161.000,330.200,132.300,63.800,854.900,196.400,62.030,27.210,173.000,42.150,14.030,6.299,341.700,111.300,40.530,20.080,baseline
1160.000,330.300,132.100,64.040,858.500,196.700,62.340,27.140,174.300,42.240,14.030,6.280,341.800,111.400,40.600,20.060,baseline
1168.000,332.200,132.500,64.130,859.100,197.200,62.190,27.240,175.100,42.280,14.080,6.274,343.700,111.600,40.490,20.180,baseline
1168.000,332.100,132.700,64.230,853.600,197.700,62.030,27.260,173.500,42.280,14.070,6.302,342.600,112.500,40.790,20.250,baseline
