S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
0.29566,0.2784,0.29265,0.31988,0.14181,0.090565,-0.0037919,-0.022898,0.33445,0.25924,0.26293,0.43027,0.19603,0.12632,0.072555,0.08975,0.024293,0.022316,0.024842,0.028248,0.0074706,0.0021557,-0.0080824,-0.0059623,0.016543,0.015369,0.017626,0.030505,0.015817,0.011596,0.0076029,0.0096481,15
0.041593,0.058193,0.015217,-0.0025567,0.19056,0.26041,0.3908,0.28567,0.36517,0.31866,0.35523,0.34651,-0.037686,-0.062629,-0.097883,-0.14161,0.0077128,0.0090831,0.0074274,0.0073198,0.01112,0.013907,0.01857,0.013683,0.025012,0.022238,0.026968,0.028456,0.0046955,0.00017215,-0.0031994,-0.0066876,15
0.17827,0.17584,0.19627,0.26262,0.17695,0.1623,0.085245,0.059847,-0.01713,0.025348,-0.055961,-0.13538,0.0018973,0.012476,-0.058493,-0.029395,0.018376,0.019933,0.023565,0.029795,0.015054,0.016531,0.016341,0.0113,0.005894,0.0057318,0.0035266,0.00081053,0.0087829,0.0083555,0.0030099,0.0057147,15
-0.13735,-0.13539,-0.10104,-0.08495,0.11291,0.12601,0.24546,0.22067,0.11885,0.18341,0.27377,0.28005,-0.20106,-0.2203,-0.28493,-0.38863,-0.010496,-0.010696,-0.008729,-0.0083918,0.006922,0.007864,0.013683,0.01172,0.0097601,0.012861,0.019635,0.021239,-0.01368,-0.016201,-0.020633,-0.028244,15
0.086274,0.13205,0.15114,0.13665,0.041794,0.030637,0.048934,0.077844,0.062228,0.092144,0.087232,0.11395,0.015117,0.021032,-0.030149,-0.074798,-0.0030623,-0.00084501,0.00051061,1.2967e-005,0.0014154,0.00029938,-0.0032435,-0.0018053,0.0037538,0.0071951,0.0092659,0.013294,-0.0048653,-0.0059518,-0.010554,-0.015664,15
0.081411,0.11212,0.13505,0.16015,0.077948,0.060271,0.076993,0.08693,0.011789,0.043003,0.1322,0.22925,0.10332,0.028406,0.010562,0.040261,-0.0030589,0.0011135,0.0030274,0.0045018,0.00026256,-0.0012463,-0.0041037,-0.0010981,-0.0039496,0.001001,0.0081094,0.01577,-0.002787,-0.007953,-0.0089108,-0.0078564,15
0.36036,0.29943,0.33935,0.41513,0.18671,0.15939,0.22513,0.22525,0.21407,0.16465,0.2037,0.28779,0.34691,0.26784,0.20875,0.21915,0.0076612,0.0038654,0.0035309,0.0042618,0.0028386,0.0011701,9.4137e-005,0.002534,0.00081313,-0.0013294,-0.0011463,0.00048027,0.01415,0.0075456,0.0054885,0.0037798,15
-0.099314,-0.10965,-0.15449,-0.19196,-0.010508,-0.0040012,0.060959,0.12482,-0.023448,0.05697,0.10454,0.14201,-0.11807,-0.14398,-0.14588,-0.19807,-0.0080904,-0.0071114,-0.010059,-0.012899,0.00049984,0.0014318,0.008625,0.011145,0.001136,0.0012122,0.00075496,0.00074264,-0.0017767,-0.0017487,-0.00085988,-0.0017753,15
0.20751,0.18647,0.18099,0.16314,0.14239,0.13753,0.13534,0.076176,0.17856,0.21132,0.27799,0.33801,-0.0069219,-0.0064461,-0.01446,-0.010644,0.020671,0.02004,0.021035,0.021972,0.0099129,0.0080396,0.007795,0.0045125,0.011589,0.01161,0.014856,0.018634,0.010034,0.0096508,0.0095383,0.011471,15
-0.059348,-0.046383,-0.034118,0.014487,-0.051394,-0.094625,-0.15261,-0.074448,-0.27487,-0.20661,-0.20841,-0.24075,0.024294,-0.10489,-0.13474,-0.22086,-0.011471,-0.011533,-0.01273,-0.014536,-0.0060948,-0.008661,-0.011506,-0.0050889,-0.026595,-0.017453,-0.018326,-0.020065,-0.012961,-0.015309,-0.012591,-0.016181,15
