Subject:	S214
Project:	glassroutes
Time:	2015-02-06_11-39-23

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
170	41978.836	3051.967	0;baselinestart;1423240777684;	0	baselinestart	1423240777684	
524	42008.821	3081.940	0;baselineend;1423240807686;	0	baselineend	1423240807686	
530	42009.374	3082.486	16;hardstart;1423240808206	16	hardstart	1423240808206	
890	42039.834	3113.006	16;hard;1423240838730	16	hard	1423240838730	
896	42040.366	3113.532	10;passed;1423240839231	10	passed	1423240839231	
1043	42052.762	3125.988	15;easystart;1423240851732	15	easystart	1423240851732	
1403	42083.365	3156.509	15;easy;1423240882253	15	easy	1423240882253	
1409	42083.870	3157.054	10;passed;1423240882754	10	passed	1423240882754	
1556	42096.360	3169.489	16;hardstart;1423240895255	16	hardstart	1423240895255	
1917	42126.878	3200.094	16;hard;1423240925777	16	hard	1423240925777	
1922	42127.375	3200.556	10;passed;1423240926278	10	passed	1423240926278	
2070	42139.937	3213.075	15;easystart;1423240938779	15	easystart	1423240938779	
2430	42170.460	3243.616	15;easy;1423240969298	15	easy	1423240969298	
2436	42170.956	3244.141	10;passed;1423240969799	10	passed	1423240969799	
2583	42183.425	3256.597	15;easystart;1423240982300	15	easystart	1423240982300	
2943	42213.951	3287.160	15;easy;1423241012820	15	easy	1423241012820	
2948	42214.364	3287.558	10;passed;1423241013322	10	passed	1423241013322	
3097	42227.008	3300.183	15;easystart;1423241025822	15	easystart	1423241025822	
3456	42257.418	3330.660	15;easy;1423241056343	15	easy	1423241056343	
3462	42257.978	3331.165	10;passed;1423241056843	10	passed	1423241056843	
3610	42270.510	3343.704	15;easystart;1423241069345	15	easystart	1423241069345	
3969	42300.941	3374.183	15;easy;1423241099863	15	easy	1423241099863	
3975	42301.478	3374.667	10;passed;1423241100364	10	passed	1423241100364	
4123	42314.013	3387.249	15;easystart;1423241112864	15	easystart	1423241112864	
4482	42344.462	3417.705	15;easy;1423241143385	15	easy	1423241143385	
4488	42344.926	3418.189	10;passed;1423241143886	10	passed	1423241143886	
4636	42357.520	3430.749	16;hardstart;1423241156387	16	hardstart	1423241156387	
4996	42388.024	3461.270	16;hard;1423241186907	16	hard	1423241186907	
5002	42388.524	3461.775	10;passed;1423241187408	10	passed	1423241187408	
5149	42401.024	3474.272	15;easystart;1423241199909	15	easystart	1423241199909	
5510	42431.629	3504.877	15;easy;1423241230429	15	easy	1423241230429	
5516	42432.105	3505.359	10;passed;1423241230930	10	passed	1423241230930	
5663	42444.608	3517.857	16;hardstart;1423241243430	16	hardstart	1423241243430	
6022	42475.054	3548.294	16;hard;1423241273952	16	hard	1423241273952	
6028	42475.568	3548.798	10;passed;1423241274453	10	passed	1423241274453	
6176	42488.075	3561.359	16;hardstart;1423241286954	16	hardstart	1423241286954	
6535	42518.579	3591.815	16;hard;1423241317476	16	hard	1423241317476	
6541	42519.091	3592.341	10;passed;1423241317976	10	passed	1423241317976	
6689	42531.615	3604.881	16;hardstart;1423241330477	16	hardstart	1423241330477	
7049	42562.097	3635.402	16;hard;1423241360997	16	hard	1423241360997	
7055	42562.645	3635.926	10;passed;1423241361497	10	passed	1423241361497	
7202	42575.102	3648.382	16;hardstart;1423241373998	16	hardstart	1423241373998	
7562	42605.665	3678.902	16;hard;1423241404518	16	hard	1423241404518	
7568	42606.185	3679.449	10;passed;1423241405020	10	passed	1423241405020	
7715	42618.616	3691.904	16;hardstart;1423241417521	16	hardstart	1423241417521	
8075	42649.171	3722.425	16;hard;1423241448039	16	hard	1423241448039	
8081	42649.654	3722.950	10;passed;1423241448540	10	passed	1423241448540	
8229	42662.224	3735.490	16;hardstart;1423241461040	16	hardstart	1423241461040	
8588	42692.618	3765.926	16;hard;1423241491562	16	hard	1423241491562	
8595	42693.173	3766.536	10;passed;1423241492063	10	passed	1423241492063	
8742	42705.599	3779.012	15;easystart;1423241504564	15	easystart	1423241504564	
9102	42736.248	3809.554	15;easy;1423241535086	15	easy	1423241535086	
9107	42736.703	3809.974	10;passed;1423241535587	10	passed	1423241535587	
9255	42749.200	3822.513	15;easystart;1423241548088	15	easystart	1423241548088	
9615	42779.713	3853.076	15;easy;1423241578609	15	easy	1423241578609	
9621	42780.215	3853.558	10;passed;1423241579110	10	passed	1423241579110	
9769	42792.721	3866.099	16;hardstart;1423241591611	16	hardstart	1423241591611	
10128	42823.288	3896.578	16;hard;1423241622130	16	hard	1423241622130	
10134	42823.724	3897.061	10;passed;1423241622631	10	passed	1423241622631	
10281	42836.213	3909.537	16;hardstart;1423241635131	16	hardstart	1423241635131	
10642	42866.794	3940.162	16;hard;1423241665649	16	hard	1423241665649	
10648	42867.301	3940.666	10;passed;1423241666150	10	passed	1423241666150	
10794	42879.748	3953.081	15;easystart;1423241678651	15	easystart	1423241678651	
11155	42910.339	3983.686	15;easy;1423241709172	15	easy	1423241709172	
11161	42910.839	3984.168	10;passed;1423241709673	10	passed	1423241709673	
11308	42923.332	3996.666	15;easystart;1423241722173	15	easystart	1423241722173	
11668	42953.829	4027.186	15;easy;1423241752694	15	easy	1423241752694	
11673	42954.270	4027.585	10;passed;1423241753196	10	passed	1423241753196	
11821	42966.816	4040.187	15;easystart;1423241765696	15	easystart	1423241765696	
12181	42997.331	4070.687	15;easy;1423241796214	15	easy	1423241796214	
12186	42997.792	4071.108	10;passed;1423241796715	10	passed	1423241796715	
12335	43010.390	4083.774	16;hardstart;1423241809216	16	hardstart	1423241809216	
12694	43040.868	4114.210	16;hard;1423241839739	16	hard	1423241839739	
12701	43041.428	4114.819	10;passed;1423241840240	10	passed	1423241840240	
12848	43053.861	4127.274	15;easystart;1423241852740	15	easystart	1423241852740	
13208	43084.409	4157.795	15;easy;1423241883261	15	easy	1423241883261	
13213	43084.868	4158.258	10;passed;1423241883762	10	passed	1423241883762	
13361	43097.419	4170.797	15;easystart;1423241896262	15	easystart	1423241896262	
13721	43127.884	4201.297	15;easy;1423241926783	15	easy	1423241926783	
13727	43128.440	4201.842	10;passed;1423241927284	10	passed	1423241927284	
13874	43140.882	4214.300	16;hardstart;1423241939784	16	hardstart	1423241939784	
