S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
-0.33382,-0.49868,-0.48205,-0.67903,0.0035789,-0.2847,-0.14015,-0.18662,0.046118,-0.0076683,0.037358,0.032663,-0.074363,-0.10684,-0.12926,-0.13624,-0.00033936,-0.0089565,-0.011097,-0.016062,0.0047564,-0.010737,-0.0044439,-0.0050546,0.0091521,0.001606,0.0055561,0.0040857,0.0004569,-0.001217,-9.327e-005,0.00058914,15
0.41262,0.49673,0.48858,0.64831,0.13399,0.062694,0.011979,0.061624,0.34587,0.29613,0.31561,0.33826,0.37737,0.36959,0.44203,0.37806,0.0079418,0.010483,0.0098943,0.014302,0.00037161,-0.0042435,-0.0064701,-0.010561,0.020839,0.016052,0.016429,0.015364,0.018323,0.017794,0.019947,0.015677,15
0.6574,0.78299,0.76237,0.9548,0.018805,-0.056981,-0.02588,0.0887,0.31848,0.25112,0.4495,0.52442,0.27913,0.29914,0.39673,0.37935,0.015183,0.027216,0.030595,0.040448,-0.0043018,-0.0091731,-0.0082147,-0.0093032,0.0073963,0.0033379,0.011265,0.011907,0.0054875,0.0056497,0.0086133,0.0063816,15
0.037343,0.10833,0.076324,0.094562,-0.18472,-0.041683,0.01615,0.11856,0.078965,0.033962,0.062027,0.058917,0.12956,0.096638,0.093591,0.050005,-0.018242,-0.014376,-0.01816,-0.02479,-0.0061372,0.0067611,0.0084586,0.021995,-0.0070344,-0.0072783,-0.0094685,-0.0078309,0.0021717,-0.0005934,-0.0019704,-0.0071126,15
-2.3728,-1.9043,-1.3582,-1.2583,-3.9159,-3.1288,-1.8416,-2.5047,-2.4538,-2.0111,-3.4815,-3.4456,-1.0512,-1.092,-1.8494,-1.6448,-0.16513,-0.13772,-0.1025,-0.10054,-0.26465,-0.21164,-0.12242,-0.16259,-0.19066,-0.15642,-0.27082,-0.25722,-0.078577,-0.079916,-0.13723,-0.12319,15
0.32241,0.29968,0.20434,0.20845,-0.45969,-0.32241,-0.28406,-0.50583,0.29759,0.2789,0.42156,0.45758,0.066585,0.20264,0.34843,0.50088,0.015523,0.0082467,0.0079346,0.010798,-0.059806,-0.051852,-0.036368,-0.057825,-0.006203,-0.010968,-0.016841,-0.015826,5.9366e-005,0.0072068,0.013524,0.021713,15
0.27262,0.01951,-0.11641,-0.095705,0.10878,-0.027064,-0.022238,0.1716,0.34971,0.50519,0.60469,0.64885,0.43382,0.32955,0.14073,-0.022396,0.043828,0.03787,0.028247,0.041307,0.012011,0.0099194,0.00084863,-0.00051426,0.011489,0.012353,0.012643,0.0083423,0.023932,0.020041,0.014462,0.0094617,15
0.21012,0.15247,0.050557,0.11881,-0.2384,-0.24031,-0.20462,-0.20798,0.083851,0.094766,0.1318,0.16845,0.12419,0.10496,0.055079,0.0094701,0.016961,0.017153,0.01335,0.017842,-0.02289,-0.026781,-0.02305,-0.033133,0.00083887,-0.0029051,-0.00268,-0.00059342,0.0052626,0.0046751,0.0015659,0.001254,15
0.75541,0.77365,0.76238,0.87232,-0.50516,-0.57036,-0.51968,-0.96067,0.14813,-0.12564,-0.16449,-0.18903,0.29674,0.43325,0.57458,0.62769,0.046779,0.04483,0.046602,0.049367,-0.060842,-0.0765,-0.062774,-0.10624,0.0021402,-0.011916,-0.015061,-0.018783,0.014818,0.020972,0.024039,0.024673,15
-0.31226,-0.24586,-0.16511,-0.12282,-0.07166,-0.0029422,-0.0091918,-0.053954,-0.13725,-0.21356,-0.23308,-0.19321,-0.030547,0.0023914,0.098292,0.11996,-0.033199,-0.027332,-0.018283,-0.017763,0.0029417,0.0047331,0.00079458,-0.0030538,-0.0145,-0.01891,-0.020616,-0.018533,-0.013891,-0.012066,-0.007723,-0.0080327,15
