rr_interval,condition
660,hard
672,hard
656,hard
644,hard
632,hard
652,hard
708,hard
744,hard
692,hard
672,hard
684,hard
700,hard
708,hard
692,hard
692,hard
704,hard
704,hard
684,hard
696,hard
728,hard
720,hard
688,hard
688,hard
720,hard
736,hard
708,hard
684,hard
704,hard
704,hard
680,hard
676,hard
700,hard
740,hard
720,hard
692,hard
724,hard
748,hard
736,hard
704,hard
696,hard
720,hard
756,hard
732,hard
680,hard
684,hard
720,hard
776,hard
780,hard
736,hard
736,hard
748,hard
752,hard
688,hard
660,hard
680,hard
724,hard
756,hard
712,hard
748,hard
784,hard
796,hard
732,hard
708,hard
708,hard
736,hard
712,hard
684,hard
704,hard
772,hard
764,hard
708,hard
704,hard
744,hard
780,hard
752,hard
716,hard
744,hard
784,hard
772,hard
716,hard
704,hard
732,hard
776,hard
736,hard
716,hard
724,hard
716,easy
724,easy
756,easy
728,easy
672,easy
656,easy
664,easy
700,easy
756,easy
720,easy
716,easy
784,easy
836,easy
788,easy
716,easy
744,easy
772,easy
780,easy
712,easy
684,easy
712,easy
760,easy
740,easy
720,easy
708,easy
772,easy
780,easy
756,easy
712,easy
736,easy
748,easy
764,easy
712,easy
728,easy
748,easy
760,easy
692,easy
664,easy
664,easy
684,easy
708,easy
688,easy
664,easy
676,easy
692,easy
668,easy
648,easy
612,easy
596,easy
624,easy
652,easy
676,easy
676,easy
748,easy
840,easy
872,easy
840,easy
808,easy
748,easy
720,easy
728,easy
732,easy
768,easy
816,easy
760,easy
684,easy
660,easy
684,easy
736,easy
764,easy
752,easy
736,easy
756,easy
764,easy
808,easy
776,easy
732,easy
720,easy
696,easy
660,easy
640,easy
644,easy
640,easy
680,easy
772,easy
700,hard
688,hard
724,hard
760,hard
760,hard
720,hard
700,hard
700,hard
732,hard
712,hard
704,hard
712,hard
748,hard
772,hard
728,hard
712,hard
732,hard
760,hard
732,hard
696,hard
704,hard
760,hard
780,hard
728,hard
716,hard
740,hard
764,hard
756,hard
728,hard
740,hard
736,hard
732,hard
696,hard
708,hard
732,hard
756,hard
728,hard
716,hard
732,hard
752,hard
740,hard
708,hard
648,easy
652,easy
688,easy
680,easy
664,easy
664,easy
704,easy
776,easy
764,easy
712,easy
684,easy
688,easy
720,easy
712,easy
664,easy
656,easy
692,easy
740,easy
712,easy
668,easy
676,easy
732,easy
768,easy
708,easy
668,easy
652,easy
688,easy
728,easy
724,easy
676,easy
668,easy
688,easy
676,easy
708,easy
732,easy
688,easy
652,easy
656,easy
688,easy
744,easy
708,easy
688,easy
692,easy
720,easy
692,easy
644,easy
616,easy
604,easy
600,easy
604,easy
616,easy
604,easy
656,easy
732,easy
796,easy
832,easy
792,easy
788,easy
764,easy
760,easy
748,easy
704,easy
712,easy
688,easy
716,easy
736,easy
756,easy
704,easy
700,easy
716,easy
744,easy
732,easy
688,easy
684,easy
708,easy
716,easy
772,easy
848,easy
796,easy
764,easy
756,easy
768,easy
748,easy
688,easy
712,easy
768,easy
664,easy
660,easy
684,easy
716,easy
736,easy
716,easy
664,easy
636,easy
616,easy
624,easy
632,easy
644,easy
700,easy
716,easy
732,easy
732,easy
752,easy
700,easy
700,easy
708,easy
656,easy
652,easy
664,easy
684,easy
712,easy
716,easy
672,easy
680,easy
712,easy
740,easy
744,easy
680,easy
652,easy
644,easy
636,easy
668,easy
672,easy
720,easy
792,easy
776,easy
740,easy
736,easy
708,easy
680,easy
640,hard
648,hard
692,hard
692,hard
656,hard
672,hard
684,hard
644,hard
628,hard
636,hard
652,hard
676,hard
724,hard
744,hard
756,hard
708,hard
664,hard
664,hard
692,hard
720,hard
736,hard
712,hard
712,hard
724,hard
732,hard
736,hard
716,hard
716,hard
724,hard
728,hard
708,hard
708,hard
728,hard
748,hard
708,hard
692,hard
720,hard
748,hard
748,hard
720,hard
720,hard
728,hard
752,hard
692,easy
708,easy
708,easy
716,easy
720,easy
716,easy
660,easy
640,easy
624,easy
628,easy
664,easy
648,easy
652,easy
644,easy
640,easy
668,easy
688,easy
712,easy
720,easy
684,easy
680,easy
696,easy
740,easy
744,easy
672,easy
668,easy
660,easy
648,easy
644,easy
652,easy
644,easy
652,easy
684,easy
704,easy
728,easy
688,easy
688,easy
692,easy
712,easy
716,easy
704,easy
692,easy
708,easy
736,easy
740,easy
784,easy
740,easy
696,easy
672,easy
684,easy
724,easy
740,easy
716,easy
688,easy
724,easy
776,easy
808,easy
764,easy
728,easy
720,easy
712,easy
688,easy
676,easy
648,easy
660,easy
692,easy
748,easy
732,easy
728,easy
728,easy
768,easy
792,easy
724,easy
692,easy
708,easy
732,easy
704,easy
684,easy
692,easy
740,easy
748,easy
764,easy
720,easy
724,easy
724,easy
740,easy
712,easy
644,hard
636,hard
660,hard
736,hard
704,hard
652,hard
644,hard
636,hard
628,hard
624,hard
624,hard
632,hard
664,hard
760,hard
752,hard
700,hard
672,hard
728,hard
836,hard
844,hard
756,hard
684,hard
680,hard
712,hard
716,hard
672,hard
696,hard
760,hard
820,hard
796,hard
748,hard
720,hard
736,hard
696,hard
708,hard
716,hard
700,hard
720,hard
792,hard
812,hard
724,hard
684,hard
704,hard
648,hard
652,hard
652,hard
692,hard
692,hard
772,hard
808,hard
744,hard
728,hard
772,hard
792,hard
756,hard
720,hard
732,hard
768,hard
784,hard
748,hard
720,hard
736,hard
772,hard
728,hard
704,hard
708,hard
716,hard
736,hard
716,hard
668,hard
648,hard
668,hard
704,hard
688,hard
656,hard
652,hard
664,hard
708,hard
752,hard
704,hard
668,hard
692,hard
740,hard
772,hard
728,hard
788,easy
688,easy
676,easy
684,easy
700,easy
752,easy
764,easy
716,easy
684,easy
684,easy
704,easy
684,easy
660,easy
648,easy
684,easy
704,easy
752,easy
852,easy
912,easy
876,easy
784,easy
748,easy
732,easy
708,easy
672,easy
676,easy
716,easy
700,easy
680,easy
720,easy
756,easy
764,easy
776,easy
756,easy
744,easy
744,easy
760,easy
764,easy
736,easy
728,easy
776,easy
780,easy
732,easy
720,easy
680,easy
696,easy
732,easy
776,easy
724,easy
664,easy
652,easy
668,easy
716,easy
732,easy
708,easy
712,easy
700,easy
716,easy
680,easy
696,easy
708,easy
696,easy
680,easy
688,easy
724,easy
728,easy
720,easy
704,easy
724,easy
716,easy
724,easy
684,easy
668,easy
688,easy
708,easy
764,easy
752,easy
736,easy
744,easy
792,easy
756,easy
708,easy
744,easy
772,easy
656,hard
636,hard
620,hard
624,hard
624,hard
660,hard
740,hard
724,hard
696,hard
680,hard
676,hard
680,hard
724,hard
808,hard
804,hard
752,hard
688,hard
708,hard
748,hard
744,hard
712,hard
704,hard
736,hard
728,hard
752,hard
780,hard
744,hard
720,hard
732,hard
776,hard
808,hard
712,hard
676,hard
664,hard
656,hard
736,hard
792,hard
752,hard
708,hard
736,hard
760,hard
776,hard
756,hard
796,easy
736,easy
716,easy
716,easy
720,easy
700,easy
660,easy
636,easy
620,easy
628,easy
660,easy
720,easy
832,easy
828,easy
724,easy
720,easy
720,easy
724,easy
708,easy
728,easy
724,easy
688,easy
684,easy
708,easy
752,easy
764,easy
724,easy
728,easy
752,easy
764,easy
736,easy
696,easy
720,easy
764,easy
776,easy
688,easy
656,easy
632,easy
616,easy
604,easy
620,easy
644,easy
664,easy
668,easy
700,easy
660,easy
644,easy
616,easy
612,easy
600,easy
608,easy
616,easy
636,easy
656,easy
668,easy
664,easy
648,easy
652,easy
648,easy
656,easy
676,easy
688,easy
676,easy
664,easy
664,easy
684,easy
732,easy
688,easy
648,easy
644,easy
656,easy
704,easy
668,easy
644,easy
620,easy
604,easy
604,easy
608,easy
620,easy
624,easy
616,easy
628,easy
664,easy
768,easy
824,easy
820,easy
716,easy
664,easy
660,easy
624,easy
628,easy
648,easy
660,easy
656,easy
656,easy
644,easy
660,easy
652,easy
640,easy
664,easy
724,easy
764,easy
696,easy
668,easy
660,easy
632,easy
636,easy
668,easy
704,easy
700,easy
676,easy
664,easy
684,easy
704,easy
716,easy
704,easy
684,easy
684,easy
700,easy
744,easy
768,easy
684,easy
684,easy
732,easy
792,easy
720,easy
692,easy
708,easy
752,easy
764,easy
712,easy
676,easy
688,easy
756,hard
708,hard
656,hard
648,hard
660,hard
704,hard
752,hard
716,hard
688,hard
696,hard
732,hard
728,hard
676,hard
628,hard
616,hard
612,hard
616,hard
644,hard
672,hard
720,hard
728,hard
724,hard
696,hard
700,hard
728,hard
768,hard
796,hard
740,hard
716,hard
728,hard
764,hard
728,hard
668,hard
680,hard
712,hard
756,hard
724,hard
676,hard
688,hard
744,hard
764,hard
728,hard
696,hard
712,hard
732,easy
704,easy
668,easy
652,easy
660,easy
700,easy
724,easy
676,easy
652,easy
628,easy
616,easy
620,easy
636,easy
680,easy
768,easy
768,easy
736,easy
700,easy
740,easy
760,easy
768,easy
728,easy
700,easy
712,easy
732,easy
724,easy
708,easy
692,easy
680,easy
660,easy
664,easy
640,easy
620,easy
612,easy
628,easy
676,easy
720,easy
692,easy
668,easy
660,easy
676,easy
676,easy
680,easy
676,easy
600,hard
588,hard
592,hard
612,hard
656,hard
680,hard
664,hard
628,hard
620,hard
632,hard
648,hard
644,hard
640,hard
684,hard
664,hard
636,hard
648,hard
672,hard
708,hard
684,hard
652,hard
672,hard
728,hard
776,hard
732,hard
688,hard
668,hard
668,hard
660,hard
716,hard
724,hard
664,hard
656,hard
688,hard
776,hard
752,hard
724,hard
680,hard
708,hard
756,hard
760,hard
704,hard
668,hard
696,hard
768,hard
676,hard
700,hard
748,hard
792,hard
780,hard
752,hard
692,hard
656,hard
616,hard
616,hard
608,hard
616,hard
588,hard
588,hard
596,hard
600,hard
608,hard
636,hard
664,hard
704,hard
740,hard
756,hard
704,hard
676,hard
640,hard
620,hard
600,hard
584,hard
596,hard
624,hard
652,hard
660,hard
696,hard
716,hard
748,hard
828,hard
900,hard
840,hard
756,hard
716,hard
744,hard
712,hard
688,hard
664,hard
652,hard
720,hard
692,hard
696,hard
728,hard
732,hard
704,hard
668,hard
656,hard
624,hard
608,hard
604,hard
624,hard
644,hard
652,hard
632,hard
648,hard
656,hard
692,hard
744,hard
792,hard
732,hard
704,hard
716,hard
752,hard
744,hard
688,hard
664,hard
700,hard
692,hard
664,hard
676,hard
720,hard
740,hard
712,hard
656,hard
620,hard
620,hard
632,hard
660,hard
740,hard
808,hard
812,hard
744,hard
684,hard
628,hard
628,hard
628,hard
660,hard
704,hard
744,hard
764,hard
780,hard
748,hard
692,hard
656,hard
652,hard
684,hard
732,hard
688,hard
656,hard
624,hard
608,hard
592,hard
592,hard
588,hard
604,hard
632,hard
676,hard
688,hard
684,hard
688,hard
652,hard
744,hard
768,hard
724,hard
720,hard
740,hard
768,hard
764,hard
744,hard
720,hard
704,hard
704,hard
724,hard
708,hard
664,hard
636,hard
632,hard
624,hard
628,hard
624,hard
616,hard
592,hard
596,hard
588,hard
596,hard
632,hard
632,hard
616,hard
596,hard
588,hard
584,hard
604,hard
616,hard
636,hard
632,hard
636,hard
632,hard
672,hard
688,hard
656,hard
632,hard
640,hard
664,hard
692,hard
684,hard
648,hard
624,hard
628,hard
656,hard
740,hard
700,hard
652,hard
632,hard
636,hard
692,hard
836,hard
808,hard
724,hard
684,hard
708,hard
724,hard
708,hard
660,hard
620,hard
620,hard
628,hard
640,hard
660,hard
680,hard
700,hard
728,hard
692,hard
644,hard
628,hard
612,hard
596,hard
624,hard
676,hard
648,hard
616,hard
636,hard
684,hard
728,hard
716,hard
668,hard
616,hard
596,hard
592,hard
592,hard
596,hard
608,hard
632,hard
668,hard
720,hard
788,hard
780,hard
752,hard
712,hard
664,hard
668,hard
684,hard
720,hard
732,hard
644,hard
632,hard
640,hard
624,hard
668,hard
700,hard
656,hard
656,hard
668,hard
680,hard
696,hard
696,hard
684,hard
692,hard
656,hard
612,hard
600,hard
580,hard
584,hard
592,hard
584,hard
648,hard
716,hard
788,hard
796,hard
748,hard
688,hard
712,hard
764,hard
