rr_interval,condition
800,hard
764,hard
692,hard
656,hard
648,hard
688,hard
672,hard
624,hard
632,hard
640,hard
656,hard
688,hard
696,hard
692,hard
660,hard
652,hard
684,hard
660,hard
644,hard
676,hard
740,hard
800,hard
612,easy
708,easy
732,easy
708,easy
752,easy
700,easy
664,easy
664,easy
692,easy
716,easy
656,easy
612,easy
620,easy
592,easy
584,easy
564,easy
584,easy
608,easy
632,easy
676,easy
720,easy
696,easy
716,easy
784,easy
744,easy
728,easy
752,easy
752,easy
716,easy
704,easy
648,easy
620,easy
600,easy
584,easy
572,easy
584,easy
600,easy
644,easy
704,easy
764,easy
804,easy
792,easy
804,easy
824,easy
636,easy
700,easy
760,easy
800,easy
776,easy
728,easy
748,easy
764,easy
760,easy
724,easy
688,easy
684,easy
704,easy
664,easy
648,easy
648,easy
656,easy
660,easy
688,easy
688,easy
688,easy
688,easy
680,easy
672,easy
672,easy
656,easy
656,easy
712,easy
784,easy
752,easy
736,easy
704,easy
680,easy
684,easy
672,easy
676,easy
676,easy
700,easy
724,easy
696,easy
656,easy
616,easy
596,easy
588,easy
