heart_rate,condition
90,hard
90,hard
89,hard
89,hard
89,hard
88,hard
88,hard
88,hard
88,hard
88,hard
87,hard
87,hard
87,hard
87,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
85,hard
85,hard
85,hard
85,hard
84,hard
84,hard
84,hard
85,hard
83,hard
83,hard
83,hard
82,hard
82,hard
83,hard
84,hard
83,hard
84,hard
83,hard
82,hard
82,hard
82,hard
82,hard
83,hard
83,hard
83,hard
82,hard
83,hard
82,hard
82,hard
82,hard
82,hard
81,hard
81,hard
82,hard
81,hard
81,hard
82,hard
81,hard
81,hard
82,easy
83,easy
84,easy
84,easy
83,easy
84,easy
82,easy
81,easy
82,easy
81,easy
81,easy
81,easy
82,easy
82,easy
82,easy
82,easy
82,easy
81,easy
81,easy
82,easy
81,easy
81,easy
82,easy
81,easy
82,easy
83,easy
83,easy
84,easy
84,easy
84,easy
88,easy
89,easy
90,easy
91,easy
91,easy
90,easy
89,easy
88,easy
87,easy
85,easy
85,easy
85,easy
84,easy
83,easy
82,easy
83,easy
84,easy
83,easy
83,easy
83,easy
82,easy
82,easy
81,easy
81,easy
81,easy
83,easy
84,easy
85,easy
85,easy
85,easy
84,easy
84,hard
83,hard
83,hard
83,hard
84,hard
84,hard
84,hard
83,hard
83,hard
83,hard
83,hard
82,hard
83,hard
83,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
82,hard
86,easy
87,easy
86,easy
85,easy
85,easy
85,easy
85,easy
85,easy
86,easy
86,easy
85,easy
86,easy
86,easy
85,easy
85,easy
86,easy
86,easy
86,easy
86,easy
86,easy
87,easy
86,easy
86,easy
87,easy
87,easy
87,easy
86,easy
86,easy
86,easy
85,easy
83,easy
85,easy
87,easy
88,easy
88,easy
88,easy
87,easy
86,easy
85,easy
84,easy
84,easy
84,easy
84,easy
84,easy
84,easy
84,easy
84,easy
83,easy
84,easy
84,easy
84,easy
83,easy
82,easy
82,easy
81,easy
81,easy
81,easy
82,easy
81,easy
81,easy
83,easy
88,easy
87,easy
88,easy
89,easy
90,easy
90,easy
89,easy
89,easy
88,easy
87,easy
87,easy
87,easy
88,easy
88,easy
88,easy
87,easy
87,easy
87,easy
87,easy
86,easy
87,easy
88,easy
88,easy
88,easy
87,easy
86,easy
85,easy
85,easy
86,easy
87,easy
91,hard
91,hard
91,hard
91,hard
91,hard
92,hard
91,hard
90,hard
89,hard
89,hard
89,hard
88,hard
88,hard
87,hard
87,hard
86,hard
86,hard
86,hard
85,hard
85,hard
85,hard
84,hard
84,hard
85,hard
84,hard
84,hard
84,hard
84,hard
83,hard
83,hard
83,hard
87,easy
87,easy
87,easy
88,easy
89,easy
89,easy
90,easy
90,easy
90,easy
89,easy
89,easy
89,easy
88,easy
87,easy
87,easy
88,easy
88,easy
89,easy
89,easy
