A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
1543.0,363.7,94.66,30.78,1340.0,324.7,83.18,22.72,174.4,45.53,13.18,4.059,331.8,85.24,23.08,7.242,hard
1570.0,365.6,95.66,30.76,1345.0,325.7,82.05,22.72,174.0,45.67,13.18,4.068,331.5,85.05,23.26,7.289,hard
1576.0,369.4,96.22,30.98,1348.0,327.0,83.16,22.77,174.3,45.83,13.23,4.057,334.7,85.75,23.43,7.327,hard
1578.0,374.5,97.83,31.74,1370.0,329.6,83.95,22.96,174.9,45.83,13.29,4.084,335.4,86.64,23.7,7.431,hard
1607.0,382.4,99.81,32.37,1364.0,330.3,84.0,23.03,175.2,46.02,13.35,4.09,338.1,87.07,23.75,7.413,hard
1591.0,374.4,96.54,31.05,1350.0,324.4,82.55,22.8,175.0,45.89,13.23,4.057,332.6,84.74,23.16,7.203,hard
1557.0,361.6,94.7,30.64,1338.0,324.2,82.39,22.54,174.4,45.54,13.2,4.03,330.9,84.73,23.12,7.219,hard
1541.0,363.2,94.57,30.83,1345.0,326.9,82.96,22.77,174.8,45.64,13.21,4.034,331.1,85.03,23.18,7.254,hard
1556.0,370.2,94.69,31.06,1350.0,323.3,82.52,22.7,174.2,45.65,13.2,4.066,332.1,85.19,23.19,7.252,hard
1569.0,369.3,95.34,31.01,1348.0,325.4,83.34,22.81,174.7,45.74,13.25,4.066,333.1,85.46,23.31,7.343,hard
1580.0,373.4,97.24,31.52,1357.0,328.6,83.34,22.89,175.8,45.77,13.24,4.068,335.4,86.49,23.53,7.408,hard
1601.0,377.2,99.07,32.15,1357.0,332.1,84.17,22.9,175.7,46.03,13.28,4.086,336.8,86.68,23.74,7.482,hard
1624.0,377.2,98.66,31.75,1359.0,326.3,82.72,22.52,175.6,45.92,13.29,4.084,334.5,85.71,23.18,7.266,hard
1558.0,363.5,95.17,30.44,1343.0,325.6,82.27,22.47,172.6,45.68,13.18,4.056,329.8,84.45,23.04,7.25,hard
1531.0,362.2,94.26,30.36,1331.0,324.1,81.9,22.54,173.5,45.46,13.16,4.038,330.2,84.42,22.92,7.247,hard
1541.0,361.7,94.88,30.72,1339.0,326.8,82.52,22.62,174.1,45.55,13.21,4.026,331.0,85.0,23.15,7.267,hard
1554.0,361.8,95.47,30.67,1337.0,327.0,81.44,22.67,175.0,45.58,13.24,4.049,332.2,85.26,23.22,7.289,hard
1553.0,366.7,95.58,30.95,1337.0,325.0,83.34,22.89,174.8,45.76,13.23,4.065,333.3,85.23,23.41,7.353,hard
1576.0,372.5,97.37,31.53,1356.0,328.3,83.56,23.02,174.9,45.79,13.29,4.068,335.6,86.4,23.65,7.428,hard
1599.0,377.2,98.68,32.11,1359.0,331.0,83.17,22.9,175.2,46.03,13.35,4.104,336.9,86.84,23.73,7.422,hard
1586.0,374.4,95.61,30.7,1345.0,325.2,81.99,22.44,175.2,45.87,13.17,4.051,331.2,84.77,23.09,7.193,hard
1536.0,359.1,93.38,30.2,1329.0,321.7,82.62,22.48,173.6,45.35,13.15,4.029,328.6,84.32,22.85,7.212,hard
1528.0,359.3,93.42,29.95,1332.0,321.4,82.26,22.39,173.2,45.56,13.08,4.028,328.7,84.41,22.97,7.229,hard
1522.0,361.8,93.23,30.21,1343.0,325.4,82.55,22.48,173.5,45.68,13.24,4.047,329.5,84.8,22.98,7.239,hard
1528.0,359.6,94.67,30.51,1343.0,324.5,82.3,22.7,173.2,45.56,13.14,4.042,331.3,85.33,23.17,7.274,hard
1547.0,365.7,95.63,30.97,1344.0,329.3,82.89,22.88,173.7,45.69,13.25,4.068,332.6,85.61,23.36,7.338,hard
1567.0,371.1,97.0,31.52,1349.0,332.1,83.87,23.0,173.8,45.89,13.24,4.064,335.1,86.43,23.53,7.402,hard
1598.0,374.1,99.33,32.14,1361.0,331.5,84.29,23.28,176.2,46.0,13.34,4.068,337.3,87.36,23.79,7.453,hard
1599.0,377.3,98.06,31.65,1355.0,328.6,82.95,22.6,175.1,46.09,13.35,4.074,333.1,85.24,23.18,7.271,hard
