rr_interval,condition
708,negative
724,negative
764,negative
744,negative
752,negative
724,negative
752,negative
740,negative
748,negative
736,negative
700,negative
712,positive
676,positive
680,positive
700,positive
724,positive
692,positive
696,positive
728,positive
736,positive
728,positive
688,positive
672,positive
684,positive
700,positive
736,positive
724,positive
708,positive
704,positive
732,positive
744,positive
736,positive
684,positive
704,positive
716,positive
740,positive
700,positive
716,positive
732,positive
724,positive
712,positive
684,positive
700,positive
688,positive
660,positive
632,positive
648,positive
656,positive
644,positive
644,positive
680,positive
716,positive
736,positive
716,neutral
740,neutral
744,neutral
736,neutral
720,neutral
708,neutral
728,neutral
732,neutral
768,neutral
728,neutral
720,neutral
744,neutral
732,neutral
728,neutral
720,neutral
744,neutral
744,neutral
724,neutral
712,neutral
716,neutral
728,neutral
736,positive
712,positive
712,positive
720,positive
704,positive
640,positive
652,positive
676,positive
700,positive
704,positive
676,positive
712,positive
720,positive
732,positive
708,positive
688,positive
720,positive
720,positive
740,positive
736,positive
696,positive
776,negative
716,negative
716,negative
740,negative
748,negative
764,negative
724,negative
724,negative
748,negative
764,negative
776,negative
752,negative
740,negative
1540,negative
772,negative
752,negative
772,negative
788,negative
768,negative
720,neutral
748,neutral
780,neutral
764,neutral
732,neutral
736,neutral
744,neutral
744,neutral
708,neutral
700,neutral
708,neutral
696,neutral
704,neutral
680,neutral
692,neutral
740,neutral
772,neutral
748,neutral
712,neutral
744,neutral
720,negative
700,negative
728,negative
732,negative
712,negative
740,negative
764,negative
776,negative
736,negative
752,negative
720,negative
744,negative
732,negative
760,negative
756,negative
732,negative
724,negative
748,negative
752,negative
756,negative
764,negative
752,negative
724,negative
748,negative
756,negative
780,negative
732,negative
768,negative
784,negative
784,negative
756,negative
752,negative
776,negative
756,negative
736,negative
720,negative
720,negative
732,negative
728,negative
728,negative
696,neutral
684,neutral
684,neutral
668,neutral
664,neutral
684,neutral
700,neutral
700,neutral
672,neutral
668,neutral
692,neutral
712,neutral
712,neutral
680,neutral
660,neutral
684,neutral
704,neutral
708,neutral
712,neutral
676,neutral
688,neutral
704,neutral
708,negative
680,negative
660,negative
668,negative
680,negative
708,negative
712,negative
684,negative
704,negative
724,negative
756,negative
712,negative
672,negative
668,negative
684,negative
704,negative
728,negative
700,negative
684,negative
720,negative
740,negative
732,neutral
740,neutral
788,neutral
784,neutral
796,neutral
744,neutral
740,neutral
768,neutral
772,neutral
700,neutral
672,neutral
680,neutral
696,neutral
716,neutral
692,neutral
684,neutral
748,neutral
784,neutral
800,neutral
760,neutral
732,neutral
716,neutral
736,neutral
732,neutral
748,neutral
712,neutral
716,neutral
728,neutral
728,neutral
728,neutral
720,neutral
712,neutral
736,neutral
740,neutral
712,neutral
684,neutral
704,neutral
720,neutral
716,neutral
724,neutral
704,neutral
684,neutral
668,neutral
692,neutral
716,neutral
732,neutral
712,neutral
676,neutral
712,neutral
740,neutral
756,neutral
728,neutral
692,neutral
732,neutral
740,neutral
1436,neutral
720,neutral
740,neutral
744,neutral
756,neutral
716,neutral
692,negative
716,negative
736,negative
740,negative
736,negative
720,negative
724,negative
740,negative
740,negative
708,negative
708,negative
716,negative
736,negative
724,negative
704,negative
704,negative
728,negative
744,negative
740,negative
720,negative
744,negative
740,positive
760,positive
736,positive
720,positive
748,positive
760,positive
756,positive
740,positive
716,positive
728,positive
736,positive
708,positive
672,positive
680,positive
680,positive
696,positive
724,positive
700,positive
736,positive
724,positive
736,positive
652,positive
644,positive
648,positive
624,positive
632,positive
616,positive
620,positive
656,positive
632,positive
616,positive
624,positive
648,positive
700,positive
740,positive
688,positive
696,positive
744,positive
744,positive
708,positive
672,positive
648,positive
680,positive
696,negative
660,negative
704,negative
744,negative
744,negative
732,negative
728,negative
728,negative
756,negative
752,negative
756,negative
748,negative
736,negative
720,negative
732,negative
720,negative
716,negative
716,negative
696,negative
692,negative
696,negative
708,negative
696,negative
688,negative
700,negative
696,negative
700,negative
672,negative
652,negative
656,negative
656,negative
632,negative
648,negative
676,negative
712,negative
700,negative
672,negative
676,negative
692,negative
708,negative
724,negative
688,negative
696,negative
744,positive
724,positive
716,positive
716,positive
740,positive
748,positive
756,positive
756,positive
728,positive
752,positive
744,positive
752,positive
708,positive
736,positive
784,positive
748,positive
740,positive
736,positive
760,positive
744,positive
748,positive
740,neutral
780,neutral
792,neutral
780,neutral
764,neutral
748,neutral
764,neutral
768,neutral
784,neutral
764,neutral
744,neutral
752,neutral
772,neutral
776,neutral
776,neutral
740,neutral
776,neutral
776,neutral
788,neutral
716,neutral
684,neutral
696,neutral
708,neutral
700,neutral
704,neutral
668,neutral
688,neutral
700,neutral
724,neutral
692,neutral
660,neutral
676,neutral
664,neutral
664,neutral
652,neutral
652,neutral
672,neutral
684,neutral
716,neutral
680,neutral
676,neutral
756,neutral
764,neutral
756,neutral
732,neutral
744,neutral
760,neutral
756,neutral
732,neutral
728,neutral
756,neutral
776,neutral
784,neutral
744,neutral
756,neutral
760,neutral
772,neutral
724,neutral
736,neutral
768,neutral
768,neutral
740,negative
692,negative
672,negative
644,negative
624,negative
608,negative
620,negative
628,negative
632,negative
664,negative
696,negative
696,negative
668,negative
720,negative
760,negative
768,negative
768,negative
700,negative
696,negative
720,negative
732,negative
716,positive
732,positive
756,positive
792,positive
792,positive
724,positive
748,positive
764,positive
756,positive
732,positive
728,positive
740,positive
744,positive
736,positive
672,positive
652,positive
620,positive
636,positive
684,positive
660,positive
668,positive
688,neutral
688,neutral
704,neutral
696,neutral
684,neutral
732,neutral
732,neutral
720,neutral
760,neutral
704,neutral
728,neutral
740,neutral
728,neutral
704,neutral
648,neutral
636,neutral
652,neutral
672,neutral
720,neutral
700,neutral
700,neutral
692,neutral
716,positive
732,positive
740,positive
720,positive
724,positive
732,positive
732,positive
724,positive
720,positive
724,positive
724,positive
720,positive
712,positive
716,positive
736,positive
732,positive
732,positive
704,positive
700,positive
696,positive
696,positive
672,negative
664,negative
688,negative
716,negative
744,negative
740,negative
696,negative
728,negative
736,negative
724,negative
724,negative
664,negative
660,negative
700,negative
752,negative
780,negative
716,negative
728,negative
744,negative
736,negative
696,negative
708,negative
708,negative
732,negative
704,negative
688,negative
728,negative
776,negative
780,negative
716,negative
748,negative
756,negative
736,negative
696,negative
684,negative
712,negative
744,negative
772,negative
708,negative
708,negative
760,negative
716,negative
736,negative
776,negative
752,negative
724,negative
748,negative
748,negative
740,negative
732,negative
708,negative
684,negative
684,negative
676,negative
664,negative
712,negative
752,negative
768,negative
736,negative
740,negative
756,negative
768,negative
760,negative
720,negative
724,negative
756,negative
764,negative
748,negative
728,negative
728,negative
740,negative
708,negative
696,negative
704,negative
704,negative
716,negative
700,negative
680,negative
724,negative
736,negative
760,negative
716,negative
744,positive
728,positive
780,positive
796,positive
848,positive
796,positive
764,positive
772,positive
800,positive
792,positive
764,positive
712,positive
668,positive
680,positive
708,positive
704,positive
684,positive
748,positive
860,positive
856,positive
740,positive
756,positive
732,positive
740,positive
728,positive
728,positive
732,positive
772,positive
728,positive
744,positive
760,positive
788,positive
748,positive
736,positive
760,positive
764,positive
748,positive
732,positive
740,positive
752,positive
768,neutral
740,neutral
760,neutral
760,neutral
756,neutral
720,neutral
692,neutral
660,neutral
644,neutral
668,neutral
700,neutral
668,neutral
660,neutral
672,neutral
716,neutral
752,neutral
708,neutral
704,neutral
732,neutral
740,neutral
736,neutral
768,neutral
716,neutral
712,neutral
756,neutral
788,neutral
800,neutral
732,neutral
1468,neutral
732,neutral
696,neutral
680,neutral
704,neutral
724,neutral
736,neutral
692,neutral
712,neutral
760,neutral
760,neutral
720,neutral
708,neutral
680,positive
692,positive
700,positive
672,positive
684,positive
708,positive
724,positive
708,positive
680,positive
692,positive
712,positive
744,positive
704,positive
668,positive
696,positive
712,positive
716,positive
676,positive
652,positive
660,positive
672,positive
696,positive
704,positive
712,positive
700,positive
652,positive
656,positive
676,positive
692,positive
700,positive
676,positive
700,positive
736,positive
756,positive
696,positive
696,positive
716,positive
712,positive
700,positive
664,positive
664,positive
680,positive
704,positive
656,positive
692,positive
724,positive
752,positive
748,positive
700,positive
720,positive
720,positive
728,positive
692,positive
660,positive
672,positive
688,positive
728,positive
712,positive
692,positive
708,positive
720,positive
752,positive
760,positive
704,positive
668,positive
700,positive
744,positive
764,positive
696,positive
708,positive
712,positive
704,positive
672,positive
656,positive
632,positive
604,positive
600,positive
592,positive
596,positive
620,positive
624,positive
620,positive
632,positive
672,positive
704,positive
748,positive
664,negative
652,negative
672,negative
724,negative
708,negative
676,negative
680,negative
720,negative
716,negative
732,negative
700,negative
664,negative
700,negative
712,negative
748,negative
748,negative
704,negative
720,negative
732,negative
728,negative
712,negative
660,negative
712,neutral
736,neutral
744,neutral
696,neutral
692,neutral
676,neutral
692,neutral
656,neutral
648,neutral
664,neutral
676,neutral
676,neutral
648,neutral
672,neutral
688,neutral
688,neutral
656,neutral
640,neutral
648,neutral
664,neutral
688,neutral
696,neutral
680,neutral
712,neutral
728,neutral
780,neutral
732,neutral
716,neutral
732,neutral
740,neutral
748,neutral
696,neutral
712,neutral
732,neutral
740,neutral
744,neutral
692,neutral
700,neutral
716,neutral
720,neutral
716,neutral
668,neutral
676,neutral
668,positive
664,positive
672,positive
648,positive
636,positive
616,positive
620,positive
608,positive
616,positive
636,positive
656,positive
684,positive
656,positive
676,positive
704,positive
704,positive
664,positive
656,positive
684,positive
704,positive
744,positive
716,positive
708,positive
716,positive
720,positive
720,positive
712,positive
700,positive
712,positive
712,positive
708,positive
700,positive
688,positive
692,positive
688,positive
708,positive
708,positive
720,positive
712,positive
708,positive
692,positive
700,positive
704,positive
696,positive
724,positive
712,positive
700,positive
728,positive
732,positive
736,positive
716,positive
736,positive
732,positive
708,positive
692,positive
684,positive
696,positive
700,positive
700,positive
656,positive
656,positive
648,positive
660,positive
680,positive
672,positive
692,positive
732,positive
700,neutral
716,neutral
760,neutral
744,neutral
728,neutral
700,neutral
716,neutral
708,neutral
716,neutral
688,neutral
656,neutral
668,neutral
692,neutral
700,neutral
680,neutral
732,neutral
748,neutral
764,neutral
728,neutral
704,neutral
720,neutral
756,negative
776,negative
740,negative
768,negative
772,negative
760,negative
760,negative
728,negative
736,negative
1496,negative
764,negative
740,negative
1496,negative
764,negative
772,negative
748,negative
740,negative
708,neutral
720,neutral
724,neutral
728,neutral
704,neutral
684,neutral
704,neutral
732,neutral
760,neutral
712,neutral
704,neutral
732,neutral
724,neutral
700,neutral
672,neutral
656,neutral
672,neutral
684,neutral
704,neutral
732,neutral
696,neutral
736,neutral
700,negative
680,negative
652,negative
664,negative
676,negative
716,negative
708,negative
660,negative
652,negative
652,negative
636,negative
656,negative
668,negative
704,negative
744,negative
752,negative
744,negative
728,negative
688,negative
692,negative
700,negative
756,classifying
728,classifying
708,classifying
