rr_interval,condition
680,negative
644,negative
660,negative
676,negative
716,negative
728,negative
700,negative
732,negative
732,negative
732,negative
724,negative
752,negative
756,negative
764,negative
756,negative
708,negative
724,negative
728,negative
724,negative
732,negative
736,negative
752,neutral
756,neutral
768,neutral
752,neutral
748,neutral
756,neutral
756,neutral
732,neutral
732,neutral
744,neutral
760,neutral
748,neutral
716,neutral
728,neutral
744,neutral
744,neutral
756,neutral
736,neutral
760,neutral
760,neutral
764,neutral
760,neutral
776,neutral
740,neutral
772,neutral
772,neutral
756,neutral
724,neutral
748,neutral
732,neutral
744,neutral
748,neutral
756,neutral
744,neutral
716,neutral
748,neutral
764,neutral
752,neutral
728,neutral
756,neutral
752,positive
744,positive
748,positive
728,positive
768,positive
784,positive
756,positive
728,positive
720,positive
732,positive
744,positive
744,positive
708,positive
708,positive
716,positive
708,positive
716,positive
732,positive
712,positive
716,positive
720,positive
688,positive
716,positive
736,positive
736,positive
720,positive
720,positive
744,positive
740,positive
748,positive
704,positive
716,positive
716,positive
692,positive
700,positive
692,positive
688,positive
668,positive
660,positive
676,positive
724,positive
736,positive
724,neutral
720,neutral
680,neutral
712,neutral
728,neutral
740,neutral
708,neutral
708,neutral
720,neutral
716,neutral
712,neutral
680,neutral
680,neutral
708,neutral
748,neutral
776,neutral
716,neutral
744,neutral
760,neutral
764,neutral
716,negative
716,negative
680,negative
688,negative
716,negative
712,negative
736,negative
728,negative
708,negative
732,negative
740,negative
748,negative
744,negative
752,negative
720,negative
744,negative
756,negative
744,negative
744,negative
724,negative
736,negative
756,negative
752,negative
740,negative
728,negative
744,negative
760,negative
752,negative
724,negative
732,negative
764,negative
780,negative
736,negative
740,negative
764,negative
764,negative
740,negative
716,negative
720,negative
740,negative
740,negative
724,positive
732,positive
736,positive
756,positive
728,positive
716,positive
744,positive
736,positive
732,positive
696,positive
720,positive
712,positive
696,positive
648,positive
652,positive
676,positive
680,positive
668,positive
648,positive
668,positive
668,positive
648,positive
612,neutral
640,neutral
688,neutral
712,neutral
696,neutral
1448,neutral
772,neutral
740,neutral
716,neutral
716,neutral
724,neutral
724,neutral
720,neutral
692,neutral
692,neutral
716,neutral
728,neutral
724,neutral
684,neutral
672,neutral
704,neutral
720,negative
736,negative
744,negative
748,negative
732,negative
716,negative
680,negative
708,negative
740,negative
752,negative
