Subject:	S205
Project:	glassroutes
Time:	2015-01-21_11-33-36

Matlab_now	Increasing Marker	BoxyTime	Marker	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8
41631.078	0	3021.312	0	1922.000	436.100	100.200	24.310	2426.000	528.900	124.900	28.890	247.200	54.920	14.600	4.413	400.400	88.220	23.080	7.728	
41631.180	0	3021.396	0	1918.000	431.200	100.100	24.370	2412.000	529.200	124.700	28.880	248.600	54.970	14.610	4.385	399.600	87.860	23.150	7.571	
41631.296	0	3021.480	0	1927.000	429.800	100.300	24.390	2405.000	527.200	124.600	28.720	251.100	54.830	14.650	4.393	400.900	87.770	23.150	7.683	
41631.393	0	3021.565	0	1929.000	429.600	100.200	24.430	2411.000	525.600	125.500	28.840	250.700	55.020	14.620	4.394	401.800	87.810	23.380	7.688	
41631.406	0	3021.649	0	1925.000	430.500	100.300	24.400	2402.000	530.700	125.300	28.900	250.300	55.050	14.710	4.411	402.100	88.590	23.380	7.774	
41631.501	0	3021.733	0	1929.000	428.900	100.800	24.480	2406.000	529.100	124.400	28.950	247.900	55.550	14.730	4.439	403.400	88.980	23.460	7.774	
41631.598	0	3021.796	0	1924.000	433.600	101.100	24.540	2419.000	529.500	125.500	29.020	247.500	55.540	14.770	4.439	406.100	89.560	23.720	7.828	
41631.714	0	3021.880	0	1929.000	436.200	101.000	24.780	2414.000	527.800	125.300	29.030	250.200	55.920	14.830	4.449	407.800	90.250	23.810	7.913	
41631.817	0	3021.964	0	1940.000	438.800	101.800	24.760	2422.000	531.600	125.700	29.070	251.900	55.950	14.890	4.465	410.200	91.000	24.060	7.932	
41631.830	0	3022.048	0	1934.000	434.000	101.300	24.670	2416.000	528.300	125.100	28.780	249.700	56.180	14.830	4.463	407.700	89.870	23.490	7.817	
41631.935	0	3022.131	0	1912.000	435.600	100.200	24.260	2422.000	526.500	125.800	28.820	251.200	55.920	14.790	4.417	403.600	88.760	23.480	7.680	
41632.031	0	3022.215	0	1929.000	431.300	99.800	24.250	2419.000	527.900	124.700	28.730	251.200	55.480	14.720	4.416	402.800	88.480	23.170	7.697	
41632.131	0	3022.341	0	1925.000	431.200	99.670	24.410	2400.000	527.400	123.900	28.800	250.800	55.670	14.690	4.428	401.500	88.380	23.110	7.649	
41632.247	0	3022.425	0	1906.000	429.600	100.400	24.220	2432.000	524.900	123.900	28.760	250.100	55.420	14.740	4.418	402.500	88.220	23.200	7.665	
41632.314	0	3022.509	0	1922.000	433.500	100.300	24.220	2417.000	525.200	123.900	28.660	247.900	55.760	14.750	4.429	403.500	88.330	23.280	7.718	
41632.326	0	3022.593	0	1930.000	428.100	100.300	24.300	2408.000	523.400	124.800	28.590	251.400	56.200	14.830	4.447	402.900	88.620	23.460	7.763	
41632.426	0	3022.657	0	1902.000	425.700	99.860	24.360	2390.000	521.600	123.800	28.570	252.700	56.370	14.950	4.499	406.400	89.990	23.710	7.844	
41632.538	0	3022.741	0	1923.000	428.700	100.300	24.230	2381.000	519.000	121.900	28.340	252.700	56.800	15.060	4.551	409.500	90.620	23.970	7.987	
41632.650	0	3022.825	0	1923.000	427.500	99.090	24.440	2366.000	516.500	121.500	28.290	252.800	57.420	15.160	4.645	412.600	92.640	24.430	8.168	
41632.761	0	3022.909	0	1926.000	430.800	98.780	24.470	2377.000	517.800	121.900	28.290	256.100	58.000	15.370	4.650	415.500	93.690	24.770	8.345	
41632.774	0	3022.993	0	1928.000	434.400	99.980	24.640	2384.000	518.000	122.200	28.480	256.600	58.470	15.530	4.735	420.800	95.000	25.330	8.424	
41632.881	0	3023.077	0	1942.000	434.800	100.700	24.880	2389.000	522.400	122.600	28.540	260.900	59.070	15.680	4.746	425.700	95.810	25.390	8.384	
41632.993	0	3023.161	0	1956.000	435.900	100.700	24.480	2400.000	523.300	122.600	28.350	256.900	59.000	15.600	4.757	420.000	94.460	25.040	8.328	
41633.091	0	3023.245	0	1945.000	430.900	100.200	24.540	2391.000	522.000	122.700	28.440	258.100	58.830	15.530	4.722	420.800	94.410	24.800	8.278	
41633.104	0	3023.308	0	1952.000	435.400	101.000	24.570	2391.000	525.300	122.600	28.500	257.400	58.800	15.490	4.717	420.600	93.970	24.790	8.340	
41633.213	0	3023.392	0	1943.000	433.700	101.800	24.590	2399.000	526.300	123.400	28.600	257.200	59.120	15.620	4.729	420.500	94.870	24.900	8.312	
41633.309	0	3023.519	0	1952.000	437.700	102.000	24.710	2398.000	529.300	123.900	28.630	258.300	59.000	15.640	4.743	423.100	95.410	25.160	8.360	
41633.410	0	3023.601	0	1969.000	438.100	101.900	24.810	2419.000	530.100	124.900	28.780	261.200	59.270	15.650	4.743	423.300	95.500	25.360	8.432	
41633.526	0	3023.686	0	1976.000	444.100	103.200	25.160	2430.000	534.000	125.700	28.930	259.300	59.180	15.620	4.754	426.300	95.970	25.290	8.380	
41633.539	0	3023.770	0	1999.000	445.500	104.100	25.380	2446.000	538.200	126.700	29.280	260.000	59.150	15.710	4.762	427.800	96.330	25.350	8.488	
41633.638	0	3023.854	0	2011.000	448.300	104.900	25.540	2466.000	539.700	127.200	29.490	261.200	59.260	15.720	4.775	430.300	96.740	25.610	8.479	
41633.739	0	3023.938	0	2016.000	453.100	105.400	25.920	2470.000	541.000	127.300	29.570	265.000	59.520	15.780	4.802	430.800	97.600	25.860	8.595	
41633.816	0	3024.022	0	2038.000	460.800	105.800	25.960	2479.000	542.700	128.000	29.720	263.000	59.590	15.830	4.806	434.800	98.440	25.770	8.710	
41633.829	0	3024.106	0	2051.000	457.200	106.900	25.950	2481.000	545.500	129.000	29.630	265.100	59.660	15.830	4.784	433.700	97.370	25.700	8.567	
41633.890	0	3024.169	0	2030.000	458.400	106.700	25.710	2497.000	541.600	128.500	29.770	264.600	59.150	15.650	4.779	430.800	96.860	25.400	8.493	
41634.037	0	3024.274	0	2019.000	454.700	106.300	25.530	2473.000	544.100	129.600	29.640	263.800	59.230	15.610	4.745	429.500	96.490	25.380	8.393	
41634.080	0	3024.337	0	2025.000	455.900	105.900	25.560	2487.000	542.400	128.900	29.700	264.500	58.840	15.580	4.724	428.700	96.260	25.360	8.373	
41634.157	0	3024.421	0	2009.000	450.500	105.800	25.620	2490.000	542.400	128.700	29.730	261.100	58.590	15.540	4.689	428.300	95.850	25.210	8.309	
41634.217	0	3024.505	0	2018.000	449.800	105.600	25.810	2489.000	539.400	128.600	29.600	265.400	58.570	15.380	4.701	430.200	95.840	25.250	8.387	
41634.342	0	3024.590	0	2012.000	453.500	105.600	25.860	2468.000	541.400	128.100	29.730	260.200	58.480	15.400	4.674	429.800	96.170	25.440	8.413	
41634.441	0	3024.674	0	2024.000	453.000	106.200	25.750	2472.000	538.600	128.200	29.660	261.500	58.480	15.540	4.668	432.800	96.800	25.440	8.420	
41634.553	0	3024.800	0	2013.000	451.500	105.900	25.650	2473.000	541.100	127.900	29.630	261.800	58.480	15.540	4.686	434.300	97.020	25.540	8.445	
41634.651	0	3024.884	0	2023.000	449.400	106.300	25.740	2474.000	537.500	128.400	29.680	261.900	58.540	15.480	4.680	434.400	97.670	25.690	8.556	
41634.748	0	3024.947	0	2004.000	449.500	106.000	25.950	2469.000	535.500	128.000	29.420	262.900	58.500	15.450	4.699	434.300	97.160	25.550	8.453	
41634.848	0	3025.030	0	2006.000	447.500	105.500	25.490	2454.000	532.400	127.800	29.400	262.300	58.170	15.290	4.628	431.500	96.580	25.250	8.365	
41634.936	0	3025.135	0	1994.000	447.300	104.500	25.450	2442.000	532.200	126.800	29.180	259.300	57.770	15.350	4.623	430.300	96.190	25.230	8.329	
41634.948	0	3025.198	0	1995.000	445.300	104.400	25.490	2438.000	531.100	126.300	29.300	261.000	57.900	15.300	4.615	431.000	95.750	25.290	8.329	
41635.050	0	3025.282	0	1992.000	443.100	105.400	25.410	2437.000	528.500	126.600	29.210	260.900	57.930	15.270	4.612	429.600	95.810	25.130	8.357	
41635.150	0	3025.366	0	1971.000	445.000	104.100	25.190	2433.000	530.400	126.600	29.260	260.300	57.760	15.320	4.577	432.200	96.780	25.270	8.408	
41635.250	0	3025.450	0	1979.000	442.500	104.500	25.320	2443.000	526.400	125.900	29.160	261.300	57.800	15.240	4.593	433.200	96.360	25.300	8.406	
41635.366	0	3025.534	0	1974.000	445.300	104.700	25.530	2440.000	524.900	126.600	29.020	259.300	57.910	15.220	4.608	432.500	97.150	25.420	8.453	
41635.469	0	3025.618	0	1994.000	445.200	104.900	25.430	2425.000	527.100	125.800	29.090	259.800	57.990	15.250	4.646	433.700	97.450	25.600	8.483	
41635.481	0	3025.703	0	1978.000	447.500	105.200	25.530	2429.000	524.200	125.800	29.060	260.400	58.020	15.230	4.635	435.000	97.470	25.660	8.576	
41635.587	0	3025.787	0	1987.000	445.200	105.300	25.780	2418.000	524.200	125.100	28.990	260.300	57.840	15.300	4.630	436.600	97.910	25.820	8.584	
41635.684	0	3025.850	0	1990.000	448.300	105.800	25.630	2429.000	523.100	125.900	29.140	262.700	58.030	15.340	4.626	439.000	98.230	25.870	8.605	
41635.784	0	3025.997	0	1993.000	443.200	104.600	25.470	2413.000	520.700	126.300	28.840	260.300	57.770	15.190	4.608	436.100	97.120	25.520	8.486	
41635.884	0	3026.060	0	1978.000	439.600	105.100	25.090	2396.000	519.900	124.600	28.720	260.300	57.550	15.130	4.601	434.400	96.770	25.290	8.474	
41635.899	0	3026.144	0	1964.000	438.900	104.000	25.050	2391.000	516.500	125.200	28.770	260.200	57.500	15.030	4.547	430.300	96.720	25.280	8.328	
41635.995	0	3026.228	0	1967.000	436.800	104.700	25.110	2404.000	516.700	124.300	28.530	258.700	57.150	15.020	4.561	431.200	96.480	25.260	8.385	
41636.069	0	3026.312	0	1967.000	438.000	104.000	25.170	2383.000	514.200	123.500	28.590	256.000	57.100	15.010	4.555	430.300	96.540	25.230	8.419	
41636.146	0	3026.396	0	1958.000	439.500	104.000	25.260	2394.000	514.100	123.400	28.590	256.700	57.410	15.050	4.558	433.500	97.050	25.360	8.446	
41636.247	0	3026.479	0	1956.000	439.000	103.500	25.240	2400.000	513.800	123.600	28.560	256.400	57.390	14.940	4.582	433.600	96.750	25.550	8.418	
41636.363	0	3026.563	0	1966.000	436.800	103.500	25.400	2384.000	512.300	123.200	28.460	257.200	57.090	15.140	4.525	433.200	96.970	25.370	8.447	
41636.478	0	3026.626	0	1969.000	433.500	104.000	25.180	2384.000	513.200	122.800	28.520	255.800	57.050	15.060	4.549	436.600	96.970	25.500	8.474	
41636.491	0	3026.711	0	1955.000	438.500	103.800	25.230	2372.000	511.000	122.900	28.620	255.200	57.080	15.100	4.516	435.700	97.510	25.790	8.484	
41636.596	0	3026.795	0	1960.000	439.100	103.900	25.240	2386.000	509.300	122.800	28.430	256.000	57.130	15.070	4.505	437.200	97.980	25.690	8.558	
41636.708	0	3026.879	0	1969.000	438.800	104.300	25.580	2391.000	509.700	122.300	28.430	256.700	57.060	15.120	4.496	438.800	98.220	25.820	8.517	
41636.815	0	3026.963	0	1975.000	439.500	104.100	25.360	2375.000	507.900	121.900	28.220	254.100	56.830	15.020	4.499	436.000	96.740	25.420	8.449	
41636.828	0	3027.047	0	1945.000	432.400	103.100	24.950	2356.000	507.500	121.100	28.100	256.000	56.320	14.970	4.447	434.800	96.710	25.300	8.364	
41636.918	0	3027.173	0	1947.000	435.300	102.100	24.850	2343.000	502.900	121.000	27.920	253.000	56.270	14.860	4.486	431.700	96.200	25.100	8.341	
41637.024	0	3027.257	0	1935.000	429.500	102.400	24.920	2346.000	503.900	120.900	27.890	255.700	56.650	14.870	4.545	431.600	96.570	25.410	8.443	
41637.124	0	3027.341	0	1943.000	435.800	102.200	24.890	2351.000	506.600	121.100	28.000	254.600	56.620	14.910	4.526	431.900	97.000	25.310	8.498	
41637.225	0	3027.425	0	1945.000	434.800	103.600	24.890	2361.000	504.600	121.700	28.140	254.600	56.980	14.920	4.566	434.500	97.220	25.500	8.562	
41637.238	0	3027.488	0	1949.000	434.500	103.000	25.020	2352.000	504.400	121.500	28.010	253.300	56.700	14.890	4.527	435.500	97.060	25.540	8.525	
41637.340	0	3027.573	0	1935.000	431.600	103.300	24.950	2350.000	503.700	120.800	27.930	255.500	56.800	14.860	4.567	434.900	97.640	25.640	8.525	
41637.452	0	3027.655	0	1948.000	431.500	102.900	25.220	2345.000	501.600	120.500	27.880	254.900	56.810	14.800	4.570	436.300	98.080	25.710	8.542	
41637.564	0	3027.739	0	1957.000	434.800	102.800	25.180	2344.000	501.200	120.700	27.830	253.800	56.680	14.920	4.537	437.500	98.870	25.840	8.577	
41637.674	0	3027.824	0	1943.000	431.200	102.800	25.320	2339.000	500.500	120.800	27.920	256.000	56.690	14.900	4.531	437.700	98.440	25.990	8.661	
41637.687	0	3027.908	0	1945.000	432.200	103.800	25.440	2335.000	499.200	119.700	27.740	254.100	56.730	14.890	4.532	436.700	97.950	25.610	8.541	
41637.758	0	3027.992	0	1931.000	430.300	102.400	24.980	2332.000	495.800	120.000	27.670	252.800	56.420	14.790	4.457	432.300	97.010	25.280	8.363	
41637.859	0	3028.076	0	1921.000	426.900	102.000	24.790	2310.000	491.700	118.800	27.460	252.000	56.000	14.690	4.439	429.300	96.050	25.140	8.267	
41637.959	0	3028.159	0	1915.000	427.100	102.000	24.610	2304.000	492.400	119.200	27.450	250.300	55.420	14.620	4.388	429.200	95.810	25.060	8.284	
41638.059	0	3028.243	0	1907.000	424.700	101.300	24.730	2304.000	492.500	118.800	27.330	251.100	55.040	14.590	4.383	428.400	95.230	24.940	8.303	
41638.175	0	3028.348	0	1902.000	420.700	101.500	24.700	2295.000	490.700	117.800	27.310	247.300	55.180	14.600	4.378	427.900	95.480	25.200	8.339	
41638.284	0	3028.432	0	1919.000	431.000	101.100	24.550	2304.000	490.800	118.200	27.270	249.600	55.340	14.610	4.374	428.600	95.390	25.110	8.389	
41638.297	0	3028.516	0	1908.000	424.600	100.900	24.810	2321.000	490.600	117.700	27.200	249.000	55.160	14.590	4.390	428.200	95.330	25.240	8.373	
41638.402	0	3028.600	0	1907.000	431.700	102.000	24.830	2312.000	492.900	118.200	27.380	245.700	55.020	14.620	4.420	428.800	95.660	25.370	8.365	
41638.514	0	3028.684	0	1922.000	430.100	102.400	25.020	2317.000	497.700	118.500	27.450	248.100	55.090	14.600	4.393	430.100	96.430	25.410	8.365	
41638.619	0	3028.768	0	1938.000	433.200	102.900	25.070	2314.000	495.500	118.300	27.380	249.100	55.250	14.600	4.397	431.300	96.360	25.420	8.443	
41638.632	0	3028.853	0	1937.000	430.000	101.900	24.900	2314.000	494.900	118.100	27.210	249.000	55.330	14.570	4.374	428.200	95.790	25.080	8.301	
41638.737	0	3028.937	0	1924.000	429.400	101.900	24.910	2328.000	492.800	117.700	27.240	250.200	54.950	14.550	4.353	426.300	95.420	25.160	8.246	
41638.835	0	3029.021	0	1934.000	427.700	101.600	24.920	2315.000	494.000	117.700	27.190	246.500	54.760	14.400	4.340	424.900	94.560	24.830	8.229	
41638.934	0	3029.105	0	1921.000	429.500	101.600	24.770	2314.000	495.200	118.600	27.110	248.800	54.650	14.420	4.330	423.900	94.560	24.740	8.183	
41638.947	0	3029.168	0	1914.000	429.200	101.000	24.850	2318.000	493.900	117.400	27.280	246.600	54.360	14.400	4.313	422.500	94.580	24.890	8.196	
41639.052	0	3029.252	0	1914.000	428.300	102.100	24.920	2315.000	494.500	117.600	27.250	246.400	54.450	14.340	4.291	424.700	94.320	24.760	8.187	
41639.151	0	3029.357	0	1922.000	431.000	102.500	24.860	2309.000	493.500	117.900	27.290	244.700	54.520	14.380	4.301	425.100	94.350	24.900	8.196	
41639.254	0	3029.420	0	1929.000	433.100	101.800	25.110	2322.000	493.800	117.400	27.260	247.300	54.530	14.380	4.307	425.200	94.580	24.790	8.234	
41639.267	0	3029.504	0	1940.000	432.400	102.500	25.010	2313.000	496.400	118.800	27.350	245.100	54.610	14.370	4.317	426.800	94.950	25.060	8.294	
41639.398	0	3029.629	0	1939.000	434.000	103.000	25.250	2328.000	496.200	117.700	27.230	249.400	54.750	14.380	4.331	428.400	96.020	25.260	8.348	
41639.512	0	3029.713	0	1944.000	432.300	102.000	25.110	2324.000	494.800	118.000	27.150	247.300	54.680	14.370	4.301	426.500	94.580	24.910	8.178	
41639.624	0	3029.797	0	1938.000	431.900	102.400	24.990	2307.000	491.700	118.100	27.090	248.500	54.430	14.290	4.298	424.500	93.940	24.630	8.156	
41639.733	0	3029.881	0	1932.000	428.100	101.500	24.750	2290.000	486.600	116.400	26.890	248.400	54.210	14.250	4.285	424.800	93.890	24.590	8.222	
41639.745	0	3029.966	0	1913.000	427.400	100.500	24.810	2286.000	485.700	115.100	26.650	247.300	54.910	14.410	4.420	425.300	95.020	25.160	8.434	
41639.853	0	3030.029	0	1924.000	431.900	101.800	24.990	2308.000	495.700	115.900	26.970	249.500	55.530	14.620	4.517	427.900	96.460	25.570	8.558	
41639.964	0	3030.113	0	1949.000	439.800	103.200	25.350	2317.000	497.600	117.200	27.010	246.700	56.030	14.710	4.526	431.900	97.270	25.680	8.690	
41639.977	0	3030.197	0	1970.000	439.000	103.700	25.510	2333.000	503.400	118.100	27.220	255.900	56.330	14.830	4.594	434.000	98.580	25.920	8.715	
41640.082	0	3030.281	0	1970.000	440.400	104.100	25.440	2340.000	501.700	118.100	27.200	253.000	56.570	14.860	4.601	436.700	99.160	26.040	8.818	
41640.178	0	3030.365	0	1983.000	447.400	104.300	25.530	2359.000	504.200	117.800	27.300	252.600	56.840	14.920	4.595	437.900	99.220	26.270	8.884	
41640.284	0	3030.449	0	1997.000	446.500	104.900	25.810	2358.000	504.400	118.200	27.210	253.800	57.050	14.830	4.612	438.800	99.500	26.090	8.746	
41640.297	0	3030.533	0	1984.000	445.300	103.600	25.430	2351.000	501.700	118.700	27.210	253.300	56.550	14.870	4.609	437.400	97.990	25.830	8.693	
41640.400	0	3030.617	0	1972.000	443.300	103.800	25.320	2353.000	502.500	117.900	27.300	254.200	56.500	14.760	4.591	435.600	98.110	25.790	8.629	
41640.516	0	3030.701	0	1969.000	440.400	103.200	25.400	2345.000	500.700	117.800	27.200	253.000	56.520	14.720	4.576	435.000	97.680	25.700	8.647	
41640.612	0	3030.828	0	1967.000	440.400	104.000	25.250	2337.000	500.500	118.300	27.260	253.000	56.570	14.650	4.555	434.800	97.640	25.850	8.616	
41640.713	0	3030.891	0	1964.000	439.100	103.900	25.260	2347.000	496.400	119.100	27.180	253.100	56.460	14.710	4.561	436.900	98.110	25.850	8.673	
41640.726	0	3030.975	0	1965.000	443.500	103.700	25.460	2340.000	497.800	118.400	27.290	254.000	56.500	14.740	4.542	437.100	98.870	25.880	8.698	
41640.839	0	3031.059	0	1970.000	443.200	103.800	25.630	2341.000	497.600	118.000	27.400	250.100	56.550	14.730	4.565	437.500	98.770	26.040	8.713	
41640.940	0	3031.142	0	1979.000	442.500	103.700	25.510	2340.000	495.000	118.100	27.140	252.200	56.730	14.760	4.556	439.700	99.450	26.020	8.760	
41641.040	0	3031.226	0	1979.000	443.000	104.500	25.900	2336.000	497.400	117.800	27.240	255.500	56.670	14.790	4.579	440.600	99.800	26.010	8.731	
41641.083	0	3031.310	0	1970.000	437.900	103.100	25.310	2323.000	493.300	116.600	27.040	253.500	56.390	14.800	4.546	437.600	98.880	25.730	8.602	
41641.192	0	3031.394	0	1954.000	436.600	103.100	25.190	2316.000	489.400	116.300	26.770	253.600	56.340	14.630	4.519	436.000	98.200	25.790	8.596	
41641.304	0	3031.478	0	1936.000	431.500	102.400	25.100	2310.000	490.400	116.700	26.930	251.000	56.170	14.560	4.496	436.100	98.320	25.650	8.612	
41641.413	0	3031.562	0	1938.000	430.200	101.900	25.110	2307.000	485.500	116.500	26.770	251.800	56.160	14.540	4.515	434.400	98.180	25.470	8.608	
41641.426	0	3031.646	0	1938.000	432.900	102.400	25.010	2305.000	483.700	116.200	26.620	250.800	55.970	14.620	4.531	433.900	98.090	25.530	8.657	
41641.531	0	3031.709	0	1924.000	428.400	101.700	25.070	2291.000	485.200	116.000	26.820	252.200	56.140	14.520	4.505	435.100	98.490	25.620	8.613	
41641.613	0	3031.793	0	1928.000	431.300	102.300	25.100	2291.000	485.300	116.800	26.730	253.100	55.800	14.520	4.496	436.300	98.730	25.760	8.664	
41641.626	0	3031.878	0	1938.000	432.900	102.300	25.210	2295.000	483.300	115.800	26.730	251.000	56.050	14.560	4.478	437.300	98.570	25.950	8.736	
41641.753	0	3032.004	0	1922.000	429.200	102.500	25.250	2273.000	485.300	115.200	26.720	252.800	55.980	14.630	4.517	440.400	99.000	26.060	8.789	
41641.853	0	3032.088	0	1933.000	426.300	102.200	25.260	2285.000	480.800	115.400	26.540	253.300	56.420	14.730	4.524	440.700	99.200	25.990	8.693	
41641.953	0	3032.172	0	1923.000	424.900	100.200	24.830	2260.000	479.100	114.400	26.460	254.000	56.030	14.530	4.484	437.000	98.540	25.720	8.698	
41642.054	0	3032.256	0	1903.000	424.100	100.300	24.720	2257.000	476.700	113.500	26.290	252.500	55.970	14.470	4.518	435.400	98.230	25.710	8.647	
41642.066	0	3032.319	0	1886.000	424.400	100.300	24.600	2248.000	472.900	113.200	26.210	252.600	55.740	14.580	4.484	436.700	97.870	25.730	8.621	
41642.176	0	3032.424	0	1891.000	414.200	99.050	24.500	2230.000	471.300	111.900	26.050	252.400	55.730	14.560	4.488	436.300	98.220	25.680	8.668	
41642.304	0	3032.507	0	1869.000	416.800	98.580	24.540	2235.000	469.100	113.200	26.030	254.400	55.890	14.510	4.476	436.800	98.580	25.840	8.669	
41642.405	0	3032.570	0	1876.000	417.300	99.150	24.420	2241.000	470.400	112.300	26.080	252.900	55.760	14.490	4.488	437.000	98.580	25.830	8.735	
41642.418	0	3032.654	0	1902.000	421.400	100.900	24.750	2261.000	477.400	113.800	26.280	251.700	55.750	14.560	4.451	436.400	98.590	26.020	8.687	
41642.502	0	3032.738	0	1913.000	425.600	100.800	24.920	2260.000	476.300	113.200	26.430	248.300	55.610	14.490	4.412	435.800	98.680	25.770	8.646	
41642.619	0	3032.822	0	1920.000	429.300	102.200	25.070	2279.000	478.300	114.700	26.520	250.400	55.270	14.500	4.456	436.200	98.280	26.070	8.738	
41642.716	0	3032.906	0	1948.000	432.700	103.000	25.170	2274.000	479.800	114.900	26.350	250.900	55.000	14.460	4.438	434.900	98.000	25.770	8.574	
41642.816	0	3032.991	0	1936.000	430.200	101.800	24.900	2276.000	483.500	114.900	26.410	247.900	54.530	14.400	4.392	431.800	96.920	25.450	8.505	
41642.829	0	3033.075	0	1933.000	430.800	102.200	25.230	2290.000	482.100	114.600	26.410	247.000	54.390	14.270	4.349	430.600	96.990	25.550	8.488	
41642.959	0	3033.201	0	1942.000	432.800	102.200	24.990	2287.000	485.600	114.300	26.460	246.400	54.490	14.310	4.340	430.800	96.230	25.380	8.428	
41643.065	0	3033.285	0	1956.000	432.200	102.300	25.110	2294.000	486.500	114.900	26.250	247.800	54.030	14.230	4.350	430.400	96.810	25.410	8.478	
41643.181	0	3033.369	0	1947.000	435.000	102.300	25.230	2297.000	484.900	115.200	26.570	246.600	54.160	14.230	4.341	431.400	97.020	25.370	8.499	
41643.193	0	3033.432	0	1948.000	436.100	102.900	25.190	2289.000	485.900	116.100	26.680	245.100	54.050	14.230	4.337	433.200	97.080	25.480	8.480	
41643.298	0	3033.516	0	1968.000	436.100	103.400	25.270	2293.000	486.900	115.500	26.530	247.400	54.090	14.350	4.322	435.400	97.170	25.660	8.507	
41643.414	0	3033.600	0	1973.000	436.200	103.500	25.300	2307.000	485.800	115.100	26.640	243.400	54.220	14.390	4.340	435.900	97.300	25.640	8.582	
41643.511	0	3033.684	0	1971.000	434.900	103.100	25.330	2295.000	483.900	114.900	26.450	247.000	54.020	14.340	4.311	432.800	95.870	25.420	8.422	
41643.553	0	3033.768	0	1962.000	434.500	103.500	25.270	2293.000	486.100	115.400	26.510	243.000	53.980	14.310	4.294	431.900	96.380	25.330	8.423	
41643.654	0	3033.853	0	1967.000	437.600	103.400	25.310	2298.000	483.400	115.700	26.660	245.300	53.950	14.230	4.288	431.600	96.340	25.310	8.455	
41643.749	0	3033.935	0	1952.000	434.500	103.900	25.210	2295.000	484.200	116.100	26.510	245.100	53.630	14.160	4.282	432.100	96.110	25.110	8.390	
41643.762	0	3033.998	0	1958.000	434.800	103.400	25.350	2296.000	485.500	115.500	26.600	243.800	53.630	14.230	4.312	432.300	96.260	25.260	8.462	
41643.870	0	3034.104	0	1968.000	435.000	103.900	25.330	2297.000	484.000	116.200	26.730	245.600	53.640	14.240	4.307	433.100	96.130	25.370	8.414	
41643.970	0	3034.188	0	1964.000	434.800	103.800	25.520	2299.000	483.700	116.300	26.740	245.400	53.590	14.210	4.290	434.100	96.250	25.420	8.483	
41644.048	0	3034.251	0	1969.000	436.800	104.500	25.570	2282.000	482.800	114.900	26.620	245.100	53.860	14.180	4.246	435.100	96.410	25.400	8.466	
41644.158	0	3034.377	0	1940.000	431.400	102.700	25.030	2277.000	476.700	113.600	26.200	241.900	53.750	14.160	4.300	430.900	96.160	25.090	8.444	
41644.274	0	3034.461	0	1929.000	429.500	102.000	24.970	2264.000	477.100	113.300	26.040	244.800	53.870	14.230	4.335	432.700	97.040	25.470	8.550	
41644.371	0	3034.545	0	1947.000	433.400	102.100	25.160	2279.000	481.100	114.200	26.220	245.100	54.150	14.260	4.375	431.900	96.880	25.610	8.570	
41644.384	0	3034.629	0	1966.000	438.200	102.700	25.340	2269.000	481.400	113.900	26.160	246.700	54.300	14.220	4.380	434.700	97.130	25.540	8.590	
41644.451	0	3034.713	0	1950.000	441.200	103.400	25.350	2282.000	482.300	114.100	26.290	246.400	54.390	14.330	4.365	435.300	97.920	25.670	8.670	
41644.551	0	3034.797	0	1960.000	437.500	103.400	25.460	2282.000	483.000	115.000	26.460	247.100	54.740	14.340	4.383	436.500	98.430	25.720	8.699	
41644.663	0	3034.860	0	1980.000	436.500	104.000	25.520	2289.000	482.700	115.500	26.620	251.800	54.770	14.380	4.343	437.900	98.510	25.940	8.684	
41644.760	0	3034.966	0	1966.000	434.200	104.500	25.360	2287.000	481.000	114.900	26.460	247.800	54.590	14.400	4.395	439.300	97.920	25.910	8.659	
41644.826	0	3035.050	0	1969.000	434.500	102.900	25.280	2280.000	478.900	114.400	26.350	249.500	54.400	14.210	4.331	436.100	97.440	25.390	8.458	
41644.838	0	3035.113	0	1942.000	430.600	102.700	25.130	2270.000	476.200	114.200	26.380	247.700	54.330	14.190	4.310	432.200	96.400	25.310	8.412	
41644.967	0	3035.197	0	1932.000	429.500	102.900	24.910	2264.000	476.300	114.800	26.310	245.600	54.190	14.120	4.316	431.000	96.250	25.130	8.388	
41645.077	0	3035.281	0	1937.000	431.500	102.200	24.980	2243.000	474.500	114.600	26.290	246.000	53.940	14.110	4.297	430.200	96.120	25.040	8.387	
41645.189	0	3035.365	0	1945.000	427.900	102.200	25.100	2249.000	474.200	114.300	26.310	245.100	53.730	14.020	4.279	429.600	95.670	24.960	8.402	
41645.298	0	3035.448	0	1940.000	429.900	102.400	24.970	2246.000	473.800	113.600	26.230	248.400	53.820	14.110	4.254	428.300	96.180	25.040	8.418	
41645.311	0	3035.532	0	1921.000	429.800	102.200	25.170	2230.000	471.800	113.600	26.310	245.500	53.740	14.150	4.272	430.600	95.990	25.050	8.433	
41645.402	0	3035.658	0	1926.000	428.000	102.100	25.020	2231.000	470.000	114.000	26.230	245.900	53.930	14.080	4.281	428.700	96.020	25.100	8.468	
