Subject:	S210
Project:	glassroutes
Time:	2015-01-29_11-29-15

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
170	41370.304	3387.329	0;baselinestart;1422548971951;	0	baselinestart	1422548971951	
524	41400.358	3417.325	0;baselineend;1422549001953;	0	baselineend	1422549001953	
530	41400.846	3417.870	16;hardstart;1422549002456	16	hardstart	1422549002456	
890	41431.364	3448.391	16;hard;1422549032976	16	hard	1422549032976	
896	41431.867	3448.915	10;passed;1422549033477	10	passed	1422549033477	
1043	41444.308	3461.373	16;hardstart;1422549045978	16	hardstart	1422549045978	
1403	41474.874	3491.892	16;hard;1422549076500	16	hard	1422549076500	
1408	41475.337	3492.334	10;passed;1422549077001	10	passed	1422549077001	
1556	41487.815	3504.873	15;easystart;1422549089501	15	easystart	1422549089501	
1916	41518.300	3535.393	15;easy;1422549120022	15	easy	1422549120022	
1922	41518.921	3535.918	10;passed;1422549120523	10	passed	1422549120523	
2069	41531.388	3548.374	16;hardstart;1422549133024	16	hardstart	1422549133024	
2429	41561.820	3578.916	16;hard;1422549163545	16	hard	1422549163545	
2436	41562.463	3579.525	10;passed;1422549164046	10	passed	1422549164046	
2583	41574.933	3591.981	15;easystart;1422549176547	15	easystart	1422549176547	
2943	41605.426	3622.543	15;easy;1422549207068	15	easy	1422549207068	
2949	41605.973	3623.026	10;passed;1422549207569	10	passed	1422549207569	
3096	41618.343	3635.482	15;easystart;1422549220070	15	easystart	1422549220070	
3456	41648.974	3666.044	15;easy;1422549250590	15	easy	1422549250590	
3462	41649.447	3666.549	10;passed;1422549251091	10	passed	1422549251091	
3610	41662.003	3679.089	15;easystart;1422549263592	15	easystart	1422549263592	
3969	41692.479	3709.566	15;easy;1422549294113	15	easy	1422549294113	
3975	41692.966	3710.050	10;passed;1422549294613	10	passed	1422549294613	
4123	41705.514	3722.632	16;hardstart;1422549307113	16	hardstart	1422549307113	
4482	41736.002	3753.068	16;hard;1422549337633	16	hard	1422549337633	
4489	41736.548	3753.636	10;passed;1422549338134	10	passed	1422549338134	
4636	41749.020	3766.133	16;hardstart;1422549350635	16	hardstart	1422549350635	
4995	41779.464	3796.569	16;hard;1422549381153	16	hard	1422549381153	
5002	41780.020	3797.157	10;passed;1422549381654	10	passed	1422549381654	
5148	41792.487	3809.551	15;easystart;1422549394154	15	easystart	1422549394154	
5509	41823.075	3840.176	15;easy;1422549424676	15	easy	1422549424676	
5515	41823.510	3840.660	10;passed;1422549425178	10	passed	1422549425178	
5663	41836.107	3853.241	15;easystart;1422549437678	15	easystart	1422549437678	
6023	41866.614	3883.760	15;easy;1422549468198	15	easy	1422549468198	
6028	41867.033	3884.181	10;passed;1422549468700	10	passed	1422549468700	
7355	41979.577	3996.747	16;hardstart;1422549581202	16	hardstart	1422549581202	
7715	42010.092	4027.267	16;hard;1422549611724	16	hard	1422549611724	
7720	42010.535	4027.687	10;passed;1422549612226	10	passed	1422549612226	
7867	42023.007	4040.185	16;hardstart;1422549624727	16	hardstart	1422549624727	
8228	42053.582	4070.790	16;hard;1422549655244	16	hard	1422549655244	
8234	42054.037	4071.316	10;passed;1422549655744	10	passed	1422549655744	
8381	42066.577	4083.770	16;hardstart;1422549668246	16	hardstart	1422549668246	
8742	42097.138	4114.374	16;hard;1422549698765	16	hard	1422549698765	
8747	42097.650	4114.837	10;passed;1422549699266	10	passed	1422549699266	
8895	42110.183	4127.356	15;easystart;1422549711767	15	easystart	1422549711767	
9255	42140.716	4157.877	15;easy;1422549742291	15	easy	1422549742291	
9261	42141.161	4158.401	10;passed;1422549742792	10	passed	1422549742792	
9408	42153.666	4170.878	15;easystart;1422549755293	15	easystart	1422549755293	
9768	42184.160	4201.398	15;easy;1422549785812	15	easy	1422549785812	
9773	42184.632	4201.840	10;passed;1422549786313	10	passed	1422549786313	
9922	42197.217	4214.463	16;hardstart;1422549798814	16	hardstart	1422549798814	
10281	42227.749	4244.942	16;hard;1422549829334	16	hard	1422549829334	
10286	42228.184	4245.362	10;passed;1422549829835	10	passed	1422549829835	
10435	42240.717	4257.965	16;hardstart;1422549842336	16	hardstart	1422549842336	
10795	42271.251	4288.527	16;hard;1422549872855	16	hard	1422549872855	
10800	42271.703	4288.948	10;passed;1422549873357	10	passed	1422549873357	
10948	42284.224	4301.488	15;easystart;1422549885857	15	easystart	1422549885857	
11307	42314.764	4331.966	15;easy;1422549916380	15	easy	1422549916380	
11314	42315.284	4332.533	10;passed;1422549916881	10	passed	1422549916881	
11461	42327.754	4344.988	15;easystart;1422549929383	15	easystart	1422549929383	
