S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
0.1071,0.16436,0.14935,0.12435,0.040374,0.081291,0.065747,-0.0074616,0.24475,0.16315,0.12488,0.13477,0.34069,0.37534,0.41279,0.46414,-0.0062549,-0.0048422,-0.0090529,-0.013241,-0.012749,-0.010951,-0.010112,-0.012248,0.019492,0.013124,0.01504,0.017319,0.014501,0.013271,0.015454,0.020075,15
0.39728,0.38898,0.3524,0.31063,0.59188,0.61356,0.52924,0.42576,-0.02228,0.20093,0.15568,-0.024014,-0.060748,0.021216,0.087504,-0.0043114,-0.006248,-0.0034389,-0.0047893,-0.007227,-0.0059313,-0.0056238,-0.0073196,-0.013925,0.0026281,0.0041079,-0.0013652,-0.0060097,-0.012864,-0.013811,-0.012832,-0.014704,15
0.91537,0.86914,0.82328,0.83188,0.99989,1.0625,0.87139,0.86317,0.14822,0.48111,0.30352,-0.020921,0.40919,0.52657,0.52301,0.346,0.061013,0.056563,0.053099,0.054832,0.055203,0.059271,0.044583,0.042483,-0.0072137,0.013669,0.0040762,-0.0117,0.014629,0.020898,0.021253,0.013331,15
0.27703,0.25131,0.16358,0.08019,0.13516,0.096359,0.021085,-0.070353,-0.07654,0.076643,0.06805,-0.094306,0.019189,0.043525,0.093809,0.042769,-0.013069,-0.0099113,-0.013866,-0.019288,-0.02878,-0.030294,-0.035049,-0.044315,-0.018158,-0.0082141,-0.0044288,-0.016022,-0.019937,-0.019967,-0.013169,-0.016852,15
0.14929,0.25538,0.20158,0.21205,0.34453,0.61713,0.566,0.72376,0.26082,0.34789,0.25875,0.21733,-0.14717,-0.18886,-0.26967,-0.34091,0.00088231,0.0041994,-0.0013327,0.0005466,0.014707,0.020722,0.012368,0.018122,0.024437,0.036821,0.028836,0.024807,-0.020635,-0.022172,-0.024897,-0.027177,15
0.0021838,-0.062847,-0.12888,-0.21857,-0.14458,-0.19387,-0.28909,-0.33252,-0.042864,-0.051891,-0.17207,-0.24753,0.054418,0.026997,-0.054337,-0.11605,-0.00069897,-0.0069418,-0.012858,-0.016624,-0.015298,-0.025868,-0.035855,-0.036554,-0.010933,-0.024229,-0.02735,-0.022108,-0.002338,-0.0065061,-0.011069,-0.0082899,15
-0.012523,0.11156,0.10394,0.066647,-0.23459,-0.060495,-0.091982,0.025735,-0.026957,-0.23519,-0.24635,-0.058966,0.057607,-0.025692,-0.10635,-0.10536,0.0018809,0.0071339,0.0030536,-0.00099432,-0.0071817,0.0035098,-0.0044713,-0.0012024,0.0053748,-0.0056321,-0.0032164,0.0073246,-0.0024369,-0.0082989,-0.010146,-0.0089308,15
0.35428,0.3645,0.3751,0.35315,0.51101,0.71319,0.68932,0.7589,0.21648,0.34735,0.26684,0.26184,0.11517,0.1696,0.16198,0.15216,0.022832,0.017934,0.014042,0.011388,0.034199,0.039319,0.033113,0.033735,0.022248,0.032645,0.026493,0.023572,0.0030022,0.0041991,0.0041186,0.0042382,15
1.0577,0.9767,1.0983,1.2608,0.47823,0.51389,0.47689,0.53047,0.85094,0.58073,0.45429,0.50781,0.8239,0.9456,1.0028,1.117,0.045347,0.042101,0.050353,0.056839,0.020302,0.019826,0.020518,0.017451,0.058662,0.041849,0.037822,0.044439,0.042123,0.050247,0.059027,0.073036,15
0.36258,0.26981,0.16208,0.14716,1.1648,1.172,0.95954,0.92494,0.71564,1.0419,0.58731,0.18012,-0.048629,-0.028511,-0.18546,-0.47864,0.011949,0.0057287,-0.0021936,-0.00092699,0.023587,0.022043,0.0068527,0.0035416,0.017693,0.037183,0.014918,-0.0057403,-0.015155,-0.012782,-0.018784,-0.031535,15
0.42067,0.45762,0.46811,0.53198,-0.4215,-0.36241,-0.45322,-0.37887,-0.49003,-0.51351,-0.43551,-0.37259,0.24256,0.3196,0.32365,0.33106,0.017969,0.017671,0.016094,0.022042,-0.051711,-0.052198,-0.059489,-0.056542,-0.029854,-0.035403,-0.029242,-0.022295,0.0093708,0.014401,0.016489,0.019985,15
0.80412,0.69364,0.61873,0.54589,1.1042,1.0874,0.88391,0.76683,0.5976,0.56713,0.26958,-0.037355,0.43969,0.44515,0.31137,0.15051,0.043102,0.035358,0.026453,0.018976,0.072167,0.068248,0.051201,0.040046,0.022642,0.033301,0.016901,-0.012659,0.012611,0.014271,0.01114,-0.0023934,15
0.52962,0.4345,0.37129,0.43044,0.42087,0.28388,0.10165,0.096556,0.64937,0.40202,0.19831,0.2733,0.32554,0.29405,0.15997,0.17884,0.0096634,0.0050992,0.0011262,0.0028578,0.0015621,-0.0068493,-0.013081,-0.013711,0.033849,0.021468,0.0070504,0.0098321,0.0068739,0.0027704,-0.005191,-0.0053968,15
0.75798,0.66953,0.55957,0.52087,1.2059,1.1614,0.94413,0.78649,0.15845,0.38696,0.24948,0.025413,-0.13281,-0.14364,-0.15449,-0.246,0.026936,0.020091,0.010996,0.0090282,0.053068,0.045606,0.028062,0.016281,0.019635,0.048164,0.050409,0.031346,-0.0054897,-0.0019874,0.0066038,0.0010042,15
-0.099151,-0.019985,0.03315,0.0033822,-0.11994,0.022999,0.11657,0.17076,-0.23484,-0.25552,-0.28255,-0.41892,-0.065495,-0.048149,-0.11559,-0.24572,0.00094129,0.0048641,0.007484,0.0055371,0.00051988,0.0088188,0.013892,0.017072,-0.012492,-0.017125,-0.022371,-0.029393,-0.0040529,-0.0045845,-0.011093,-0.018645,15
-0.23929,-0.33385,-0.44397,-0.48634,-0.55982,-0.77521,-0.93064,-0.91415,-0.083425,-0.37708,-0.48381,-0.49643,-0.21514,-0.35738,-0.39188,-0.3963,-0.029401,-0.035665,-0.044303,-0.047628,-0.057714,-0.071766,-0.072476,-0.064318,-0.013076,-0.026265,-0.024843,-0.023263,-0.016931,-0.027221,-0.027929,-0.026224,17
-0.25439,-0.24444,-0.25854,-0.29718,-0.82149,-0.87556,-0.85806,-0.898,-0.29881,-0.35101,-0.48145,-0.45913,-0.084525,-0.1092,-0.17475,-0.17055,-0.031453,-0.03257,-0.036428,-0.041713,-0.056819,-0.059364,-0.05082,-0.04728,-0.010319,-0.014012,-0.014594,-0.011921,-0.012147,-0.018,-0.020815,-0.019264,17
0.13944,0.10766,0.13162,0.177,0.22528,0.089873,0.0093046,-0.010184,-0.08437,-0.29945,-0.37897,-0.33304,-0.056116,-0.10574,-0.15237,-0.17182,-0.013129,-0.015852,-0.015825,-0.014807,-0.017893,-0.028386,-0.02729,-0.024396,-0.0015507,-0.029611,-0.035113,-0.018995,-0.0061753,-0.016603,-0.023857,-0.020263,17
-0.0049556,-0.031971,-0.054596,-0.087172,0.062502,-0.028933,-0.11086,-0.14247,0.041555,0.085119,0.053583,-0.02087,0.13961,0.12505,0.070042,0.042154,0.0076899,0.0028504,-0.00017788,-0.0026161,0.0039147,-0.010907,-0.020942,-0.028141,-0.002275,0.0069779,0.010127,0.0066578,0.0062844,0.0090758,0.01245,0.013481,17
0.58674,0.51932,0.58574,0.62625,0.33929,0.34161,0.4012,0.49638,0.63854,0.20716,-0.17909,-0.059068,0.68663,0.61044,0.36682,0.48052,0.041396,0.036299,0.040412,0.044357,0.0099545,0.0015071,-0.00075118,-0.0016946,0.03624,0.009759,-0.003604,0.0095909,0.047586,0.047367,0.040942,0.053691,17
0.021789,-0.10036,-0.087921,-0.13062,0.23153,-0.052533,-0.06599,-0.069324,0.18179,0.34918,0.54646,0.44382,0.21912,0.26729,0.36348,0.33617,-0.019231,-0.025377,-0.019284,-0.020148,-0.025084,-0.047801,-0.037575,-0.031623,0.0057269,-0.011343,0.014852,0.032443,0.022175,0.016899,0.022888,0.031451,17
1.1738,0.99485,0.83162,0.76242,1.7005,1.7366,1.4335,1.4419,0.7173,0.94529,0.41864,-0.032294,-0.11346,-0.11189,-0.2781,-0.55492,0.050429,0.035343,0.023769,0.017696,0.074082,0.071045,0.0511,0.045802,0.016568,0.040698,0.016155,-0.026513,-0.027077,-0.025919,-0.031391,-0.055013,17
0.057463,0.10883,0.06963,0.068949,-0.34722,-0.2276,-0.34728,-0.40346,-0.32729,-0.49934,-0.74953,-0.79789,0.17505,0.10159,-0.069245,-0.16976,0.013315,0.012374,0.0083054,0.0072159,-0.015594,-0.015393,-0.027842,-0.035148,-0.021921,-0.025923,-0.033904,-0.041018,0.01305,0.0096936,0.0046425,-0.0010786,17
0.40234,0.28532,0.34286,0.32973,0.1837,-0.037382,-0.020918,-0.011825,0.039426,0.2043,0.073943,0.0024951,0.33286,0.42969,0.40904,0.36924,0.01132,0.0057447,0.0062767,0.0026171,0.00023911,-0.012087,-0.013047,-0.014708,-0.0071277,0.0030009,-0.0013756,-0.003112,0.001118,0.0042979,0.0060393,0.0068985,17
0.11072,0.18299,0.27476,0.27104,-0.25948,-0.13598,-0.15676,-0.18965,-0.22601,-0.22493,-0.2249,-0.1648,0.18088,0.26587,0.27546,0.311,0.0037501,0.0077332,0.010362,0.0087846,-0.024717,-0.01879,-0.022633,-0.024963,-0.01368,-0.017205,-0.013905,-0.0015085,0.012401,0.017669,0.021047,0.029826,17
0.47328,0.42917,0.40568,0.3282,0.843,0.83122,0.78801,0.70694,0.15675,0.33396,0.21909,-0.043377,0.15821,0.22668,0.24225,0.16021,0.017803,0.01244,0.010488,0.0082777,0.03622,0.030689,0.027468,0.020659,0.011011,0.016824,0.0053223,-0.010351,-0.0011929,0.0016215,0.0027525,-0.00016935,17
0.58642,0.68058,0.6217,0.61452,0.34949,0.5377,0.42479,0.49676,0.25629,0.26064,0.21264,0.32122,0.33753,0.38284,0.34137,0.38684,0.012808,0.018768,0.012551,0.010955,-0.0080685,0.00024963,-0.0046102,-0.0030584,0.0035986,0.0051058,0.0065021,0.014127,0.0081943,0.010514,0.012125,0.018027,17
0.043471,0.093863,0.062261,0.066116,0.19513,0.3075,0.25929,0.32016,0.45051,0.56278,0.61425,0.59764,0.074129,0.14072,0.18895,0.24317,-0.011642,-0.0047407,-0.0068353,-0.008251,-0.0069671,0.0063629,0.0075821,0.011704,0.023422,0.030068,0.035368,0.037128,-0.00045229,0.0022102,0.007013,0.012507,17
0.078273,-0.026562,0.028068,0.057163,0.083608,-0.04004,-0.025926,0.042004,0.49328,0.585,0.62781,0.61342,0.37424,0.45173,0.47406,0.48804,0.0070716,-0.00063767,-9.2826e-005,-0.00094064,0.010291,0.0021513,0.00076468,0.0021408,0.04258,0.054422,0.059255,0.058647,0.028283,0.0346,0.03929,0.043307,17
-0.077908,-0.065704,-0.10915,-0.086973,-0.33926,-0.39755,-0.46456,-0.44114,0.16404,-0.025558,-0.011662,0.063865,0.163,0.1481,0.14079,0.2243,-0.02218,-0.023469,-0.023132,-0.019234,-0.040906,-0.051039,-0.050887,-0.046823,0.021962,0.0027319,0.0090836,0.024003,0.013843,0.013326,0.015928,0.027579,17
