Subject:	S201
Project:	glassroutes
Time:	2015-01-19_13-39-30

Matlab_now	Increasing Marker	BoxyTime	Marker	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8
49172.322	0	1929.989	0	1639.000	434.900	103.700	29.330	1799.000	440.000	117.600	31.840	235.700	57.220	16.110	5.161	348.900	89.810	23.720	8.773	
49172.438	0	1930.073	0	1632.000	437.700	104.100	29.310	1792.000	440.500	117.800	31.800	237.100	57.260	16.090	5.132	350.000	89.930	23.820	8.755	
49172.542	0	1930.157	0	1632.000	435.100	103.600	29.280	1789.000	439.700	117.400	31.850	236.300	57.130	16.150	5.147	349.700	89.880	23.780	8.790	
49172.562	0	1930.241	0	1633.000	437.700	104.300	29.310	1802.000	441.700	117.900	32.040	237.500	57.370	16.200	5.158	349.300	89.530	23.980	8.868	
49172.674	0	1930.326	0	1638.000	437.100	104.000	29.480	1800.000	441.300	118.200	31.930	237.700	57.340	16.140	5.198	351.000	90.590	24.020	8.841	
49172.694	0	1930.389	0	1634.000	437.700	105.100	29.760	1799.000	440.200	118.800	32.030	235.800	57.510	16.220	5.186	352.300	91.180	24.170	8.933	
49172.802	0	1930.473	0	1643.000	439.500	105.100	29.560	1803.000	440.200	117.700	31.930	237.700	57.570	16.320	5.235	351.300	90.220	23.870	8.845	
49172.914	0	1930.578	0	1617.000	436.200	103.700	29.140	1795.000	438.600	117.500	31.750	237.800	57.290	16.130	5.153	349.100	89.600	23.680	8.753	
49173.025	0	1930.641	0	1630.000	434.400	103.400	29.240	1795.000	439.300	117.100	31.680	236.600	57.070	16.100	5.165	348.600	89.590	23.620	8.723	
49173.045	0	1930.725	0	1631.000	433.900	102.900	29.200	1789.000	438.700	117.400	31.810	237.800	57.310	16.040	5.162	349.600	89.580	23.770	8.769	
49173.064	0	1930.809	0	1628.000	433.600	103.600	29.250	1786.000	437.800	117.500	31.780	237.300	57.190	16.140	5.173	347.700	89.300	23.820	8.750	
49173.190	0	1930.893	0	1624.000	434.900	103.500	29.140	1789.000	437.500	117.400	31.890	234.800	57.210	16.110	5.147	349.900	89.330	23.750	8.791	
49173.308	0	1930.977	0	1620.000	437.200	103.800	29.160	1796.000	437.000	117.900	31.940	237.000	57.210	16.170	5.166	348.600	89.770	23.850	8.843	
49173.418	0	1931.103	0	1627.000	437.200	104.500	29.490	1793.000	438.900	118.300	31.960	237.400	57.300	16.180	5.193	349.600	90.190	24.050	8.869	
49173.519	0	1931.188	0	1629.000	437.600	104.400	29.400	1794.000	436.000	117.900	31.960	237.300	57.380	16.140	5.191	350.700	89.960	23.980	8.832	
49173.539	0	1931.249	0	1629.000	435.000	103.300	29.120	1793.000	438.600	117.600	31.720	237.400	57.320	16.180	5.167	348.500	89.220	23.570	8.736	
49173.649	0	1931.333	0	1622.000	433.400	102.900	28.950	1778.000	435.900	116.800	31.620	235.700	57.010	16.010	5.134	346.000	89.060	23.530	8.696	
49173.765	0	1931.418	0	1611.000	431.800	102.700	28.830	1780.000	435.200	117.000	31.690	233.700	56.900	16.060	5.136	347.300	88.740	23.490	8.680	
49173.861	0	1931.502	0	1617.000	430.900	102.800	28.890	1785.000	435.700	117.000	31.720	235.100	56.760	16.070	5.147	347.300	89.140	23.470	8.665	
49173.881	0	1931.586	0	1622.000	431.300	102.900	29.090	1771.000	436.900	116.300	31.770	235.300	57.160	16.030	5.109	347.800	89.500	23.710	8.702	
49174.001	0	1931.670	0	1629.000	431.300	103.000	29.100	1785.000	437.300	117.100	31.810	235.900	57.180	16.030	5.170	348.900	89.740	23.760	8.698	
49174.085	0	1931.754	0	1618.000	435.600	103.900	29.180	1782.000	437.500	117.800	31.880	234.800	57.150	16.140	5.173	348.200	89.700	23.670	8.766	
49174.126	0	1931.838	0	1619.000	435.000	104.100	29.300	1786.000	435.800	117.700	31.970	235.200	57.140	16.120	5.175	349.700	90.040	23.800	8.790	
49174.237	0	1931.922	0	1627.000	434.000	104.200	29.200	1782.000	437.500	117.200	31.790	235.800	57.140	16.180	5.183	350.200	89.920	23.690	8.728	
49174.353	0	1932.006	0	1609.000	431.900	103.100	28.980	1774.000	435.500	116.900	31.480	236.900	57.140	16.160	5.150	348.100	88.790	23.470	8.677	
49174.373	0	1932.069	0	1615.000	430.600	102.500	28.790	1774.000	435.100	116.500	31.560	234.700	57.020	16.060	5.127	346.900	88.980	23.500	8.643	
49174.423	0	1932.153	0	1610.000	429.300	102.700	28.760	1777.000	434.100	116.700	31.680	233.900	57.230	15.990	5.152	347.500	89.080	23.550	8.681	
49174.595	0	1932.259	0	1604.000	431.400	102.200	28.830	1771.000	434.800	116.600	31.670	237.000	56.950	16.100	5.137	347.700	88.950	23.530	8.652	
49174.716	0	1932.364	0	1611.000	428.400	102.900	28.930	1768.000	434.500	117.400	31.780	233.600	56.970	16.120	5.122	348.100	89.510	23.720	8.710	
49174.876	0	1932.448	0	1615.000	431.400	103.000	28.920	1781.000	433.900	117.900	31.740	235.100	57.330	16.100	5.152	348.400	89.590	23.690	8.714	
49174.939	0	1932.532	0	1623.000	432.700	103.600	29.260	1775.000	437.600	117.200	31.820	235.100	57.290	16.230	5.156	349.700	89.800	23.690	8.705	
49175.017	0	1932.616	0	1622.000	435.000	104.500	29.290	1781.000	435.700	117.500	31.910	235.000	57.400	16.200	5.181	351.000	90.220	23.950	8.783	
49175.037	0	1932.699	0	1627.000	435.900	104.500	29.230	1776.000	437.200	117.000	31.770	236.100	57.390	16.200	5.184	351.500	89.760	23.810	8.738	
49175.057	0	1932.783	0	1610.000	432.300	102.900	28.940	1775.000	435.700	117.000	31.550	235.700	57.150	16.130	5.122	348.000	89.020	23.520	8.576	
49175.168	0	1932.867	0	1598.000	431.600	102.900	28.750	1772.000	436.600	116.800	31.400	231.300	56.950	16.060	5.087	346.500	88.140	23.030	8.332	
49175.266	0	1932.930	0	1609.000	429.100	101.100	28.010	1742.000	432.400	113.800	30.270	224.600	55.950	15.590	4.916	344.500	86.870	22.580	8.089	
49175.382	0	1933.035	0	1596.000	421.500	100.200	27.810	1710.000	430.800	112.500	29.910	221.300	56.040	15.620	4.891	344.300	87.020	22.550	8.028	
49175.512	0	1933.098	0	1586.000	421.000	99.340	27.410	1716.000	429.700	112.900	29.960	220.600	55.880	15.610	4.885	348.000	87.380	22.610	8.017	
49175.584	0	1933.182	0	1595.000	421.800	99.780	27.940	1715.000	435.000	114.200	30.530	223.300	56.350	15.670	4.914	348.300	87.540	22.690	8.118	
49175.605	0	1933.266	0	1627.000	431.200	102.600	28.470	1739.000	442.300	117.100	31.070	224.000	56.410	15.720	4.948	350.200	88.140	22.910	8.200	
49175.624	0	1933.351	0	1635.000	442.300	105.100	29.140	1751.000	448.600	118.500	31.370	226.500	56.710	15.860	4.994	349.700	88.440	23.080	8.274	
49175.734	0	1933.435	0	1644.000	443.400	105.100	29.060	1755.000	447.700	118.000	31.140	226.500	56.620	15.830	5.003	347.700	87.260	22.740	8.162	
49175.827	0	1933.561	0	1637.000	437.700	103.400	28.650	1748.000	445.300	117.700	31.050	227.300	56.310	15.750	4.946	345.800	87.100	22.630	8.169	
49175.893	0	1933.645	0	1632.000	436.600	103.300	28.350	1742.000	445.800	118.100	31.190	225.000	56.240	15.650	4.944	345.800	87.080	22.650	8.136	
49175.971	0	1933.729	0	1629.000	436.600	103.800	28.690	1750.000	447.200	117.900	31.400	225.000	56.260	15.680	4.952	344.200	86.860	22.610	8.097	
49176.111	0	1933.792	0	1639.000	435.500	103.100	28.680	1754.000	447.100	118.200	31.360	225.900	56.070	15.650	4.934	345.600	87.010	22.690	8.086	
49176.167	0	1933.876	0	1635.000	436.300	103.900	28.720	1760.000	449.100	118.500	31.540	224.200	56.100	15.610	4.937	345.800	87.120	22.680	8.156	
49176.274	0	1933.960	0	1647.000	439.900	104.700	28.930	1771.000	450.100	119.500	31.790	224.200	56.440	15.720	4.960	346.400	87.800	22.880	8.300	
49176.375	0	1934.044	0	1644.000	442.800	105.500	29.350	1772.000	452.400	120.300	32.050	227.500	56.410	15.800	4.981	346.600	87.960	23.020	8.318	
49176.536	0	1934.127	0	1653.000	442.000	105.600	29.550	1785.000	451.000	119.700	31.910	228.200	56.420	15.930	5.041	347.000	88.090	23.040	8.267	
49176.557	0	1934.211	0	1638.000	440.900	104.100	29.230	1767.000	450.700	118.600	31.860	229.000	56.350	15.850	4.997	346.400	87.560	22.740	8.243	
49176.658	0	1934.295	0	1634.000	436.900	104.400	28.800	1766.000	447.200	119.400	31.740	228.300	56.420	15.710	4.999	344.300	87.010	22.690	8.250	
49176.677	0	1934.358	0	1630.000	436.700	103.300	28.750	1763.000	446.600	118.500	31.770	227.200	56.290	15.780	5.017	344.900	87.330	22.830	8.278	
49176.751	0	1934.464	0	1622.000	435.800	103.500	28.860	1765.000	445.400	118.600	31.770	225.900	56.250	15.830	5.012	345.200	87.480	22.670	8.304	
49176.842	0	1934.548	0	1613.000	436.200	103.600	28.910	1765.000	443.400	118.700	31.830	228.400	56.450	15.770	5.024	346.000	88.220	23.100	8.414	
49176.861	0	1934.611	0	1629.000	436.800	104.600	29.080	1778.000	446.500	119.200	31.960	229.800	56.820	16.030	5.103	348.600	89.020	23.290	8.505	
49177.064	0	1934.758	0	1630.000	436.800	104.500	29.290	1776.000	443.300	118.900	32.140	232.700	57.140	16.090	5.123	349.800	89.380	23.470	8.531	
49177.083	0	1934.821	0	1626.000	438.200	104.200	29.280	1784.000	444.200	119.400	31.810	233.300	57.290	16.140	5.138	351.400	89.450	23.490	8.530	
49177.193	0	1934.905	0	1627.000	434.600	103.700	29.050	1764.000	441.400	117.900	31.740	233.100	57.040	16.110	5.111	347.100	88.300	23.170	8.456	
49177.303	0	1934.989	0	1616.000	430.800	102.900	28.740	1763.000	440.500	117.800	31.690	231.100	57.020	16.010	5.089	348.700	88.510	23.090	8.410	
49177.403	0	1935.073	0	1608.000	432.000	102.500	28.660	1765.000	440.200	117.600	31.760	228.700	57.140	16.050	5.115	348.200	88.310	23.220	8.465	
49177.519	0	1935.157	0	1603.000	430.000	103.100	28.780	1766.000	438.900	117.600	31.710	231.300	57.150	16.060	5.121	348.200	88.540	23.290	8.427	
49177.593	0	1935.241	0	1600.000	430.900	102.500	28.760	1761.000	439.300	118.000	31.660	231.900	57.220	16.090	5.141	347.900	88.580	23.270	8.452	
49177.629	0	1935.326	0	1604.000	428.800	102.700	28.620	1747.000	440.200	117.200	31.720	230.500	57.200	16.060	5.135	348.900	88.440	23.420	8.444	
49177.725	0	1935.410	0	1606.000	431.400	103.200	28.840	1754.000	439.700	117.700	31.820	230.400	57.040	16.110	5.148	349.800	89.250	23.360	8.522	
49177.744	0	1935.473	0	1612.000	434.800	103.700	29.060	1757.000	438.500	118.000	31.710	231.700	57.470	16.260	5.153	351.000	89.430	23.400	8.518	
49177.870	0	1935.556	0	1603.000	430.200	102.000	28.480	1751.000	437.900	117.400	31.550	231.800	57.290	16.110	5.138	349.300	88.490	23.190	8.427	
49177.988	0	1935.640	0	1592.000	427.400	101.500	28.420	1739.000	437.000	116.900	31.490	228.500	57.210	16.030	5.110	347.700	88.490	23.160	8.434	
49178.085	0	1935.724	0	1586.000	423.900	101.700	28.410	1737.000	435.300	116.600	31.520	230.400	57.450	16.060	5.140	347.100	88.580	23.190	8.424	
49178.106	0	1935.808	0	1591.000	423.900	101.600	28.340	1735.000	432.900	116.400	31.360	230.300	57.390	16.110	5.140	348.000	88.660	23.290	8.449	
49178.229	0	1935.934	0	1587.000	425.200	101.600	28.500	1737.000	434.100	116.600	31.610	230.400	57.250	16.190	5.166	348.700	88.860	23.350	8.508	
49178.348	0	1936.018	0	1583.000	427.800	101.600	28.530	1735.000	435.100	116.500	31.500	230.900	57.240	16.130	5.157	350.200	89.420	23.520	8.544	
49178.460	0	1936.102	0	1587.000	426.700	102.000	28.540	1735.000	435.900	116.500	31.540	230.600	57.510	16.220	5.164	351.300	89.550	23.610	8.643	
49178.564	0	1936.186	0	1584.000	426.400	102.600	28.520	1740.000	431.900	116.400	31.460	231.500	57.630	16.200	5.161	350.200	89.620	23.520	8.570	
49178.583	0	1936.249	0	1581.000	424.100	101.300	28.450	1735.000	432.600	116.000	31.250	231.300	57.340	16.120	5.149	348.500	88.540	23.320	8.490	
49178.603	0	1936.333	0	1576.000	424.000	101.200	28.350	1734.000	430.900	115.500	31.170	230.800	57.210	16.190	5.119	348.300	88.760	23.330	8.502	
49178.717	0	1936.418	0	1567.000	426.300	101.600	28.340	1730.000	430.700	115.900	31.520	231.700	57.730	16.240	5.149	350.300	89.350	23.560	8.601	
49178.829	0	1936.502	0	1581.000	427.400	102.400	28.670	1739.000	431.500	116.700	31.500	234.100	57.920	16.280	5.181	349.800	89.280	23.450	8.575	
49178.941	0	1936.586	0	1585.000	427.500	101.500	28.580	1735.000	432.000	115.600	31.460	234.400	57.540	16.150	5.161	349.700	89.170	23.370	8.537	
49179.052	0	1936.670	0	1581.000	424.800	101.000	28.430	1721.000	429.000	115.800	31.120	232.600	57.530	16.200	5.168	349.700	89.200	23.420	8.562	
49179.072	0	1936.754	0	1574.000	420.600	101.600	28.420	1726.000	429.200	115.100	31.180	227.400	57.500	16.150	5.154	351.700	89.270	23.480	8.607	
49179.196	0	1936.838	0	1582.000	421.900	101.100	28.310	1711.000	426.000	113.600	30.960	230.300	57.550	16.180	5.131	350.500	89.240	23.270	8.469	
49179.215	0	1936.901	0	1567.000	419.800	99.760	27.880	1711.000	426.900	113.700	30.810	227.200	57.320	16.100	5.136	349.800	88.490	23.040	8.427	
49179.335	0	1937.005	0	1565.000	417.800	99.970	27.970	1712.000	426.100	114.000	30.900	229.400	57.240	16.040	5.129	348.500	88.500	23.240	8.466	
49179.365	0	1937.110	0	1565.000	421.400	100.100	28.090	1722.000	427.800	114.500	31.020	228.700	57.290	16.070	5.136	348.600	88.950	23.260	8.488	
49179.465	0	1937.194	0	1568.000	421.600	99.950	28.180	1709.000	426.700	114.000	30.940	228.200	57.330	16.160	5.135	349.900	88.550	23.240	8.567	
49179.544	0	1937.278	0	1576.000	421.700	100.300	28.100	1719.000	427.500	114.200	31.210	232.200	57.420	16.180	5.153	349.000	89.310	23.540	8.566	
49179.660	0	1937.362	0	1574.000	424.100	101.300	28.480	1711.000	427.300	115.300	30.980	229.600	57.660	16.240	5.186	350.800	89.380	23.630	8.591	
49179.739	0	1937.447	0	1568.000	423.400	101.700	28.580	1720.000	428.400	114.500	30.990	230.500	57.510	16.290	5.187	351.900	89.590	23.500	8.640	
49179.860	0	1937.531	0	1578.000	420.700	100.200	28.170	1714.000	425.600	114.800	30.830	230.400	57.360	16.140	5.150	350.100	88.770	23.360	8.566	
49179.972	0	1937.615	0	1569.000	420.300	100.300	28.120	1710.000	426.300	114.200	30.910	227.200	57.200	16.110	5.156	350.500	88.680	23.390	8.538	
49180.044	0	1937.699	0	1563.000	420.800	99.980	28.230	1715.000	426.700	114.300	31.000	230.300	57.390	16.150	5.169	350.000	89.100	23.330	8.596	
49180.063	0	1937.762	0	1571.000	425.400	101.100	28.330	1717.000	428.300	114.400	31.080	229.400	57.540	16.190	5.151	349.300	89.030	23.410	8.548	
49180.166	0	1937.867	0	1580.000	423.100	101.500	28.450	1726.000	428.300	114.900	31.180	229.600	57.250	16.160	5.175	350.200	89.150	23.570	8.635	
49180.278	0	1937.930	0	1571.000	425.000	101.700	28.600	1722.000	431.100	115.400	31.350	232.200	57.450	16.250	5.173	351.700	89.760	23.690	8.638	
49180.397	0	1938.014	0	1588.000	428.600	102.800	28.930	1729.000	431.700	116.500	31.520	230.500	57.590	16.390	5.185	352.800	90.200	23.860	8.668	
49180.416	0	1938.098	0	1583.000	429.800	101.800	28.860	1734.000	430.200	115.700	31.490	232.900	57.600	16.280	5.175	350.700	89.690	23.570	8.642	
49180.436	0	1938.182	0	1588.000	427.600	102.700	28.820	1739.000	431.200	116.800	31.650	232.000	57.400	16.140	5.183	351.400	89.610	23.570	8.648	
49180.602	0	1938.266	0	1593.000	433.200	103.500	29.190	1748.000	433.000	117.500	31.780	233.100	57.520	16.230	5.167	351.300	89.710	23.720	8.776	
49180.722	0	1938.393	0	1613.000	434.600	104.300	29.460	1754.000	432.400	117.300	32.010	235.300	57.910	16.380	5.200	353.800	90.650	23.810	8.770	
49180.834	0	1938.475	0	1619.000	437.400	104.900	29.680	1757.000	434.600	118.100	32.130	237.900	58.130	16.440	5.265	354.800	91.250	24.060	8.924	
49180.958	0	1938.560	0	1633.000	440.300	105.100	29.910	1787.000	435.300	118.200	32.230	239.500	58.340	16.510	5.258	356.000	91.500	24.210	8.943	
49180.978	0	1938.644	0	1645.000	439.900	106.300	30.030	1794.000	435.500	118.900	32.390	238.300	58.450	16.540	5.312	357.300	91.890	24.290	8.997	
49180.997	0	1938.728	0	1648.000	443.700	107.000	30.330	1797.000	436.900	119.000	32.220	241.900	58.690	16.580	5.284	359.500	92.700	24.430	9.042	
49181.073	0	1938.791	0	1656.000	442.300	105.500	29.950	1802.000	435.100	118.100	32.170	239.500	58.560	16.600	5.314	357.500	91.570	24.260	8.935	
49181.189	0	1938.875	0	1653.000	440.600	104.800	29.690	1799.000	434.300	117.900	32.180	240.800	58.620	16.510	5.262	357.300	91.150	24.070	8.947	
49181.355	0	1938.959	0	1642.000	440.400	105.100	29.830	1802.000	433.100	118.200	32.220	239.500	58.560	16.460	5.285	355.900	90.690	24.140	8.933	
49181.374	0	1939.043	0	1647.000	440.400	104.900	29.900	1798.000	434.700	118.700	32.130	240.700	58.300	16.510	5.298	354.400	91.190	24.170	8.928	
49181.394	0	1939.127	0	1646.000	441.300	106.300	29.890	1802.000	434.100	118.000	32.250	239.800	58.190	16.530	5.262	355.400	91.630	24.210	8.911	
49181.478	0	1939.211	0	1654.000	442.000	105.900	30.050	1801.000	435.300	118.900	32.340	240.600	58.320	16.530	5.299	356.500	91.520	24.370	8.995	
49181.592	0	1939.295	0	1653.000	442.800	106.300	30.260	1798.000	435.600	118.500	32.360	240.200	58.410	16.590	5.298	357.700	92.020	24.530	9.048	
49181.692	0	1939.380	0	1652.000	444.600	106.600	30.230	1799.000	436.000	118.500	32.420	241.100	58.660	16.680	5.323	358.900	92.540	24.640	9.126	
49181.808	0	1939.464	0	1660.000	446.100	106.800	30.490	1809.000	436.200	118.900	32.460	240.900	58.760	16.710	5.329	360.100	92.740	24.650	9.156	
49181.920	0	1939.590	0	1663.000	448.100	107.100	30.200	1809.000	436.000	118.600	32.340	242.800	58.690	16.730	5.330	359.400	92.260	24.480	9.050	
49182.139	0	1939.653	0	1656.000	444.000	106.000	29.940	1811.000	434.900	118.700	32.170	242.800	58.360	16.580	5.329	358.000	92.160	24.310	9.018	
49182.159	0	1939.737	0	1662.000	443.300	105.300	29.850	1803.000	434.100	117.800	32.250	243.000	58.360	16.550	5.290	357.600	91.650	24.350	9.011	
49182.207	0	1939.821	0	1649.000	440.600	106.500	30.000	1802.000	433.300	118.300	32.310	240.800	58.430	16.590	5.272	356.400	92.380	24.370	9.040	
49182.226	0	1939.905	0	1661.000	439.200	106.900	30.050	1812.000	434.100	117.700	32.250	242.700	58.280	16.580	5.269	355.900	91.290	24.400	9.014	
49182.246	0	1939.988	0	1662.000	442.500	105.900	30.170	1817.000	432.600	118.800	32.370	242.500	58.150	16.520	5.282	357.300	91.820	24.500	9.036	
49182.353	0	1940.072	0	1655.000	441.900	106.600	30.290	1815.000	435.900	118.500	32.390	241.100	58.170	16.440	5.270	356.800	92.190	24.370	9.054	
49182.484	0	1940.155	0	1664.000	444.400	106.800	30.360	1820.000	435.500	119.000	32.380	240.000	58.240	16.510	5.258	357.300	92.370	24.520	9.085	
49182.554	0	1940.239	0	1657.000	444.400	107.000	30.390	1817.000	435.500	119.100	32.400	242.400	58.150	16.500	5.216	358.900	92.100	24.420	9.056	
49182.573	0	1940.323	0	1675.000	447.600	107.500	30.260	1811.000	435.100	118.500	32.150	240.800	58.150	16.420	5.215	357.800	92.140	24.330	8.929	
49182.690	0	1940.407	0	1657.000	440.200	106.400	29.980	1808.000	435.700	118.100	32.250	241.000	57.930	16.300	5.173	356.500	91.420	24.100	8.918	
49182.812	0	1940.470	0	1654.000	439.500	106.300	30.020	1804.000	435.100	118.500	32.120	241.700	57.620	16.300	5.179	354.600	90.990	24.100	8.911	
49182.911	0	1940.554	0	1656.000	439.900	105.700	30.060	1800.000	434.000	118.400	32.180	241.000	57.760	16.310	5.208	355.500	91.270	24.170	8.978	
49182.930	0	1940.638	0	1657.000	444.000	106.100	30.090	1807.000	433.800	118.000	32.160	241.300	57.810	16.420	5.227	354.700	91.550	24.330	9.023	
49183.045	0	1940.765	0	1648.000	442.800	106.300	30.270	1806.000	434.000	118.200	32.220	241.200	57.840	16.350	5.224	357.000	91.810	24.380	9.017	
49183.162	0	1940.849	0	1656.000	444.000	106.600	30.140	1799.000	434.100	118.700	32.130	240.300	57.790	16.320	5.201	355.400	91.380	24.300	8.985	
49183.278	0	1940.933	0	1638.000	439.200	106.200	30.140	1794.000	434.400	118.000	32.050	235.100	57.360	16.190	5.190	356.900	91.480	24.270	8.994	
49183.352	0	1941.017	0	1636.000	440.500	106.100	30.100	1785.000	434.700	118.200	31.960	236.900	57.390	16.240	5.223	356.100	91.880	24.390	9.060	
49183.393	0	1941.101	0	1636.000	439.100	106.300	30.180	1787.000	436.600	118.600	31.930	234.500	57.350	16.260	5.213	357.700	92.170	24.470	9.012	
49183.505	0	1941.164	0	1640.000	438.400	106.000	29.870	1778.000	433.800	116.900	31.800	235.400	57.280	16.170	5.190	355.700	91.440	24.200	8.958	
