mean,standard_deviation,root_mean_square,triangular_index,condition
635.1304347826087,15.583512113845568,635.3132743157025,0.03641941709139492,neutral
615.6666666666666,22.190218500534176,616.0497815382563,0.03713912665022487,neutral
618.0,17.415635154253977,618.2351224790344,0.03900259001574323,positive
616.1666666666666,31.017059354724346,616.9143646676849,0.03807068854409359,negative
627.1666666666666,44.338291103413255,628.6668434075397,0.036074968293484895,negative
632.5,20.945062715922173,632.8322579220079,0.036663961426457246,negative
600.8,39.22584182228174,602.0280392141217,0.04122648801855192,positive
618.3333333333334,21.969676071045438,618.7072544157428,0.038048055486747584,positive
594.08,52.027172387769326,596.2630292077482,0.04500196883613658,negative
568.1538461538462,49.747918394797026,570.2442121919885,0.04032766225582861,positive
570.0,14.232357499725756,570.1708246050207,0.04489289375708196,negative
599.52,18.914544668059023,599.8063687557844,0.04066487063488029,neutral
597.76,18.223793970155246,598.0266214810174,0.04091862308833308,positive
591.6923076923077,32.90564599672127,592.5714497652777,0.042607671429303016,neutral
592.64,48.68511066024191,594.5566415405684,0.04597965400310362,positive
637.0,30.262618640106506,637.6885342129547,0.037348635899431014,neutral
584.9230769230769,28.89556793270978,585.6089532732966,0.04317368066005916,positive
596.48,31.333049644105827,597.269520400966,0.04466528948690749,neutral
549.3333333333334,22.57295863502305,549.7797538812954,0.04698972099853157,neutral
594.4615384615385,40.62041926837365,595.7944921892757,0.04646746718793633,neutral
606.3333333333334,13.801911230811056,606.4838552399121,0.039504140733501364,negative
578.4615384615385,33.8859626030966,579.4150896842833,0.04646746718793633,neutral
574.7692307692307,20.57631199667752,575.123264379706,0.04489289375708196,neutral
644.5217391304348,68.41907599839615,647.9860438647412,0.041105836358559064,negative
611.04,18.047345141783783,611.29580400981,0.04142287578315124,neutral
598.88,42.355951962701376,600.3161833567375,0.04405043775122515,negative
568.2962962962963,19.812223916668643,568.6287599714481,0.047574472771323165,neutral
645.3913043478261,46.46967645722881,646.9895503490528,0.036473561623469944,negative
568.4615384615385,17.935954436228403,568.7335458313024,0.045205107307796796,neutral
580.0,29.328484447717376,580.7125596395147,0.04712546020957236,positive
599.2,46.01449047129973,600.8937343657362,0.04407956361232024,positive
