mean,standard_deviation,root_mean_square,condition
101.53333333333333,5.636906300771566,101.68447931387234,hard
98.45161290322581,2.592793984326809,98.48464756728134,hard
94.8,0.8051557998728978,94.80330514632212,easy
96.38709677419355,2.139741718912802,96.41007844518357,easy
99.13333333333334,1.306042543884686,99.1416495054761,hard
100.0,2.5298221281347035,100.03096294841461,hard
94.1,0.9228890171255879,94.1043746769157,easy
98.33333333333333,1.9884725264649126,98.35276644134962,hard
96.4,2.9780808446449827,96.44445724526284,easy
94.8,1.2429109325317305,94.80787590349935,hard
95.61290322580645,2.155263624321299,95.63640823789422,hard
94.06451612903226,2.3935396921848846,94.09398184450926,hard
93.6,1.7340405277052031,93.61552577786799,easy
92.25806451612904,1.8613210709150263,92.27623326624494,hard
95.9,1.6473594335931294,95.91367646656722,easy
96.06451612903226,3.108434588566703,96.11317253885584,easy
97.7,3.2499336863261137,97.75223782604672,easy
99.09677419354838,3.4962345336059037,99.15644204992432,easy
95.73333333333333,4.8061263585878224,95.84988262903612,easy
95.54838709677419,1.9636481300107267,95.56791201261862,hard
94.63333333333334,5.242290453170475,94.77358985146302,easy
97.16666666666667,3.5143384459445106,97.22808236307038,hard
96.0,2.556038601690775,96.0329244615885,hard
96.3,2.2460693636232385,96.3253168521478,hard
98.16666666666667,3.384379261918756,98.22304549680113,easy
103.74193548387096,4.523772333908091,103.83734178216956,easy
99.6774193548387,2.055676640819976,99.69793086797158,hard
100.7741935483871,2.1557624702079274,100.79650531576463,easy
100.56666666666666,2.045741301158181,100.58677845522244,hard
99.80645161290323,2.468729158071816,99.83599454330894,easy
