S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
0.45443,0.47162,0.55101,0.65574,-0.014974,-0.08412,-0.22774,-0.26711,0.1553,0.13177,0.1086,0.056366,0.61978,0.74373,0.81428,0.75341,0.0025142,-0.0018534,-0.0049558,-0.006812,-0.017258,-0.022387,-0.04162,-0.036232,4.5699e-005,0.00099498,-0.0010346,-0.0012864,0.018458,0.020699,0.015687,0.0087432,15
0.10668,0.06858,0.05346,0.031729,0.0014625,0.017769,0.088069,0.048146,0.036844,0.039165,0.036233,0.05481,0.10972,0.15361,0.11008,0.071565,0.0021854,-0.00065487,-0.0038068,-0.0032506,-0.0015086,-0.00072478,-0.00048829,-0.0021098,-0.0014452,-0.0029118,-0.0086412,-0.0087027,0.0081983,0.011548,0.01149,0.012709,15
0.056196,0.063519,0.15313,0.12886,0.28995,0.32064,0.57711,0.47217,0.24263,0.24111,0.2745,0.298,-0.037003,-0.085806,-0.19086,-0.21531,-0.0038075,-0.0042272,0.00017762,-0.0015841,0.018153,0.021458,0.03937,0.031993,0.011241,0.010967,0.0086343,0.0082778,-0.0083176,-0.011921,-0.016879,-0.014531,15
0.39703,0.33977,0.27505,0.29184,0.15274,0.13914,0.13342,0.071222,0.17058,0.13699,0.1421,0.074569,0.4373,0.48845,0.5735,0.54187,0.017764,0.012506,0.01008,0.0077407,0.0033368,0.0038544,0.0044348,0.0022126,0.0056233,0.0024899,-0.0016631,-0.006348,0.020157,0.022236,0.027427,0.029062,15
0.1671,0.18754,0.14975,0.23233,0.17551,0.13411,0.15678,0.055064,0.022595,0.013652,-0.039892,-0.13233,0.042907,0.0011372,0.0031719,0.056159,0.0037835,0.0042186,-0.0013889,-0.0013071,0.011379,0.0096205,0.015953,0.010264,-0.005281,-0.0024067,-0.007585,-0.014806,-0.0094646,-0.014912,-0.015387,-0.01167,15
0.15393,0.13625,0.073411,0.091041,0.27371,0.29004,0.44879,0.33975,0.14148,0.097117,0.070997,0.047092,0.12452,0.15205,0.24278,0.24651,0.0042273,0.0010647,-0.0040723,-0.0056038,0.017618,0.018464,0.029455,0.021873,0.0056772,0.0026291,-0.0029657,-0.0069608,0.0030604,0.0062202,0.013419,0.015019,15
0.11887,0.12679,0.12323,0.19223,0.12915,0.14033,0.18266,0.16204,0.12099,0.14721,0.20737,0.22768,0.044371,-0.0040952,-0.0048522,-0.0092056,0.0083598,0.0070225,0.0084914,0.013224,0.0052546,0.0061579,0.0060876,0.0047769,0.00094645,0.0015762,-0.00083748,-0.0018567,0.0025014,0.0013002,0.0039451,0.0063422,15
0.11961,0.16069,0.17688,0.19283,0.098746,0.075992,0.10575,0.064449,-0.014694,-0.054533,-0.10745,-0.11657,-0.0040381,-0.0072189,-0.0024266,-0.0258,0.012822,0.016214,0.020414,0.023627,0.0095225,0.0082626,0.011686,0.0066766,-0.0031824,-0.0070661,-0.016087,-0.019999,0.0035681,0.0049402,0.0099287,0.010971,15
-0.12699,-0.13671,-0.13764,-0.1891,0.10256,0.13264,0.28007,0.29166,0.10781,0.15517,0.2065,0.19388,-0.29355,-0.33946,-0.43002,-0.48217,-0.012196,-0.011828,-0.010871,-0.01427,-0.00031674,0.0026924,0.0062493,0.0090917,0.0052127,0.006841,0.0067021,0.0046747,-0.010646,-0.010746,-0.011237,-0.0093687,15
0.14133,0.079265,0.039075,0.044501,-0.004243,-0.054834,-0.1886,-0.13654,-0.073639,-0.082043,-0.13861,-0.16896,-0.12644,-0.16428,-0.23425,-0.28555,-0.00091051,-0.0051054,-0.0094094,-0.010314,-0.0020193,-0.0028276,-0.0097423,-0.006201,-0.0062412,-0.0060249,-0.0114,-0.014488,-0.016688,-0.021141,-0.026163,-0.027723,15
