Subject:	S216
Project:	glassroutes
Time:	2015-02-12_15-21-40

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
159	55314.273	1963.022	0;baselinestart;1423772516100;	0	baselinestart	1423772516100	
513	55344.204	1993.080	0;baselineend;1423772546104;	0	baselineend	1423772546104	
519	55344.730	1993.562	16;hardstart;1423772546606	16	hardstart	1423772546606	
879	55375.257	2024.125	16;hard;1423772577126	16	hard	1423772577126	
884	55375.705	2024.525	10;passed;1423772577627	10	passed	1423772577627	
1032	55388.224	2037.065	15;easystart;1423772590128	15	easystart	1423772590128	
1392	55418.807	2067.627	15;easy;1423772620646	15	easy	1423772620646	
1398	55419.286	2068.131	10;passed;1423772621148	10	passed	1423772621148	
1545	55431.689	2080.567	16;hardstart;1423772633648	16	hardstart	1423772633648	
1905	55462.338	2111.149	16;hard;1423772664168	16	hard	1423772664168	
1911	55462.745	2111.633	10;passed;1423772664669	10	passed	1423772664669	
2059	55475.288	2124.172	15;easystart;1423772677170	15	easystart	1423772677170	
2419	55505.869	2154.735	15;easy;1423772707690	15	easy	1423772707690	
2424	55506.270	2155.133	10;passed;1423772708191	10	passed	1423772708191	
2572	55518.812	2167.717	16;hardstart;1423772720692	16	hardstart	1423772720692	
2932	55549.381	2198.236	16;hard;1423772751213	16	hard	1423772751213	
2937	55549.760	2198.657	10;passed;1423772751714	10	passed	1423772751714	
3085	55562.324	2211.217	16;hardstart;1423772764215	16	hardstart	1423772764215	
3445	55592.872	2241.758	16;hard;1423772794736	16	hard	1423772794736	
3450	55593.296	2242.157	10;passed;1423772795236	10	passed	1423772795236	
3598	55605.858	2254.739	15;easystart;1423772807736	15	easystart	1423772807736	
3958	55636.355	2285.260	15;easy;1423772838256	15	easy	1423772838256	
3965	55636.900	2285.827	10;passed;1423772838757	10	passed	1423772838757	
4111	55649.336	2298.241	16;hardstart;1423772851258	16	hardstart	1423772851258	
4472	55679.944	2328.845	16;hard;1423772881777	16	hard	1423772881777	
4477	55680.399	2329.265	10;passed;1423772882279	10	passed	1423772882279	
4625	55692.948	2341.826	16;hardstart;1423772894779	16	hardstart	1423772894779	
4985	55723.448	2372.367	16;hard;1423772925303	16	hard	1423772925303	
4991	55723.999	2372.893	10;passed;1423772925804	10	passed	1423772925804	
5138	55736.475	2385.349	15;easystart;1423772938305	15	easystart	1423772938305	
5498	55766.952	2415.868	15;easy;1423772968821	15	easy	1423772968821	
5503	55767.400	2416.331	10;passed;1423772969322	10	passed	1423772969322	
5651	55779.931	2428.850	15;easystart;1423772981823	15	easystart	1423772981823	
6011	55810.387	2459.370	15;easy;1423773012343	15	easy	1423773012343	
6017	55810.881	2459.917	10;passed;1423773012843	10	passed	1423773012843	
6754	55873.468	2522.426	16;hardstart;1423773075347	16	hardstart	1423773075347	
7114	55903.984	2552.947	16;hard;1423773105868	16	hard	1423773105868	
7120	55904.515	2553.451	10;passed;1423773106369	10	passed	1423773106369	
7268	55917.011	2566.013	15;easystart;1423773118870	15	easystart	1423773118870	
7628	55947.561	2596.554	15;easy;1423773149390	15	easy	1423773149390	
7633	55948.011	2596.953	10;passed;1423773149890	10	passed	1423773149890	
7781	55960.538	2609.534	16;hardstart;1423773162391	16	hardstart	1423773162391	
8140	55990.999	2639.971	16;hard;1423773192912	16	hard	1423773192912	
8146	55991.492	2640.455	10;passed;1423773193412	10	passed	1423773193412	
8294	56004.080	2653.036	15;easystart;1423773205913	15	easystart	1423773205913	
8654	56034.555	2683.557	15;easy;1423773236428	15	easy	1423773236428	
8659	56035.020	2684.018	10;passed;1423773236929	10	passed	1423773236929	
8808	56047.594	2696.621	16;hardstart;1423773249429	16	hardstart	1423773249429	
9167	56078.034	2727.059	16;hard;1423773279948	16	hard	1423773279948	
9173	56078.599	2727.605	10;passed;1423773280449	10	passed	1423773280449	
9320	56091.064	2740.061	15;easystart;1423773292950	15	easystart	1423773292950	
9680	56121.555	2770.581	15;easy;1423773323472	15	easy	1423773323472	
