A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,feedback1,feedback2,condition
0.04006,0.01001,0.007488,0.002406,0.007319,0.002971,0.007369,0.002932,0.04007,0.01971,0.006386,0.002547,0.006025,0.00225,0.006783,0.002844,one,one,junk
0.09274,0.01744,0.01782,0.005735,0.01714,0.006461,0.01787,0.006455,0.04089,0.0192,0.007655,0.002496,0.006905,0.002178,0.008152,0.002896,one,one,junk
0.1334,0.02044,0.02528,0.00738,0.02431,0.008695,0.02488,0.008583,0.04803,0.01981,0.0113,0.003303,0.009993,0.002804,0.01128,0.003743,one,one,junk
0.1362,0.02067,0.02629,0.007408,0.02479,0.008841,0.02572,0.008646,0.04989,0.02011,0.01256,0.003417,0.01046,0.002759,0.01199,0.003999,one,one,junk
0.08675,0.01465,0.01641,0.004399,0.01554,0.004968,0.01573,0.004957,0.04783,0.02053,0.01109,0.003457,0.009635,0.002847,0.011,0.00387,one,one,junk
0.01276,0.004653,0.002431,4.737E-4,0.002511,6.924E-4,0.002316,5.428E-4,0.04436,0.02022,0.008723,0.0029,0.007924,0.002467,0.008846,0.003275,one,one,junk
0.01407,0.006334,0.003198,0.001165,0.003027,0.001307,0.003417,0.001343,0.0455,0.02069,0.009427,0.003155,0.008634,0.002686,0.009788,0.003545,one,one,junk
0.02883,0.008229,0.005331,0.001776,0.005446,0.002045,0.005429,0.002016,0.04563,0.02097,0.009093,0.002981,0.007997,0.002599,0.009178,0.003417,one,one,junk
0.02581,0.007564,0.005125,0.001549,0.005003,0.001838,0.005161,0.001706,0.04609,0.021,0.009228,0.003142,0.00862,0.00271,0.009553,0.003524,one,one,junk
0.0274,0.007966,0.005364,0.001833,0.005259,0.001985,0.005523,0.002043,0.04714,0.02125,0.009939,0.003182,0.008748,0.002757,0.01011,0.00361,one,one,junk
0.02429,0.00709,0.004537,0.001393,0.004683,0.001674,0.004563,0.001535,0.04849,0.02135,0.01005,0.003291,0.00924,0.002845,0.01024,0.003694,one,one,junk
0.01867,0.006495,0.003981,0.001316,0.003728,0.001446,0.004117,0.001443,0.04824,0.02145,0.009956,0.003293,0.008841,0.002788,0.01011,0.003687,one,one,junk
0.02041,0.006442,0.003812,0.001265,0.003951,0.001435,0.003872,0.001428,0.04783,0.02143,0.009649,0.00309,0.008446,0.002697,0.009717,0.003549,one,one,junk
0.0173,0.006336,0.003531,0.00112,0.003476,0.001363,0.003607,0.001235,0.04885,0.02146,0.009856,0.003219,0.008918,0.002764,0.009914,0.003654,one,one,junk
0.01815,0.006139,0.003676,0.001218,0.003451,0.001315,0.003743,0.001364,0.04727,0.02131,0.009604,0.003052,0.007994,0.00258,0.009461,0.00351,one,one,junk
0.01768,0.006229,0.003331,0.001068,0.003526,0.001328,0.00338,0.001216,0.04723,0.02135,0.009023,0.003004,0.008229,0.002659,0.009185,0.003422,one,one,junk
0.0174,0.006241,0.003723,0.001168,0.003353,0.001347,0.003753,0.001313,0.04597,0.02113,0.00902,0.002942,0.007437,0.002458,0.008774,0.003398,one,one,junk
0.01793,0.005946,0.003361,0.001128,0.003478,0.001287,0.003445,0.001281,0.04545,0.02118,0.008751,0.002853,0.007618,0.002539,0.008848,0.003291,one,one,junk
0.01742,0.006255,0.003511,0.001082,0.003368,0.001376,0.00351,0.001231,0.04508,0.02104,0.008503,0.002835,0.007226,0.002421,0.008338,0.003282,one,one,junk
