A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,accuracy,feedback1,feedback2,condition
-0.06867,-0.006091,-0.01651,-0.003858,-0.01332,-0.003839,-0.01407,-0.00416,0.0134,0.008357,0.003384,-0.002265,0.004053,-0.001545,0.003384,-0.001538,junk,one,two,gaze
-0.06795,-0.006025,-0.01679,-0.003886,-0.01315,-0.003783,-0.01427,-0.004191,0.01359,0.008359,0.003498,-0.002305,0.004226,-0.001515,0.003441,-0.001602,junk,one,two,gaze
-0.06892,-0.006228,-0.01667,-0.003872,-0.01359,-0.003896,-0.01452,-0.004176,0.01339,0.008293,0.003439,-0.002285,0.003921,-0.001556,0.003358,-0.001586,junk,one,two,gaze
-0.06844,-0.005928,-0.01666,-0.003906,-0.01329,-0.003785,-0.01427,-0.004224,0.01383,0.008281,0.003516,-0.00228,0.004263,-0.00152,0.003454,-0.001563,junk,one,two,gaze
-0.06834,-0.006124,-0.01681,-0.003857,-0.01314,-0.003863,-0.01413,-0.004148,0.01359,0.008244,0.003404,-0.002299,0.003879,-0.001509,0.00335,-0.001588,junk,one,two,gaze
-0.06936,-0.006114,-0.01669,-0.003914,-0.01366,-0.003872,-0.01451,-0.004209,0.01429,0.008092,0.003563,-0.002284,0.004202,-0.001561,0.003505,-0.00156,junk,one,two,gaze
-0.06804,-0.005953,-0.01682,-0.0039,-0.01324,-0.003813,-0.01448,-0.004212,0.01162,0.008494,0.003437,-0.002287,0.003906,-0.00151,0.00328,-0.001604,junk,one,two,gaze
-0.06945,-0.006224,-0.01668,-0.003851,-0.01336,-0.003888,-0.0141,-0.00416,0.01212,0.008264,0.003609,-0.002285,0.004091,-0.001573,0.00343,-0.001558,junk,one,two,gaze
-0.06953,-0.006129,-0.0169,-0.003975,-0.01361,-0.003837,-0.0147,-0.004266,0.01235,0.00813,0.003512,-0.002348,0.004085,-0.001569,0.003334,-0.001598,junk,one,two,gaze
-0.06884,-0.006241,-0.01686,-0.003903,-0.01341,-0.003902,-0.01453,-0.004185,0.01246,0.00807,0.003543,-0.002366,0.003956,-0.001565,0.003392,-0.001605,junk,one,two,gaze
-0.06969,-0.006177,-0.01668,-0.003894,-0.01343,-0.003848,-0.01414,-0.004195,0.0132,0.007951,0.003636,-0.002363,0.004151,-0.0016,0.003433,-0.001587,junk,one,two,gaze
-0.06895,-0.006184,-0.01699,-0.003946,-0.01348,-0.003852,-0.01471,-0.004236,0.01388,0.007907,0.003637,-0.002381,0.00394,-0.00153,0.003297,-0.0016,junk,one,two,gaze
-0.0696,-0.006253,-0.01667,-0.003879,-0.01362,-0.003893,-0.01447,-0.004182,0.01479,0.007841,0.004016,-0.002405,0.00432,-0.001624,0.003542,-0.001578,junk,one,two,gaze
-0.06938,-0.00605,-0.01684,-0.003929,-0.0133,-0.003814,-0.01435,-0.004228,0.0149,0.007823,0.00392,-0.002443,0.004154,-0.001624,0.003351,-0.001644,junk,one,two,gaze
-0.06913,-0.006334,-0.01687,-0.003899,-0.01344,-0.003894,-0.0145,-0.004152,0.01567,0.007781,0.004168,-0.002471,0.004328,-0.00162,0.003545,-0.00163,junk,one,two,gaze
-0.06959,-0.006101,-0.01671,-0.003911,-0.0136,-0.003852,-0.01446,-0.004228,0.01626,0.007642,0.004165,-0.002478,0.004363,-0.001705,0.00345,-0.001658,junk,one,two,gaze
-0.06853,-0.006072,-0.01689,-0.003893,-0.0132,-0.003832,-0.01437,-0.004196,0.017,0.00772,0.004265,-0.0025,0.004432,-0.001654,0.003501,-0.001683,junk,one,two,gaze
-0.06983,-0.006294,-0.01672,-0.003862,-0.01352,-0.003872,-0.01424,-0.004155,0.01748,0.007633,0.004338,-0.002473,0.004443,-0.001687,0.003568,-0.001642,junk,one,two,gaze
-0.0689,-0.006045,-0.01686,-0.003948,-0.01346,-0.003812,-0.01465,-0.004246,0.0176,0.007789,0.00438,-0.002464,0.004497,-0.00163,0.003517,-0.001628,junk,one,two,gaze
-0.06882,-0.006166,-0.0168,-0.00385,-0.01331,-0.00387,-0.01425,-0.004157,0.01791,0.007796,0.004599,-0.002491,0.004662,-0.001659,0.003766,-0.001666,junk,one,two,gaze
-0.06952,-0.006058,-0.01671,-0.003891,-0.01339,-0.003826,-0.01411,-0.004203,0.01821,0.007783,0.004501,-0.002421,0.004583,-0.001632,0.003537,-0.001585,junk,one,two,gaze
-0.06837,-0.006054,-0.01695,-0.003911,-0.01348,-0.003845,-0.01477,-0.004221,0.01901,0.007811,0.004784,-0.002461,0.004959,-0.00161,0.003876,-0.001653,junk,one,two,gaze
-0.06925,-0.006019,-0.01663,-0.003827,-0.01344,-0.003852,-0.01422,-0.004165,0.01851,0.007607,0.00457,-0.002413,0.004634,-0.001677,0.003645,-0.001641,junk,one,two,gaze
-0.06935,-0.005945,-0.01694,-0.003928,-0.01331,-0.003812,-0.01437,-0.004233,0.01727,0.007844,0.00471,-0.002442,0.004986,-0.001614,0.003849,-0.001657,junk,one,two,gaze
-0.06961,-0.006168,-0.01696,-0.003913,-0.01375,-0.003917,-0.01479,-0.004196,0.01667,0.007714,0.004694,-0.002512,0.004579,-0.001748,0.00362,-0.001728,junk,one,two,gaze
-0.06942,-0.005959,-0.01676,-0.003915,-0.01359,-0.003842,-0.01447,-0.004237,0.0166,0.007784,0.004903,-0.002502,0.004852,-0.001789,0.003667,-0.001762,junk,one,two,gaze
-0.06882,-0.006035,-0.01698,-0.003897,-0.01332,-0.003852,-0.01446,-0.004206,0.01629,0.007706,0.004851,-0.002539,0.004544,-0.001814,0.003424,-0.001847,junk,one,two,gaze
-0.07022,-0.006138,-0.01679,-0.003907,-0.01384,-0.003897,-0.01471,-0.004212,0.01693,0.007583,0.005091,-0.002486,0.004768,-0.001843,0.003533,-0.001789,junk,one,two,gaze
-0.06949,-0.005939,-0.01702,-0.003941,-0.01349,-0.003832,-0.01468,-0.004264,0.0171,0.007542,0.004966,-0.002513,0.004516,-0.001829,0.003302,-0.001892,junk,one,two,gaze
-0.07041,-0.006284,-0.01701,-0.003893,-0.01358,-0.00394,-0.01446,-0.004192,0.01645,0.007903,0.005316,-0.002528,0.004757,-0.001902,0.003477,-0.001899,junk,one,two,gaze
-0.07077,-0.006119,-0.01703,-0.003985,-0.01399,-0.003885,-0.01496,-0.004293,0.01643,0.007933,0.005199,-0.002545,0.004536,-0.001966,0.003208,-0.001939,junk,one,two,gaze
-0.06962,-0.006205,-0.01709,-0.003939,-0.01355,-0.00391,-0.01477,-0.004254,0.01714,0.007971,0.005357,-0.002562,0.004733,-0.001934,0.003378,-0.001947,junk,one,two,gaze
-0.07119,-0.006336,-0.01689,-0.003909,-0.01369,-0.003908,-0.01441,-0.00421,0.01733,0.007906,0.005239,-0.00258,0.004445,-0.002023,0.003176,-0.001956,junk,one,two,gaze
-0.07048,-0.006217,-0.01719,-0.004019,-0.01382,-0.003885,-0.01509,-0.004297,0.0182,0.007962,0.005471,-0.00269,0.004616,-0.002072,0.003171,-0.002057,junk,one,two,gaze
-0.07048,-0.006405,-0.01705,-0.00391,-0.01376,-0.003953,-0.01469,-0.004221,0.01741,0.008035,0.005357,-0.002638,0.004345,-0.002063,0.003126,-0.002007,junk,one,two,gaze
-0.07077,-0.00623,-0.01698,-0.003961,-0.01361,-0.003875,-0.01444,-0.004284,0.01813,0.008115,0.005521,-0.002637,0.004502,-0.002068,0.003109,-0.002028,junk,one,two,gaze
-0.06971,-0.006348,-0.01714,-0.003951,-0.01374,-0.003917,-0.01503,-0.004244,0.0184,0.008185,0.005264,-0.002562,0.004594,-0.001914,0.003411,-0.001919,junk,one,two,gaze
-0.07021,-0.006199,-0.01677,-0.003899,-0.01371,-0.003891,-0.01457,-0.004218,0.0183,0.008305,0.005343,-0.002535,0.004564,-0.001963,0.003345,-0.001897,junk,one,two,gaze
-0.06929,-0.006085,-0.01698,-0.003929,-0.01333,-0.003814,-0.01449,-0.004226,0.01744,0.008453,0.005323,-0.002608,0.004741,-0.001938,0.003424,-0.001933,junk,one,two,gaze
-0.06996,-0.006271,-0.01696,-0.003896,-0.01377,-0.00392,-0.01474,-0.004185,0.01697,0.00834,0.005087,-0.002616,0.004334,-0.001958,0.003245,-0.001873,junk,one,two,gaze
-0.06964,-0.005964,-0.01687,-0.003929,-0.01357,-0.003849,-0.01458,-0.004259,0.01809,0.008118,0.005171,-0.00266,0.004645,-0.002017,0.003341,-0.001926,junk,one,two,gaze
-0.06917,-0.006119,-0.017,-0.003869,-0.01334,-0.003869,-0.01443,-0.004189,0.01735,0.008121,0.005011,-0.00269,0.004257,-0.002022,0.003151,-0.00196,junk,one,two,gaze
-0.07057,-0.006228,-0.01689,-0.003903,-0.01382,-0.003892,-0.01468,-0.004223,0.01749,0.00812,0.005352,-0.002756,0.004489,-0.002132,0.003216,-0.001978,junk,one,two,gaze
-0.06926,-0.006041,-0.01707,-0.003939,-0.0135,-0.003835,-0.01475,-0.004256,0.01744,0.008148,0.005328,-0.002893,0.00441,-0.002223,0.003075,-0.002053,junk,one,two,gaze
-0.07023,-0.006259,-0.01695,-0.003854,-0.01353,-0.00391,-0.01428,-0.004177,0.01745,0.008226,0.005554,-0.002987,0.004323,-0.002358,0.00304,-0.002079,junk,one,two,gaze
-0.07043,-0.006228,-0.01704,-0.003977,-0.01375,-0.003867,-0.01473,-0.004287,0.01713,0.008006,0.005476,-0.002902,0.004511,-0.002274,0.00309,-0.002044,junk,one,two,gaze
-0.06983,-0.006271,-0.01714,-0.003914,-0.01365,-0.003922,-0.01485,-0.004231,0.01594,0.008218,0.005373,-0.002863,0.004267,-0.002177,0.003052,-0.00203,junk,one,two,gaze
-0.07074,-0.006264,-0.01684,-0.003906,-0.01363,-0.003879,-0.01433,-0.004232,0.01661,0.008094,0.005569,-0.002859,0.004651,-0.002232,0.003294,-0.00198,junk,one,two,gaze
-0.06978,-0.006259,-0.01714,-0.003956,-0.01355,-0.003853,-0.01475,-0.00425,0.0166,0.008106,0.005404,-0.0029,0.004387,-0.002147,0.003137,-0.001988,junk,one,two,gaze
-0.07043,-0.006353,-0.01695,-0.003891,-0.01373,-0.003933,-0.0146,-0.004199,0.01683,0.008061,0.005592,-0.002944,0.004664,-0.002215,0.003366,-0.001929,junk,one,two,gaze
-0.06992,-0.00624,-0.01699,-0.00395,-0.01352,-0.003851,-0.01446,-0.004258,0.01703,0.007914,0.005088,-0.00298,0.004465,-0.002168,0.003243,-0.001929,junk,one,two,gaze
-0.06975,-0.006413,-0.0171,-0.003914,-0.01366,-0.003923,-0.01474,-0.004235,0.01588,0.008104,0.004914,-0.002793,0.004667,-0.001953,0.003593,-0.001819,junk,one,two,gaze
-0.07022,-0.006239,-0.01682,-0.003909,-0.01369,-0.003879,-0.01453,-0.004237,0.01474,0.008242,0.004836,-0.002747,0.004603,-0.001966,0.003531,-0.001771,junk,one,two,gaze
-0.06933,-0.006168,-0.01712,-0.003908,-0.01335,-0.003842,-0.01448,-0.004235,0.01527,0.008252,0.004842,-0.002789,0.004707,-0.001895,0.003643,-0.001818,junk,one,two,gaze
-0.07032,-0.00634,-0.01694,-0.003896,-0.0138,-0.003933,-0.01462,-0.004208,0.01528,0.008195,0.004962,-0.002838,0.00476,-0.002028,0.003728,-0.001845,junk,one,two,gaze
-0.06927,-0.006091,-0.01694,-0.003934,-0.01359,-0.003828,-0.01464,-0.004274,0.01569,0.008184,0.00505,-0.002861,0.004792,-0.001984,0.003674,-0.001871,junk,one,two,gaze
-0.06942,-0.006269,-0.01698,-0.00387,-0.01348,-0.003905,-0.01448,-0.004192,0.01602,0.008225,0.005412,-0.002948,0.005066,-0.002067,0.003824,-0.00188,junk,one,two,gaze
-0.07018,-0.006245,-0.01688,-0.003937,-0.01392,-0.003881,-0.01487,-0.004247,0.0158,0.007997,0.005249,-0.00294,0.004775,-0.002089,0.003596,-0.001883,junk,one,two,gaze
-0.06876,-0.006068,-0.01702,-0.0039,-0.01345,-0.003846,-0.01473,-0.004219,0.01601,0.007791,0.005365,-0.003006,0.005118,-0.002105,0.003703,-0.001969,junk,one,two,gaze
-0.06985,-0.00621,-0.01678,-0.003862,-0.01368,-0.003887,-0.01449,-0.004164,0.01434,0.007914,0.005132,-0.003011,0.004703,-0.002133,0.003575,-0.001946,junk,one,two,gaze
-0.06919,-0.00603,-0.01698,-0.003954,-0.0138,-0.003829,-0.015,-0.004264,0.01509,0.007822,0.005102,-0.003023,0.005185,-0.002084,0.003795,-0.001916,junk,one,two,gaze
-0.06867,-0.006187,-0.01682,-0.003836,-0.01351,-0.003875,-0.01459,-0.004169,0.01477,0.007773,0.005013,-0.003084,0.004903,-0.002149,0.003679,-0.001972,junk,one,two,gaze
-0.0698,-0.006081,-0.01676,-0.003897,-0.01371,-0.003831,-0.01463,-0.004218,0.01531,0.007769,0.005105,-0.003011,0.005104,-0.002109,0.003759,-0.00192,junk,one,two,gaze
-0.06841,-0.006081,-0.01693,-0.003917,-0.01355,-0.003854,-0.01487,-0.004209,0.01626,0.00765,0.005221,-0.003023,0.005267,-0.002031,0.003933,-0.001918,junk,one,two,gaze
-0.06924,-0.006101,-0.01665,-0.003821,-0.01355,-0.003851,-0.01432,-0.004147,0.0173,0.007428,0.005161,-0.002891,0.005102,-0.001994,0.003946,-0.001804,junk,one,two,gaze
-0.06918,-0.006061,-0.01695,-0.003917,-0.01353,-0.003824,-0.0147,-0.004238,0.01755,0.007521,0.005443,-0.002951,0.00556,-0.002019,0.004118,-0.001884,junk,one,two,gaze
-0.06933,-0.006253,-0.01689,-0.003872,-0.0138,-0.003902,-0.01488,-0.004173,0.01698,0.007453,0.005216,-0.002892,0.005077,-0.001986,0.003942,-0.00186,junk,one,two,gaze
-0.06992,-0.006121,-0.01683,-0.00392,-0.01359,-0.003848,-0.01453,-0.004248,0.01769,0.007421,0.005413,-0.002841,0.005439,-0.001957,0.004123,-0.001837,junk,one,two,gaze
-0.06957,-0.006301,-0.01712,-0.003936,-0.01357,-0.003884,-0.01478,-0.004218,0.01813,0.007414,0.005388,-0.002844,0.005277,-0.001941,0.004076,-0.001886,junk,one,two,gaze
-0.07041,-0.006306,-0.0169,-0.003939,-0.01402,-0.003925,-0.01486,-0.00423,0.01868,0.007413,0.005481,-0.002788,0.005278,-0.001948,0.004012,-0.001796,junk,one,two,gaze
-0.0692,-0.006161,-0.01702,-0.003951,-0.01353,-0.00385,-0.01476,-0.004254,0.01944,0.007384,0.005586,-0.002814,0.005572,-0.001933,0.004236,-0.001864,junk,one,two,gaze
-0.07032,-0.006402,-0.017,-0.00388,-0.01372,-0.003931,-0.01463,-0.004201,0.01858,0.007572,0.005494,-0.002811,0.005092,-0.001983,0.003946,-0.001842,junk,one,two,gaze
-0.07025,-0.006185,-0.01698,-0.003989,-0.01389,-0.003878,-0.01496,-0.004289,0.01907,0.007713,0.005862,-0.002864,0.005485,-0.002038,0.004047,-0.001893,junk,one,two,gaze
-0.06932,-0.006214,-0.01711,-0.003902,-0.01352,-0.003894,-0.01469,-0.004212,0.01895,0.007752,0.005761,-0.00291,0.005165,-0.002071,0.003835,-0.001928,junk,one,two,gaze
-0.07097,-0.006232,-0.01697,-0.00392,-0.0138,-0.003927,-0.01455,-0.004218,0.01925,0.007808,0.005982,-0.00291,0.005271,-0.002134,0.003897,-0.001931,junk,one,two,gaze
-0.06989,-0.006169,-0.01722,-0.003997,-0.01386,-0.003894,-0.01515,-0.004294,0.01869,0.007825,0.005861,-0.002995,0.005172,-0.002208,0.003677,-0.002032,junk,one,two,gaze
-0.07045,-0.006289,-0.01696,-0.003896,-0.01373,-0.00395,-0.01465,-0.004214,0.01852,0.007728,0.005961,-0.003056,0.004942,-0.002341,0.003548,-0.002155,junk,one,two,gaze
-0.07088,-0.006255,-0.0171,-0.003983,-0.01366,-0.003881,-0.01462,-0.004292,0.01827,0.007744,0.006069,-0.00319,0.004884,-0.002509,0.003254,-0.00233,junk,one,two,gaze
-0.07065,-0.00641,-0.01726,-0.003982,-0.01391,-0.003968,-0.01514,-0.004257,0.01595,0.008183,0.00611,-0.003357,0.004352,-0.002697,0.002824,-0.002588,junk,one,two,gaze
-0.07113,-0.006345,-0.01696,-0.003956,-0.01387,-0.003933,-0.01471,-0.004251,0.01609,0.008074,0.006312,-0.003507,0.004362,-0.002956,0.002602,-0.002762,junk,one,two,gaze
-0.0707,-0.006426,-0.0173,-0.003987,-0.01364,-0.003916,-0.0148,-0.004286,0.01669,0.008249,0.006414,-0.003561,0.004113,-0.002924,0.002284,-0.002778,junk,one,two,gaze
-0.07156,-0.006591,-0.01711,-0.003978,-0.01411,-0.003991,-0.01505,-0.004254,0.01856,0.008604,0.007302,-0.003462,0.004858,-0.002842,0.002985,-0.00249,junk,one,two,gaze
-0.07123,-0.006371,-0.01721,-0.004025,-0.0138,-0.003906,-0.01492,-0.004319,0.0174,0.008603,0.006842,-0.003505,0.004612,-0.002784,0.002671,-0.002491,junk,one,two,gaze
-0.07114,-0.006634,-0.01724,-0.003971,-0.01368,-0.003991,-0.0147,-0.004244,0.01789,0.00842,0.00609,-0.003162,0.005078,-0.002281,0.003532,-0.00201,junk,one,two,gaze
-0.07147,-0.006497,-0.01709,-0.004005,-0.01406,-0.003943,-0.01497,-0.004295,0.01708,0.007971,0.005047,-0.002889,0.004922,-0.001944,0.00374,-0.001728,junk,one,two,gaze
-0.07027,-0.006427,-0.01724,-0.003991,-0.01362,-0.003932,-0.01485,-0.004287,0.01776,0.007814,0.005086,-0.002929,0.004986,-0.001937,0.003742,-0.001803,junk,one,two,gaze
-0.07142,-0.006631,-0.01702,-0.003926,-0.01375,-0.003964,-0.01445,-0.004228,0.01752,0.00774,0.005069,-0.002946,0.00497,-0.002052,0.003703,-0.001819,junk,one,two,gaze
-0.07088,-0.006391,-0.01722,-0.004039,-0.01387,-0.003908,-0.01505,-0.004336,0.01721,0.007802,0.004843,-0.002936,0.004625,-0.001976,0.003379,-0.001861,junk,one,two,gaze
-0.07055,-0.006551,-0.01714,-0.003951,-0.0137,-0.003986,-0.01473,-0.004234,0.01751,0.007915,0.004939,-0.002834,0.004979,-0.001873,0.003777,-0.001706,junk,one,two,gaze
-0.07123,-0.006462,-0.01704,-0.003979,-0.01371,-0.00393,-0.01448,-0.00428,0.01648,0.007969,0.004712,-0.002807,0.004838,-0.001875,0.003705,-0.001704,junk,one,two,gaze
-0.07028,-0.006521,-0.01729,-0.004021,-0.01386,-0.003957,-0.01513,-0.0043,0.01596,0.008073,0.004685,-0.002806,0.004684,-0.00181,0.003582,-0.001705,junk,one,two,gaze
-0.07129,-0.006539,-0.01698,-0.003949,-0.01388,-0.003965,-0.01467,-0.004262,0.01615,0.008001,0.004891,-0.00275,0.00495,-0.001822,0.003821,-0.001679,junk,one,two,gaze
-0.07061,-0.006439,-0.01716,-0.00402,-0.01355,-0.003904,-0.01464,-0.004301,0.01571,0.00799,0.004673,-0.002761,0.004803,-0.001815,0.003589,-0.001724,junk,one,two,gaze
-0.07068,-0.00663,-0.01714,-0.003975,-0.01398,-0.003996,-0.01501,-0.004241,0.01577,0.008019,0.004787,-0.002724,0.004756,-0.001793,0.003645,-0.001662,junk,one,two,gaze
-0.07083,-0.006368,-0.017,-0.003999,-0.01379,-0.003927,-0.01472,-0.004302,0.0155,0.007983,0.004786,-0.002713,0.004894,-0.001842,0.003621,-0.001695,junk,one,two,gaze
-0.07011,-0.006526,-0.0172,-0.003977,-0.01358,-0.003949,-0.01476,-0.004261,0.01429,0.008208,0.004607,-0.002723,0.004522,-0.001788,0.003422,-0.001713,junk,one,two,gaze
-0.07133,-0.006498,-0.01702,-0.00398,-0.01406,-0.003978,-0.0149,-0.004288,0.0145,0.00819,0.004772,-0.002651,0.004875,-0.001827,0.003619,-0.001676,junk,one,two,gaze
-0.0701,-0.006368,-0.01715,-0.004017,-0.01359,-0.003908,-0.01481,-0.004297,0.01429,0.008209,0.004554,-0.002694,0.004592,-0.001773,0.003456,-0.00173,junk,one,two,gaze
-0.07096,-0.006655,-0.01711,-0.003958,-0.01382,-0.003998,-0.0147,-0.004242,0.01473,0.008208,0.004656,-0.002638,0.004634,-0.001799,0.00354,-0.001676,junk,one,two,gaze
-0.07086,-0.006357,-0.01708,-0.004048,-0.01399,-0.00394,-0.015,-0.00435,0.01523,0.008164,0.004659,-0.002655,0.00476,-0.001803,0.003522,-0.001683,junk,one,two,gaze
-0.06983,-0.006476,-0.01715,-0.003962,-0.0136,-0.003957,-0.01479,-0.004251,0.01429,0.008388,0.004577,-0.002655,0.004484,-0.001789,0.003467,-0.001715,junk,one,two,gaze
-0.07143,-0.006517,-0.01696,-0.003971,-0.01382,-0.003971,-0.0146,-0.004276,0.01377,0.008552,0.004744,-0.002637,0.0048,-0.001829,0.003641,-0.001672,junk,one,two,gaze
-0.07033,-0.006371,-0.01722,-0.004063,-0.01384,-0.003944,-0.01515,-0.00433,0.01395,0.00849,0.004542,-0.00267,0.004434,-0.001797,0.003343,-0.001724,junk,one,two,gaze
-0.07066,-0.006497,-0.01699,-0.003945,-0.01375,-0.00399,-0.01461,-0.004237,0.01427,0.008446,0.004642,-0.002623,0.004639,-0.001794,0.003665,-0.001677,junk,one,two,gaze
-0.07083,-0.006455,-0.01709,-0.004032,-0.01378,-0.003925,-0.01478,-0.004311,0.01447,0.00828,0.004514,-0.002643,0.004503,-0.001781,0.003522,-0.001716,junk,one,two,gaze
-0.07019,-0.006491,-0.0172,-0.004006,-0.01396,-0.003978,-0.01517,-0.004275,0.0152,0.008327,0.004583,-0.00258,0.004457,-0.001707,0.003558,-0.001661,junk,one,two,gaze
-0.0708,-0.006384,-0.01685,-0.003977,-0.01379,-0.003945,-0.01466,-0.00427,0.01584,0.008221,0.004813,-0.002553,0.004818,-0.001734,0.003745,-0.001644,junk,one,two,gaze
-0.06986,-0.006366,-0.01716,-0.003983,-0.01348,-0.003895,-0.01469,-0.004274,0.01457,0.008347,0.00456,-0.002592,0.00449,-0.001695,0.003462,-0.001676,junk,one,two,gaze
-0.07045,-0.006501,-0.01695,-0.003966,-0.01394,-0.003979,-0.01487,-0.004233,0.01405,0.008443,0.004642,-0.002543,0.004475,-0.001719,0.003517,-0.001631,junk,one,two,gaze
-0.06931,-0.006113,-0.01686,-0.003961,-0.01351,-0.003856,-0.01461,-0.004262,0.01429,0.008375,0.004703,-0.00255,0.004755,-0.001706,0.003574,-0.001668,junk,one,two,gaze
-0.06933,-0.006286,-0.0169,-0.003886,-0.01331,-0.003914,-0.01434,-0.004177,0.01371,0.008411,0.004467,-0.00254,0.004268,-0.001672,0.003378,-0.001657,junk,one,two,gaze
-0.0706,-0.006291,-0.01682,-0.003954,-0.01377,-0.003901,-0.01471,-0.00423,0.01437,0.008302,0.00463,-0.002501,0.004598,-0.001703,0.00352,-0.001632,junk,one,two,gaze
-0.06929,-0.00615,-0.01704,-0.003938,-0.01339,-0.003859,-0.01466,-0.004235,0.01458,0.008273,0.004531,-0.00253,0.0045,-0.001664,0.003475,-0.00169,junk,one,two,gaze
-0.07046,-0.006322,-0.01684,-0.003876,-0.01351,-0.003905,-0.01417,-0.004165,0.0145,0.00824,0.004515,-0.002478,0.004296,-0.001674,0.003377,-0.001614,junk,one,two,gaze
-0.07053,-0.006269,-0.0171,-0.003989,-0.01364,-0.003879,-0.01475,-0.004278,0.01488,0.008306,0.004766,-0.002505,0.004729,-0.001657,0.003518,-0.00167,junk,one,two,gaze
-0.07027,-0.00644,-0.01705,-0.003933,-0.01361,-0.003949,-0.01471,-0.004209,0.01488,0.008299,0.004588,-0.002486,0.00442,-0.001655,0.003444,-0.001669,junk,one,two,gaze
-0.07117,-0.006397,-0.01692,-0.00394,-0.01357,-0.003889,-0.0143,-0.004243,0.01563,0.008267,0.004667,-0.002449,0.004483,-0.001633,0.003461,-0.001612,junk,one,two,gaze
-0.07064,-0.006463,-0.01722,-0.004001,-0.01354,-0.003922,-0.01477,-0.004257,0.01625,0.008262,0.004872,-0.002515,0.004742,-0.001628,0.003651,-0.001695,junk,one,two,gaze
-0.07124,-0.006517,-0.01699,-0.003933,-0.01383,-0.003948,-0.01463,-0.004215,0.01594,0.00827,0.004683,-0.002465,0.004373,-0.00165,0.003463,-0.001622,junk,one,two,gaze
-0.07056,-0.006341,-0.01706,-0.003984,-0.01345,-0.003868,-0.01449,-0.00427,0.01564,0.008371,0.004888,-0.002512,0.004733,-0.001651,0.003588,-0.001686,junk,one,two,gaze
-0.07056,-0.006607,-0.01705,-0.003918,-0.0136,-0.003942,-0.01457,-0.004189,0.01546,0.008362,0.004785,-0.002514,0.004413,-0.001688,0.00348,-0.001681,junk,one,two,gaze
-0.07109,-0.00642,-0.01692,-0.003971,-0.01373,-0.003886,-0.0146,-0.004272,0.01586,0.008343,0.004948,-0.002498,0.004571,-0.001701,0.003444,-0.001678,junk,one,two,gaze
-0.07007,-0.006472,-0.01714,-0.003952,-0.01336,-0.003886,-0.0145,-0.004224,0.01601,0.008288,0.004992,-0.002571,0.004728,-0.001757,0.003474,-0.001769,junk,one,two,gaze
-0.07122,-0.006598,-0.01696,-0.003942,-0.01377,-0.003947,-0.01449,-0.004216,0.01565,0.008192,0.004836,-0.002578,0.004191,-0.001839,0.003146,-0.001802,junk,one,two,gaze
-0.06998,-0.006345,-0.01703,-0.003996,-0.0136,-0.003872,-0.01479,-0.004275,0.01624,0.008126,0.005039,-0.002613,0.00466,-0.001806,0.003291,-0.001805,junk,one,two,gaze
-0.07,-0.006569,-0.01692,-0.003893,-0.01347,-0.00393,-0.01438,-0.00418,0.01393,0.008355,0.004788,-0.002599,0.004172,-0.00183,0.003095,-0.001821,junk,one,two,gaze
-0.07097,-0.006429,-0.01691,-0.003977,-0.01367,-0.003893,-0.01457,-0.004255,0.0146,0.008309,0.004946,-0.002545,0.004486,-0.001795,0.003191,-0.001766,junk,one,two,gaze
-0.06982,-0.006368,-0.0171,-0.003965,-0.01355,-0.003895,-0.01481,-0.004237,0.01489,0.008275,0.004957,-0.002613,0.004351,-0.001829,0.003133,-0.001866,junk,one,two,gaze
-0.07064,-0.006497,-0.01684,-0.003919,-0.01363,-0.003931,-0.01433,-0.004198,0.01497,0.008168,0.004879,-0.00257,0.00408,-0.001905,0.002843,-0.001852,junk,one,two,gaze
-0.06989,-0.006293,-0.01706,-0.003994,-0.01367,-0.003869,-0.01485,-0.004267,0.01484,0.008247,0.004988,-0.002548,0.004509,-0.001793,0.003088,-0.00186,junk,one,two,gaze
-0.06957,-0.00641,-0.01684,-0.003905,-0.01359,-0.003942,-0.01465,-0.004189,0.01428,0.008186,0.004734,-0.002516,0.003974,-0.00183,0.002874,-0.001841,junk,one,two,gaze
-0.07009,-0.006198,-0.01676,-0.003933,-0.01353,-0.003839,-0.0144,-0.004223,0.01518,0.008185,0.005002,-0.002487,0.004374,-0.00181,0.003009,-0.001828,junk,one,two,gaze
-0.06917,-0.006246,-0.01701,-0.003942,-0.01359,-0.003889,-0.01487,-0.004211,0.01581,0.008205,0.005036,-0.002504,0.004366,-0.001813,0.00304,-0.001882,junk,one,two,gaze
-0.06972,-0.00622,-0.0167,-0.003882,-0.01362,-0.003895,-0.01442,-0.004177,0.01631,0.008143,0.005001,-0.00249,0.004063,-0.001861,0.002863,-0.001851,junk,one,two,gaze
-0.06933,-0.006109,-0.01695,-0.003935,-0.01335,-0.003849,-0.01449,-0.004249,0.01701,0.008175,0.005176,-0.002549,0.004417,-0.001884,0.00294,-0.001954,junk,one,two,gaze
-0.06975,-0.006335,-0.01687,-0.00392,-0.01381,-0.003943,-0.01489,-0.004183,0.01663,0.008144,0.004942,-0.002548,0.003892,-0.001916,0.002742,-0.001965,junk,one,two,gaze
