A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,accuracy,feedback1,feedback2,condition
-0.07301,-0.006359,-0.01737,-0.00388,-0.01446,-0.003925,-0.01585,-0.004384,0.02744,0.007156,0.01109,-0.003464,0.002825,-0.003602,0.001233,-0.003694,junk,one,two,gaze
-0.07266,-0.006655,-0.01765,-0.003897,-0.01426,-0.003985,-0.01593,-0.004385,0.02698,0.00708,0.01133,-0.003622,0.002741,-0.003674,0.00126,-0.00379,junk,one,two,gaze
-0.07434,-0.006907,-0.01759,-0.003915,-0.01469,-0.004064,-0.01596,-0.004395,0.02703,0.006963,0.01148,-0.0036,0.0028,-0.003733,0.001315,-0.00375,junk,one,two,gaze
-0.07376,-0.006782,-0.01779,-0.003997,-0.01462,-0.004008,-0.01619,-0.004482,0.02637,0.006899,0.01137,-0.003653,0.002686,-0.003709,0.001153,-0.003804,junk,one,two,gaze
-0.07396,-0.007136,-0.01777,-0.00396,-0.01454,-0.004091,-0.01594,-0.004413,0.0258,0.006828,0.0113,-0.003821,0.002329,-0.003939,9.46E-4,-0.004029,junk,one,two,gaze
-0.07483,-0.007089,-0.01775,-0.004038,-0.01485,-0.004067,-0.01606,-0.004458,0.02562,0.006702,0.01141,-0.003904,0.002197,-0.004024,7.635E-4,-0.004109,junk,one,two,gaze
-0.07246,-0.006746,-0.0177,-0.004004,-0.01424,-0.003983,-0.01562,-0.004365,0.02578,0.006888,0.01156,-0.003881,0.002267,-0.003996,7.476E-4,-0.004126,junk,one,two,gaze
-0.07208,-0.006789,-0.01725,-0.003883,-0.01408,-0.003952,-0.01499,-0.004219,0.02541,0.007054,0.01165,-0.003914,0.002315,-0.004079,8.073E-4,-0.004132,junk,one,two,gaze
-0.07204,-0.006542,-0.01744,-0.003975,-0.01435,-0.003871,-0.0155,-0.004289,0.02677,0.00746,0.01156,-0.003858,0.002452,-0.004002,8.272E-4,-0.004105,junk,one,two,gaze
-0.07245,-0.006846,-0.01766,-0.003991,-0.01425,-0.004014,-0.01545,-0.004299,0.02783,0.007468,0.01145,-0.003671,0.002723,-0.00376,0.001094,-0.00385,junk,one,two,gaze
-0.07322,-0.006804,-0.01742,-0.003973,-0.01426,-0.003976,-0.01508,-0.004289,0.02903,0.007516,0.01138,-0.003586,0.002997,-0.003697,0.001304,-0.003703,junk,one,two,gaze
-0.07185,-0.00663,-0.01762,-0.004028,-0.01424,-0.003922,-0.01551,-0.004313,0.0297,0.007386,0.01112,-0.003472,0.003225,-0.003472,0.001426,-0.0035,junk,one,two,gaze
-0.0721,-0.006691,-0.01742,-0.003911,-0.01414,-0.003971,-0.01502,-0.004224,0.03039,0.007061,0.01109,-0.003465,0.003438,-0.003431,0.001781,-0.003425,junk,one,two,gaze
-0.07216,-0.006574,-0.0174,-0.003984,-0.01406,-0.003908,-0.01492,-0.004297,0.03102,0.007412,0.01117,-0.003333,0.003881,-0.003247,0.002009,-0.003195,junk,one,two,gaze
-0.07119,-0.006561,-0.01754,-0.003958,-0.01418,-0.003936,-0.01542,-0.004254,0.03077,0.007423,0.01121,-0.003381,0.004123,-0.00324,0.002261,-0.003203,junk,one,two,gaze
-0.07137,-0.006528,-0.01714,-0.003884,-0.01405,-0.003919,-0.01486,-0.004219,0.03079,0.007427,0.01129,-0.00354,0.004247,-0.003401,0.002249,-0.003276,junk,one,two,gaze
-0.07075,-0.006388,-0.01737,-0.003933,-0.01376,-0.00384,-0.01485,-0.004236,0.03068,0.007302,0.01102,-0.00373,0.004251,-0.00344,0.002309,-0.003341,junk,one,two,gaze
-0.07118,-0.006566,-0.01734,-0.003897,-0.01415,-0.003944,-0.01515,-0.004194,0.02905,0.007516,0.01087,-0.00392,0.004131,-0.003645,0.002197,-0.003491,junk,one,two,gaze
-0.07113,-0.006348,-0.0172,-0.003925,-0.01405,-0.003879,-0.01496,-0.004247,0.02752,0.007382,0.01038,-0.004091,0.003767,-0.003783,0.001773,-0.003619,junk,one,two,gaze
-0.07073,-0.006386,-0.01739,-0.003914,-0.01376,-0.003887,-0.01488,-0.004229,0.02715,0.007085,0.01013,-0.003982,0.003844,-0.003639,0.00194,-0.003483,junk,one,two,gaze
-0.0721,-0.006618,-0.0173,-0.003922,-0.01432,-0.003945,-0.01518,-0.004217,0.02602,0.006544,0.009808,-0.003318,0.0042,-0.003036,0.002377,-0.002873,junk,one,two,gaze
-0.07142,-0.006328,-0.0174,-0.003972,-0.01404,-0.003872,-0.01518,-0.004296,0.02513,0.006134,0.009722,-0.003053,0.004525,-0.002777,0.002712,-0.002731,junk,one,two,gaze
-0.07131,-0.006599,-0.01736,-0.003908,-0.0139,-0.003944,-0.01491,-0.004197,0.02326,0.00572,0.009507,-0.003181,0.004191,-0.002907,0.002392,-0.002871,junk,one,two,gaze
-0.07239,-0.006523,-0.01733,-0.003972,-0.01437,-0.003913,-0.01522,-0.004262,0.02224,0.005706,0.009518,-0.003269,0.004189,-0.003014,0.002326,-0.002934,junk,one,two,gaze
-0.0712,-0.006518,-0.0175,-0.00399,-0.01412,-0.003913,-0.01543,-0.004268,0.02182,0.005798,0.009502,-0.003397,0.004021,-0.00311,0.002079,-0.003066,junk,one,two,gaze
-0.07251,-0.006705,-0.01738,-0.003926,-0.01424,-0.003964,-0.01505,-0.004239,0.02183,0.005843,0.00972,-0.003585,0.003875,-0.003325,0.00201,-0.003185,junk,one,two,gaze
-0.07253,-0.00656,-0.01754,-0.004053,-0.01438,-0.003932,-0.01555,-0.004327,0.02162,0.005659,0.009671,-0.003863,0.003651,-0.00358,0.001564,-0.00344,junk,one,two,gaze
-0.07217,-0.006679,-0.01765,-0.003984,-0.01427,-0.003992,-0.01545,-0.004268,0.02126,0.005558,0.009539,-0.003721,0.003695,-0.003415,0.001752,-0.003291,junk,one,two,gaze
-0.07324,-0.006732,-0.01747,-0.00401,-0.01439,-0.004007,-0.0152,-0.004318,0.01948,0.0058,0.009586,-0.003815,0.003821,-0.00355,0.001796,-0.003347,junk,one,two,gaze
-0.072,-0.006585,-0.01769,-0.004061,-0.01441,-0.003959,-0.01573,-0.004328,0.01971,0.005756,0.009392,-0.003856,0.003742,-0.003495,0.001698,-0.003343,junk,one,two,gaze
-0.07247,-0.006717,-0.01746,-0.003968,-0.01432,-0.00402,-0.01527,-0.004277,0.02042,0.006053,0.009664,-0.003908,0.004006,-0.003568,0.002036,-0.003297,junk,one,two,gaze
-0.07303,-0.006666,-0.01752,-0.004059,-0.01428,-0.003964,-0.01528,-0.004349,0.0215,0.006171,0.009757,-0.004126,0.003921,-0.003732,0.001852,-0.003446,junk,one,two,gaze
-0.07243,-0.006763,-0.01775,-0.004064,-0.01448,-0.004019,-0.01578,-0.004317,0.02175,0.006264,0.009822,-0.004618,0.003378,-0.004204,0.001358,-0.003926,junk,one,two,gaze
-0.07317,-0.006756,-0.01746,-0.004022,-0.01444,-0.004038,-0.01531,-0.004303,0.02276,0.006031,0.009627,-0.004303,0.003413,-0.00396,0.001382,-0.003654,junk,one,two,gaze
-0.07262,-0.006664,-0.01767,-0.004076,-0.01424,-0.00397,-0.0154,-0.004369,0.02354,0.00586,0.009617,-0.00399,0.003927,-0.003608,0.001928,-0.00333,junk,one,two,gaze
-0.07273,-0.006855,-0.01762,-0.00404,-0.01465,-0.004058,-0.01574,-0.004292,0.02175,0.005699,0.009377,-0.003666,0.003951,-0.003371,0.00193,-0.00314,junk,one,two,gaze
-0.073,-0.006702,-0.01746,-0.004056,-0.01446,-0.003973,-0.01541,-0.004352,0.0218,0.005331,0.009178,-0.00355,0.004114,-0.003246,0.002113,-0.003009,junk,one,two,gaze
-0.07244,-0.006886,-0.01769,-0.004064,-0.01414,-0.004012,-0.0154,-0.004335,0.02125,0.004901,0.008843,-0.003577,0.004045,-0.003205,0.002017,-0.003029,junk,one,two,gaze
-0.07353,-0.006998,-0.01759,-0.004074,-0.01481,-0.004062,-0.01568,-0.004316,0.02171,0.004974,0.00879,-0.003443,0.004243,-0.003103,0.002302,-0.002838,junk,one,two,gaze
-0.07237,-0.00672,-0.01758,-0.004095,-0.01437,-0.003978,-0.01559,-0.004373,0.02272,0.005019,0.008719,-0.003362,0.004592,-0.003002,0.002405,-0.002767,junk,one,two,gaze
-0.07208,-0.006916,-0.01748,-0.004001,-0.01416,-0.004022,-0.01525,-0.004284,0.02307,0.005135,0.008906,-0.003407,0.004808,-0.003055,0.002553,-0.002823,junk,one,two,gaze
-0.07308,-0.006858,-0.01742,-0.004067,-0.01447,-0.003998,-0.01539,-0.004343,0.02232,0.004797,0.008513,-0.003495,0.00478,-0.003129,0.002317,-0.002836,junk,one,two,gaze
-0.07186,-0.006805,-0.01764,-0.004077,-0.01422,-0.003993,-0.01553,-0.004337,0.02157,0.004512,0.008183,-0.003617,0.004902,-0.003124,0.002462,-0.002883,junk,one,two,gaze
-0.07274,-0.006883,-0.0174,-0.003996,-0.01421,-0.004031,-0.01501,-0.004287,0.01945,0.004316,0.007353,-0.003661,0.004678,-0.003098,0.002359,-0.002756,junk,one,two,gaze
-0.07249,-0.006818,-0.01749,-0.004094,-0.0142,-0.003975,-0.01523,-0.004362,0.01966,0.004129,0.007058,-0.003709,0.004834,-0.003108,0.002619,-0.002791,junk,one,two,gaze
-0.07186,-0.006875,-0.01759,-0.004029,-0.01428,-0.004041,-0.01547,-0.004322,0.01927,0.00411,0.00697,-0.003587,0.004862,-0.002959,0.002623,-0.00267,junk,one,two,gaze
-0.07248,-0.006726,-0.01727,-0.004005,-0.01415,-0.003997,-0.01498,-0.004309,0.01928,0.003938,0.006746,-0.003503,0.00513,-0.002895,0.003002,-0.002578,junk,one,two,gaze
-0.07197,-0.006692,-0.01756,-0.004046,-0.01392,-0.003943,-0.01505,-0.004323,0.01735,0.003669,0.005655,-0.003279,0.004934,-0.002525,0.003144,-0.002332,junk,one,two,gaze
-0.07247,-0.006868,-0.01747,-0.004008,-0.01434,-0.00406,-0.01533,-0.004286,0.01694,0.003571,0.005329,-0.00317,0.005165,-0.002366,0.003519,-0.00217,junk,one,two,gaze
-0.07232,-0.006619,-0.01742,-0.004052,-0.01414,-0.003977,-0.01511,-0.004359,0.0169,0.003473,0.004943,-0.003044,0.005107,-0.002184,0.003543,-0.002046,junk,one,two,gaze
-0.07214,-0.006833,-0.01764,-0.00401,-0.01396,-0.004019,-0.015,-0.004322,0.01696,0.003486,0.004815,-0.002966,0.00512,-0.002079,0.003691,-0.002051,junk,one,two,gaze
-0.07355,-0.006959,-0.01748,-0.004052,-0.01443,-0.004056,-0.01525,-0.004342,0.01617,0.003304,0.004778,-0.002916,0.00496,-0.002117,0.003474,-0.002066,junk,one,two,gaze
-0.07265,-0.006774,-0.01767,-0.004084,-0.01412,-0.003996,-0.01531,-0.004391,0.01524,0.003849,0.004654,-0.002796,0.005038,-0.001891,0.003737,-0.001975,junk,one,two,gaze
-0.07331,-0.007137,-0.01763,-0.004043,-0.01416,-0.004088,-0.01498,-0.004318,0.01585,0.003939,0.004723,-0.002785,0.005248,-0.001914,0.004057,-0.001922,junk,one,two,gaze
-0.07406,-0.00703,-0.01766,-0.004118,-0.01442,-0.004057,-0.01527,-0.004413,0.01599,0.004003,0.0046,-0.002772,0.004914,-0.001906,0.003804,-0.001921,junk,one,two,gaze
-0.073,-0.007044,-0.01776,-0.00411,-0.01421,-0.004074,-0.0154,-0.004396,0.01673,0.004064,0.004829,-0.00278,0.005289,-0.001876,0.004102,-0.001953,junk,one,two,gaze
-0.07402,-0.007239,-0.01755,-0.00405,-0.01429,-0.004087,-0.01494,-0.00435,0.01654,0.003947,0.004679,-0.002761,0.005047,-0.001917,0.003977,-0.001929,junk,one,two,gaze
-0.07346,-0.007047,-0.01777,-0.004134,-0.01426,-0.00403,-0.01535,-0.00442,0.01694,0.004027,0.004711,-0.002758,0.005145,-0.001873,0.00398,-0.001945,junk,one,two,gaze
-0.07292,-0.007226,-0.01764,-0.004069,-0.01426,-0.004103,-0.01528,-0.004346,0.01704,0.003922,0.004774,-0.002801,0.005285,-0.00189,0.004138,-0.001943,junk,one,two,gaze
-0.0734,-0.007043,-0.0175,-0.004061,-0.01421,-0.004035,-0.01491,-0.004373,0.01687,0.00384,0.004483,-0.002731,0.004943,-0.00188,0.003836,-0.001895,junk,one,two,gaze
-0.07235,-0.007001,-0.01769,-0.004088,-0.01418,-0.004038,-0.01539,-0.00438,0.01605,0.004156,0.004719,-0.002735,0.005265,-0.00181,0.004048,-0.001913,junk,one,two,gaze
-0.07296,-0.00705,-0.01745,-0.004025,-0.01436,-0.004071,-0.01519,-0.00433,0.01522,0.004128,0.004532,-0.002699,0.004914,-0.001822,0.003866,-0.00187,junk,one,two,gaze
-0.07256,-0.006871,-0.01756,-0.004083,-0.01407,-0.003994,-0.01505,-0.004392,0.01566,0.004291,0.004601,-0.002693,0.005115,-0.001823,0.003835,-0.001875,junk,one,two,gaze
-0.07238,-0.007,-0.01765,-0.004051,-0.01435,-0.004056,-0.01547,-0.004321,0.01567,0.004309,0.004697,-0.002702,0.005222,-0.001826,0.004029,-0.001922,junk,one,two,gaze
-0.07247,-0.00681,-0.01735,-0.004043,-0.01437,-0.004023,-0.0152,-0.004357,0.01578,0.004329,0.00457,-0.002649,0.005012,-0.001805,0.003784,-0.001831,junk,one,two,gaze
-0.0717,-0.006837,-0.0176,-0.004057,-0.01405,-0.003997,-0.01523,-0.004361,0.01653,0.004278,0.004622,-0.002628,0.005322,-0.001734,0.003968,-0.001833,junk,one,two,gaze
-0.07314,-0.006969,-0.01756,-0.004043,-0.01458,-0.004094,-0.0155,-0.004335,0.01528,0.004266,0.004371,-0.002625,0.004905,-0.001783,0.003734,-0.001804,junk,one,two,gaze
-0.07251,-0.006736,-0.01747,-0.004109,-0.01435,-0.004011,-0.01546,-0.004391,0.01551,0.00426,0.004397,-0.002627,0.005094,-0.001743,0.003798,-0.001838,junk,one,two,gaze
-0.07193,-0.006944,-0.01763,-0.004036,-0.01415,-0.004036,-0.01529,-0.004331,0.01518,0.004256,0.004316,-0.00266,0.004865,-0.001758,0.003669,-0.001841,junk,one,two,gaze
-0.07325,-0.006931,-0.01751,-0.004071,-0.01459,-0.004082,-0.01544,-0.004373,0.01549,0.004269,0.004346,-0.002618,0.004803,-0.00178,0.003632,-0.001844,junk,one,two,gaze
-0.07173,-0.006859,-0.01761,-0.00409,-0.01425,-0.004003,-0.0155,-0.004385,0.01575,0.00428,0.004419,-0.002658,0.004987,-0.001794,0.003622,-0.001883,junk,one,two,gaze
-0.07253,-0.007073,-0.01749,-0.003999,-0.0142,-0.00408,-0.01513,-0.004318,0.01515,0.004166,0.004149,-0.002685,0.004584,-0.00181,0.003445,-0.001874,junk,one,two,gaze
-0.07279,-0.006959,-0.01749,-0.004097,-0.01442,-0.004018,-0.01544,-0.004398,0.01466,0.00423,0.004073,-0.002723,0.004813,-0.001832,0.003566,-0.001916,junk,one,two,gaze
-0.07201,-0.006981,-0.01763,-0.004064,-0.01414,-0.004046,-0.01537,-0.004358,0.01406,0.004175,0.003854,-0.002782,0.004305,-0.001822,0.003332,-0.001951,junk,one,two,gaze
-0.0732,-0.007173,-0.01745,-0.004051,-0.01428,-0.004083,-0.01496,-0.004352,0.01422,0.004151,0.003932,-0.002746,0.00453,-0.001876,0.003443,-0.001933,junk,one,two,gaze
-0.07266,-0.007055,-0.01773,-0.004127,-0.01436,-0.004038,-0.01552,-0.004433,0.01393,0.0041,0.003809,-0.002797,0.00444,-0.001888,0.003271,-0.001993,junk,one,two,gaze
-0.07248,-0.007242,-0.01757,-0.004055,-0.01431,-0.004105,-0.01535,-0.004358,0.01392,0.004079,0.003813,-0.002787,0.004304,-0.001885,0.003283,-0.001975,junk,one,two,gaze
-0.07294,-0.00698,-0.01743,-0.004048,-0.01418,-0.00401,-0.01497,-0.004386,0.01354,0.004038,0.003809,-0.00278,0.004584,-0.001912,0.003367,-0.001982,junk,one,two,gaze
-0.07199,-0.007059,-0.01765,-0.004096,-0.01413,-0.004038,-0.01532,-0.004371,0.01294,0.004006,0.003641,-0.002831,0.004214,-0.001857,0.003185,-0.002009,junk,one,two,gaze
-0.07262,-0.007049,-0.01742,-0.004019,-0.01436,-0.004076,-0.01519,-0.00434,0.01299,0.0039,0.003694,-0.002825,0.004362,-0.001925,0.003306,-0.001992,junk,one,two,gaze
-0.0717,-0.00683,-0.01747,-0.004069,-0.01402,-0.003993,-0.01506,-0.00439,0.01319,0.003867,0.003505,-0.002855,0.004151,-0.001904,0.003133,-0.002064,junk,one,two,gaze
-0.07187,-0.006989,-0.01756,-0.004012,-0.01419,-0.004072,-0.01525,-0.004324,0.01363,0.003811,0.003627,-0.002858,0.00427,-0.00191,0.00325,-0.002041,junk,one,two,gaze
-0.07219,-0.006861,-0.01732,-0.004051,-0.01435,-0.004028,-0.01525,-0.004377,0.01238,0.003989,0.003662,-0.002851,0.004424,-0.001939,0.003305,-0.002022,junk,one,two,gaze
-0.07127,-0.006729,-0.01755,-0.004037,-0.01397,-0.003987,-0.01515,-0.004361,0.0127,0.003958,0.003523,-0.002867,0.004119,-0.001869,0.003099,-0.002038,junk,one,two,gaze
-0.0725,-0.006981,-0.01745,-0.004033,-0.01438,-0.004102,-0.01522,-0.004339,0.01322,0.003924,0.003713,-0.002848,0.004426,-0.001922,0.003385,-0.002013,junk,one,two,gaze
-0.07209,-0.006694,-0.01751,-0.004092,-0.01439,-0.004023,-0.0155,-0.0044,0.01364,0.003802,0.003676,-0.002884,0.004464,-0.00194,0.003314,-0.002064,junk,one,two,gaze
-0.07168,-0.006866,-0.01759,-0.004022,-0.01414,-0.004068,-0.01526,-0.004359,0.01351,0.00389,0.00359,-0.002857,0.004061,-0.001857,0.003201,-0.002044,junk,one,two,gaze
-0.07351,-0.006978,-0.01755,-0.004086,-0.01463,-0.004086,-0.01551,-0.004393,0.01445,0.003831,0.003813,-0.002802,0.004474,-0.001861,0.003401,-0.001964,junk,one,two,gaze
-0.07252,-0.006867,-0.01778,-0.004142,-0.01449,-0.004058,-0.01579,-0.004432,0.01361,0.004057,0.003861,-0.002835,0.004583,-0.001849,0.003497,-0.002033,junk,one,two,gaze
-0.07321,-0.007123,-0.01764,-0.00407,-0.01447,-0.004138,-0.01542,-0.00437,0.01315,0.004123,0.003797,-0.002787,0.00428,-0.001843,0.00334,-0.001965,junk,one,two,gaze
-0.07424,-0.007034,-0.01781,-0.004192,-0.01478,-0.004113,-0.01581,-0.004479,0.01391,0.004049,0.00398,-0.002776,0.004574,-0.001824,0.003462,-0.001985,junk,one,two,gaze
-0.07331,-0.007222,-0.01794,-0.004195,-0.01476,-0.00416,-0.01606,-0.004452,0.01387,0.003891,0.003896,-0.002804,0.004389,-0.001836,0.003397,-0.002027,junk,one,two,gaze
-0.07446,-0.007257,-0.01772,-0.004125,-0.01476,-0.004159,-0.01564,-0.004439,0.01407,0.003845,0.003866,-0.002746,0.004184,-0.001814,0.003244,-0.001946,junk,one,two,gaze
-0.0741,-0.00719,-0.018,-0.004244,-0.01477,-0.004131,-0.01604,-0.00451,0.01509,0.003698,0.00404,-0.002774,0.004542,-0.001796,0.003442,-0.002017,junk,one,two,gaze
-0.07412,-0.00736,-0.01796,-0.004178,-0.01495,-0.004205,-0.01601,-0.004435,0.01462,0.003639,0.003944,-0.002773,0.004284,-0.001821,0.003347,-0.001999,junk,one,two,gaze
-0.07415,-0.007181,-0.01775,-0.004188,-0.0147,-0.004141,-0.01567,-0.004494,0.01491,0.003576,0.003916,-0.002729,0.00414,-0.001792,0.003225,-0.001985,junk,one,two,gaze
-0.07319,-0.007201,-0.01792,-0.004169,-0.01453,-0.004127,-0.01581,-0.004462,0.01471,0.003735,0.0041,-0.002753,0.004422,-0.001747,0.003421,-0.002001,junk,one,two,gaze
-0.07407,-0.007269,-0.01771,-0.004156,-0.01488,-0.004177,-0.01576,-0.004439,0.01443,0.003604,0.004013,-0.002728,0.004209,-0.001799,0.003344,-0.001968,junk,one,two,gaze
-0.07294,-0.007024,-0.01771,-0.004172,-0.01437,-0.004076,-0.01557,-0.004467,0.0146,0.003604,0.004032,-0.002738,0.004335,-0.001779,0.003323,-0.001982,junk,one,two,gaze
-0.07309,-0.007221,-0.01774,-0.004103,-0.01426,-0.004149,-0.01529,-0.004398,0.01475,0.003504,0.004052,-0.002763,0.004297,-0.001803,0.00341,-0.001998,junk,one,two,gaze
-0.07383,-0.007211,-0.01765,-0.004172,-0.01473,-0.00413,-0.01564,-0.004444,0.01506,0.003369,0.003934,-0.002754,0.004015,-0.001824,0.003176,-0.001952,junk,one,two,gaze
-0.07256,-0.007067,-0.01779,-0.004151,-0.01431,-0.004093,-0.0156,-0.004449,0.01545,0.003347,0.004036,-0.002779,0.004286,-0.00179,0.003356,-0.00202,junk,one,two,gaze
-0.07371,-0.007287,-0.0176,-0.004089,-0.01433,-0.004157,-0.01514,-0.004401,0.01444,0.003438,0.003841,-0.00277,0.003923,-0.001866,0.003158,-0.001991,junk,one,two,gaze
-0.07368,-0.007231,-0.01776,-0.004189,-0.01449,-0.004087,-0.01555,-0.004478,0.01474,0.003456,0.003872,-0.002781,0.004012,-0.001834,0.003147,-0.002019,junk,one,two,gaze
-0.07281,-0.007236,-0.01776,-0.004108,-0.01428,-0.004132,-0.01547,-0.004401,0.01481,0.003389,0.003858,-0.002808,0.004031,-0.001886,0.003191,-0.002044,junk,one,two,gaze
-0.07353,-0.007223,-0.01747,-0.004087,-0.01425,-0.004101,-0.01498,-0.004392,0.01474,0.003356,0.003723,-0.00276,0.003687,-0.001879,0.002917,-0.00197,junk,one,two,gaze
-0.07263,-0.007208,-0.01771,-0.004114,-0.01411,-0.004044,-0.01525,-0.004415,0.01362,0.003697,0.003909,-0.002782,0.004041,-0.001848,0.003135,-0.002024,junk,one,two,gaze
-0.0731,-0.007358,-0.01757,-0.004069,-0.0144,-0.004123,-0.01535,-0.004371,0.0128,0.003714,0.003894,-0.002765,0.003982,-0.001891,0.003166,-0.00202,junk,one,two,gaze
-0.07356,-0.00717,-0.01758,-0.004115,-0.01422,-0.004043,-0.01509,-0.004431,0.01218,0.00381,0.003761,-0.002732,0.003715,-0.001854,0.002905,-0.00201,junk,one,two,gaze
-0.07321,-0.007378,-0.01782,-0.004133,-0.01408,-0.004126,-0.01512,-0.004418,0.0127,0.003816,0.003997,-0.002769,0.004065,-0.001852,0.003173,-0.002035,junk,one,two,gaze
-0.07377,-0.007363,-0.01761,-0.004098,-0.01457,-0.004137,-0.01539,-0.004402,0.01259,0.003717,0.004024,-0.002749,0.004195,-0.001939,0.003268,-0.002041,junk,one,two,gaze
-0.07261,-0.007095,-0.01765,-0.004119,-0.01408,-0.004052,-0.01518,-0.004445,0.01254,0.003701,0.003897,-0.002754,0.003802,-0.001875,0.00295,-0.002067,junk,one,two,gaze
-0.07297,-0.007403,-0.01763,-0.004058,-0.01413,-0.004127,-0.01497,-0.004357,0.01323,0.003645,0.004156,-0.002753,0.004152,-0.001906,0.003226,-0.002052,junk,one,two,gaze
-0.0736,-0.007165,-0.01758,-0.004122,-0.01447,-0.004079,-0.01539,-0.004439,0.01344,0.003624,0.004282,-0.00274,0.004475,-0.001914,0.003399,-0.002059,junk,one,two,gaze
-0.07205,-0.007139,-0.01769,-0.004095,-0.01403,-0.004071,-0.01524,-0.0044,0.01154,0.004013,0.004192,-0.002754,0.004027,-0.001853,0.003198,-0.002084,junk,one,two,gaze
-0.0732,-0.007262,-0.01751,-0.004041,-0.01425,-0.004108,-0.01491,-0.004354,0.01215,0.004011,0.004389,-0.002701,0.004292,-0.00191,0.003413,-0.002041,junk,one,two,gaze
-0.07247,-0.006999,-0.01762,-0.004131,-0.01441,-0.004043,-0.01557,-0.004439,0.01303,0.003912,0.004569,-0.002749,0.004673,-0.001889,0.003604,-0.0021,junk,one,two,gaze
-0.07147,-0.007046,-0.01747,-0.003994,-0.01405,-0.004055,-0.01517,-0.004319,0.01314,0.003941,0.004433,-0.002739,0.004269,-0.001866,0.00344,-0.002091,junk,one,two,gaze
-0.07266,-0.006963,-0.01733,-0.004022,-0.0142,-0.004029,-0.01503,-0.004357,0.0141,0.003872,0.00457,-0.002683,0.004546,-0.00185,0.003582,-0.002013,junk,one,two,gaze
-0.0714,-0.006834,-0.01756,-0.00406,-0.01418,-0.003998,-0.0155,-0.004362,0.01468,0.003831,0.004605,-0.002715,0.004725,-0.001813,0.00368,-0.00204,junk,one,two,gaze
-0.07216,-0.006932,-0.01738,-0.003965,-0.01416,-0.004064,-0.01504,-0.004304,0.01557,0.003644,0.004481,-0.00267,0.004426,-0.001806,0.003608,-0.001982,junk,one,two,gaze
-0.07247,-0.00686,-0.0175,-0.004074,-0.01433,-0.004006,-0.01534,-0.004398,0.01601,0.003654,0.004533,-0.002683,0.004771,-0.001837,0.003672,-0.001993,junk,one,two,gaze
-0.07167,-0.006873,-0.01757,-0.004,-0.01417,-0.004046,-0.01542,-0.004333,0.01581,0.003646,0.004325,-0.002698,0.004365,-0.001788,0.003521,-0.002027,junk,one,two,gaze
-0.0729,-0.006949,-0.01734,-0.004004,-0.01417,-0.004054,-0.01499,-0.004331,0.01561,0.003755,0.004507,-0.002655,0.004717,-0.00181,0.003667,-0.001916,junk,one,two,gaze
-0.07275,-0.006813,-0.01776,-0.004086,-0.01433,-0.004028,-0.0156,-0.004406,0.01555,0.003737,0.004445,-0.002654,0.00451,-0.001703,0.003531,-0.001937,junk,one,two,gaze
-0.07279,-0.007042,-0.01758,-0.004023,-0.01434,-0.004116,-0.01535,-0.004346,0.01584,0.003639,0.004559,-0.002675,0.004603,-0.001794,0.003645,-0.001965,junk,one,two,gaze
-0.07329,-0.006929,-0.01757,-0.004055,-0.01425,-0.004033,-0.01508,-0.004413,0.01577,0.003511,0.004493,-0.002693,0.004385,-0.001813,0.003454,-0.001992,junk,one,two,gaze
-0.07284,-0.007038,-0.01783,-0.004086,-0.01436,-0.004103,-0.01565,-0.004413,0.01611,0.003461,0.004492,-0.0027,0.004414,-0.001758,0.003511,-0.002022,junk,one,two,gaze
-0.07397,-0.007053,-0.01764,-0.004032,-0.01451,-0.004117,-0.01534,-0.004387,0.01599,0.003426,0.004524,-0.002679,0.004404,-0.001849,0.003483,-0.001989,junk,one,two,gaze
-0.07366,-0.00697,-0.01785,-0.004112,-0.01425,-0.00407,-0.01529,-0.004465,0.01559,0.003599,0.004538,-0.002674,0.004317,-0.001796,0.003382,-0.002016,junk,one,two,gaze
-0.07273,-0.007085,-0.01769,-0.004046,-0.01448,-0.00411,-0.01561,-0.004357,0.01597,0.003552,0.004677,-0.002661,0.004372,-0.001827,0.003442,-0.001991,junk,one,two,gaze
-0.07253,-0.006753,-0.01736,-0.003996,-0.01425,-0.004014,-0.01513,-0.00436,0.01609,0.003644,0.004733,-0.002634,0.00418,-0.001859,0.003338,-0.001995,junk,one,two,gaze
-0.07175,-0.006823,-0.01762,-0.004006,-0.01399,-0.004,-0.0152,-0.004348,0.01705,0.0038,0.005041,-0.002571,0.004473,-0.001788,0.003466,-0.001982,junk,one,two,gaze
-0.07211,-0.006884,-0.01736,-0.003937,-0.01435,-0.004037,-0.01531,-0.004304,0.01733,0.004081,0.005249,-0.002461,0.004229,-0.001788,0.003386,-0.001928,junk,one,two,gaze
-0.07147,-0.006623,-0.01729,-0.003987,-0.01398,-0.003937,-0.01512,-0.004325,0.01818,0.004269,0.005683,-0.002389,0.004626,-0.00176,0.003527,-0.001896,junk,one,two,gaze
-0.07169,-0.006861,-0.01754,-0.00395,-0.01397,-0.004014,-0.01511,-0.004287,0.01738,0.004695,0.005885,-0.002362,0.004434,-0.001732,0.003512,-0.001902,junk,one,two,gaze
