A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,feedback1,feedback2,condition
0.009309,-0.0025,0.004559,8.154E-4,0.003838,9.655E-4,0.003118,0.001569,-0.002607,0.001406,1.061E-4,3.261E-4,-4.607E-4,2.942E-4,-8.226E-5,2.777E-4,one,one,junk
0.008377,-0.002431,0.003844,7.379E-4,0.003173,9.66E-4,0.002676,0.001533,-0.002535,0.001396,-6.86E-5,3.093E-4,-6.297E-4,2.891E-4,-2.704E-4,2.971E-4,one,one,junk
0.008749,-0.002422,0.004589,7.97E-4,0.003657,9.445E-4,0.003007,0.001528,-0.002777,0.001558,1.339E-4,3.054E-4,-3.211E-4,2.79E-4,5.047E-5,2.996E-4,one,one,junk
0.008807,-0.002539,0.00478,7.788E-4,0.003653,9.432E-4,0.002708,0.001383,-0.001807,0.001625,3.108E-4,3.53E-4,-1.076E-4,3.477E-4,2.129E-4,3.743E-4,one,one,junk
0.008665,-0.002476,0.004282,9.235E-4,0.003192,9.666E-4,0.002287,0.001427,-0.001236,0.001491,1.725E-4,3.464E-4,-2.082E-4,3.721E-4,5.479E-5,4.798E-4,one,one,junk
0.01207,-0.002218,0.005972,0.001112,0.00459,0.00118,0.003433,0.001754,-0.001317,0.001414,-5.863E-5,3.127E-4,-3.569E-4,3.68E-4,-6.385E-5,4.837E-4,one,one,junk
0.006502,-0.002305,0.003489,5.866E-4,0.002808,5.712E-4,0.001959,8.838E-4,-2.646E-4,0.001409,3.745E-4,3.323E-4,2.677E-4,3.896E-4,4.341E-4,4.889E-4,one,one,junk
0.00643,-0.002179,0.003194,6.702E-4,0.002545,7.156E-4,0.001919,0.001211,1.512E-4,0.001361,3.629E-4,3.468E-4,1.3E-4,4.012E-4,3.853E-4,5.064E-4,one,one,junk
0.008347,-0.002364,0.003739,6.709E-4,0.003194,7.443E-4,0.002336,0.001206,-4.079E-4,0.001306,6.747E-5,3.154E-4,-2.329E-4,3.542E-4,8.169E-6,4.612E-4,one,one,junk
0.00812,-0.002407,0.003418,6.078E-4,0.002765,7.7E-4,0.002236,0.001234,-2.182E-4,0.001244,3.285E-4,3.084E-4,9.274E-5,3.314E-4,2.881E-4,4.373E-4,one,one,junk
0.008403,-0.002513,0.00328,6.643E-4,0.002715,7.682E-4,0.002202,0.001293,3.907E-4,0.00102,3.491E-4,3.021E-4,9.177E-7,3.285E-4,2.646E-4,4.478E-4,one,one,junk
0.009163,-0.002511,0.003981,5.746E-4,0.003224,7.812E-4,0.002534,0.001239,-8.472E-5,8.931E-4,9.608E-5,2.879E-4,-3.126E-4,3.036E-4,-5.876E-5,4.099E-4,one,one,junk
0.008509,-0.002653,0.003309,5.526E-4,0.002698,7.165E-4,0.002236,0.001268,-2.247E-4,8.582E-4,1.481E-4,2.726E-4,-3.089E-4,2.955E-4,-3.476E-5,4.077E-4,one,one,junk
0.008897,-0.002788,0.003599,5.727E-4,0.003011,7.439E-4,0.002334,0.001254,1.351E-4,6.591E-4,3.383E-4,2.641E-4,-8.962E-6,2.818E-4,1.964E-4,3.768E-4,one,one,junk
0.008935,-0.002829,0.003814,5.484E-4,0.003124,7.246E-4,0.00243,0.00126,-6.928E-4,7.0E-4,2.108E-4,2.704E-4,-3.252E-4,2.827E-4,-7.776E-5,4.0E-4,one,one,junk
0.008587,-0.002921,0.00314,5.472E-4,0.002612,7.171E-4,0.002155,0.001266,-9.935E-4,6.363E-4,2.307E-4,2.556E-4,-3.769E-4,2.619E-4,-1.201E-4,3.736E-4,one,one,junk
0.009311,-0.002932,0.004065,5.211E-4,0.003342,7.208E-4,0.002548,0.00127,-7.486E-4,6.356E-4,5.223E-4,2.726E-4,-8.197E-5,2.705E-4,7.991E-5,3.648E-4,one,one,junk
0.009019,-0.00306,0.003606,5.226E-4,0.002953,6.831E-4,0.002451,0.001269,-7.452E-4,5.194E-4,3.84E-4,2.587E-4,-4.133E-4,2.577E-4,-1.166E-4,3.657E-4,one,one,junk
0.009068,-0.003161,0.003663,5.187E-4,0.003028,6.873E-4,0.002417,0.00124,-0.001112,5.619E-4,2.297E-4,2.45E-4,-5.498E-4,2.447E-4,-2.759E-4,3.212E-4,one,one,junk
0.008591,-0.003061,0.003882,4.916E-4,0.003228,6.288E-4,0.002553,0.001107,-9.207E-4,5.666E-4,6.076E-4,2.571E-4,-9.598E-5,2.282E-4,1.07E-5,3.42E-4,one,one,junk
0.008062,-0.003195,0.003232,4.626E-4,0.002659,6.004E-4,0.002072,0.001147,-0.00146,6.912E-4,5.617E-4,2.496E-4,-3.069E-4,2.208E-4,-9.553E-5,3.571E-4,one,one,junk
0.00776,-0.003214,0.003591,4.822E-4,0.002948,5.833E-4,0.002242,9.523E-4,-0.001759,7.358E-4,3.339E-4,2.44E-4,-5.191E-4,2.187E-4,-3.339E-4,3.399E-4,one,one,junk
0.007921,-0.003095,0.003898,5.799E-4,0.002981,6.434E-4,0.002227,0.001067,-0.001364,6.645E-4,7.22E-4,2.343E-4,-6.522E-5,2.003E-4,5.537E-5,3.52E-4,one,one,junk
0.00742,-0.003153,0.00323,6.322E-4,0.002622,6.467E-4,0.001891,0.001109,-0.001278,7.212E-4,7.002E-4,2.448E-4,-1.218E-4,2.113E-4,2.85E-5,3.582E-4,one,one,junk
0.008006,-0.003135,0.004139,6.361E-4,0.003226,6.856E-4,0.002354,0.001101,-0.001281,6.138E-4,4.592E-4,2.154E-4,-4.306E-4,1.854E-4,-2.534E-4,3.295E-4,one,one,junk
0.009059,-0.003203,0.004204,6.572E-4,0.003319,7.331E-4,0.002491,0.001269,-0.001428,5.748E-4,5.023E-4,1.958E-4,-3.013E-4,1.316E-4,-1.502E-4,2.94E-4,one,one,junk
0.00852,-0.003278,0.00344,5.351E-4,0.002865,6.687E-4,0.002316,0.001164,-0.001201,6.039E-4,7.457E-4,2.098E-4,-7.092E-5,1.537E-4,8.192E-5,2.748E-4,one,one,junk
0.00929,-0.00329,0.004288,5.506E-4,0.003515,6.818E-4,0.002847,0.001185,-0.001805,6.739E-4,5.619E-4,1.924E-4,-2.959E-4,1.216E-4,-1.175E-4,2.929E-4,one,one,junk
0.01238,-0.003606,0.005123,8.019E-4,0.004039,9.31E-4,0.003024,0.001515,-0.001909,5.363E-4,3.485E-4,1.659E-4,-4.863E-4,1.003E-4,-2.328E-4,2.553E-4,one,one,junk
0.01968,-0.003237,0.007842,0.001204,0.005921,0.001372,0.004405,0.002084,-0.001041,4.212E-4,6.817E-4,1.671E-4,-1.537E-6,9.39E-5,1.64E-4,2.221E-4,one,one,junk
0.02068,-0.002775,0.008158,0.001315,0.006327,0.001461,0.004833,0.002086,-0.001055,4.536E-4,6.343E-4,1.571E-4,-1.533E-4,7.575E-5,1.177E-4,2.324E-4,one,one,junk
0.02027,-0.00261,0.007673,0.001286,0.005906,0.001446,0.004465,0.002081,-0.001266,3.781E-4,3.823E-4,1.217E-4,-4.305E-4,5.829E-5,-1.509E-4,2.157E-4,one,one,junk
0.02088,-0.002449,0.008244,0.001306,0.006451,0.001425,0.004965,0.002019,-7.167E-4,2.088E-4,6.791E-4,1.107E-4,-3.001E-5,4.805E-5,1.652E-4,2.29E-4,one,one,junk
0.02182,-0.001808,0.008616,7.071E-4,0.006489,0.001081,0.004932,0.001673,0.002033,-9.07E-4,0.002466,-4.909E-4,0.001461,-0.001023,0.001392,-6.412E-4,one,one,junk
0.02329,-0.001708,0.009674,8.668E-4,0.007259,0.001283,0.005544,0.001871,0.001523,-8.655E-4,0.002038,-5.137E-4,0.00105,-0.001038,9.428E-4,-6.347E-4,one,one,junk
0.02291,-0.001765,0.008986,8.738E-4,0.006748,0.001249,0.005087,0.001914,0.001486,-7.485E-4,0.00217,-5.031E-4,0.001156,-0.001002,0.001096,-6.118E-4,one,one,junk
0.0234,-0.001779,0.009308,8.715E-4,0.007049,0.001243,0.00542,0.001871,0.001942,-8.017E-4,0.002306,-4.877E-4,0.001388,-0.001006,0.001292,-5.765E-4,one,one,junk
0.02363,-0.001739,0.009236,8.828E-4,0.007118,0.001239,0.005411,0.001871,0.001107,-7.188E-4,0.001988,-5.085E-4,0.001107,-0.00101,9.755E-4,-6.062E-4,one,one,junk
0.02369,-0.001726,0.009316,8.583E-4,0.007129,0.001234,0.005444,0.001893,0.00126,-6.919E-4,0.002117,-4.97E-4,0.00111,-9.614E-4,0.001101,-5.902E-4,one,one,junk
0.02427,-0.001789,0.00969,8.51E-4,0.007441,0.001234,0.005742,0.001842,0.001681,-7.361E-4,0.002253,-5.126E-4,0.001382,-9.609E-4,0.001234,-5.871E-4,one,one,junk
0.02414,-0.001823,0.008975,8.371E-4,0.006988,0.001243,0.005405,0.001871,0.001644,-7.996E-4,0.001846,-5.149E-4,9.536E-4,-9.775E-4,8.976E-4,-5.961E-4,one,one,junk
0.02585,-0.001747,0.0103,9.346E-4,0.007958,0.00133,0.0062,0.002038,0.001423,-6.913E-4,0.001983,-4.987E-4,9.986E-4,-9.413E-4,9.384E-4,-5.431E-4,one,one,junk
0.02638,-0.001778,0.01006,9.928E-4,0.007862,0.001425,0.006228,0.002113,0.001306,-6.275E-4,0.002101,-4.827E-4,0.001279,-9.344E-4,0.001128,-5.417E-4,one,one,junk
0.02676,-0.00179,0.01023,9.916E-4,0.00807,0.001403,0.006289,0.002131,8.143E-4,-5.878E-4,0.001844,-4.909E-4,9.624E-4,-9.357E-4,9.019E-4,-5.451E-4,one,one,junk
0.02688,-0.001739,0.01076,0.001009,0.008296,0.001424,0.006524,0.002084,7.453E-4,-4.841E-4,0.001887,-4.738E-4,0.001026,-9.092E-4,9.469E-4,-5.17E-4,one,one,junk
0.02778,-0.001741,0.01041,0.001013,0.008116,0.001458,0.006235,0.002159,0.001534,-6.052E-4,0.002038,-4.758E-4,0.001259,-8.8E-4,0.001139,-5.177E-4,one,one,junk
0.02719,-0.001761,0.01076,9.863E-4,0.008308,0.001365,0.006373,0.002069,9.99E-4,-5.957E-4,0.001722,-4.747E-4,9.204E-4,-9.045E-4,8.532E-4,-4.966E-4,one,one,junk
0.02358,-0.001729,0.009025,7.095E-4,0.007,0.001092,0.005401,0.001645,9.849E-4,-4.748E-4,0.001721,-4.334E-4,9.093E-4,-8.649E-4,8.607E-4,-4.986E-4,one,one,junk
0.02279,-0.001694,0.008515,5.937E-4,0.006694,9.638E-4,0.005098,0.001508,0.00118,-5.097E-4,0.001909,-4.428E-4,0.001148,-8.511E-4,0.001056,-5.03E-4,one,one,junk
0.02294,-0.001596,0.008997,5.826E-4,0.006897,9.305E-4,0.005341,0.001522,5.274E-4,-4.604E-4,0.001507,-4.495E-4,7.526E-4,-8.829E-4,6.919E-4,-4.97E-4,one,one,junk
0.02375,-0.001886,0.008887,6.349E-4,0.006845,0.001016,0.005199,0.001624,4.406E-4,-4.571E-4,0.001523,-4.306E-4,7.849E-4,-8.602E-4,6.937E-4,-4.929E-4,one,one,junk
0.02675,-0.002384,0.01108,8.498E-4,0.008232,0.001259,0.006369,0.001784,0.001283,-6.128E-4,0.001692,-4.196E-4,9.992E-4,-8.379E-4,9.556E-4,-4.883E-4,one,one,junk
0.02823,-0.002249,0.01169,0.001132,0.008666,0.001508,0.006727,0.002111,5.66E-4,-5.373E-4,0.00135,-4.303E-4,6.693E-4,-8.7E-4,5.913E-4,-5.082E-4,one,one,junk
0.02814,-0.002312,0.01167,0.001145,0.008666,0.001524,0.006591,0.002141,8.251E-4,-4.962E-4,0.001411,-4.177E-4,6.303E-4,-8.156E-4,6.29E-4,-5.059E-4,one,one,junk
0.02831,-0.002568,0.01231,0.001155,0.009088,0.001532,0.006979,0.002158,7.617E-4,-6.341E-4,0.00155,-4.335E-4,8.891E-4,-8.143E-4,8.853E-4,-4.712E-4,one,one,junk
0.02768,-0.002645,0.01158,0.001144,0.008546,0.00152,0.006469,0.002157,9.453E-5,-6.215E-4,0.001226,-4.538E-4,6.333E-4,-8.413E-4,5.758E-4,-4.895E-4,one,one,junk
0.02821,-0.002675,0.01205,0.001151,0.009028,0.001529,0.006884,0.002147,1.869E-4,-5.556E-4,0.001225,-4.523E-4,5.939E-4,-8.129E-4,6.335E-4,-4.811E-4,one,one,junk
0.02804,-0.002604,0.01203,0.001162,0.008957,0.00153,0.006877,0.002126,0.001215,-6.89E-4,0.001501,-4.23E-4,9.335E-4,-8.149E-4,9.141E-4,-4.625E-4,one,one,junk
0.02819,-0.002571,0.01181,0.001164,0.008909,0.001534,0.006686,0.002138,6.647E-4,-6.407E-4,0.00129,-4.228E-4,7.692E-4,-8.062E-4,6.682E-4,-4.628E-4,one,one,junk
0.02874,-0.002628,0.01233,0.001179,0.009327,0.001529,0.007166,0.002137,4.45E-4,-5.123E-4,0.001206,-4.155E-4,5.484E-4,-7.909E-4,5.699E-4,-4.281E-4,one,one,junk
0.02848,-0.002572,0.01184,0.001194,0.00903,0.001545,0.006884,0.002158,9.515E-4,-4.893E-4,0.001475,-3.836E-4,9.121E-4,-7.528E-4,8.651E-4,-4.179E-4,one,one,junk
0.02973,-0.002693,0.01264,0.00119,0.009655,0.001578,0.007444,0.00214,3.944E-4,-3.427E-4,0.0014,-3.693E-4,7.752E-4,-7.262E-4,8.039E-4,-4.18E-4,one,one,junk
0.02925,-0.00276,0.01245,0.001229,0.009487,0.001578,0.007383,0.002165,-4.584E-5,-2.148E-4,0.001293,-3.46E-4,6.191E-4,-7.244E-4,6.514E-4,-3.851E-4,one,one,junk
0.02996,-0.002884,0.0126,0.001208,0.009611,0.001613,0.007315,0.002202,0.001102,-3.498E-4,0.001528,-3.156E-4,9.605E-4,-7.07E-4,9.019E-4,-3.931E-4,one,one,junk
0.02997,-0.002819,0.01279,0.001244,0.009848,0.001609,0.007608,0.002217,5.332E-4,-2.85E-4,0.001338,-3.123E-4,7.161E-4,-6.998E-4,7.036E-4,-3.936E-4,one,one,junk
0.02926,-0.00287,0.01201,0.001206,0.009099,0.001618,0.007009,0.002212,3.357E-4,-1.723E-4,0.001313,-2.769E-4,6.093E-4,-6.838E-4,6.396E-4,-3.417E-4,one,one,junk
0.02973,-0.002791,0.01246,0.001217,0.00952,0.001636,0.007356,0.002208,8.886E-4,-1.788E-4,0.00157,-2.425E-4,9.271E-4,-6.369E-4,8.9E-4,-3.473E-4,one,one,junk
0.02905,-0.002817,0.01192,0.001198,0.009001,0.001608,0.006975,0.002188,-9.491E-5,-1.178E-4,0.001346,-2.366E-4,6.939E-4,-6.489E-4,6.952E-4,-3.331E-4,one,one,junk
0.0293,-0.002805,0.01197,0.001203,0.009093,0.001608,0.007065,0.002165,-2.244E-4,6.649E-5,0.00124,-1.961E-4,5.481E-4,-6.289E-4,4.96E-4,-2.871E-4,one,one,junk
0.02867,-0.002786,0.01163,0.001167,0.008839,0.001578,0.006843,0.002171,3.268E-4,-3.611E-5,0.001515,-1.882E-4,8.303E-4,-6.102E-4,7.668E-4,-2.931E-4,one,one,junk
0.02833,-0.002893,0.01149,0.001109,0.008684,0.001556,0.00676,0.002168,2.564E-5,-6.779E-5,0.00127,-1.937E-4,5.854E-4,-6.293E-4,5.676E-4,-2.823E-4,one,one,junk
0.02881,-0.003286,0.01212,0.001027,0.009045,0.001527,0.006955,0.002151,-2.2E-4,-1.621E-4,0.001139,-1.857E-4,5.05E-4,-5.856E-4,4.687E-4,-2.818E-4,one,one,junk
0.02703,-0.003349,0.01085,9.186E-4,0.008051,0.001363,0.005873,0.001938,-5.92E-4,-1.67E-4,0.001294,-1.796E-4,7.026E-4,-5.746E-4,7.219E-4,-2.835E-4,one,one,junk
0.02282,-0.001887,0.008615,6.44E-4,0.006741,0.001017,0.005518,0.001489,-9.435E-4,5.164E-5,0.001033,-1.585E-4,3.733E-4,-5.886E-4,3.48E-4,-2.533E-4,one,one,junk
0.0232,-0.00231,0.008827,7.686E-4,0.006769,0.001095,0.005409,0.001595,-9.929E-4,1.755E-4,0.001119,-1.324E-4,4.163E-4,-5.413E-4,3.818E-4,-2.489E-4,one,one,junk
0.02668,-0.002495,0.0108,0.001081,0.00807,0.001472,0.006368,0.002074,-8.888E-4,1.766E-4,0.001301,-1.087E-4,6.114E-4,-5.374E-4,6.147E-4,-2.419E-4,one,one,junk
0.02675,-0.002504,0.01116,0.001172,0.008297,0.001589,0.006528,0.002134,-0.001038,1.417E-4,0.00103,-1.326E-4,3.224E-4,-5.54E-4,3.201E-4,-2.523E-4,one,one,junk
0.02646,-0.002519,0.01065,0.00116,0.00796,0.001549,0.006297,0.002131,-7.896E-4,1.026E-4,0.001151,-1.075E-4,4.446E-4,-5.259E-4,4.398E-4,-2.422E-4,one,one,junk
0.02656,-0.00248,0.01122,0.001169,0.008394,0.001559,0.006656,0.002111,-8.183E-4,5.02E-5,0.001214,-1.253E-4,5.461E-4,-5.435E-4,4.496E-4,-2.43E-4,one,one,junk
0.02589,-0.002388,0.01057,0.001169,0.007937,0.001554,0.006292,0.002113,-0.001465,9.029E-5,9.39E-4,-1.278E-4,1.823E-4,-5.326E-4,1.992E-4,-2.485E-4,one,one,junk
0.02655,-0.002459,0.01114,0.001186,0.008374,0.001572,0.006627,0.002127,-0.00146,1.447E-4,0.001214,-1.036E-4,4.53E-4,-5.171E-4,4.737E-4,-2.302E-4,one,one,junk
0.02632,-0.002219,0.01107,0.001169,0.008355,0.001548,0.006536,0.002082,-0.001452,1.358E-4,0.001103,-1.108E-4,3.502E-4,-5.177E-4,3.284E-4,-2.059E-4,one,one,junk
0.02566,-0.00173,0.0102,0.001143,0.007866,0.001479,0.006095,0.002041,-7.43E-4,8.263E-5,0.001193,-7.219E-5,3.966E-4,-4.87E-4,3.427E-4,-1.906E-4,one,one,junk
0.02472,-0.001822,0.01021,0.00108,0.0078,0.001406,0.006196,0.001951,-8.288E-4,1.87E-4,0.001349,-6.465E-5,5.075E-4,-4.817E-4,4.631E-4,-1.712E-4,one,one,junk
0.02035,-0.001784,0.007654,7.741E-4,0.005987,0.001088,0.004729,0.001492,-6.466E-4,3.077E-4,0.001181,-5.258E-5,2.931E-4,-4.699E-4,2.772E-4,-1.744E-4,one,one,junk
0.01931,-0.001488,0.007272,6.229E-4,0.005755,9.189E-4,0.00469,0.001306,-1.587E-5,2.691E-4,0.001513,-3.901E-5,6.189E-4,-4.376E-4,5.732E-4,-1.561E-4,one,one,junk
0.01785,-0.001353,0.006594,5.388E-4,0.005232,8.164E-4,0.004339,0.001188,-5.878E-4,3.723E-4,0.001351,-5.047E-5,4.036E-4,-4.614E-4,4.294E-4,-1.579E-4,one,one,junk
0.01742,-0.001349,0.006214,4.558E-4,0.005074,7.595E-4,0.004155,0.001078,-5.078E-4,4.04E-4,0.001392,-4.426E-5,4.109E-4,-4.402E-4,4.331E-4,-1.767E-4,one,one,junk
0.01846,-0.001463,0.007082,5.2E-4,0.005581,7.715E-4,0.004609,0.001195,3.042E-4,2.429E-4,0.001614,-1.747E-5,6.109E-4,-4.242E-4,6.823E-4,-1.711E-4,one,one,junk
0.01939,-0.001671,0.006995,5.822E-4,0.005507,9.263E-4,0.004567,0.001286,3.621E-5,2.286E-4,0.00141,-4.664E-5,3.408E-4,-4.586E-4,3.644E-4,-1.7E-4,one,one,junk
0.02334,-0.002725,0.009425,7.706E-4,0.007063,0.001127,0.005464,0.00164,1.391E-4,2.463E-4,0.001549,-4.614E-5,5.801E-4,-4.574E-4,5.122E-4,-1.615E-4,one,one,junk
0.0201,-0.001775,0.007673,6.91E-4,0.005857,9.771E-4,0.004796,0.001391,3.139E-4,2.215E-4,0.001709,-2.611E-5,6.733E-4,-4.418E-4,6.513E-4,-1.439E-4,one,one,junk
0.0205,-0.001703,0.007475,6.32E-4,0.005838,9.85E-4,0.004742,0.001403,-3.572E-4,3.073E-4,0.001446,-2.362E-5,3.012E-4,-4.525E-4,2.84E-4,-1.547E-4,one,one,junk
0.02146,-0.001806,0.008333,7.062E-4,0.006321,0.00103,0.005152,0.0015,-1.537E-5,3.556E-4,0.001803,1.395E-6,6.027E-4,-4.172E-4,5.726E-4,-1.59E-4,one,one,junk
0.02131,-0.001974,0.007946,7.051E-4,0.005994,0.001048,0.004922,0.001528,3.294E-4,3.333E-4,0.001844,-1.952E-6,6.728E-4,-4.479E-4,5.519E-4,-1.661E-4,one,one,junk
0.02214,-0.002047,0.008694,7.393E-4,0.006553,0.001107,0.005304,0.001579,5.539E-4,2.862E-4,0.001605,-9.427E-6,3.528E-4,-4.563E-4,3.459E-4,-2.315E-4,one,one,junk
0.02217,-0.00215,0.008611,7.721E-4,0.006429,0.001143,0.005277,0.001679,7.807E-4,3.046E-4,0.001901,-1.984E-5,6.113E-4,-4.464E-4,6.37E-4,-2.293E-4,one,one,junk
0.02164,-0.002081,0.008552,7.425E-4,0.006404,0.001155,0.005149,0.001637,4.696E-4,3.973E-4,0.001683,-1.411E-5,3.77E-4,-4.507E-4,3.089E-4,-2.346E-4,one,one,junk
0.02006,-0.001979,0.008069,6.801E-4,0.006128,9.684E-4,0.004846,0.001372,5.095E-4,4.942E-4,0.001837,1.361E-5,4.84E-4,-4.101E-4,4.725E-4,-1.843E-4,one,one,junk
0.01899,-0.001751,0.007513,6.515E-4,0.005569,9.398E-4,0.004497,0.001348,8.829E-4,5.551E-4,0.002043,3.857E-5,8.154E-4,-3.866E-4,6.879E-4,-1.44E-4,one,one,junk
0.01941,-0.001571,0.007919,6.533E-4,0.006016,9.56E-4,0.004797,0.001301,5.68E-4,5.036E-4,0.001874,3.236E-5,6.086E-4,-3.533E-4,5.024E-4,-8.822E-5,one,one,junk
0.01854,-0.001557,0.007405,6.326E-4,0.005613,8.884E-4,0.004477,0.001306,0.001224,2.919E-4,0.002093,4.295E-5,0.001028,-2.883E-4,9.555E-4,-2.401E-5,one,one,junk
0.01718,-0.001449,0.006775,5.36E-4,0.005217,8.017E-4,0.004238,0.001155,0.001239,2.843E-4,0.002227,4.739E-5,0.001363,-2.516E-4,0.001151,1.664E-5,one,one,junk
0.01639,-0.001301,0.006541,4.803E-4,0.005144,7.135E-4,0.004162,0.001025,0.001016,2.271E-4,0.001905,1.261E-5,0.001044,-2.717E-4,8.954E-4,1.969E-5,one,one,junk
0.01574,-0.001361,0.006024,4.22E-4,0.004683,6.818E-4,0.004001,9.92E-4,0.001059,1.773E-4,0.002084,-2.471E-6,0.00128,-2.539E-4,0.001125,4.115E-5,one,one,junk
0.01898,-0.00167,0.008019,6.311E-4,0.006126,8.719E-4,0.004846,0.001186,6.059E-4,1.347E-4,0.001883,-4.914E-5,0.001175,-2.746E-4,0.001001,4.974E-5,one,one,junk
0.02238,-0.001983,0.009623,9.819E-4,0.007251,0.001184,0.005695,0.001618,4.739E-4,1.857E-4,0.001737,-6.406E-5,9.23E-4,-2.65E-4,8.747E-4,5.403E-5,one,one,junk
0.02368,-0.002186,0.01061,0.001096,0.007919,0.001344,0.006168,0.001802,0.001158,-1.105E-5,0.001949,-5.384E-5,0.001195,-2.654E-4,0.001157,1.034E-5,one,one,junk
0.02416,-0.002075,0.01084,0.001104,0.008112,0.001403,0.006454,0.001825,6.046E-4,-5.361E-5,0.001822,-5.419E-5,0.001085,-2.803E-4,9.582E-4,-2.074E-6,one,one,junk
0.02354,-0.00212,0.01015,0.001123,0.007543,0.001376,0.005912,0.001841,6.69E-4,-9.657E-5,0.001622,-8.339E-5,7.86E-4,-2.893E-4,8.017E-4,1.09E-5,one,one,junk
0.0242,-0.002079,0.01059,0.001148,0.007886,0.001404,0.006277,0.001837,9.563E-4,-3.589E-5,0.001874,-5.017E-5,0.001107,-2.762E-4,0.001009,1.918E-5,one,one,junk
0.02431,-0.002157,0.01047,0.001147,0.007897,0.001394,0.006245,0.001808,5.876E-4,5.628E-5,0.001845,-5.972E-5,0.00121,-2.723E-4,0.001056,1.467E-5,one,one,junk
0.02427,-0.002122,0.01052,0.001133,0.007846,0.001398,0.006257,0.001845,-8.846E-5,1.847E-4,0.001516,-7.717E-5,7.294E-4,-2.776E-4,7.194E-4,3.914E-5,one,one,junk
0.02472,-0.002171,0.01076,0.001096,0.008161,0.001384,0.006523,0.001803,0.001033,1.057E-4,0.001797,-4.443E-5,0.00108,-2.357E-4,9.572E-4,6.045E-5,one,one,junk
0.0245,-0.002392,0.01027,0.00102,0.007526,0.001355,0.006006,0.001903,9.944E-4,1.245E-4,0.001969,-5.367E-5,0.001253,-2.203E-4,0.001165,5.685E-5,one,one,junk
0.02259,-0.002031,0.009467,8.982E-4,0.007103,0.00115,0.005756,0.001634,6.307E-4,1.443E-4,0.001599,-5.352E-5,9.191E-4,-2.353E-4,8.312E-4,7.937E-5,one,one,junk
0.01874,-0.0012,0.007096,5.816E-4,0.005674,8.426E-4,0.004714,0.001209,6.606E-4,2.676E-4,0.001728,-2.519E-5,0.001032,-1.848E-4,9.67E-4,7.819E-5,one,one,junk
0.01859,-0.001246,0.006936,5.694E-4,0.005463,8.311E-4,0.004629,0.001205,8.022E-4,3.084E-4,0.001943,9.841E-7,0.001286,-1.745E-4,0.001185,1.102E-4,one,one,junk
0.0188,-0.001156,0.007396,5.862E-4,0.005863,8.424E-4,0.004881,0.001196,8.831E-5,3.612E-4,0.001683,-1.218E-5,0.001061,-1.775E-4,9.466E-4,9.285E-5,one,one,junk
0.01836,-0.001258,0.006847,6.145E-4,0.005386,8.976E-4,0.004565,0.001273,3.251E-4,3.771E-4,0.001614,9.586E-6,8.858E-4,-1.434E-4,8.162E-4,1.5E-4,one,one,junk
0.02052,-0.001566,0.008503,7.741E-4,0.006485,0.001019,0.005258,0.001434,7.72E-4,3.875E-4,0.001869,4.597E-5,0.001174,-1.071E-4,0.001166,1.556E-4,one,one,junk
0.024,-0.001985,0.01014,0.001106,0.00757,0.001391,0.005926,0.001818,9.804E-4,3.174E-4,0.001901,4.662E-5,0.001289,-1.084E-4,0.001159,1.506E-4,one,one,junk
0.02388,-0.00181,0.01019,0.001223,0.007664,0.001451,0.006034,0.0019,5.308E-4,4.206E-4,0.00162,4.718E-5,8.962E-4,-1.232E-4,8.36E-4,1.63E-4,one,one,junk
0.02381,-0.001894,0.01055,0.001196,0.007952,0.001479,0.00634,0.001888,5.047E-4,4.632E-4,0.001793,8.421E-5,0.001171,-1.173E-4,0.001055,1.785E-4,one,one,junk
0.02353,-0.002187,0.009908,0.001115,0.007431,0.001388,0.005768,0.001901,3.653E-4,4.224E-4,0.001824,7.752E-5,0.001213,-8.011E-5,0.001084,1.715E-4,one,one,junk
0.02059,-0.001522,0.008588,9.518E-4,0.006644,0.001149,0.005324,0.001561,-4.132E-4,5.115E-4,0.001443,7.646E-5,6.958E-4,-1.052E-4,7.085E-4,1.725E-4,one,one,junk
0.01892,-0.00123,0.007452,7.776E-4,0.005958,0.00106,0.004901,0.001379,3.978E-4,3.778E-4,0.00158,1.205E-4,8.673E-4,-4.137E-5,8.674E-4,2.001E-4,one,one,junk
0.0185,-0.001198,0.00719,7.725E-4,0.005887,0.001002,0.004771,0.001401,8.467E-4,3.159E-4,0.001783,1.255E-4,0.001078,-5.801E-5,0.001057,1.844E-4,one,one,junk
0.01891,-0.001207,0.00786,8.058E-4,0.006285,0.001065,0.005189,0.001409,6.33E-4,2.412E-4,0.001493,1.125E-4,7.938E-4,-7.279E-5,8.018E-4,1.923E-4,one,one,junk
0.01932,-0.001438,0.00752,8.921E-4,0.006106,0.001118,0.004792,0.001486,3.686E-4,2.877E-4,0.001453,1.254E-4,7.468E-4,-5.223E-5,8.002E-4,1.772E-4,one,one,junk
0.02021,-0.001484,0.008439,9.621E-4,0.006641,0.001162,0.005331,0.001535,3.325E-4,3.364E-4,0.001664,1.303E-4,9.872E-4,-3.984E-5,9.438E-4,2.263E-4,one,one,junk
