mean,standard_deviation,root_mean_square,condition
72.6,1.8635254955935738,72.6233816036926,negative
81.66666666666667,1.3972762620115435,81.67782236731503,positive
71.46666666666667,2.3258383025317584,71.50198132452928,positive
75.06666666666666,3.7122705155945175,75.15228982982931,neutral
72.66666666666667,1.0465362369445672,72.67369996543913,negative
70.26666666666667,1.869555587629877,70.28987598983701,negative
70.53333333333333,1.88477610139267,70.55683288432571,negative
65.2,0.4140393356054125,65.2012269823199,neutral
64.46666666666667,0.7432233529572065,64.47066516382986,neutral
66.13333333333334,1.8847761013926703,66.15839578869286,negative
67.06666666666666,0.703731550548997,67.07011256886334,neutral
66.33333333333333,0.723746864455746,66.33701832310524,positive
66.53333333333333,0.9154754164341269,66.53921149718161,negative
64.86666666666666,0.3518657752744983,64.86755737654995,neutral
65.06666666666666,1.0327955589886444,65.07431649019962,neutral
64.4,0.828078671210825,64.40496875241847,positive
64.06666666666666,0.7988086367179803,64.07131443425625,positive
70.26666666666667,0.961150104723255,70.27280175620342,neutral
70.2,0.5606119105813879,70.2020892376668,negative
68.25,0.4472135954999579,68.25137361255084,negative
72.26666666666667,1.0997835284835873,72.2744768227346,negative
68.06666666666666,1.5337473561121315,68.08279273551186,neutral
69.46666666666667,1.1872336794093274,69.47613499132873,neutral
64.13333333333334,1.2459458063579458,64.14462825002055,negative
65.8,2.541090879355332,65.84577941422417,positive
68.26666666666667,2.4338877385388016,68.30714945499238,positive
63.266666666666666,0.5936168397046637,63.26926584053272,positive
66.46666666666667,1.4573295865416045,66.48157639526909,negative
67.6,0.50709255283711,67.60177512462228,positive
71.66666666666667,1.632993161855452,71.68402890463119,negative
67.93333333333334,0.4577377082170635,67.93477263768042,neutral
64.86666666666666,0.9904304018720247,64.87372349418523,negative
63.06666666666667,1.0997835284835873,63.07561599646359,negative
62.6,0.828078671210825,62.605111612391525,negative
68.6,3.3763886032268267,68.67750723490188,neutral
67.13333333333334,1.3557637102737479,67.14610934372892,negative
67.8,2.455314934702151,67.8414819020536,neutral
84.86666666666666,3.7391111752597546,84.94351064089592,neutral
70.13333333333334,1.505545305418162,70.14841409468927,positive
59.07142857142857,1.6391501416322989,59.09254243496866,positive
62.0,1.0690449676496976,62.00860155387046,negative
74.0,5.879747322073336,74.217697799559,positive
72.14285714285714,8.734169352933012,72.63214557913439,negative
74.38461538461539,5.315675898360458,74.55973340988986,neutral
68.26666666666667,2.1201976547572383,68.29738892031915,neutral
88.73333333333333,6.808258290662962,88.97677599613658,neutral
90.86666666666666,9.249453008280055,91.30498343464063,positive
70.93333333333334,2.374467358818655,70.970416371894,positive
68.0,5.437961803049794,68.20263924512012,neutral
81.93333333333334,4.920317450076144,82.0711073805311,positive
75.4,2.164651077128664,75.42899530905429,positive
73.46666666666667,4.172472146045291,73.57717037233765,neutral
65.93333333333334,1.486446705914413,65.94897017138832,negative
61.0,1.2403473458920846,61.01170847819762,positive
68.13333333333334,1.8464895909600494,68.15668223537097,neutral
63.8,1.082325538564332,63.80856786775059,negative
69.93333333333334,2.5764501233470907,69.97761546856728,neutral
71.4,2.1313979316066587,71.42968570559442,positive
65.71428571428571,1.2043875831929896,65.72453336246889,positive
72.86666666666666,2.0998866182543785,72.89490151352608,positive
