mean,standard_deviation,root_mean_square,condition
70.13793103448276,1.6631325419871827,70.15696686716153,easy
72.38709677419355,2.4856577849044132,72.42838509687991,hard
68.86666666666666,1.7759569219172373,68.88879928309585,hard
66.3,1.3683617186633978,66.31364867054143,easy
70.26666666666667,1.5521583045227216,70.28323650297654,hard
77.70967741935483,4.034794900917904,77.81097857691275,easy
70.37931034482759,2.2899437470234987,70.41527067921834,hard
66.7,2.3215630881830016,66.73904404469695,hard
64.0,0.5872202195147035,64.00260411368691,easy
87.06451612903226,2.322864379323765,87.09449817814685,easy
86.87096774193549,8.909702335034812,87.31201003741806,hard
77.37931034482759,10.079731406226799,78.01060935804689,easy
65.72413793103448,0.9597824055533898,65.73090387434156,easy
67.87096774193549,2.3627940449655638,67.91075737865052,hard
64.13333333333334,1.1058881072455418,64.14254958034228,easy
77.09677419354838,6.523571816674652,77.36340720388127,easy
73.2,1.0954451150103326,73.20792306847667,hard
66.42307692307692,2.402882883922176,66.46485479617722,easy
70.35714285714286,1.5447470298542039,70.37349338656261,easy
64.48387096774194,0.8513114487634352,64.48930894142018,hard
71.67857142857143,3.13939804832393,71.74483555330954,hard
79.51724137931035,7.144531823385592,79.82653607710262,hard
66.65517241379311,3.578465972901214,66.74785286485975,easy
73.17241379310344,4.115033114927001,73.28404822427547,hard
69.03333333333333,1.7904600320690722,69.05577455940958,hard
70.13333333333334,1.1957780134587124,70.14318688701466,hard
75.46666666666667,3.0820205344404568,75.52747844327916,hard
64.6,1.922641860601691,64.62765146075891,easy
72.66666666666667,3.487251000462956,72.74750854840322,easy
62.17857142857143,2.0194163335088504,62.21018520191965,easy
