HbO-0-A,HbO-1-A,HbO-2-A,HbO-3-A,Hb-0-A,Hb-1-A,Hb-2-A,Hb-3-A,HbO-4-B,HbO-5-B,HbO-6-B,HbO-7-B,Hb-4-B,Hb-5-B,Hb-6-B,Hb-7-Bcondition
0.01765028,-0.0711189,0.253681,-0.06464209,0.034741744,0.01080782,-0.02360234,-0.009698696,0.02308492,8.777396E-4,0.03266475,0.005582419,0.013844432,-0.0058760964,0.032386266,0.0012768196,0
0.011106049,-0.07224355,0.22261243,-0.042618237,0.032564472,0.009005672,-0.028374303,-0.024474926,0.013029013,-0.00907866,0.01753921,-0.01188143,0.0027918858,-0.01788572,0.014630502,-0.018741423,0,
0.011530939,-0.06574854,0.18045509,-0.059137993,0.031079976,0.0075063193,-0.030698208,-0.028069533,0.011103896,-0.011394657,0.014647951,-0.014933732,5.888339E-4,-0.020680467,0.011318165,-0.022179984,0,
0.010920504,-0.068799034,0.17624936,-0.060475577,0.030478664,0.0066045974,-0.03212474,-0.030418916,0.00997723,-0.01264154,0.012743975,-0.017485037,-6.663823E-4,-0.02210428,0.009145675,-0.024975186,0,
0.009251468,-0.06908004,0.17660598,-0.06354308,0.029501736,0.0057751588,-0.034015965,-0.03222601,0.009269642,-0.013317336,0.011442459,-0.018783182,-0.0015242546,-0.022947036,0.0076688784,-0.026325325,0,
0.0068550827,-0.075976424,0.1902774,-0.053864207,0.029158635,0.0050787865,-0.035308253,-0.0351918,0.009641847,-0.0127249,0.011902099,-0.018269354,-0.0011986373,-0.022327058,0.008155834,-0.025767544,0,
0.004194694,-0.080612645,0.2184732,-0.043805894,0.028907003,0.0047573172,-0.03655594,-0.037318483,0.010185724,-0.01219828,0.012542203,-0.017731806,-5.2781025E-4,-0.02182299,0.008843221,-0.025157576,0,
0.0012515053,-0.090566196,0.24722284,-0.030187156,0.029202156,0.0046352316,-0.036814876,-0.03873631,0.01114261,-0.011159242,0.013972039,-0.016109088,4.8158292E-4,-0.020647837,0.010465723,-0.023329671,0,
-0.0017942844,-0.09823332,0.28137946,-0.01988883,0.029473145,0.0048389384,-0.037352387,-0.03922634,0.011430422,-0.010158264,0.014737128,-0.0151435,8.093696E-4,-0.019600192,0.01138022,-0.02219416,0,
-0.0050357063,-0.1059891,0.31230468,-0.00868647,0.029732369,0.005052156,-0.037447996,-0.040233377,0.012217725,-0.009099268,0.01595185,-0.013752705,0.0016548355,-0.018436965,0.012778447,-0.02056555,0,
-0.009865723,-0.118643515,0.36078316,0.009906831,0.0296366,0.0049144207,-0.038449228,-0.041764833,0.013242782,-0.007389911,0.018059028,-0.011678451,0.0028058514,-0.016559668,0.0151452115,-0.018252421,0,
-0.014838863,-0.13248159,0.43197355,0.034558263,0.029384838,0.0043587233,-0.039651874,-0.044039752,0.014835998,-0.0053655836,0.02042768,-0.008701567,0.004506071,-0.014359672,0.017794592,-0.014957821,0,
-0.019011801,-0.14326462,0.48822212,0.051302273,0.02881933,0.0031632006,-0.04174365,-0.046822123,0.014995729,-0.0045217657,0.021952072,-0.0066433493,0.0045475615,-0.013565272,0.019379178,-0.012779832,0,
-0.023723524,-0.15324323,0.53290063,0.06919495,0.028257363,0.00234725,-0.043657232,-0.049935468,0.014995529,-0.0044072145,0.022350784,-0.005749374,0.004415701,-0.013502829,0.019700004,-0.011915441,0,
-0.028387738,-0.16574734,0.5678808,0.08347834,0.027574956,0.0012510731,-0.04521909,-0.052577112,0.014303765,-0.004605962,0.022178283,-0.005640462,0.003681147,-0.013831295,0.019416606,-0.011856323,0,
-0.032272357,-0.17275567,0.59956676,0.09135997,0.027008813,6.7116634E-4,-0.046254616,-0.054314528,0.013298613,-0.0055789053,0.021326195,-0.006585611,0.0026996853,-0.014896435,0.018438688,-0.012888196,0,
-0.034111246,-0.17745692,0.6229315,0.099473186,0.026734915,3.1675486E-4,-0.04730924,-0.055513754,0.012904612,-0.00595245,0.02099576,-0.006820891,0.0022434278,-0.015336421,0.018112583,-0.013091168,0,
-0.03476488,-0.17821483,0.6110947,0.09547746,0.026103871,-3.1572138E-4,-0.047960375,-0.05692589,0.010757169,-0.007913932,0.01872466,-0.008823608,-1.5155044E-4,-0.017558761,0.015548809,-0.015291103,0,
-0.034966975,-0.17687117,0.5858883,0.08911597,0.02537048,-6.3010055E-4,-0.047972854,-0.05747535,0.009138176,-0.009469286,0.016573166,-0.0108743645,-0.0018872266,-0.019292954,0.013149698,-0.0175469,0,
-0.034260064,-0.17514494,0.5811117,0.08301088,0.025202598,-9.4508496E-4,-0.048453066,-0.057925645,0.008031015,-0.010607465,0.015359602,-0.012016973,-0.0031105794,-0.020538742,0.011805023,-0.01878542,0,
-0.034024425,-0.17794985,0.583294,0.08579206,0.025509771,-7.0999225E-4,-0.048261635,-0.058186144,0.007554314,-0.01073724,0.015245713,-0.012193247,-0.0034975507,-0.020661203,0.011729288,-0.018939776,0,
-0.035640266,-0.18137048,0.6020575,0.09427245,0.025745843,-4.513817E-4,-0.0482001,-0.058793213,0.007897161,-0.010214519,0.015968256,-0.011525003,-0.0030712585,-0.020034282,0.012597463,-0.018151723,0,
-0.035149418,-0.18222776,0.61215556,0.09707113,0.026053267,-1.1616496E-4,-0.0482803,-0.058818944,0.008232543,-0.009426398,0.017257655,-0.010319882,-0.0027914026,-0.019099334,0.014096834,-0.016765673,0,
