A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition
0.009395,1.486E-4,0.002733,3.404E-4,0.002106,5.48E-4,0.002456,7.512E-4,0.002537,1.706E-4,0.001453,3.982E-4,-3.158E-4,4.038E-4,9.932E-4,4.854E-4,junk
0.00893,1.833E-4,0.002442,3.255E-4,0.002027,5.188E-4,0.002234,6.746E-4,0.001746,2.575E-4,9.596E-4,4.374E-4,-0.001111,4.278E-4,1.883E-4,4.902E-4,junk
0.008654,2.445E-4,0.002621,3.483E-4,0.002126,5.257E-4,0.002564,6.184E-4,0.002467,2.402E-4,0.001354,4.209E-4,-4.384E-4,4.618E-4,5.57E-4,4.964E-4,junk
0.008039,1.845E-4,0.002269,3.235E-4,0.001773,4.884E-4,0.002112,6.184E-4,0.001433,2.887E-4,8.055E-4,4.449E-4,-0.001324,4.845E-4,-2.52E-4,5.011E-4,junk
0.01059,5.699E-5,0.003155,4.328E-4,0.002799,6.785E-4,0.003136,8.566E-4,0.002319,2.397E-4,0.00122,4.653E-4,-7.147E-4,5.345E-4,1.358E-4,5.282E-4,junk
0.01135,-5.942E-5,0.003438,4.394E-4,0.002839,7.112E-4,0.003387,9.588E-4,6.982E-4,2.323E-4,5.0E-4,4.51E-4,-0.001711,5.255E-4,-7.731E-4,5.272E-4,junk
0.009537,-8.579E-5,0.002761,3.585E-4,0.002456,5.673E-4,0.002707,7.527E-4,0.001471,1.596E-4,8.778E-4,4.442E-4,-9.765E-4,5.514E-4,-2.726E-4,5.286E-4,junk
0.008314,7.381E-5,0.002682,3.301E-4,0.002238,5.098E-4,0.002639,6.483E-4,3.143E-4,2.514E-4,2.6E-4,5.012E-4,-0.002232,5.466E-4,-0.001495,5.302E-4,junk
0.00774,6.038E-5,0.002386,3.304E-4,0.00191,5.115E-4,0.002294,6.71E-4,0.001296,4.167E-4,5.151E-4,5.579E-4,-0.00205,5.423E-4,-0.001286,5.558E-4,junk
0.008242,6.081E-5,0.002611,3.325E-4,0.002326,5.16E-4,0.002615,6.236E-4,-3.103E-4,4.463E-4,-3.409E-4,5.331E-4,-0.00324,5.088E-4,-0.002256,5.506E-4,junk
0.008152,9.854E-5,0.002663,3.399E-4,0.002098,5.235E-4,0.00252,6.76E-4,6.215E-4,4.73E-4,1.888E-5,5.345E-4,-0.002518,4.94E-4,-0.00172,5.507E-4,junk
0.008392,3.596E-5,0.002553,3.327E-4,0.002207,4.923E-4,0.002415,6.612E-4,-6.204E-4,4.76E-4,-6.578E-4,4.936E-4,-0.003315,4.635E-4,-0.002322,5.461E-4,junk
0.008466,2.378E-4,0.002695,3.569E-4,0.002315,5.23E-4,0.002692,6.214E-4,4.292E-4,4.191E-4,-2.038E-4,4.829E-4,-0.002516,5.237E-4,-0.001688,6.088E-4,junk
0.008221,2.009E-4,0.002518,3.391E-4,0.002034,4.892E-4,0.002432,6.35E-4,-6.275E-4,2.8E-4,-6.621E-4,4.19E-4,-0.002836,4.897E-4,-0.001906,5.868E-4,junk
0.009363,2.21E-4,0.002842,3.634E-4,0.002588,5.284E-4,0.002793,6.43E-4,-1.204E-4,5.272E-5,-2.569E-4,4.078E-4,-0.001854,6.116E-4,-0.001121,6.605E-4,junk
0.009813,1.542E-4,0.002992,3.637E-4,0.002457,5.412E-4,0.00282,6.834E-4,-5.636E-4,-1.864E-5,-2.869E-4,4.202E-4,-0.001917,6.303E-4,-0.001178,6.722E-4,junk
0.009354,1.622E-4,0.002659,3.347E-4,0.002238,5.055E-4,0.002442,6.453E-4,6.247E-5,5.371E-5,1.657E-5,4.605E-4,-0.001592,6.73E-4,-0.001032,7.259E-4,junk
0.009485,2.505E-4,0.00294,3.206E-4,0.002497,5.107E-4,0.00275,6.153E-4,6.55E-5,2.747E-5,-4.715E-5,4.498E-4,-0.001662,6.199E-4,-0.001113,6.892E-4,junk
0.00967,9.15E-5,0.002903,3.222E-4,0.002297,5.194E-4,0.00268,6.89E-4,-1.621E-4,2.607E-5,-5.247E-5,4.421E-4,-0.001479,6.544E-4,-9.308E-4,7.397E-4,junk
0.009216,5.227E-5,0.002624,2.778E-4,0.002224,4.979E-4,0.002385,6.327E-4,4.653E-4,-8.171E-5,2.99E-4,4.181E-4,-7.951E-4,6.617E-4,-4.031E-4,7.319E-4,junk
0.008954,-5.915E-6,0.002748,2.755E-4,0.002204,4.617E-4,0.002577,5.754E-4,-6.057E-4,-2.386E-4,-1.018E-4,2.838E-4,-8.978E-4,5.951E-4,-7.47E-4,6.701E-4,junk
0.008028,5.523E-5,0.002236,2.325E-4,0.001782,4.066E-4,0.001961,5.667E-4,1.111E-4,-4.768E-4,3.387E-4,2.34E-4,-2.881E-4,5.869E-4,-3.161E-4,6.981E-4,junk
0.007354,7.53E-5,0.002194,2.144E-4,0.001844,3.838E-4,0.002036,4.69E-4,-0.001087,-5.007E-4,8.431E-5,2.605E-4,-6.727E-4,5.626E-4,-6.518E-4,7.069E-4,junk
0.006778,6.491E-5,0.002152,1.928E-4,0.001599,3.696E-4,0.001952,5.375E-4,-8.38E-4,-4.317E-4,2.358E-4,2.755E-4,-5.951E-4,5.898E-4,-5.09E-4,7.181E-4,junk
0.006567,-1.184E-5,0.001871,1.622E-4,0.001534,3.633E-4,0.001672,5.003E-4,-8.519E-4,-5.084E-4,2.114E-4,2.632E-4,-5.118E-4,5.573E-4,-4.743E-4,7.019E-4,junk
0.006711,-5.25E-5,0.002188,1.85E-4,0.001674,3.886E-4,0.002048,5.103E-4,-8.472E-4,-3.762E-4,1.92E-4,2.92E-4,-7.003E-4,5.816E-4,-5.951E-4,7.187E-4,junk
0.006487,-5.502E-5,0.001859,1.591E-4,0.001418,3.585E-4,0.001682,5.384E-4,-2.675E-4,-3.568E-4,3.859E-4,2.786E-4,-4.182E-4,5.437E-4,-3.356E-4,6.988E-4,junk
0.006379,-4.005E-5,0.001816,1.759E-4,0.001455,3.814E-4,0.001755,5.024E-4,-5.321E-4,-3.367E-4,1.1E-4,2.332E-4,-5.748E-4,5.187E-4,-5.962E-4,6.63E-4,junk
0.006342,1.375E-5,0.002048,1.775E-4,0.001481,3.622E-4,0.00192,5.585E-4,6.661E-4,-2.931E-4,5.981E-4,2.373E-4,2.12E-5,5.395E-4,-1.663E-5,6.754E-4,junk
