A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,accuracy,condition
0.00308,5.7E-4,0.001271,2.019E-4,0.001969,6.199E-4,4.265E-4,5.052E-4,-1.249E-4,1.285E-4,-3.08E-4,1.086E-4,-6.747E-4,3.632E-4,-4.268E-4,1.284E-5,junk,meditation
0.002506,7.045E-4,0.001094,2.403E-4,0.001528,6.687E-4,9.895E-5,5.544E-4,-6.463E-4,1.051E-4,-2.307E-4,3.679E-5,-5.283E-4,2.816E-4,-4.031E-4,-5.027E-5,junk,meditation
0.002465,6.696E-4,-8.381E-5,9.199E-5,7.258E-4,6.265E-4,-7.999E-4,5.357E-4,-0.001504,7.406E-5,-0.001471,-3.609E-5,-0.002147,1.757E-4,-0.001643,-5.093E-6,junk,meditation
0.003622,9.32E-4,0.001403,1.992E-4,0.001793,6.785E-4,2.309E-4,5.904E-4,3.884E-4,3.463E-4,-2.233E-4,1.218E-4,-5.791E-4,3.236E-4,-4.161E-4,-8.149E-6,junk,meditation
0.00288,9.543E-4,0.001324,2.562E-4,0.001546,6.71E-4,1.051E-4,5.602E-4,5.312E-5,3.413E-4,2.668E-5,4.905E-5,-3.364E-4,2.972E-4,-2.497E-4,-7.1E-5,junk,meditation
0.002173,9.1E-4,-9.119E-5,1.119E-4,4.299E-4,6.336E-4,-0.001013,5.349E-4,-0.001775,3.623E-4,-0.001538,3.24E-6,-0.002232,1.762E-4,-0.001752,-1.707E-5,junk,meditation
0.002675,0.00102,0.001072,2.117E-4,0.001263,6.525E-4,-2.685E-4,5.401E-4,-3.816E-4,5.328E-4,-4.487E-4,7.705E-5,-9.26E-4,3.111E-4,-7.057E-4,-2.059E-5,junk,meditation
9.703E-4,0.00107,3.005E-4,1.93E-4,4.99E-4,6.466E-4,-9.525E-4,5.533E-4,-0.001966,4.388E-4,-9.764E-4,-8.281E-6,-0.001493,1.978E-4,-0.001166,-7.386E-5,junk,meditation
5.598E-4,0.001004,-1.279E-4,9.693E-5,1.903E-4,5.806E-4,-0.001308,5.034E-4,-0.002707,4.712E-4,-0.001649,-5.413E-7,-0.00235,2.304E-4,-0.00176,-3.772E-5,junk,meditation
3.235E-4,9.193E-4,4.515E-4,1.527E-4,4.831E-4,6.03E-4,-9.925E-4,5.092E-4,-0.00287,4.492E-4,-0.001211,5.604E-5,-0.001578,2.325E-4,-0.00127,-5.571E-5,junk,meditation
-0.0012,8.521E-4,-0.001301,6.796E-5,-6.973E-4,5.58E-4,-0.002076,4.851E-4,-0.004823,3.128E-4,-0.002577,-1.074E-4,-0.003356,8.681E-5,-0.002504,-3.006E-5,junk,meditation
-9.036E-4,8.089E-4,-2.815E-4,1.159E-4,6.673E-5,5.602E-4,-0.001415,4.675E-4,-0.004297,3.799E-4,-0.001974,1.082E-5,-0.002535,2.121E-4,-0.001853,-1.646E-5,junk,meditation
-0.001918,7.468E-4,-0.001293,6.927E-5,-6.899E-4,5.505E-4,-0.002079,4.822E-4,-0.005521,2.432E-4,-0.002565,-1.159E-4,-0.003317,8.518E-5,-0.002392,-4.035E-5,junk,meditation
-0.00155,7.362E-4,-9.596E-4,5.691E-5,-2.267E-4,5.482E-4,-0.001622,4.488E-4,-0.004989,2.502E-4,-0.002463,-3.839E-5,-0.003139,1.541E-4,-0.002237,-3.757E-6,junk,meditation
-0.001185,6.111E-4,-9.017E-4,9.867E-5,-2.481E-4,5.561E-4,-0.001596,4.723E-4,-0.004869,1.421E-4,-0.002261,-6.054E-5,-0.00286,1.451E-4,-0.002025,-2.032E-5,junk,meditation
-0.00123,6.656E-4,-0.001334,1.173E-5,-2.681E-4,5.1E-4,-0.001671,4.429E-4,-0.004868,1.153E-4,-0.002771,-4.853E-5,-0.003485,1.229E-4,-0.002321,1.954E-5,junk,meditation
-1.935E-4,6.711E-4,-1.689E-4,9.661E-5,5.818E-4,5.703E-4,-8.423E-4,4.638E-4,-0.003545,2.59E-4,-0.00177,4.186E-5,-0.002303,2.342E-4,-0.001523,2.444E-5,junk,meditation
-2.114E-4,6.621E-4,-0.001174,6.54E-5,-1.107E-4,5.684E-4,-0.001453,4.85E-4,-0.003916,9.921E-5,-0.002352,-5.254E-5,-0.003071,1.041E-4,-0.001992,-1.886E-7,junk,meditation
0.00114,6.105E-4,-3.543E-5,1.292E-4,9.186E-4,5.917E-4,-5.019E-4,4.837E-4,-0.002418,2.021E-4,-0.001455,8.232E-5,-0.002089,2.78E-4,-0.001301,5.313E-5,junk,meditation
0.001511,6.705E-4,2.65E-4,2.008E-4,0.001095,6.254E-4,-2.837E-4,5.073E-4,-0.001873,2.464E-4,-9.899E-4,8.502E-5,-0.001454,2.755E-4,-8.392E-4,9.753E-6,junk,meditation
0.001305,6.475E-4,-8.46E-4,1.117E-5,3.067E-4,5.736E-4,-0.001008,4.764E-4,-0.002471,1.103E-4,-0.002109,2.236E-5,-0.002948,1.606E-4,-0.001784,3.322E-5,junk,meditation
0.002639,7.715E-4,5.731E-4,1.89E-4,0.001525,6.24E-4,7.869E-5,5.28E-4,-5.632E-4,3.455E-4,-7.422E-4,1.372E-4,-0.001304,3.342E-4,-6.442E-4,4.209E-5,junk,meditation
0.002273,7.068E-4,3.042E-4,1.988E-4,0.001062,6.498E-4,-2.232E-4,5.251E-4,-0.001027,2.271E-4,-8.744E-4,1.111E-4,-0.001351,2.496E-4,-7.077E-4,-1.211E-5,junk,meditation
0.002108,7.334E-4,-4.238E-4,4.108E-5,6.047E-4,5.981E-4,-8.126E-4,5.281E-4,-0.001723,2.631E-4,-0.001829,6.829E-5,-0.002628,2.038E-4,-0.001538,1.56E-5,junk,meditation
0.002767,8.39E-4,8.907E-4,1.98E-4,0.001614,6.112E-4,1.752E-4,5.266E-4,-1.014E-4,3.224E-4,-5.492E-4,1.501E-4,-0.001093,3.217E-4,-5.078E-4,3.882E-5,junk,meditation
0.001608,7.621E-4,-1.008E-4,1.189E-4,6.071E-4,5.866E-4,-7.779E-4,5.544E-4,-0.001481,1.419E-4,-0.001329,3.159E-5,-0.001938,1.695E-4,-0.001087,-4.884E-5,junk,meditation
0.002229,7.925E-4,-1.703E-4,2.767E-5,5.729E-4,5.797E-4,-8.697E-4,5.124E-4,-0.001646,2.627E-4,-0.001784,5.86E-5,-0.002539,1.861E-4,-0.001502,-1.525E-5,junk,meditation
0.002818,8.305E-4,8.469E-4,1.731E-4,0.001275,6.431E-4,-1.544E-4,5.5E-4,-3.473E-4,2.873E-4,-7.271E-4,1.52E-4,-0.001212,2.838E-4,-5.887E-4,-2.109E-5,junk,meditation
0.00118,8.326E-4,-8.079E-4,1.115E-4,-5.947E-5,5.874E-4,-0.001395,5.104E-4,-0.002571,1.323E-4,-0.002064,-2.655E-6,-0.002658,8.964E-5,-0.001643,-8.144E-5,junk,meditation
0.001468,9.584E-4,-3.213E-4,6.78E-5,2.565E-4,5.78E-4,-0.001145,5.056E-4,-0.002109,2.379E-4,-0.00198,6.098E-5,-0.002546,1.566E-4,-0.001622,-2.267E-5,junk,meditation
0.00129,9.238E-4,3.812E-4,1.405E-4,7.264E-4,5.713E-4,-6.864E-4,4.958E-4,-0.001639,1.833E-4,-0.001213,7.803E-5,-0.001623,2.296E-4,-9.793E-4,-4.749E-5,junk,meditation
-2.487E-4,8.46E-4,-0.001729,2.321E-5,-0.001001,5.282E-4,-0.002263,4.662E-4,-0.004005,3.325E-5,-0.00297,-1.223E-4,-0.003706,1.372E-5,-0.00241,-9.75E-5,junk,meditation
3.287E-4,8.809E-4,-6.718E-4,3.922E-5,-2.267E-4,5.344E-4,-0.00161,4.717E-4,-0.003115,1.256E-4,-0.002302,-1.371E-5,-0.002911,1.342E-4,-0.001907,-5.271E-5,junk,meditation
-4.732E-4,7.898E-4,-0.001398,5.981E-5,-8.384E-4,5.183E-4,-0.002157,4.9E-4,-0.003961,-1.294E-6,-0.002721,-7.347E-5,-0.003227,5.465E-5,-0.002129,-9.021E-5,junk,meditation
-7.67E-4,8.284E-4,-0.001663,-6.957E-5,-0.001017,4.919E-4,-0.002293,4.488E-4,-0.004287,-3.423E-5,-0.003223,-9.278E-5,-0.003943,3.974E-5,-0.002603,-4.627E-5,junk,meditation
-2.436E-4,7.13E-4,-9.614E-4,4.926E-5,-4.132E-4,5.139E-4,-0.001754,4.517E-4,-0.003355,-1.219E-4,-0.002387,-3.217E-5,-0.002993,1.187E-4,-0.001939,-4.231E-5,junk,meditation
-8.831E-4,7.408E-4,-0.002428,-4.806E-5,-0.001381,4.669E-4,-0.002621,4.317E-4,-0.004517,-2.873E-4,-0.003607,-1.356E-4,-0.004297,-4.567E-5,-0.002736,-4.614E-5,junk,meditation
1.928E-4,7.215E-4,-0.001002,1.808E-5,-2.779E-4,4.999E-4,-0.001613,4.438E-4,-0.003225,-1.389E-4,-0.002599,2.356E-5,-0.003176,1.497E-4,-0.001961,-8.373E-7,junk,meditation
2.521E-4,6.388E-4,-0.001171,7.278E-5,-3.288E-4,5.244E-4,-0.001672,4.704E-4,-0.003198,-1.299E-4,-0.002405,-2.577E-5,-0.002964,1.052E-4,-0.001819,-3.603E-5,junk,meditation
9.173E-4,6.292E-4,-0.00114,-7.921E-6,-2.276E-4,5.278E-4,-0.001538,4.505E-4,-0.003024,-5.333E-5,-0.002598,1.305E-5,-0.003245,1.263E-4,-0.001934,2.566E-5,junk,meditation
0.001342,7.509E-4,1.465E-4,1.365E-4,7.956E-4,5.766E-4,-6.211E-4,5.017E-4,-0.001462,-4.162E-5,-0.001369,1.201E-4,-0.001862,2.717E-4,-9.671E-4,3.171E-5,junk,meditation
9.584E-4,6.987E-4,-7.847E-4,7.869E-5,1.043E-4,5.438E-4,-0.001298,5.107E-4,-0.002427,-1.584E-4,-0.001986,1.294E-5,-0.002498,1.42E-4,-0.001454,-2.748E-5,junk,meditation
0.001487,7.643E-4,-5.703E-4,1.159E-5,3.06E-4,5.52E-4,-0.001111,5.023E-4,-0.002094,-3.19E-5,-0.002097,6.422E-5,-0.002717,1.778E-4,-0.001498,1.179E-5,junk,meditation
0.002598,7.502E-4,6.835E-4,1.707E-4,0.001387,6.002E-4,-8.504E-5,5.233E-4,-5.428E-4,8.674E-5,-8.524E-4,1.71E-4,-0.001287,3.412E-4,-4.423E-4,2.1E-5,junk,meditation
0.001775,7.386E-4,-1.973E-4,1.263E-4,4.724E-4,5.823E-4,-8.617E-4,5.333E-4,-0.001632,-1.128E-4,-0.001576,7.901E-5,-0.001917,1.629E-4,-0.001009,-4.588E-5,junk,meditation
0.002034,8.645E-4,-3.971E-4,7.653E-5,4.674E-4,5.61E-4,-9.032E-4,5.344E-4,-0.00153,-4.111E-5,-0.001924,4.967E-5,-0.002522,1.83E-4,-0.001464,1.727E-6,junk,meditation
0.003092,8.815E-4,8.751E-4,1.76E-4,0.001346,6.177E-4,-8.224E-5,5.532E-4,-2.098E-5,9.859E-5,-7.965E-4,1.581E-4,-0.00112,3.253E-4,-4.01E-4,-1.392E-5,junk,meditation
0.002062,8.403E-4,-3.432E-4,1.663E-4,2.587E-4,5.966E-4,-0.001011,5.517E-4,-0.001543,-9.358E-6,-0.001675,2.931E-5,-0.001936,1.226E-4,-0.001141,-1.007E-4,junk,meditation
0.002431,9.168E-4,-4.954E-4,2.185E-5,1.321E-4,5.744E-4,-0.001153,5.17E-4,-0.001498,7.946E-5,-0.002099,2.212E-5,-0.002716,1.267E-4,-0.001695,-5.401E-5,junk,meditation
0.003309,0.001018,7.345E-4,1.586E-4,0.001103,5.861E-4,-3.579E-4,5.463E-4,1.131E-4,1.556E-4,-9.785E-4,1.31E-4,-0.001259,2.621E-4,-5.991E-4,-6.981E-5,junk,meditation
0.001688,0.001033,-3.568E-4,1.485E-4,8.322E-5,5.602E-4,-0.001252,5.303E-4,-0.00155,8.319E-5,-0.001722,9.862E-8,-0.001984,9.236E-5,-0.001308,-1.27E-4,junk,meditation
0.001918,0.001006,-4.971E-4,5.209E-5,-4.033E-5,5.455E-4,-0.001394,5.051E-4,-0.001814,2.303E-4,-0.002202,2.606E-5,-0.00266,1.329E-4,-0.001764,-9.378E-5,junk,meditation
0.002063,9.34E-4,3.064E-4,1.143E-4,4.47E-4,5.247E-4,-0.001016,4.983E-4,-0.001372,2.364E-4,-0.001451,8.883E-5,-0.001682,1.81E-4,-0.001088,-1.328E-4,junk,meditation
5.044E-5,9.516E-4,-0.001654,2.638E-5,-0.001071,4.864E-4,-0.00244,4.869E-4,-0.003548,-1.947E-5,-0.003025,-1.027E-4,-0.003534,-2.481E-5,-0.002438,-1.81E-4,junk,meditation
2.559E-4,9.036E-4,-7.703E-4,1.76E-5,-4.298E-4,4.724E-4,-0.001872,4.638E-4,-0.003173,1.451E-4,-0.002528,-2.499E-5,-0.00294,8.374E-5,-0.002075,-1.317E-4,junk,meditation
-8.343E-4,8.486E-4,-0.00163,3.211E-5,-0.00121,5.063E-4,-0.002448,4.669E-4,-0.004367,1.384E-6,-0.003011,-1.367E-4,-0.003399,-3.683E-5,-0.002368,-1.993E-4,junk,meditation
-7.416E-4,7.057E-4,-0.001773,-7.285E-5,-0.001179,4.576E-4,-0.002494,4.292E-4,-0.004741,-1.308E-5,-0.003417,-1.264E-4,-0.003891,-2.271E-5,-0.002734,-1.455E-4,junk,meditation
-8.054E-4,6.984E-4,-0.00155,1.251E-5,-9.599E-4,4.541E-4,-0.002311,4.475E-4,-0.004583,-3.928E-5,-0.003039,-1.171E-4,-0.003349,-2.442E-5,-0.002386,-1.703E-4,junk,meditation
-9.635E-4,6.517E-4,-0.002247,-1.107E-4,-0.001358,4.387E-4,-0.002597,4.284E-4,-0.005304,-1.321E-4,-0.003817,-1.65E-4,-0.004401,-5.351E-5,-0.002939,-1.405E-4,junk,meditation
-1.371E-4,6.602E-4,-9.925E-4,-9.739E-6,-3.53E-4,4.491E-4,-0.001713,4.597E-4,-0.004207,-4.849E-5,-0.002783,-8.534E-5,-0.003185,5.915E-5,-0.002125,-1.339E-4,junk,meditation
-3.345E-4,6.274E-4,-0.001846,-3.213E-5,-8.893E-4,4.435E-4,-0.002113,4.55E-4,-0.00467,-1.119E-4,-0.003236,-1.731E-4,-0.003719,-3.83E-5,-0.002458,-1.709E-4,junk,meditation
8.865E-4,6.197E-4,-7.357E-4,8.276E-6,1.457E-4,4.944E-4,-0.001197,4.689E-4,-0.003462,-3.939E-5,-0.002475,-2.504E-5,-0.002821,1.062E-4,-0.001799,-1.272E-4,junk,meditation
0.001775,5.386E-4,-7.173E-5,1.364E-4,7.89E-4,5.224E-4,-5.993E-4,4.808E-4,-0.002458,-1.275E-4,-0.001664,-6.314E-6,-0.001843,1.644E-4,-0.001182,-1.259E-4,junk,meditation
0.001298,6.111E-4,-0.001449,-1.153E-5,-1.836E-4,5.148E-4,-0.001439,4.811E-4,-0.003584,-1.381E-4,-0.002884,-1.139E-4,-0.003316,1.28E-5,-0.002109,-1.457E-4,junk,meditation
0.002843,6.238E-4,2.29E-4,9.645E-5,0.001245,5.785E-4,-1.352E-4,4.952E-4,-0.00139,-2.187E-5,-0.001475,3.384E-5,-0.001804,2.287E-4,-0.001022,-9.626E-5,junk,meditation
0.003032,6.943E-4,7.213E-4,1.929E-4,0.001647,5.996E-4,2.506E-4,5.38E-4,-6.224E-4,-1.096E-4,-8.14E-4,5.799E-5,-9.987E-4,2.594E-4,-4.407E-4,-1.47E-4,junk,meditation
0.002727,6.149E-4,-7.669E-4,5.299E-5,6.026E-4,5.841E-4,-7.032E-4,5.354E-4,-0.001794,-1.788E-4,-0.002184,-5.771E-5,-0.002667,8.315E-5,-0.0017,-1.089E-4,junk,meditation
0.004482,6.531E-4,6.958E-4,1.983E-4,0.001917,6.073E-4,4.981E-4,5.652E-4,4.553E-4,7.054E-5,-8.737E-4,1.313E-4,-0.001061,2.729E-4,-5.107E-4,-1.002E-4,junk,meditation
0.003997,7.858E-4,8.218E-4,2.337E-4,0.001853,6.603E-4,5.639E-4,5.698E-4,5.839E-4,7.063E-5,-4.25E-4,8.11E-5,-6.285E-4,2.495E-4,-2.492E-4,-1.555E-4,junk,meditation
0.003333,8.046E-4,-4.979E-4,5.222E-5,9.084E-4,6.147E-4,-4.885E-4,5.724E-4,-4.253E-4,-5.2E-5,-0.001899,6.954E-6,-0.002437,1.42E-4,-0.001576,-1.34E-4,junk,meditation
0.005216,7.8E-4,9.133E-4,1.861E-4,0.002068,6.595E-4,5.73E-4,6.122E-4,0.001752,8.193E-5,-5.2E-4,1.376E-4,-9.36E-4,3.005E-4,-4.579E-4,-1.159E-4,junk,meditation
0.004189,9.219E-4,6.783E-4,2.194E-4,0.001729,6.631E-4,2.652E-4,6.261E-4,0.001116,1.3E-4,-4.349E-4,7.438E-5,-7.845E-4,2.424E-4,-4.292E-4,-1.773E-4,junk,meditation
0.003315,9.848E-4,-3.684E-4,3.433E-5,7.499E-4,6.408E-4,-6.557E-4,6.095E-4,-1.632E-4,1.288E-4,-0.001897,3.174E-5,-0.002517,1.583E-4,-0.001762,-1.555E-4,junk,meditation
0.003998,0.00111,7.712E-4,1.19E-4,0.00158,6.794E-4,7.516E-5,6.288E-4,0.001274,3.596E-4,-7.411E-4,9.519E-5,-0.001147,2.599E-4,-7.856E-4,-1.56E-4,junk,meditation
0.002114,0.001101,-2.231E-4,1.154E-4,6.274E-4,6.455E-4,-8.839E-4,6.45E-4,-8.437E-4,2.677E-4,-0.001541,-7.887E-6,-0.002,1.439E-4,-0.001505,-2.246E-4,junk,meditation
0.001595,0.001179,-2.772E-4,3.561E-5,5.713E-4,6.083E-4,-0.001059,6.296E-4,-0.001235,3.393E-4,-0.001941,2.516E-5,-0.002519,1.787E-4,-0.001912,-1.737E-4,junk,meditation
0.001115,0.0011,-1.713E-4,1.163E-4,5.216E-4,6.106E-4,-0.001086,6.254E-4,-0.001627,3.487E-4,-0.001493,-4.176E-5,-0.00202,1.657E-4,-0.001599,-2.458E-4,junk,meditation
-2.302E-4,0.0011,-0.001402,-7.547E-5,-5.783E-4,5.822E-4,-0.00209,5.852E-4,-0.003862,3.468E-4,-0.003033,-1.096E-4,-0.003731,4.421E-5,-0.002921,-1.944E-4,junk,meditation
-1.877E-4,0.001095,-6.032E-4,1.273E-5,1.178E-5,5.605E-4,-0.001597,5.558E-4,-0.003312,3.635E-4,-0.002374,-6.539E-5,-0.002915,1.13E-4,-0.002363,-2.382E-4,junk,meditation
-0.001452,0.001145,-0.002207,-5.852E-5,-0.001243,5.516E-4,-0.00269,5.657E-4,-0.005009,1.768E-4,-0.003568,-1.865E-4,-0.004377,-3.508E-5,-0.00333,-2.341E-4,junk,meditation
-8.864E-4,0.001085,-0.001285,-6.598E-5,-6.025E-4,5.431E-4,-0.002139,5.547E-4,-0.004343,2.675E-4,-0.003041,-1.162E-4,-0.00371,6.045E-5,-0.002936,-2.16E-4,junk,meditation
-0.001219,0.001027,-0.002316,-9.256E-5,-0.001435,5.281E-4,-0.002886,5.659E-4,-0.005541,2.967E-4,-0.003693,-2.346E-4,-0.004487,-7.145E-5,-0.003393,-2.488E-4,junk,meditation
-5.686E-4,0.00108,-0.001672,-9.072E-5,-8.004E-4,5.313E-4,-0.002308,5.495E-4,-0.004846,3.532E-4,-0.003307,-1.756E-4,-0.004039,1.664E-5,-0.003114,-2.108E-4,junk,meditation
-8.663E-4,0.0011,-0.001948,-5.201E-5,-0.001091,5.643E-4,-0.002521,5.71E-4,-0.004845,3.146E-4,-0.00326,-2.209E-4,-0.004027,-2.208E-5,-0.003059,-2.51E-4,junk,meditation
-3.461E-4,0.00116,-0.001565,-7.106E-5,-6.217E-4,5.259E-4,-0.002182,5.64E-4,-0.004427,4.331E-4,-0.003156,-1.522E-4,-0.003895,3.023E-5,-0.002971,-1.99E-4,junk,meditation
-1.131E-5,0.001175,-9.068E-4,1.399E-5,-1.602E-4,5.49E-4,-0.001764,5.633E-4,-0.00372,4.547E-4,-0.002422,-1.229E-4,-0.003029,7.973E-5,-0.002432,-2.126E-4,junk,meditation
-6.7E-4,0.001185,-0.002153,-1.202E-4,-0.001051,5.21E-4,-0.002566,5.742E-4,-0.004915,3.728E-4,-0.003627,-1.809E-4,-0.004405,-3.105E-5,-0.00322,-1.934E-4,junk,meditation
4.34E-4,0.001216,-6.411E-4,-1.79E-5,1.504E-4,5.69E-4,-0.001545,5.946E-4,-0.003436,4.296E-4,-0.002347,-9.358E-5,-0.00299,1.291E-4,-0.002267,-2.111E-4,junk,meditation
-4.96E-4,0.001285,-0.001123,7.548E-6,-2.753E-4,5.754E-4,-0.001838,5.993E-4,-0.004026,3.111E-4,-0.002421,-1.474E-4,-0.003063,6.628E-5,-0.002369,-2.079E-4,junk,meditation
-2.602E-4,0.001214,-0.001258,-1.015E-4,-2.697E-4,5.324E-4,-0.001899,5.8E-4,-0.004171,3.596E-4,-0.002822,-1.306E-4,-0.00366,1.07E-4,-0.002666,-1.647E-4,junk,meditation
8.762E-5,0.001272,-5.459E-5,2.519E-5,6.159E-4,5.735E-4,-0.001054,5.958E-4,-0.003237,4.511E-4,-0.001807,-3.579E-5,-0.002278,2.056E-4,-0.001875,-1.633E-4,junk,meditation
-9.549E-4,0.001254,-0.001594,-2.602E-5,-5.779E-4,5.401E-4,-0.002156,5.931E-4,-0.004966,3.702E-4,-0.002902,-1.751E-4,-0.003585,2.68E-5,-0.002673,-2.1E-4,junk,meditation
-2.436E-4,0.001304,-5.172E-4,-1.39E-5,3.427E-4,5.496E-4,-0.001364,6.032E-4,-0.003779,4.483E-4,-0.002186,-9.568E-5,-0.002878,1.749E-4,-0.002172,-1.541E-4,junk,meditation
-2.323E-4,0.001276,1.726E-4,7.271E-5,8.022E-4,5.802E-4,-8.653E-4,5.924E-4,-0.003185,4.318E-4,-0.001465,-4.094E-5,-0.00188,2.071E-4,-0.001479,-2.026E-4,junk,meditation
-0.001212,0.001273,-0.001807,-7.962E-5,-7.148E-4,5.565E-4,-0.00217,5.777E-4,-0.004837,3.334E-4,-0.003133,-1.856E-4,-0.003905,2.722E-5,-0.002846,-1.928E-4,junk,meditation
-1.701E-4,0.001313,-1.889E-4,1.147E-5,5.956E-4,5.812E-4,-0.001012,5.593E-4,-0.003076,4.827E-4,-0.001852,-3.557E-5,-0.002486,2.33E-4,-0.00178,-1.707E-4,junk,meditation
-2.011E-4,0.001245,-1.596E-4,8.051E-5,5.34E-4,5.632E-4,-0.001065,5.803E-4,-0.003003,4.749E-4,-0.001596,-8.459E-5,-0.002012,1.717E-4,-0.001546,-2.134E-4,junk,meditation
-7.876E-4,0.00125,-0.001406,-1.304E-4,-4.531E-4,5.108E-4,-0.002,5.719E-4,-0.00416,4.657E-4,-0.003002,-1.524E-4,-0.003802,5.416E-5,-0.00273,-1.747E-4,junk,meditation
2.574E-4,0.00125,9.697E-5,-1.275E-6,7.571E-4,5.591E-4,-8.784E-4,5.614E-4,-0.002331,5.206E-4,-0.001675,-4.274E-5,-0.002215,2.363E-4,-0.001583,-1.786E-4,junk,meditation
-3.447E-4,0.001252,-6.143E-4,-1.094E-6,-2.389E-5,5.673E-4,-0.001506,5.646E-4,-0.003285,4.639E-4,-0.002043,-1.524E-4,-0.002571,8.223E-5,-0.001871,-2.542E-4,junk,meditation
-6.817E-5,0.001266,-0.001103,-1.441E-4,-2.364E-4,5.047E-4,-0.00188,5.533E-4,-0.00357,5.599E-4,-0.002853,-1.414E-4,-0.003618,7.425E-5,-0.002549,-1.992E-4,junk,meditation
7.239E-4,0.001269,1.852E-4,3.459E-5,7.607E-4,5.193E-4,-8.559E-4,5.449E-4,-0.002255,6.671E-4,-0.001589,-6.102E-5,-0.002098,2.056E-4,-0.001556,-2.09E-4,junk,meditation
-4.693E-4,0.001312,-9.435E-4,-2.533E-5,-3.48E-4,5.385E-4,-0.001826,5.597E-4,-0.003526,4.602E-4,-0.002434,-1.841E-4,-0.002978,4.001E-5,-0.002206,-2.752E-4,junk,meditation
-8.144E-6,0.001327,-5.934E-4,-7.888E-5,5.323E-5,4.891E-4,-0.001566,5.424E-4,-0.003209,5.829E-4,-0.002349,-1.412E-4,-0.003108,1.125E-4,-0.002207,-2.297E-4,junk,meditation
4.795E-4,0.001279,2.955E-4,2.474E-5,6.782E-4,5.095E-4,-0.001045,5.374E-4,-0.002607,7.058E-4,-0.001458,-1.248E-4,-0.001939,1.851E-4,-0.00153,-2.321E-4,junk,meditation
-8.93E-4,0.001266,-0.001759,-1.19E-4,-0.001068,4.935E-4,-0.002601,5.499E-4,-0.004953,5.471E-4,-0.003283,-3.312E-4,-0.004047,-8.485E-5,-0.00291,-2.865E-4,junk,meditation
3.145E-4,0.001318,-5.22E-4,-6.839E-5,-3.17E-5,4.945E-4,-0.001729,5.62E-4,-0.003681,6.381E-4,-0.002568,-1.93E-4,-0.003215,8.22E-5,-0.002327,-2.21E-4,junk,meditation
5.247E-4,0.001307,4.023E-4,4.058E-5,6.092E-4,5.161E-4,-0.00108,5.349E-4,-0.003065,6.621E-4,-0.001678,-1.527E-4,-0.00208,1.626E-4,-0.001553,-2.734E-4,junk,meditation
-7.002E-4,0.001255,-0.001379,-1.229E-4,-7.8E-4,4.461E-4,-0.002434,5.401E-4,-0.005033,5.383E-4,-0.003156,-3.172E-4,-0.003762,-5.091E-5,-0.002744,-2.803E-4,junk,meditation
-1.23E-4,0.001288,-1.678E-4,-4.834E-5,1.257E-4,4.724E-4,-0.001485,5.044E-4,-0.003631,5.753E-4,-0.002106,-1.928E-4,-0.002649,1.33E-4,-0.001923,-2.715E-4,junk,meditation
-8.676E-4,0.001212,-6.595E-4,-3.986E-5,-3.622E-4,4.56E-4,-0.001873,5.127E-4,-0.004419,4.912E-4,-0.002236,-2.637E-4,-0.002655,4.414E-5,-0.00196,-2.973E-4,junk,meditation
-0.001093,0.001134,-0.00109,-1.568E-4,-5.712E-4,3.887E-4,-0.002175,4.626E-4,-0.004884,5.102E-4,-0.002732,-2.703E-4,-0.003416,3.905E-5,-0.002421,-2.598E-4,junk,meditation
-6.353E-4,0.00111,-8.294E-5,-5.848E-5,1.956E-4,3.924E-4,-0.001554,4.797E-4,-0.003769,4.902E-4,-0.001801,-1.924E-4,-0.002272,1.529E-4,-0.001681,-2.475E-4,junk,meditation
-0.001741,0.001054,-0.001701,-1.841E-4,-9.939E-4,3.55E-4,-0.002599,4.49E-4,-0.005056,3.602E-4,-0.002927,-3.057E-4,-0.003582,-2.232E-5,-0.002448,-2.684E-4,junk,meditation
-7.279E-4,0.001058,-5.544E-4,-1.632E-4,-1.494E-4,3.692E-4,-0.001775,4.49E-4,-0.003751,4.011E-4,-0.002055,-2.146E-4,-0.00261,1.172E-4,-0.001854,-2.199E-4,junk,meditation
-9.438E-4,0.001071,-9.346E-4,-1.162E-4,-3.159E-4,3.611E-4,-0.001966,4.494E-4,-0.003602,3.071E-4,-0.002108,-2.368E-4,-0.002625,4.127E-5,-0.001786,-2.571E-4,junk,meditation
-8.893E-5,0.001031,-5.899E-4,-1.519E-4,4.797E-5,3.664E-4,-0.001606,4.394E-4,-0.003278,4.973E-4,-0.001933,-2.016E-4,-0.002586,1.235E-4,-0.001733,-1.989E-4,junk,meditation
4.763E-4,0.001163,2.89E-4,-7.093E-5,7.474E-4,3.91E-4,-0.001095,4.879E-4,-0.002168,5.554E-4,-0.001041,-1.442E-4,-0.001509,1.868E-4,-9.763E-4,-2.209E-4,junk,meditation
4.893E-4,0.001083,-8.99E-4,-1.635E-4,-6.557E-5,3.828E-4,-0.001736,4.77E-4,-0.003195,6.225E-4,-0.001945,-2.571E-4,-0.002653,4.019E-5,-0.001721,-2.096E-4,junk,meditation
