A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,accuracy,condition
-0.001464,-2.423E-4,-9.331E-4,-2.58E-4,-4.256E-4,3.544E-4,-6.533E-5,-2.256E-4,-0.001168,3.279E-4,-5.525E-4,1.735E-4,-4.743E-7,5.373E-5,-6.949E-5,-6.211E-5,noguesses,junk
-0.00275,-2.182E-4,-0.001132,-2.439E-4,-7.918E-4,3.314E-4,-4.284E-4,-2.378E-4,-0.001828,3.799E-4,-8.347E-4,1.939E-4,-4.616E-4,7.409E-5,-4.329E-4,-9.047E-5,noguesses,junk
-0.002738,-2.555E-4,-7.964E-4,-8.64E-5,-7.529E-4,3.045E-4,-3.957E-4,-2.368E-4,-0.001593,2.762E-4,-7.807E-4,1.856E-4,-2.617E-4,4.783E-5,-3.74E-4,-9.839E-5,noguesses,junk
-0.004527,-4.237E-4,-3.635E-4,4.786E-5,-0.001049,2.396E-4,-5.085E-4,-2.819E-4,-0.001765,3.294E-4,-8.502E-4,1.603E-4,-3.934E-4,4.312E-5,-4.31E-4,-9.868E-5,noguesses,junk
-0.004764,-3.317E-4,-9.375E-4,-6.56E-5,-0.001194,2.544E-4,-8.911E-4,-2.756E-4,-0.002218,2.503E-4,-0.001162,1.319E-4,-7.661E-4,5.566E-5,-7.168E-4,-1.139E-4,noguesses,junk
-0.004767,-2.716E-4,-8.976E-4,-1.177E-4,-0.001013,2.841E-4,-6.141E-4,-2.819E-4,-0.002455,2.065E-4,-0.001051,1.353E-4,-4.841E-4,4.224E-5,-5.06E-4,-1.065E-4,noguesses,junk
-0.004502,-2.152E-4,-9.453E-4,-1.099E-4,-0.00102,2.77E-4,-6.623E-4,-2.569E-4,-0.002693,2.295E-4,-0.001161,1.463E-4,-6.828E-4,5.264E-5,-5.86E-4,-9.744E-5,noguesses,junk
-0.003285,-2.705E-4,-0.001045,-1.205E-4,-9.8E-4,3.914E-4,-6.714E-4,-2.038E-4,-0.00241,1.899E-4,-0.001257,1.132E-4,-7.16E-4,4.783E-5,-5.64E-4,-4.571E-5,noguesses,junk
-0.001438,-3.759E-4,-8.294E-4,-1.745E-4,-5.056E-4,4.93E-4,-9.529E-5,-1.307E-4,-9.259E-4,2.682E-4,-7.968E-4,1.238E-4,-2.745E-5,4.15E-5,1.156E-4,5.019E-5,noguesses,junk
-3.106E-4,-3.77E-4,-0.001043,-2.229E-4,-3.963E-4,4.957E-4,-1.468E-4,-1.131E-4,-7.982E-4,3.456E-4,-8.236E-4,1.427E-4,-1.051E-4,7.64E-5,3.854E-5,7.017E-5,noguesses,junk
-4.809E-4,-1.211E-4,-0.001213,-2.562E-4,-5.567E-4,4.921E-4,-2.199E-4,-5.818E-5,-0.001936,3.92E-4,-8.674E-4,2.388E-4,-2.736E-4,1.279E-4,-1.633E-4,3.735E-5,noguesses,junk
-0.001168,-1.236E-4,-0.001238,-2.764E-4,-7.265E-4,5.075E-4,-2.715E-4,-8.977E-5,-0.002293,3.32E-4,-9.931E-4,2.286E-4,-3.718E-4,1.179E-4,-2.179E-4,3.923E-5,noguesses,junk
-5.002E-4,-2.388E-4,-0.001287,-2.694E-4,-6.459E-4,5.08E-4,-3.185E-4,-9.716E-5,-0.002038,3.532E-4,-0.001033,2.116E-4,-3.907E-4,1.202E-4,-2.89E-4,3.46E-5,noguesses,junk
-3.527E-4,-2.502E-4,-0.001112,-2.821E-4,-4.606E-4,4.934E-4,-8.773E-5,-8.588E-5,-0.001611,3.17E-4,-8.548E-4,1.792E-4,-1.444E-4,9.328E-5,-1.632E-6,5.325E-5,noguesses,junk
-2.591E-4,-3.456E-4,-0.001075,-2.316E-4,-6.228E-4,5.446E-4,-1.973E-4,-1.006E-4,-0.001181,3.376E-4,-9.771E-4,1.68E-4,-2.841E-4,9.148E-5,-1.082E-4,6.837E-5,noguesses,junk
-3.106E-4,-3.77E-4,-0.001043,-2.229E-4,-3.963E-4,4.957E-4,-1.468E-4,-1.131E-4,-7.982E-4,3.456E-4,-8.236E-4,1.427E-4,-1.051E-4,7.64E-5,3.854E-5,7.017E-5,noguesses,junk
2.052E-4,2.678E-4,-6.746E-4,-2.059E-4,-5.209E-5,4.335E-4,1.773E-4,3.934E-5,-0.002315,2.946E-4,6.584E-5,1.7E-4,2.904E-5,6.872E-5,3.423E-4,2.855E-5,noguesses,junk
1.866E-4,1.754E-4,-6.221E-4,-1.174E-4,-1.85E-4,4.604E-4,-1.144E-4,2.696E-5,-0.002286,3.857E-4,-1.124E-4,1.745E-4,-1.847E-4,7.939E-5,5.654E-5,2.418E-5,noguesses,junk
1.883E-4,8.211E-5,-1.043E-4,3.142E-5,-1.79E-5,4.43E-4,2.034E-5,3.032E-5,-0.001963,4.247E-4,9.894E-5,1.89E-4,1.417E-5,1.009E-4,2.444E-4,8.082E-6,noguesses,junk
-4.22E-4,1.122E-4,1.203E-5,1.115E-4,-2.603E-4,4.973E-4,-3.689E-5,6.094E-6,-0.001958,4.526E-4,1.396E-5,2.005E-4,-3.235E-5,9.885E-5,1.693E-4,5.013E-6,noguesses,junk
-0.001755,1.898E-4,-2.527E-4,1.197E-4,-4.083E-4,4.191E-4,-3.935E-4,-2.148E-5,-0.001768,5.331E-4,-5.823E-6,2.175E-4,-9.038E-5,1.259E-4,9.268E-5,4.902E-6,noguesses,junk
-0.001942,1.092E-4,-1.475E-4,1.322E-4,-4.085E-4,4.305E-4,-2.274E-4,-1.684E-5,-0.001885,4.699E-4,9.734E-5,2.077E-4,1.872E-5,1.198E-4,2.243E-4,8.717E-6,noguesses,junk
-0.001926,9.723E-5,-3.112E-4,1.336E-4,-5.827E-4,4.519E-4,-5.039E-4,-1.455E-5,-0.001976,5.484E-4,-1.047E-4,2.205E-4,-1.992E-4,1.306E-4,-3.308E-5,2.044E-5,noguesses,junk
-0.001696,1.397E-4,-1.919E-4,1.541E-4,-4.447E-4,4.392E-4,-3.745E-4,-3.573E-6,-0.001613,5.615E-4,6.537E-5,2.342E-4,-8.144E-5,1.416E-4,1.292E-4,9.802E-6,noguesses,junk
-0.001957,1.242E-4,-1.605E-4,1.606E-4,-5.022E-4,4.648E-4,-3.221E-4,-4.532E-7,-0.001611,5.267E-4,9.413E-5,2.376E-4,-1.599E-5,1.409E-4,1.605E-4,3.068E-5,noguesses,junk
-0.001533,1.358E-4,-2.037E-4,1.816E-4,-5.303E-4,4.716E-4,-5.17E-4,3.112E-5,-0.001473,6.103E-4,-2.786E-5,2.514E-4,-2.2E-4,1.595E-4,-3.217E-5,2.715E-5,noguesses,junk
-0.001433,8.573E-5,-3.87E-5,1.941E-4,-4.421E-4,4.679E-4,-2.749E-4,2.473E-5,-0.001425,5.872E-4,1.922E-4,2.505E-4,-1.205E-5,1.585E-4,1.981E-4,3.529E-5,noguesses,junk
-0.001676,1.95E-4,-1.584E-4,2.048E-4,-6.048E-4,4.928E-4,-4.954E-4,3.808E-5,-0.001439,5.982E-4,3.466E-5,2.618E-4,-1.953E-4,1.671E-4,-1.099E-5,3.789E-5,noguesses,junk
-0.001213,1.041E-4,-1.209E-4,2.174E-4,-4.718E-4,4.867E-4,-3.768E-4,3.892E-5,-0.001305,6.878E-4,1.559E-4,2.806E-4,-1.08E-4,1.824E-4,8.942E-5,4.442E-5,noguesses,junk
-0.002472,2.042E-4,-2.04E-4,2.106E-4,-6.281E-4,4.664E-4,-4.499E-4,2.449E-5,-0.00122,6.22E-4,2.114E-4,2.827E-4,-2.427E-6,1.755E-4,1.888E-4,5.914E-5,noguesses,junk
-0.001758,1.893E-4,-2.653E-4,2.125E-4,-6.383E-4,4.93E-4,-6.151E-4,3.307E-5,-0.00122,6.775E-4,3.218E-5,2.953E-4,-2.402E-4,1.959E-4,-5.585E-5,7.269E-5,noguesses,junk
8.791E-4,7.98E-5,2.153E-4,2.698E-4,-1.5E-4,5.817E-4,3.805E-6,1.156E-4,-0.001188,6.328E-4,1.81E-4,2.914E-4,-7.986E-5,1.926E-4,1.49E-4,7.609E-5,noguesses,junk
5.629E-4,1.209E-4,4.618E-5,2.719E-4,-3.306E-4,6.11E-4,-2.802E-4,1.329E-4,-0.001637,6.259E-4,-9.5E-5,2.915E-4,-3.165E-4,1.889E-4,-1.149E-4,6.816E-5,noguesses,junk
9.52E-4,3.679E-5,3.686E-5,2.667E-4,-2.93E-4,6.065E-4,-2.267E-4,1.237E-4,-0.00158,6.376E-4,-5.204E-5,2.879E-4,-3.358E-4,2.092E-4,-9.673E-5,7.858E-5,noguesses,junk
2.76E-4,1.477E-4,8.91E-5,2.791E-4,-3.334E-4,5.951E-4,-2.026E-4,1.341E-4,-0.002016,6.372E-4,-8.844E-5,2.763E-4,-3.021E-4,1.908E-4,-8.137E-5,7.42E-5,noguesses,junk
5.897E-4,1.086E-4,-2.022E-5,2.722E-4,-4.382E-4,6.157E-4,-3.306E-4,1.026E-4,-0.002119,6.194E-4,-3.111E-4,2.718E-4,-5.392E-4,1.991E-4,-3.425E-4,8.101E-5,noguesses,junk
4.9E-4,1.157E-4,1.101E-5,2.728E-4,-3.327E-4,5.892E-4,-2.048E-4,1.085E-4,-0.002194,5.269E-4,-2.271E-4,2.668E-4,-4.215E-4,1.969E-4,-1.664E-4,7.44E-5,noguesses,junk
-1.877E-5,1.056E-4,-1.374E-4,2.575E-4,-5.966E-4,6.074E-4,-4.283E-4,9.416E-5,-0.002426,4.912E-4,-4.772E-4,2.646E-4,-6.53E-4,1.854E-4,-4.285E-4,7.577E-5,noguesses,junk
2.709E-4,-9.863E-6,-1.003E-4,2.682E-4,-4.75E-4,5.971E-4,-3.64E-4,8.477E-5,-0.002353,5.25E-4,-3.93E-4,2.602E-4,-5.386E-4,1.911E-4,-3.609E-4,7.415E-5,noguesses,junk
-4.41E-4,3.686E-5,-8.875E-5,2.729E-4,-5.623E-4,5.886E-4,-3.927E-4,8.66E-5,-0.002673,4.919E-4,-4.487E-4,2.459E-4,-6.019E-4,1.841E-4,-3.565E-4,6.646E-5,noguesses,junk
1.723E-5,-7.815E-5,-1.97E-4,2.874E-4,-5.957E-4,6.275E-4,-4.704E-4,6.249E-5,-0.002549,5.311E-4,-5.802E-4,2.559E-4,-7.168E-4,1.906E-4,-5.293E-4,7.016E-5,noguesses,junk
-2.155E-5,-1.027E-5,-1.471E-5,3.03E-4,-4.685E-4,5.939E-4,-3.006E-4,7.33E-5,-0.002511,5.067E-4,-4.3E-4,2.431E-4,-5.615E-4,1.815E-4,-3.231E-4,4.966E-5,noguesses,junk
-1.054E-4,3.061E-5,-4.554E-5,3.322E-4,-6.507E-4,6.329E-4,-4.395E-4,6.875E-5,-0.002537,5.132E-4,-6.165E-4,2.49E-4,-7.29E-4,1.685E-4,-5.581E-4,5.489E-5,noguesses,junk
4.441E-4,-2.32E-5,4.375E-5,3.423E-4,-4.625E-4,6.046E-4,-3.197E-4,5.523E-5,-0.00223,5.719E-4,-4.888E-4,2.589E-4,-6.092E-4,1.791E-4,-4.494E-4,4.694E-5,noguesses,junk
-4.749E-6,7.371E-5,2.113E-4,3.612E-4,-4.608E-4,6.157E-4,-2.275E-4,6.58E-5,-0.002144,5.171E-4,-4.114E-4,2.646E-4,-4.827E-4,1.624E-4,-3.132E-4,2.821E-5,noguesses,junk
6.302E-4,-8.095E-5,6.879E-5,3.945E-4,-5.03E-4,6.573E-4,-3.203E-4,5.138E-5,-0.001924,5.547E-4,-5.138E-4,2.5E-4,-6.677E-4,1.642E-4,-5.186E-4,3.903E-5,noguesses,junk
7.214E-4,-6.746E-5,3.42E-4,4.157E-4,-2.715E-4,6.373E-4,-6.545E-5,8.482E-5,-0.001552,5.484E-4,-2.569E-4,2.544E-4,-3.84E-4,1.518E-4,-2.238E-4,2.821E-5,noguesses,junk
8.433E-4,6.113E-6,2.85E-4,4.12E-4,-3.584E-4,6.597E-4,-8.856E-5,5.096E-5,-0.001471,5.998E-4,-3.252E-4,2.747E-4,-3.652E-4,1.508E-4,-2.87E-4,2.402E-5,noguesses,junk
0.001367,-4.398E-5,3.238E-4,4.343E-4,-3.072E-4,6.28E-4,-1.521E-4,4.906E-5,-0.001004,6.939E-4,-2.68E-4,2.907E-4,-4.323E-4,1.695E-4,-3.273E-4,1.378E-5,noguesses,junk
0.001217,2.927E-5,4.37E-4,3.875E-4,-2.735E-4,5.983E-4,6.069E-5,1.619E-5,-7.759E-4,7.175E-4,-6.459E-5,2.979E-4,-1.56E-4,1.601E-4,-9.606E-5,1.736E-5,noguesses,junk
0.001291,4.088E-5,1.548E-4,3.677E-4,-3.827E-4,5.724E-4,-1.919E-4,-4.251E-5,-7.823E-4,6.91E-4,-2.588E-4,2.818E-4,-3.349E-4,1.527E-4,-2.905E-4,-3.765E-7,noguesses,junk
0.001032,-2.057E-5,1.445E-4,3.274E-4,-3.991E-4,5.165E-4,-1.314E-4,-6.461E-5,-6.533E-4,7.058E-4,-1.85E-4,2.722E-4,-2.826E-4,1.371E-4,-1.838E-4,6.758E-7,noguesses,junk
0.001055,-3.493E-5,1.816E-4,2.98E-4,-4.314E-4,4.858E-4,-5.685E-5,-1.473E-4,-7.192E-4,7.364E-4,-1.807E-4,2.393E-4,-1.289E-4,1.214E-4,-1.422E-4,-2.942E-5,noguesses,junk
9.779E-4,-1.26E-4,6.02E-4,4.414E-4,-6.761E-4,4.365E-4,-3.011E-4,-1.161E-4,-8.134E-4,9.797E-4,-5.01E-4,2.29E-4,-4.611E-4,1.477E-4,-4.417E-4,-6.623E-5,noguesses,junk
0.001798,2.804E-4,0.00154,4.739E-4,-5.612E-4,4.273E-4,1.979E-4,2.777E-6,-5.377E-4,0.001195,-2.954E-4,2.552E-4,-2.377E-4,1.353E-4,-3.479E-4,-8.834E-5,noguesses,junk
0.001632,6.837E-4,0.001272,3.334E-4,-7.509E-4,3.844E-4,1.206E-4,3.174E-5,-8.141E-4,0.0012,-4.537E-4,2.455E-4,-2.695E-4,1.234E-4,-5.064E-4,-1.422E-4,noguesses,junk
1.085E-4,2.58E-4,8.922E-4,4.006E-4,-7.269E-4,4.08E-4,8.914E-6,4.29E-5,-0.001658,9.197E-4,-5.685E-4,2.6E-4,-5.119E-4,1.121E-4,-5.407E-4,-8.532E-5,noguesses,junk
-5.544E-4,-1.214E-4,-1.165E-4,1.329E-4,-2.396E-4,5.085E-4,1.313E-4,-1.039E-4,-0.002257,5.431E-4,-5.548E-4,1.869E-4,-1.647E-4,6.514E-5,-1.472E-4,-2.791E-5,noguesses,junk
-6.299E-4,-1.582E-4,-2.838E-4,8.559E-5,-3.404E-4,5.159E-4,-4.662E-5,-7.594E-5,-0.002747,4.992E-4,-7.75E-4,1.578E-4,-3.326E-4,5.284E-5,-2.555E-4,-3.389E-5,noguesses,junk
-9.124E-4,-1.225E-4,-3.245E-4,2.683E-5,-2.893E-4,5.165E-4,1.42E-4,-7.584E-5,-0.00292,4.54E-4,-7.609E-4,1.455E-4,-3.094E-4,3.916E-5,-1.68E-4,-2.433E-5,noguesses,junk
-7.454E-4,-9.098E-6,-3.254E-4,-2.062E-5,-9.73E-5,5.428E-4,2.103E-4,-5.11E-5,-0.002809,3.483E-4,-7.56E-4,1.139E-4,-1.093E-4,1.642E-5,-4.542E-5,-4.01E-5,noguesses,junk
-0.001192,-7.268E-5,-4.964E-4,-2.12E-5,-3.571E-4,5.103E-4,3.139E-5,-4.952E-5,-0.003264,4.32E-4,-9.248E-4,1.136E-4,-4.267E-4,2.192E-5,-2.25E-4,-3.221E-5,noguesses,junk
-0.001016,-8.391E-5,-3.758E-4,-4.476E-5,-2.219E-4,5.121E-4,1.762E-4,-6.769E-5,-0.002978,4.522E-4,-7.59E-4,1.273E-4,-1.629E-4,1.279E-5,-4.068E-5,-2.689E-5,noguesses,junk
-7.721E-4,-1.242E-4,-3.826E-4,-5.157E-5,-8.044E-5,5.198E-4,1.876E-4,-4.96E-5,-0.002888,4.428E-4,-7.006E-4,1.202E-4,-1.054E-5,1.057E-5,9.161E-5,-3.876E-5,noguesses,junk
-0.001028,-1.839E-4,-4.204E-4,-1.73E-5,-3.224E-4,5.285E-4,1.257E-4,-4.747E-5,-0.003029,4.795E-4,-8.067E-4,1.274E-4,-3.116E-4,2.227E-5,-1.237E-4,-1.055E-5,noguesses,junk
-0.001037,-1.559E-4,-3.382E-4,-4.028E-5,-1.228E-4,5.332E-4,1.906E-4,-3.589E-5,-0.002493,4.804E-4,-6.599E-4,1.424E-4,-1.974E-5,1.947E-5,6.3E-5,-2.235E-5,noguesses,junk
-8.853E-4,-5.772E-5,-2.68E-4,1.704E-5,-1.771E-4,5.372E-4,2.388E-4,-1.601E-5,-0.002532,5.668E-4,-5.912E-4,1.397E-4,-4.551E-6,3.352E-5,1.465E-4,-1.013E-5,noguesses,junk
-0.001238,-8.36E-5,-3.001E-4,8.379E-6,-3.226E-4,5.405E-4,9.136E-5,-5.843E-6,-0.002219,6.181E-4,-6.701E-4,1.453E-4,-1.914E-4,4.342E-5,-3.953E-5,-4.518E-6,noguesses,junk
-1.607E-4,-8.693E-5,-1.07E-4,3.59E-5,-1.279E-4,5.636E-4,2.159E-4,-2.076E-5,-0.001885,6.402E-4,-5.013E-4,1.674E-4,3.811E-5,3.806E-5,1.122E-4,-2.348E-5,noguesses,junk
-0.001243,-3.057E-5,-5.147E-4,-1.786E-5,-3.825E-4,5.292E-4,-4.3E-5,-3.349E-5,-0.002161,4.855E-4,-5.22E-4,2.01E-4,-2.102E-4,4.193E-5,-3.421E-5,-2.066E-6,noguesses,junk
-9.993E-4,-1.166E-4,-5.405E-4,-7.04E-5,-3.006E-4,5.541E-4,-3.506E-5,-6.47E-5,-0.00184,4.626E-4,-4.651E-4,2.216E-4,-1.187E-4,4.697E-5,-4.128E-5,9.069E-7,noguesses,junk
-8.989E-4,-1.292E-4,-5.47E-4,-4.906E-5,-2.622E-4,5.509E-4,3.192E-5,-3.324E-5,-0.001991,4.668E-4,-4.091E-4,2.037E-4,-8.627E-5,4.458E-5,6.743E-5,-1.078E-5,noguesses,junk
-0.001193,-9.896E-5,-6.71E-4,-6.512E-5,-4.675E-4,5.526E-4,-1.192E-4,-2.005E-5,-0.00203,4.78E-4,-5.535E-4,2.132E-4,-3.555E-4,4.434E-5,-1.786E-4,-1.922E-6,noguesses,junk
-9.688E-4,-6.498E-5,-9.755E-4,-1.584E-4,-3.925E-4,5.599E-4,-1.554E-4,-6.626E-5,-0.001984,3.91E-4,-4.921E-4,1.985E-4,-1.895E-4,4.069E-5,-9.603E-5,-3.55E-5,noguesses,junk
-0.001755,8.068E-6,-0.001054,-1.235E-4,-6.073E-4,5.314E-4,-3.315E-4,-3.464E-5,-0.002539,3.538E-4,-6.709E-4,1.847E-4,-4.698E-4,3.056E-5,-2.851E-4,-2.666E-5,noguesses,junk
-0.001363,-1.92E-5,-0.001009,-1.491E-4,-5.831E-4,5.842E-4,-3.135E-4,-4.927E-5,-0.002251,4.063E-4,-6.668E-4,1.947E-4,-3.826E-4,3.342E-5,-3.032E-4,-1.527E-5,noguesses,junk
-0.001399,-1.043E-4,-7.955E-4,-7.618E-5,-5.192E-4,5.147E-4,-3.136E-4,-2.624E-5,-0.002353,4.101E-4,-6.175E-4,1.589E-4,-2.878E-4,2.391E-5,-1.333E-4,-2.8E-5,noguesses,junk
-0.001288,-2.278E-4,-2.265E-4,1.537E-4,-7.585E-4,5.72E-4,-3.68E-4,1.702E-5,-0.002495,4.975E-4,-8.353E-4,1.665E-4,-6.049E-4,2.423E-5,-4.021E-4,-3.266E-5,noguesses,junk
-7.362E-4,-9.016E-5,-7.517E-4,-3.231E-5,-5.01E-4,5.815E-4,-2.598E-4,7.124E-6,-0.002636,4.3E-4,-7.762E-4,1.615E-4,-4.637E-4,2.342E-5,-3.665E-4,-5.963E-5,noguesses,junk
-0.00163,3.181E-5,-8.669E-4,-7.309E-5,-7.419E-4,5.498E-4,-3.798E-4,2.759E-5,-0.003206,3.875E-4,-9.061E-4,1.626E-4,-6.544E-4,2.504E-5,-4.258E-4,-5.774E-5,noguesses,junk
-0.001118,-5.342E-5,-8.652E-4,-7.181E-5,-7.648E-4,6.04E-4,-4.483E-4,2.787E-5,-0.002948,3.77E-4,-9.854E-4,1.638E-4,-7.242E-4,1.998E-5,-5.654E-4,-3.801E-5,noguesses,junk
-8.195E-4,-1.492E-4,-7.042E-4,-4.018E-5,-4.662E-4,5.964E-4,-1.994E-4,7.38E-5,-0.002691,3.463E-4,-8.124E-4,1.343E-4,-4.62E-4,7.794E-7,-2.764E-4,-3.881E-5,noguesses,junk
-0.00134,-6.328E-5,-6.231E-4,1.132E-5,-7.602E-4,6.272E-4,-2.994E-4,8.449E-5,-0.002996,3.517E-4,-9.659E-4,1.262E-4,-6.077E-4,-5.939E-6,-3.427E-4,-3.236E-5,noguesses,junk
-9.165E-4,-7.1E-5,-0.001028,-7.003E-5,-6.875E-4,5.991E-4,-4.621E-4,6.125E-5,-0.002921,3.711E-4,-0.001012,1.458E-4,-6.903E-4,1.853E-5,-4.623E-4,-3.089E-5,noguesses,junk
-0.001924,1.149E-5,-0.001156,-1.873E-4,-7.383E-4,5.547E-4,-3.98E-4,-2.536E-6,-0.003388,2.873E-4,-8.819E-4,1.483E-4,-5.63E-4,2.75E-5,-3.478E-4,-4.009E-5,noguesses,junk
-0.002038,-5.452E-5,-0.00127,-1.801E-4,-9.042E-4,5.655E-4,-5.903E-4,-1.453E-5,-0.003557,2.606E-4,-0.001095,1.453E-4,-7.085E-4,2.334E-5,-5.369E-4,-5.427E-5,noguesses,junk
-0.001706,-7.721E-5,-0.001185,-1.654E-4,-7.716E-4,5.427E-4,-5.096E-4,6.287E-6,-0.003458,3.293E-4,-0.001044,1.366E-4,-6.7E-4,3.356E-5,-4.557E-4,-5.548E-5,noguesses,junk
-0.001384,-1.222E-4,-0.001043,-1.71E-4,-6.77E-4,5.778E-4,-2.956E-4,7.356E-6,-0.003357,2.506E-4,-9.587E-4,1.169E-4,-4.829E-4,1.395E-5,-3.053E-4,-3.054E-5,noguesses,junk
-0.001246,-1.39E-4,-0.001242,-1.512E-4,-8.023E-4,5.851E-4,-5.883E-4,3.322E-5,-0.00326,2.584E-4,-0.001168,1.115E-4,-7.749E-4,2.719E-5,-5.316E-4,-3.294E-5,noguesses,junk
-0.001564,-9.3E-5,-0.001056,-1.651E-4,-7.371E-4,5.672E-4,-3.822E-4,3.157E-5,-0.002937,2.538E-4,-9.585E-4,1.12E-4,-5.379E-4,2.27E-5,-3.367E-4,-2.359E-5,noguesses,junk
-0.001884,-1.353E-4,-8.424E-4,-9.344E-5,-6.622E-4,5.621E-4,-3.162E-4,-6.223E-6,-0.002904,2.448E-4,-9.731E-4,9.545E-5,-4.337E-4,1.99E-5,-3.18E-4,-4.432E-5,noguesses,junk
-0.002669,-1.406E-4,-9.216E-4,-5.441E-5,-0.001016,5.109E-4,-7.024E-4,1.912E-5,-0.003252,3.637E-4,-0.00123,1.062E-4,-8.73E-4,4.213E-5,-6.425E-4,-6.026E-5,noguesses,junk
-0.002993,-2.317E-4,-6.291E-4,1.071E-5,-0.001012,4.776E-4,-4.725E-4,-1.253E-5,-0.002947,4.348E-4,-9.96E-4,1.221E-4,-6.387E-4,5.418E-5,-4.922E-4,-5.503E-5,noguesses,junk
-0.00227,-2.122E-4,2.108E-4,2.838E-4,-9.346E-4,4.927E-4,-4.506E-4,5.375E-5,-0.002337,5.365E-4,-9.626E-4,1.132E-4,-4.428E-4,5.648E-5,-4.543E-4,-7.813E-5,noguesses,junk
-0.001854,-1.401E-4,4.618E-4,4.425E-4,-0.001152,5.003E-4,-4.633E-4,1.307E-4,-0.002375,6.707E-4,-0.00103,1.732E-4,-7.564E-4,8.269E-5,-6.424E-4,-4.631E-5,noguesses,junk
-0.001369,-1.034E-4,-3.547E-4,1.366E-4,-7.215E-4,5.185E-4,-2.65E-4,6.936E-5,-0.001653,5.022E-4,-6.384E-4,2.514E-4,-3.244E-4,1.081E-4,-2.861E-4,4.311E-6,noguesses,junk
-0.001835,-2.321E-4,-0.001072,-1.545E-4,-7.34E-4,5.201E-4,-4.293E-4,-1.288E-5,-0.00167,3.581E-4,-6.42E-4,2.438E-4,-2.742E-4,1.188E-4,-2.149E-4,5.786E-6,noguesses,junk
-0.002279,-2.334E-4,-0.001156,-1.281E-4,-9.092E-4,5.098E-4,-4.777E-4,-1.33E-5,-0.00203,4.544E-4,-7.113E-4,2.544E-4,-5.341E-4,1.279E-4,-4.067E-4,2.655E-5,noguesses,junk
-0.001849,-2.037E-4,-0.001078,-1.564E-4,-7.167E-4,5.222E-4,-4.324E-4,-2.128E-5,-0.001631,3.57E-4,-6.328E-4,2.534E-4,-2.856E-4,1.178E-4,-2.803E-4,5.392E-6,noguesses,junk
-0.001615,-1.879E-4,-0.001046,-1.021E-4,-8.78E-4,5.216E-4,-4.735E-4,-8.907E-6,-0.002099,4.268E-4,-8.074E-4,2.456E-4,-6.031E-4,1.279E-4,-4.929E-4,2.231E-5,noguesses,junk
-0.001806,-1.531E-4,-9.429E-4,-9.383E-5,-7.663E-4,5.286E-4,-4.066E-4,-3.889E-6,-0.001692,4.142E-4,-7.348E-4,2.773E-4,-5.176E-4,1.382E-4,-4.48E-4,2.315E-5,noguesses,junk
-0.001398,-2.001E-4,-9.263E-4,-1.042E-4,-6.464E-4,5.297E-4,-3.005E-4,-2.94E-5,-0.001655,4.523E-4,-6.747E-4,2.663E-4,-3.073E-4,1.364E-4,-3.163E-4,5.868E-6,noguesses,junk
-0.002034,-1.776E-4,-0.001049,-9.759E-5,-9.388E-4,5.012E-4,-4.697E-4,-4.09E-6,-0.002271,4.95E-4,-8.869E-4,2.608E-4,-6.673E-4,1.422E-4,-5.33E-4,7.433E-6,noguesses,junk
-0.001765,-9.589E-5,-0.001134,-1.455E-4,-8.106E-4,5.181E-4,-4.253E-4,-3.598E-5,-0.00199,4.77E-4,-8.331E-4,2.59E-4,-4.775E-4,1.334E-4,-4.71E-4,1.396E-5,noguesses,junk
-0.0015,-1.304E-4,-0.001288,-1.851E-4,-7.288E-4,4.769E-4,-3.394E-4,-3.942E-5,-0.002257,4.128E-4,-7.988E-4,2.274E-4,-4.216E-4,1.229E-4,-3.224E-4,1.766E-5,noguesses,junk
-0.002926,-1.366E-4,-0.001193,-1.104E-4,-0.001134,4.592E-4,-6.415E-4,-7.582E-5,-0.002503,4.585E-4,-0.00106,2.447E-4,-7.751E-4,1.399E-4,-6.346E-4,2.312E-5,noguesses,junk
-0.001613,-1.665E-4,-0.001136,-1.509E-4,-7.685E-4,4.923E-4,-3.894E-4,-7.145E-5,-0.002521,3.984E-4,-9.761E-4,2.336E-4,-5.076E-4,1.122E-4,-4.717E-4,-2.394E-6,noguesses,junk
-0.002718,-1.896E-5,-0.001193,-1.967E-4,-9.176E-4,4.3E-4,-4.744E-4,-7.235E-5,-0.002999,3.148E-4,-0.001043,2.259E-4,-5.718E-4,1.061E-4,-4.22E-4,-1.476E-5,junk,junk
-0.002166,-1.058E-4,-0.001278,-2.124E-4,-0.001034,4.711E-4,-5.48E-4,-1.003E-4,-0.002818,4.263E-4,-0.001168,2.409E-4,-7.49E-4,1.297E-4,-6.279E-4,1.875E-5,junk,easy
0.001113,5.438E-4,0.001475,2.361E-4,1.393E-4,-5.053E-5,4.574E-4,9.694E-5,4.532E-4,3.981E-4,5.384E-4,-1.179E-4,-1.766E-4,-1.328E-4,5.812E-4,-3.852E-5,junk,easy
4.739E-4,0.001398,0.00185,2.46E-4,1.835E-4,-7.507E-5,8.042E-4,2.337E-4,9.894E-5,3.781E-4,6.332E-4,-9.996E-5,-1.407E-4,-1.258E-4,6.706E-4,-7.322E-5,junk,easy
