A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition
0.006569,3.026E-4,0.004536,-0.00176,0.004492,-0.001606,0.002599,-9.4E-4,0.01598,0.002441,0.005239,1.991E-4,0.005036,-5.604E-4,0.00481,-0.001315,junk
0.006189,2.79E-4,0.004266,-0.001808,0.004071,-0.001615,0.002209,-9.496E-4,0.01435,0.002391,0.003781,1.868E-4,0.00328,-5.753E-4,0.00349,-0.001262,junk
0.00677,2.301E-4,0.004666,-0.001798,0.004606,-0.001633,0.002695,-9.674E-4,0.01613,0.002485,0.005284,2.226E-4,0.005116,-4.888E-4,0.004786,-0.001233,junk
0.005713,1.983E-4,0.003932,-0.00181,0.0038,-0.001629,0.001928,-9.283E-4,0.01384,0.002285,0.003831,1.147E-4,0.003364,-6.509E-4,0.003527,-0.001348,junk
0.006255,1.802E-4,0.004232,-0.001822,0.004116,-0.001655,0.002289,-9.875E-4,0.01434,0.002318,0.004181,1.771E-4,0.003815,-5.817E-4,0.003822,-0.001271,junk
0.006037,1.555E-4,0.004105,-0.001815,0.003957,-0.001631,0.002113,-9.427E-4,0.01439,0.002231,0.004346,1.512E-4,0.004003,-5.948E-4,0.003975,-0.001338,junk
0.00592,1.063E-4,0.003889,-0.001862,0.003676,-0.001652,0.001932,-9.878E-4,0.01288,0.002207,0.003026,1.501E-4,0.002381,-6.345E-4,0.002878,-0.001249,junk
0.006622,1.118E-4,0.004395,-0.001817,0.004269,-0.001643,0.002448,-9.699E-4,0.01467,0.002254,0.0045,1.845E-4,0.004158,-5.347E-4,0.004225,-0.001286,junk
0.006117,1.134E-4,0.003895,-0.00183,0.003663,-0.001638,0.001969,-9.742E-4,0.01319,0.002085,0.003148,9.55E-5,0.002515,-6.713E-4,0.003148,-0.001319,junk
0.007109,9.84E-5,0.00459,-0.001808,0.004405,-0.001629,0.002599,-9.679E-4,0.01505,0.00224,0.004536,2.017E-4,0.004156,-5.121E-4,0.004298,-0.001238,junk
0.007037,1.613E-4,0.004508,-0.001788,0.004357,-0.001617,0.002599,-9.565E-4,0.01524,0.002181,0.004617,1.802E-4,0.004234,-5.358E-4,0.004387,-0.001248,junk
0.007527,7.887E-5,0.004592,-0.001795,0.004449,-0.001641,0.002655,-9.649E-4,0.01485,0.002209,0.004131,1.979E-4,0.003648,-5.296E-4,0.004076,-0.001223,junk
0.008392,5.866E-5,0.005135,-0.001779,0.005028,-0.001615,0.003172,-9.663E-4,0.01668,0.002299,0.005739,2.636E-4,0.00559,-4.307E-4,0.005484,-0.001182,junk
0.007443,1.192E-4,0.004522,-0.001778,0.004322,-0.001615,0.002607,-9.492E-4,0.01483,0.002038,0.004385,1.313E-4,0.003924,-5.594E-4,0.004257,-0.00126,junk
0.008328,4.063E-5,0.004908,-0.001796,0.004716,-0.001612,0.002942,-9.552E-4,0.01562,0.002151,0.004747,2.275E-4,0.004366,-4.506E-4,0.00471,-0.001197,junk
0.008439,9.06E-5,0.005249,-0.001771,0.005117,-0.001617,0.003268,-9.367E-4,0.01672,0.002249,0.005969,2.511E-4,0.005911,-4.209E-4,0.005724,-0.001216,junk
0.007301,7.211E-5,0.004312,-0.001798,0.004035,-0.001601,0.002438,-9.52E-4,0.01373,0.00193,0.003668,9.776E-5,0.003068,-6.006E-4,0.003707,-0.001279,junk
0.008496,4.044E-5,0.004953,-0.001771,0.00481,-0.001612,0.00299,-9.347E-4,0.01546,0.002102,0.004828,1.97E-4,0.004434,-4.569E-4,0.004621,-0.001154,junk
0.008496,1.613E-4,0.005167,-0.001736,0.005034,-0.001575,0.003179,-9.218E-4,0.01639,0.002157,0.005801,2.332E-4,0.005661,-4.233E-4,0.00556,-0.001218,junk
0.008221,1.161E-4,0.004658,-0.001757,0.00446,-0.001591,0.002731,-9.227E-4,0.01466,0.001988,0.00422,1.338E-4,0.003613,-5.32E-4,0.004083,-0.001203,junk
0.008899,1.445E-4,0.005314,-0.001744,0.005111,-0.001579,0.003248,-9.182E-4,0.01662,0.002139,0.005721,2.156E-4,0.005467,-3.924E-4,0.005522,-0.001181,junk
0.008421,1.452E-4,0.004914,-0.001735,0.004654,-0.001551,0.00289,-8.898E-4,0.01567,0.002059,0.005226,1.841E-4,0.004961,-4.95E-4,0.005,-0.00124,junk
0.008507,1.857E-4,0.004842,-0.001737,0.004598,-0.001577,0.00278,-9.05E-4,0.01513,0.002093,0.004386,2.104E-4,0.003912,-4.573E-4,0.004399,-0.001217,junk
0.008894,2.036E-4,0.005313,-0.001736,0.005145,-0.00156,0.003283,-8.958E-4,0.01704,0.002175,0.006035,2.365E-4,0.005886,-3.7E-4,0.005743,-0.001173,junk
0.007742,1.352E-4,0.0046,-0.001735,0.004358,-0.001577,0.002574,-8.929E-4,0.01486,0.00199,0.004687,1.135E-4,0.004222,-5.375E-4,0.004472,-0.001292,junk
0.007934,1.489E-4,0.004685,-0.001734,0.004507,-0.00158,0.002703,-9.14E-4,0.01495,0.002064,0.004393,1.79E-4,0.003858,-4.673E-4,0.004147,-0.001195,junk
0.00825,1.621E-4,0.005072,-0.00172,0.004959,-0.001576,0.002994,-8.833E-4,0.01645,0.002158,0.005767,1.996E-4,0.005518,-4.008E-4,0.0054,-0.001187,junk
0.007072,1.935E-4,0.004324,-0.001745,0.004075,-0.001553,0.002331,-9.174E-4,0.01444,0.00193,0.004141,7.224E-5,0.00358,-5.613E-4,0.003826,-0.001244,junk
0.007721,2.505E-4,0.004877,-0.001749,0.004735,-0.001581,0.002781,-8.845E-4,0.01591,0.002155,0.005236,1.908E-4,0.004914,-4.101E-4,0.004944,-0.001168,junk
0.007282,2.745E-4,0.00466,-0.001724,0.00448,-0.001553,0.002633,-8.935E-4,0.01579,0.002062,0.005486,1.703E-4,0.005227,-4.559E-4,0.005198,-0.001222,junk
0.00703,1.983E-4,0.004234,-0.001742,0.004056,-0.001584,0.002265,-8.872E-4,0.01407,0.002007,0.003834,1.444E-4,0.003139,-4.799E-4,0.003753,-0.001158,junk
0.007482,2.529E-4,0.004925,-0.001718,0.004775,-0.001554,0.002877,-8.743E-4,0.01652,0.002174,0.005804,2.157E-4,0.005506,-3.461E-4,0.005497,-0.00114,junk
0.006389,2.965E-4,0.004384,-0.001718,0.004301,-0.001569,0.002433,-8.643E-4,0.01537,0.002035,0.005192,1.569E-4,0.004852,-4.438E-4,0.004979,-0.001222,junk
0.006277,2.332E-4,0.004131,-0.001724,0.004013,-0.001578,0.002179,-8.85E-4,0.01395,0.002056,0.003903,1.521E-4,0.003269,-4.617E-4,0.003856,-0.00112,junk
0.00679,2.206E-4,0.004701,-0.001697,0.004702,-0.001563,0.002751,-8.741E-4,0.01609,0.002177,0.005759,1.905E-4,0.00546,-3.427E-4,0.00536,-0.00111,junk
0.005863,2.162E-4,0.004091,-0.001714,0.00395,-0.001539,0.002184,-8.702E-4,0.01422,0.00197,0.004611,1.037E-4,0.003993,-4.636E-4,0.004308,-0.001158,junk
0.006489,1.429E-4,0.004445,-0.001729,0.00422,-0.001542,0.002307,-8.493E-4,0.01421,0.002027,0.004341,1.693E-4,0.003624,-3.894E-4,0.004159,-0.001082,junk
0.007053,1.583E-4,0.004929,-0.001682,0.004775,-0.001495,0.002882,-8.39E-4,0.01584,0.002142,0.005765,2.652E-4,0.005386,-2.881E-4,0.005459,-0.001083,junk
0.006499,1.383E-4,0.004328,-0.001654,0.004174,-0.001489,0.00241,-8.316E-4,0.01429,0.001934,0.004637,1.183E-4,0.00392,-4.453E-4,0.004343,-0.001106,junk
0.007183,1.758E-4,0.004964,-0.001646,0.004863,-0.001486,0.002903,-8.217E-4,0.01592,0.002103,0.005823,2.199E-4,0.005296,-2.906E-4,0.005378,-0.001058,junk
