S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
-0.35125,-0.38546,-0.38536,-0.3662,-0.5562,-0.56255,-0.47665,-0.44878,0.070343,0.0046233,-0.096475,-0.091745,0.4505,0.39247,0.24096,0.1076,-0.018427,-0.018562,-0.015008,-0.010229,-0.023701,-0.020268,-0.017426,-0.017156,-0.0016638,-0.0056627,-0.015606,-0.013806,0.014915,0.0087665,-0.00094055,0.0010269,15
-0.089055,-0.13804,-0.1571,-0.23477,-0.05462,-0.11004,-0.064121,-0.030222,-0.0053767,0.042166,0.033646,0.0055892,-0.14369,-0.2104,-0.3309,-0.32962,-0.0092549,-0.011068,-0.012,-0.016504,-0.0031345,-0.0056951,-0.002719,-0.0007285,0.0098721,0.013062,0.014373,0.012457,-0.0035408,-0.004989,-0.0082871,-0.0074777,15
0.13225,0.10725,0.12688,0.10097,0.016655,-0.04842,-0.015967,-0.019864,0.09889,0.086199,-0.01228,0.00079927,-0.067853,-0.080075,-0.11338,-0.056373,0.00034955,-0.00050201,0.0012981,0.00093409,-0.006138,-0.010326,-0.0097114,-0.012078,0.0074305,0.0054753,-0.00096227,-0.0022993,0.0030883,0.0046603,0.0063793,0.007851,15
0.39224,0.38143,0.41596,0.49644,0.75063,0.72355,0.69069,0.79742,0.91821,0.92823,1.0068,0.85401,0.60862,0.61717,0.64451,0.61885,0.01036,0.0085286,0.010889,0.015199,0.049287,0.049501,0.046383,0.051803,0.078179,0.080159,0.085662,0.077581,0.048087,0.049237,0.052943,0.051601,15
-0.21615,-0.30246,-0.36383,-0.4055,-0.56866,-0.64467,-0.53932,-0.51713,-0.31634,-0.40793,-0.63949,-0.75559,-0.12459,-0.26599,-0.53109,-0.78014,-0.025325,-0.02942,-0.028944,-0.029727,-0.042961,-0.043264,-0.031598,-0.028499,-0.032074,-0.033228,-0.032301,-0.034084,-0.021258,-0.031645,-0.035963,-0.043983,15
0.16816,0.12056,0.11804,0.082825,-0.18295,-0.22372,-0.21122,-0.24965,0.33047,0.27118,-0.028087,-0.12064,0.94076,0.92618,0.64585,0.43023,0.013324,0.013125,0.017855,0.018916,0.0046216,0.0035397,0.0068527,0.0073467,0.0058094,0.0022719,-0.016455,-0.010344,0.034988,0.029912,0.0068255,0.0083116,15
-0.27098,-0.33573,-0.3997,-0.44451,-0.56463,-0.51303,-0.45366,-0.4857,-0.28966,-0.30398,-0.34753,-0.47616,-0.081039,-0.044756,0.18283,0.15806,0.005882,0.0050186,0.0051027,0.0050388,-0.008087,-0.0025708,0.0019928,0.0055125,0.018041,0.012198,0.0059686,0.0023368,0.031582,0.040343,0.051006,0.05289,15
0.062718,0.28236,0.43802,0.54933,0.1152,0.5046,0.74137,0.94602,-0.59889,0.014269,1.0173,1.2126,-0.85478,-0.436,0.58759,1.104,0.02754,0.045093,0.058715,0.071807,0.03528,0.065756,0.081618,0.10134,-0.0073338,0.034475,0.098682,0.10633,-0.036985,0.01416,0.1028,0.13614,15
-0.70834,-0.74856,-0.79832,-0.84543,-0.72596,-0.66716,-0.62093,-0.69304,-0.76041,-0.74138,-0.66709,-0.73096,-0.9627,-1.1674,-1.2008,-1.2887,-0.029366,-0.029157,-0.031488,-0.034182,-0.033536,-0.023494,-0.018375,-0.017179,-0.011442,0.00028806,0.012461,0.0020617,-0.013979,-0.016849,-0.007709,-0.015929,15
-0.27364,-0.36901,-0.43885,-0.4739,-0.67614,-0.70186,-0.70139,-0.80626,0.54962,0.43376,0.22179,-0.089247,1.0954,1.2322,1.3739,1.0945,-0.02047,-0.0244,-0.025839,-0.024215,-0.027499,-0.028765,-0.031712,-0.03711,0.027593,0.012902,-0.0085822,-0.02051,0.078384,0.076556,0.074351,0.062339,15
