Subject:	S206
Project:	glassroutes
Time:	2015-01-21_13-08-49

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
161	47343.799	8735.196	0;baselinestart;1421863743516;	0	baselinestart	1421863743516	
515	47373.835	8765.234	0;baselineend;1421863773521;	0	baselineend	1421863773521	
521	47374.359	8765.780	15;easystart;1421863774023	15	easystart	1421863774023	
881	47404.819	8796.280	15;easy;1421863804546	15	easy	1421863804546	
886	47405.278	8796.699	10;passed;1421863805047	10	passed	1421863805047	
1034	47417.863	8809.282	16;hardstart;1421863817547	16	hardstart	1421863817547	
1394	47448.364	8839.801	16;hard;1421863848066	16	hard	1421863848066	
1400	47448.907	8840.285	10;passed;1421863848567	10	passed	1421863848567	
1547	47461.318	8852.782	16;hardstart;1421863861067	16	hardstart	1421863861067	
1907	47491.869	8883.304	16;hard;1421863891589	16	hard	1421863891589	
1913	47492.407	8883.850	10;passed;1421863892091	10	passed	1421863892091	
2061	47504.936	8896.390	16;hardstart;1421863904591	16	hardstart	1421863904591	
2421	47535.416	8926.887	16;hard;1421863935112	16	hard	1421863935112	
2426	47535.889	8927.351	10;passed;1421863935613	10	passed	1421863935613	
2573	47548.403	8939.806	15;easystart;1421863948114	15	easystart	1421863948114	
2934	47578.938	8970.411	15;easy;1421863978636	15	easy	1421863978636	
2939	47579.418	8970.852	10;passed;1421863979136	10	passed	1421863979136	
3087	47591.969	8983.391	15;easystart;1421863991637	15	easystart	1421863991637	
3448	47622.508	9013.996	15;easy;1421864022157	15	easy	1421864022157	
3453	47623.024	9014.458	10;passed;1421864022658	10	passed	1421864022658	
3601	47635.410	9026.998	16;hardstart;1421864035158	16	hardstart	1421864035158	
3960	47665.984	9057.435	16;hard;1421864065678	16	hard	1421864065678	
3966	47666.469	9057.960	10;passed;1421864066178	10	passed	1421864066178	
4114	47679.005	9070.499	15;easystart;1421864078679	15	easystart	1421864078679	
4473	47709.488	9100.978	15;easy;1421864109198	15	easy	1421864109198	
4480	47710.072	9101.545	10;passed;1421864109699	10	passed	1421864109699	
4628	47722.569	9114.085	16;hardstart;1421864122199	16	hardstart	1421864122199	
4986	47752.995	9144.480	16;hard;1421864152721	16	hard	1421864152721	
4992	47753.523	9144.983	10;passed;1421864153223	10	passed	1421864153223	
5140	47766.033	9157.523	15;easystart;1421864165723	15	easystart	1421864165723	
5500	47796.553	9188.085	15;easy;1421864196244	15	easy	1421864196244	
5507	47797.096	9188.653	10;passed;1421864196745	10	passed	1421864196745	
5653	47809.538	9201.066	16;hardstart;1421864209245	16	hardstart	1421864209245	
6013	47840.036	9231.588	16;hard;1421864239763	16	hard	1421864239763	
6020	47840.604	9232.154	10;passed;1421864240264	10	passed	1421864240264	
7051	47928.066	9319.641	16;hardstart;1421864327766	16	hardstart	1421864327766	
7411	47958.612	9350.160	16;hard;1421864358285	16	hard	1421864358285	
7417	47959.121	9350.686	10;passed;1421864358786	10	passed	1421864358786	
7564	47971.574	9363.141	16;hardstart;1421864371287	16	hardstart	1421864371287	
7924	48002.116	9393.661	16;hard;1421864401804	16	hard	1421864401804	
7930	48002.606	9394.186	10;passed;1421864402305	10	passed	1421864402305	
8078	48015.149	9406.726	16;hardstart;1421864414806	16	hardstart	1421864414806	
8438	48045.663	9437.268	16;hard;1421864445328	16	hard	1421864445328	
8443	48046.139	9437.709	10;passed;1421864445830	10	passed	1421864445830	
8591	48058.666	9450.249	16;hardstart;1421864458330	16	hardstart	1421864458330	
8951	48089.182	9480.769	16;hard;1421864488850	16	hard	1421864488850	
8956	48089.645	9481.210	10;passed;1421864489351	10	passed	1421864489351	
9104	48102.155	9493.750	16;hardstart;1421864501851	16	hardstart	1421864501851	
9464	48132.695	9524.270	16;hard;1421864532365	16	hard	1421864532365	
9470	48133.179	9524.796	10;passed;1421864532866	10	passed	1421864532866	
9617	48145.693	9537.252	15;easystart;1421864545367	15	easystart	1421864545367	
9977	48176.148	9567.836	15;easy;1421864575887	15	easy	1421864575887	
9983	48176.690	9568.318	10;passed;1421864576388	10	passed	1421864576388	
10131	48189.253	9580.858	16;hardstart;1421864588889	16	hardstart	1421864588889	
10491	48219.775	9611.420	16;hard;1421864619409	16	hard	1421864619409	
10496	48220.205	9611.820	10;passed;1421864619910	10	passed	1421864619910	
10644	48232.754	9624.359	15;easystart;1421864632410	15	easystart	1421864632410	
11004	48263.268	9654.922	15;easy;1421864662930	15	easy	1421864662930	
11010	48263.749	9655.405	10;passed;1421864663430	10	passed	1421864663430	
11157	48276.244	9667.903	15;easystart;1421864675931	15	easystart	1421864675931	
11516	48306.719	9698.339	15;easy;1421864706451	15	easy	1421864706451	
11523	48307.250	9698.928	10;passed;1421864706951	10	passed	1421864706951	
11671	48319.776	9711.509	15;easystart;1421864719452	15	easystart	1421864719452	
12030	48350.260	9741.945	15;easy;1421864749976	15	easy	1421864749976	
12037	48350.850	9742.513	10;passed;1421864750477	10	passed	1421864750477	
12479	48388.368	9780.005	16;hardstart;1421864787978	16	hardstart	1421864787978	
12839	48418.877	9810.570	16;hard;1421864818499	16	hard	1421864818499	
12844	48419.343	9810.989	10;passed;1421864818999	10	passed	1421864818999	
12992	48431.810	9823.550	15;easystart;1421864831500	15	easystart	1421864831500	
13351	48462.298	9853.986	15;easy;1421864862023	15	easy	1421864862023	
13358	48462.869	9854.553	10;passed;1421864862523	10	passed	1421864862523	
13505	48475.358	9867.050	16;hardstart;1421864875024	16	hardstart	1421864875024	
13864	48505.795	9897.508	16;hard;1421864905544	16	hard	1421864905544	
13870	48506.293	9897.992	10;passed;1421864906045	10	passed	1421864906045	
14018	48518.907	9910.574	15;easystart;1421864918545	15	easystart	1421864918545	
14378	48549.368	9941.094	15;easy;1421864949064	15	easy	1421864949064	
14384	48549.904	9941.597	10;passed;1421864949565	10	passed	1421864949565	
14531	48562.342	9954.074	15;easystart;1421864962066	15	easystart	1421864962066	
14891	48592.861	9984.595	15;easy;1421864992587	15	easy	1421864992587	
14897	48593.407	9985.100	10;passed;1421864993088	10	passed	1421864993088	
15044	48605.869	9997.576	15;easystart;1421865005589	15	easystart	1421865005589	
15410	48636.896	10028.640	10;passed;1421865036609	10	passed	1421865036609	
15558	48649.474	10041.180	15;easystart;1421865049109	15	easystart	1421865049109	
15918	48679.934	10071.700	15;easy;1421865079629	15	easy	1421865079629	
15924	48680.470	10072.230	10;passed;1421865080130	10	passed	1421865080130	
16071	48692.961	10084.680	16;hardstart;1421865092631	16	hardstart	1421865092631	
16431	48723.459	10115.200	16;hard;1421865123151	16	hard	1421865123151	
16437	48724.028	10115.750	10;passed;1421865123651	10	passed	1421865123651	
16584	48736.483	10128.210	15;easystart;1421865136152	15	easystart	1421865136152	
16944	48766.995	10158.730	15;easy;1421865166672	15	easy	1421865166672	
16950	48767.517	10159.250	10;passed;1421865167173	10	passed	1421865167173	
17097	48779.944	10171.710	50;startClassifying;1421865179677;	50	startClassifying	1421865179677	
17098	48883.073	10171.790	50;startClassifying;1421865181178;	50	startClassifying	1421865181178	
17099	48883.088	10171.880	50;startClassifying;1421865192174;	50	startClassifying	1421865192174	
17100	48883.089	10171.960	50;startClassifying;1421865193674;	50	startClassifying	1421865193674	
17101	48883.089	10172.040	50;startClassifying;1421865204675;	50	startClassifying	1421865204675	
17102	48883.089	10172.150	50;startClassifying;1421865206176;	50	startClassifying	1421865206176	
17103	48883.092	10172.250	50;startClassifying;1421865217174;	50	startClassifying	1421865217174	
17104	48883.097	10172.320	50;startClassifying;1421865218674;	50	startClassifying	1421865218674	
17105	48883.131	10172.400	50;startClassifying;1421865229675;	50	startClassifying	1421865229675	
17106	48883.131	10172.480	50;startClassifying;1421865231176;	50	startClassifying	1421865231176	
17107	48883.131	10172.570	50;startClassifying;1421865242175;	50	startClassifying	1421865242175	
17108	48883.147	10172.650	50;startClassifying;1421865243675;	50	startClassifying	1421865243675	
17461	48910.904	10302.690	e;0.0;100.0	e	0.0	100.0	
17467	48911.408	10303.180	h;97.3;2.7	h	97.3	2.7	
17473	48911.918	10303.720	h;96.6;3.4	h	96.6	3.4	
17479	48912.379	10304.210	e;0.0;100.0	e	0.0	100.0	
17485	48912.893	10304.690	e;0.0;100.0	e	0.0	100.0	
17491	48913.451	10305.210	e;0.0;100.0	e	0.0	100.0	
17497	48913.867	10305.720	e;8.5;91.5	e	8.5	91.5	
17504	48914.551	10306.330	h;100.0;0.0	h	100.0	0.0	
17509	48914.929	10306.750	h;100.0;0.0	h	100.0	0.0	
17515	48915.396	10307.270	h;100.0;0.0	h	100.0	0.0	
17521	48915.887	10307.760	e;34.0;66.0	e	34.0	66.0	
17527	48916.434	10308.260	e;2.2;97.8	e	2.2	97.8	
