Subject:	S203
Project:	glassroutes
Time:	2015-01-20_13-37-39

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
173	49074.751	2757.934	0;baselinestart;1421779076862;	0	baselinestart	1421779076862	
528	49104.832	2788.034	0;baselineend;1421779106863;	0	baselineend	1421779106863	
894	49135.874	2819.101	15;easy;1421779137885	15	easy	1421779137885	
900	49136.328	2819.583	10;passed;1421779138386	10	passed	1421779138386	
1047	49148.851	2832.081	15;easystart;1421779150887	15	easystart	1421779150887	
1407	49179.348	2862.601	15;easy;1421779181407	15	easy	1421779181407	
1412	49179.781	2863.021	10;passed;1421779181909	10	passed	1421779181909	
1560	49192.411	2875.604	15;easystart;1421779194410	15	easystart	1421779194410	
1919	49222.822	2906.040	15;easy;1421779224930	15	easy	1421779224930	
1927	49223.428	2906.691	10;passed;1421779225432	10	passed	1421779225432	
2073	49235.885	2919.105	15;easystart;1421779237932	15	easystart	1421779237932	
2434	49266.435	2949.709	15;easy;1421779268452	15	easy	1421779268452	
2439	49266.864	2950.129	10;passed;1421779268953	10	passed	1421779268953	
2586	49279.323	2962.607	16;hardstart;1421779281454	16	hardstart	1421779281454	
2946	49309.893	2993.126	16;hard;1421779311975	16	hard	1421779311975	
2953	49310.471	2993.736	10;passed;1421779312475	10	passed	1421779312475	
3100	49322.939	3006.213	16;hardstart;1421779324976	16	hardstart	1421779324976	
3460	49353.467	3036.733	16;hard;1421779355496	16	hard	1421779355496	
3466	49354.007	3037.257	10;passed;1421779355997	10	passed	1421779355997	
3614	49366.516	3049.799	16;hardstart;1421779368498	16	hardstart	1421779368498	
3973	49396.976	3080.234	16;hard;1421779399018	16	hard	1421779399018	
3979	49397.461	3080.760	10;passed;1421779399519	10	passed	1421779399519	
4126	49409.960	3093.215	16;hardstart;1421779412020	16	hardstart	1421779412020	
4486	49440.451	3123.736	16;hard;1421779442541	16	hard	1421779442541	
4492	49440.906	3124.281	10;passed;1421779443042	10	passed	1421779443042	
4639	49453.436	3136.717	16;hardstart;1421779455542	16	hardstart	1421779455542	
4999	49484.023	3167.258	16;hard;1421779486062	16	hard	1421779486062	
5005	49484.491	3167.784	10;passed;1421779486563	10	passed	1421779486563	
5153	49496.997	3180.323	15;easystart;1421779499064	15	easystart	1421779499064	
5512	49527.461	3210.758	15;easy;1421779529583	15	easy	1421779529583	
5518	49528.006	3211.305	10;passed;1421779530083	10	passed	1421779530083	
5666	49540.539	3223.824	16;hardstart;1421779542584	16	hardstart	1421779542584	
6026	49571.082	3254.387	16;hard;1421779573104	16	hard	1421779573104	
6031	49571.528	3254.806	10;passed;1421779573604	10	passed	1421779573604	
6326	49596.514	3279.844	15;easystart;1421779598605	15	easystart	1421779598605	
6686	49627.076	3310.366	15;easy;1421779629124	15	easy	1421779629124	
6692	49627.566	3310.848	10;passed;1421779629624	10	passed	1421779629624	
6840	49640.090	3323.431	15;easystart;1421779642125	15	easystart	1421779642125	
7200	49670.649	3353.950	15;easy;1421779672643	15	easy	1421779672643	
7205	49671.062	3354.392	10;passed;1421779673144	10	passed	1421779673144	
7353	49683.574	3366.931	16;hardstart;1421779685644	16	hardstart	1421779685644	
7713	49714.164	3397.473	16;hard;1421779716167	16	hard	1421779716167	
7718	49714.566	3397.914	10;passed;1421779716668	10	passed	1421779716668	
7867	49727.141	3410.516	15;easystart;1421779729169	15	easystart	1421779729169	
8226	49757.675	3440.974	15;easy;1421779759691	15	easy	1421779759691	
8233	49758.239	3441.583	10;passed;1421779760193	10	passed	1421779760193	
8379	49770.626	3453.955	15;easystart;1421779772693	15	easystart	1421779772693	
8739	49801.133	3484.476	15;easy;1421779803215	15	easy	1421779803215	
8745	49801.644	3485.001	10;passed;1421779803716	10	passed	1421779803716	
8893	49814.194	3497.540	15;easystart;1421779816217	15	easystart	1421779816217	
9252	49844.666	3527.997	15;easy;1421779846738	15	easy	1421779846738	
9259	49845.236	3528.606	10;passed;1421779847238	10	passed	1421779847238	
9407	49857.666	3541.126	16;hardstart;1421779859738	16	hardstart	1421779859738	
9766	49888.252	3571.605	16;hard;1421779890256	16	hard	1421779890256	
9772	49888.730	3572.108	10;passed;1421779890757	10	passed	1421779890757	
9919	49901.177	3584.564	16;hardstart;1421779903257	16	hardstart	1421779903257	
10279	49931.786	3615.126	16;hard;1421779933773	16	hard	1421779933773	
10285	49932.155	3615.609	10;passed;1421779934274	10	passed	1421779934274	
10433	49944.781	3628.171	16;hardstart;1421779946775	16	hardstart	1421779946775	
10793	49975.276	3658.711	16;hard;1421779977293	16	hard	1421779977293	
10798	49975.692	3659.132	10;passed;1421779977794	10	passed	1421779977794	
10945	49988.245	3671.588	15;easystart;1421779990295	15	easystart	1421779990295	
11306	50018.835	3702.234	15;easy;1421780020813	15	easy	1421780020813	
11312	50019.286	3702.717	10;passed;1421780021313	10	passed	1421780021313	
11606	50044.302	3727.672	16;hardstart;1421780046313	16	hardstart	1421780046313	
11966	50074.817	3758.192	16;hard;1421780076833	16	hard	1421780076833	
11973	50075.376	3758.800	10;passed;1421780077334	10	passed	1421780077334	
12120	50087.793	3771.256	15;easystart;1421780089835	15	easystart	1421780089835	
12480	50118.315	3801.777	15;easy;1421780120357	15	easy	1421780120357	
12486	50118.869	3802.303	10;passed;1421780120857	10	passed	1421780120857	
12632	50131.306	3814.695	16;hardstart;1421780133357	16	hardstart	1421780133357	
12993	50161.895	3845.300	16;hard;1421780163877	16	hard	1421780163877	
12998	50162.316	3845.740	10;passed;1421780164378	10	passed	1421780164378	
13146	50174.827	3858.280	16;hardstart;1421780176879	16	hardstart	1421780176879	
13506	50205.402	3888.843	16;hard;1421780207398	16	hard	1421780207398	
13513	50205.955	3889.409	10;passed;1421780207899	10	passed	1421780207899	
13660	50218.422	3901.866	16;hardstart;1421780220399	16	hardstart	1421780220399	
14019	50248.897	3932.343	16;hard;1421780250919	16	hard	1421780250919	
14024	50249.315	3932.764	10;passed;1421780251421	10	passed	1421780251421	
14173	50261.903	3945.387	15;easystart;1421780263921	15	easystart	1421780263921	
14533	50292.450	3975.951	15;easy;1421780294440	15	easy	1421780294440	
14538	50292.921	3976.349	10;passed;1421780294940	10	passed	1421780294940	
14686	50305.482	3988.932	16;hardstart;1421780307441	16	hardstart	1421780307441	
15045	50335.897	4019.367	16;hard;1421780337961	16	hard	1421780337961	
15053	50336.510	4020.019	10;passed;1421780338462	10	passed	1421780338462	
15199	50348.900	4032.432	15;easystart;1421780350963	15	easystart	1421780350963	
15559	50379.471	4062.974	15;easy;1421780381480	15	easy	1421780381480	
15565	50379.939	4063.457	10;passed;1421780381981	10	passed	1421780381981	
15712	50392.466	4075.956	15;easystart;1421780394482	15	easystart	1421780394482	
16072	50422.961	4106.475	15;easy;1421780425002	15	easy	1421780425002	
16078	50423.411	4106.959	10;passed;1421780425504	10	passed	1421780425504	
16225	50435.971	4119.456	50;startClassifying;1421780438007;	50	startClassifying	1421780438007	
16226	50603.934	4119.540	50;startClassifying;1421780439509;	50	startClassifying	1421780439509	
16227	50603.950	4119.624	50;startClassifying;1421780450506;	50	startClassifying	1421780450506	
16228	50603.950	4119.708	50;startClassifying;1421780452007;	50	startClassifying	1421780452007	
16229	50603.966	4119.792	50;startClassifying;1421780463006;	50	startClassifying	1421780463006	
16230	50603.966	4119.876	50;startClassifying;1421780464507;	50	startClassifying	1421780464507	
16231	50603.966	4119.939	50;startClassifying;1421780475507;	50	startClassifying	1421780475507	
16232	50603.966	4120.044	50;startClassifying;1421780477008;	50	startClassifying	1421780477008	
16233	50603.967	4120.107	50;startClassifying;1421780488006;	50	startClassifying	1421780488006	
16234	50603.967	4120.192	50;startClassifying;1421780489507;	50	startClassifying	1421780489507	
16585	50631.729	4314.886	h;79.6;20.4	h	79.6	20.4	
16591	50631.901	4315.370	h;87.2;12.8	h	87.2	12.8	
16597	50632.315	4315.894	h;87.2;12.8	h	87.2	12.8	
16603	50632.839	4316.399	h;62.7;37.3	h	62.7	37.3	
16609	50633.286	4316.903	h;87.5;12.5	h	87.5	12.5	
16615	50633.835	4317.428	h;87.4;12.6	h	87.4	12.6	
16621	50634.291	4317.911	h;87.4;12.6	h	87.4	12.6	
16627	50634.792	4318.437	e;13.4;86.6	e	13.4	86.6	
16633	50635.392	4318.940	h;53.4;46.6	h	53.4	46.6	
16639	50635.891	4319.466	e;12.9;87.1	e	12.9	87.1	
16645	50636.374	4319.969	h;66.0;34.0	h	66.0	34.0	
16651	50636.819	4320.453	h;57.0;43.0	h	57.0	43.0	
16657	50637.354	4320.978	h;58.2;41.8	h	58.2	41.8	
16663	50637.931	4321.482	h;69.8;30.2	h	69.8	30.2	
16669	50638.445	4322.007	h;84.6;15.4	h	84.6	15.4	
16675	50638.903	4322.512	h;64.8;35.2	h	64.8	35.2	
16681	50639.431	4322.994	h;61.8;38.2	h	61.8	38.2	
16688	50640.017	4323.604	e;36.8;63.2	e	36.8	63.2	
16693	50640.468	4324.024	h;61.3;38.7	h	61.3	38.7	
16699	50640.963	4324.549	h;82.2;17.8	h	82.2	17.8	
16705	50641.476	4325.053	e;43.1;56.9	e	43.1	56.9	
