S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
-0.17038,-0.15793,-0.29559,-0.093851,-0.028167,-0.17685,-0.28838,-0.12283,0.043711,0.12357,0.10284,0.27653,-0.23339,-0.26066,-0.22267,-0.2058,-0.049511,-0.040748,-0.042256,-0.032595,-0.0050231,-0.021061,-0.027008,-0.018944,-0.0096148,-0.0057989,-0.0070267,-0.0020006,-0.033948,-0.035905,-0.033317,-0.035329,15
-0.38578,-0.33198,-0.40804,-0.47912,-0.1365,-0.43291,-0.31579,-0.42784,-0.013938,-0.039304,-0.04496,0.028114,0.045048,-0.013634,-0.068364,-0.080075,-0.027979,-0.025474,-0.025852,-0.031569,-0.010022,-0.034164,-0.023955,-0.034147,-0.0090909,-0.01436,-0.013358,-0.014077,0.00010528,-0.00071993,-0.0040343,-0.0040004,15
0.087988,0.073129,-0.051875,0.038776,0.10133,0.1331,-0.055475,-0.10778,0.12146,0.15347,0.14139,0.21784,0.11427,0.024225,-0.0034024,-0.0639,-0.025209,-0.017401,-0.017001,-0.012413,-0.0057366,-0.0089177,-0.0084903,-0.0056834,-0.0033603,-0.0029646,0.00017098,0.0058025,-0.010722,-0.01675,-0.01828,-0.024337,15
-0.71686,-0.44454,-0.43455,-0.24171,-0.041436,-0.22673,-0.27935,-0.40006,0.13471,0.16368,0.11662,0.18698,0.10483,0.056823,-0.024284,0.064865,-0.055788,-0.050442,-0.052301,-0.044469,0.0062162,-0.015623,-0.026825,-0.031837,-0.0017447,0.0014347,0.0035478,0.014424,-0.0086662,-0.011926,-0.018021,-0.013787,15
-0.57235,-0.70456,-0.68236,-0.53884,0.33989,0.11051,-0.039827,0.25401,0.14635,0.29957,0.30297,0.65082,-0.30882,-0.38379,-0.36007,-0.24936,-0.057717,-0.077804,-0.077717,-0.078865,0.030755,0.01085,-0.0074935,0.016254,-0.0054548,0.0038232,0.0080706,0.034896,-0.044716,-0.049544,-0.050729,-0.051359,15
-1.4299,-0.93067,-0.98062,-0.87706,-0.68119,-1.035,-0.71156,-0.95609,-0.21306,-0.18187,-0.13765,-0.027743,-0.25814,-0.40211,-0.44885,-0.44889,-0.118,-0.092145,-0.093195,-0.095881,-0.04151,-0.072419,-0.051075,-0.066615,-0.030765,-0.030214,-0.022966,-0.016043,-0.048172,-0.05815,-0.060973,-0.066429,15
-0.13957,0.068555,0.020214,0.027507,0.0081064,0.31164,0.18955,0.23276,0.073481,0.053665,0.10373,0.12738,0.14025,0.040093,0.034238,0.023565,-0.0702,-0.044778,-0.045564,-0.054728,-0.023455,-0.016734,-0.0085702,-0.0091663,-0.013979,-0.013173,-0.0037597,0.0038332,-0.018558,-0.02744,-0.029004,-0.034166,15
-0.18776,-0.12513,-0.071785,-0.010257,-0.10353,-0.40485,-0.2771,-0.60996,-0.12958,-0.17535,-0.1631,-0.24169,-0.13483,-0.18845,-0.16205,-0.22297,-0.053139,-0.038362,-0.034114,-0.038775,-0.022694,-0.037687,-0.020723,-0.033758,-0.014396,-0.015547,-0.012379,-0.012898,-0.021622,-0.028131,-0.028053,-0.034052,15
-0.2206,0.40863,0.49247,0.78553,-0.54343,-0.28919,-0.1215,-0.26095,0.53141,0.46409,0.19808,0.11357,0.52935,0.43225,0.3412,0.45427,-0.042421,0.015813,0.023787,0.040018,-0.064072,-0.049414,-0.017201,-0.022404,0.041201,0.037141,0.019413,0.018444,0.042178,0.031391,0.022931,0.031884,15
-0.78657,-0.41454,-0.22416,-0.048029,-0.093397,-0.16194,-0.16417,-0.45366,-0.0076297,-0.032585,-0.069973,-0.12964,0.085951,0.033698,0.0057601,0.068929,-0.052099,-0.033904,-0.022702,-0.0098288,-0.0088419,-0.031599,-0.029601,-0.053794,-0.016006,-0.021205,-0.021793,-0.031506,-0.0075334,-0.0091484,-0.004807,0.0061423,15
