A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
1570.000,366.200,92.660,27.330,1657.000,438.900,100.700,27.230,235.500,66.790,19.710,6.935,296.200,81.140,22.710,8.202,baseline
1561.000,367.000,93.040,27.280,1661.000,437.000,100.300,27.140,233.500,66.910,19.710,6.888,295.200,80.650,22.770,8.171,baseline
1557.000,366.900,92.930,27.350,1657.000,438.000,100.800,27.100,234.500,66.660,19.730,6.906,295.300,80.910,22.870,8.199,baseline
1563.000,367.300,93.120,27.260,1656.000,439.200,100.600,27.170,234.100,66.780,19.690,6.933,295.700,80.960,22.860,8.227,baseline
1580.000,367.300,93.120,27.330,1668.000,440.000,100.400,27.310,236.100,66.800,19.810,6.909,296.400,81.220,22.930,8.253,baseline
1581.000,369.400,94.020,27.540,1666.000,440.800,101.700,27.360,235.800,67.210,19.820,6.984,298.900,81.800,23.130,8.332,baseline
1582.000,371.200,94.170,27.790,1666.000,441.900,101.300,27.380,237.100,67.160,19.890,6.980,299.600,82.230,23.270,8.420,baseline
1593.000,374.700,94.290,28.000,1678.000,444.100,101.700,27.630,237.500,67.550,19.960,6.997,301.800,82.730,23.520,8.482,baseline
1603.000,375.600,95.460,28.050,1676.000,444.000,102.300,27.650,238.700,67.690,20.080,7.038,303.000,83.300,23.650,8.493,baseline
1610.000,377.300,95.190,28.010,1668.000,444.100,101.800,27.560,238.700,67.760,20.060,7.026,301.100,82.140,23.260,8.319,baseline
1587.000,370.800,94.090,27.700,1674.000,440.400,101.600,27.520,237.000,67.230,19.810,6.993,298.500,81.830,23.100,8.305,baseline
1579.000,369.900,93.610,27.550,1663.000,443.200,102.200,27.520,237.100,67.170,19.970,6.970,298.400,81.290,22.890,8.273,baseline
1584.000,369.800,93.800,27.650,1668.000,441.400,101.300,27.490,238.300,67.280,19.800,6.966,298.100,81.620,22.930,8.285,baseline
1569.000,371.600,94.100,27.720,1671.000,440.300,101.200,27.350,237.300,67.310,19.870,7.008,298.000,81.440,23.090,8.293,baseline
1584.000,372.800,94.290,27.660,1673.000,441.700,100.800,27.500,236.700,67.110,19.940,7.005,299.100,81.840,23.140,8.358,baseline
