heart_rate,condition
72,easy
71,easy
71,easy
70,easy
69,easy
69,easy
68,easy
68,easy
68,easy
67,easy
68,easy
68,easy
68,easy
69,easy
69,easy
70,easy
70,easy
70,easy
71,easy
71,easy
71,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
76,hard
76,hard
76,hard
77,hard
76,hard
76,hard
76,hard
74,hard
73,hard
72,hard
71,hard
71,hard
70,hard
70,hard
69,hard
69,hard
70,hard
70,hard
69,hard
69,hard
70,hard
71,hard
72,hard
72,hard
73,hard
73,hard
73,hard
73,hard
73,hard
72,hard
72,hard
71,hard
72,hard
72,hard
72,hard
72,hard
71,hard
71,hard
71,hard
70,hard
69,hard
69,hard
69,hard
68,hard
68,hard
68,hard
68,hard
68,hard
68,hard
68,hard
68,hard
68,hard
67,hard
67,hard
67,hard
67,hard
68,hard
67,hard
67,hard
68,hard
67,hard
68,easy
68,easy
68,easy
68,easy
68,easy
68,easy
68,easy
68,easy
68,easy
67,easy
67,easy
67,easy
66,easy
66,easy
66,easy
65,easy
64,easy
64,easy
64,easy
65,easy
65,easy
65,easy
65,easy
65,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
69,hard
70,hard
70,hard
70,hard
71,hard
71,hard
71,hard
71,hard
71,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
71,hard
70,hard
70,hard
70,hard
69,hard
68,hard
68,hard
68,hard
68,hard
68,hard
68,hard
68,hard
70,easy
71,easy
71,easy
72,easy
72,easy
73,easy
75,easy
77,easy
78,easy
79,easy
80,easy
81,easy
81,easy
81,easy
82,easy
82,easy
82,easy
83,easy
83,easy
82,easy
82,easy
81,easy
80,easy
79,easy
78,easy
78,easy
77,easy
76,easy
75,easy
74,easy
74,easy
71,hard
71,hard
72,hard
72,hard
73,hard
73,hard
74,hard
73,hard
72,hard
72,hard
72,hard
72,hard
73,hard
72,hard
71,hard
71,hard
71,hard
70,hard
69,hard
69,hard
68,hard
69,hard
69,hard
68,hard
68,hard
67,hard
67,hard
66,hard
66,hard
65,hard
65,hard
65,hard
65,hard
66,hard
66,hard
65,hard
66,hard
66,hard
66,hard
67,hard
67,hard
68,hard
68,hard
69,hard
69,hard
69,hard
70,hard
70,hard
70,hard
70,hard
70,hard
69,hard
67,hard
66,hard
65,hard
64,hard
63,hard
63,hard
62,hard
62,easy
63,easy
63,easy
64,easy
64,easy
65,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
65,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
64,easy
65,easy
65,easy
82,easy
84,easy
85,easy
87,easy
88,easy
89,easy
90,easy
90,easy
90,easy
90,easy
90,easy
90,easy
90,easy
90,easy
89,easy
88,easy
88,easy
87,easy
87,easy
87,easy
86,easy
86,easy
86,easy
86,easy
86,easy
86,easy
85,easy
85,easy
84,easy
84,easy
84,easy
79,hard
80,hard
81,hard
82,hard
84,hard
87,hard
89,hard
92,hard
94,hard
96,hard
97,hard
98,hard
99,hard
100,hard
100,hard
100,hard
98,hard
95,hard
91,hard
89,hard
86,hard
83,hard
81,hard
80,hard
79,hard
77,hard
76,hard
75,hard
75,hard
75,hard
75,hard
89,easy
90,easy
90,easy
90,easy
90,easy
90,easy
89,easy
87,easy
86,easy
85,easy
83,easy
82,easy
81,easy
80,easy
79,easy
78,easy
76,easy
72,easy
70,easy
69,easy
68,easy
67,easy
66,easy
65,easy
65,easy
64,easy
64,easy
64,easy
65,easy
64,easy
64,easy
64,easy
65,easy
66,easy
66,easy
66,easy
67,easy
67,easy
67,easy
67,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
66,easy
67,easy
66,easy
66,easy
66,easy
66,easy
65,easy
65,easy
64,easy
64,easy
67,hard
67,hard
68,hard
68,hard
68,hard
69,hard
69,hard
69,hard
69,hard
68,hard
69,hard
70,hard
71,hard
72,hard
72,hard
71,hard
71,hard
70,hard
69,hard
68,hard
67,hard
67,hard
67,hard
66,hard
66,hard
65,hard
65,hard
64,hard
64,hard
64,hard
64,hard
65,easy
66,easy
66,easy
66,easy
65,easy
65,easy
65,easy
64,easy
65,easy
65,easy
64,easy
65,easy
65,easy
64,easy
65,easy
64,easy
63,easy
62,easy
62,easy
63,easy
63,easy
63,easy
63,easy
63,easy
63,easy
64,easy
64,easy
64,easy
64,easy
64,easy
68,easy
71,easy
74,easy
76,easy
79,easy
81,easy
83,easy
85,easy
86,easy
87,easy
87,easy
87,easy
86,easy
86,easy
83,easy
81,easy
79,easy
78,easy
76,easy
75,easy
74,easy
74,easy
73,easy
72,easy
72,easy
71,easy
70,easy
69,easy
69,easy
69,easy
69,easy
73,hard
73,hard
73,hard
74,hard
74,hard
74,hard
74,hard
75,hard
76,hard
75,hard
75,hard
74,hard
74,hard
73,hard
73,hard
72,hard
72,hard
72,hard
72,hard
72,hard
72,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
72,hard
72,hard
72,hard
72,easy
72,easy
70,easy
69,easy
68,easy
67,easy
67,easy
66,easy
66,easy
67,easy
67,easy
67,easy
67,easy
67,easy
67,easy
66,easy
66,easy
65,easy
65,easy
64,easy
64,easy
63,easy
63,easy
64,easy
64,easy
64,easy
71,easy
70,easy
70,easy
72,easy
72,easy
72,easy
72,easy
73,easy
73,easy
72,easy
71,easy
71,easy
71,easy
71,easy
72,easy
71,easy
70,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
68,easy
68,easy
68,easy
65,hard
65,hard
66,hard
66,hard
66,hard
65,hard
65,hard
64,hard
64,hard
64,hard
64,hard
64,hard
64,hard
64,hard
65,hard
65,hard
65,hard
