rr_interval,condition
1012,easy
852,easy
764,easy
924,easy
944,easy
812,easy
1060,easy
964,easy
844,easy
980,easy
876,easy
868,easy
948,easy
836,easy
872,easy
388,easy
548,easy
784,easy
864,easy
604,easy
416,easy
624,easy
192,easy
852,easy
284,easy
16,easy
752,easy
844,easy
820,easy
952,easy
1832,easy
324,easy
656,easy
808,easy
992,easy
564,easy
364,easy
944,easy
840,easy
704,easy
216,easy
940,hard
940,hard
840,hard
52,hard
856,hard
744,hard
744,hard
812,hard
860,hard
776,hard
860,hard
940,hard
92,hard
276,hard
424,hard
868,hard
928,hard
468,hard
368,hard
820,hard
936,hard
852,hard
788,hard
908,hard
940,hard
808,hard
924,hard
944,hard
816,hard
428,hard
480,hard
212,hard
764,hard
716,hard
884,hard
188,hard
724,hard
796,hard
892,hard
964,hard
816,hard
932,hard
896,hard
924,hard
320,hard
624,hard
484,hard
300,hard
128,hard
924,hard
820,hard
796,hard
812,hard
884,hard
928,hard
908,hard
836,hard
940,hard
956,hard
928,hard
884,hard
964,hard
904,hard
792,hard
928,hard
900,hard
388,hard
400,hard
972,hard
928,hard
792,hard
916,hard
968,hard
776,hard
880,hard
908,hard
776,hard
856,hard
948,hard
892,hard
824,hard
960,easy
800,easy
888,easy
896,easy
448,easy
336,easy
908,easy
1032,easy
556,easy
252,easy
948,easy
996,easy
828,easy
904,easy
1000,easy
868,easy
920,easy
1052,easy
896,easy
956,easy
1080,easy
848,easy
900,easy
1084,easy
880,easy
864,easy
1204,easy
892,easy
884,easy
940,easy
836,easy
828,easy
1088,easy
1120,easy
732,easy
880,hard
184,hard
340,hard
284,hard
452,hard
360,hard
432,hard
368,hard
760,hard
1128,hard
404,hard
808,hard
852,hard
848,hard
184,hard
580,hard
876,hard
872,hard
268,hard
520,hard
668,hard
280,hard
880,hard
836,hard
720,hard
268,hard
820,hard
908,hard
1004,hard
824,hard
928,hard
916,hard
896,hard
1000,hard
824,hard
960,hard
976,hard
864,hard
960,hard
892,hard
828,hard
928,hard
884,hard
836,easy
264,easy
544,easy
796,easy
496,easy
232,easy
724,easy
736,easy
744,easy
780,easy
736,easy
652,easy
632,easy
652,easy
688,easy
1324,easy
852,easy
224,easy
68,easy
1180,easy
1104,easy
868,easy
176,easy
648,easy
968,easy
1096,easy
728,easy
1072,easy
904,easy
816,easy
912,easy
1232,easy
580,easy
264,easy
968,easy
1052,easy
824,easy
972,easy
1084,easy
892,easy
452,hard
376,hard
804,hard
780,hard
676,hard
104,hard
356,hard
352,hard
752,hard
780,hard
840,hard
804,hard
764,hard
864,hard
988,hard
836,hard
796,hard
860,hard
844,hard
780,hard
916,hard
908,hard
864,hard
1052,hard
860,hard
964,hard
944,hard
812,hard
928,hard
876,hard
800,hard
932,hard
980,hard
812,hard
944,hard
1012,hard
796,hard
928,hard
828,hard
960,hard
928,hard
780,hard
888,hard
940,hard
868,hard
860,hard
1032,hard
848,hard
864,hard
980,hard
888,hard
796,hard
1032,hard
172,hard
904,hard
856,hard
868,hard
900,hard
612,hard
256,hard
868,hard
1228,hard
1084,hard
920,hard
1104,hard
940,hard
1052,hard
1272,hard
964,hard
1016,hard
1084,hard
888,hard
904,easy
964,easy
960,easy
796,easy
888,easy
920,easy
920,easy
804,easy
1012,easy
1016,easy
828,easy
928,easy
932,easy
828,easy
896,easy
988,easy
976,easy
820,easy
960,easy
924,easy
796,easy
996,easy
1012,easy
840,easy
924,easy
1024,easy
828,easy
924,easy
1024,easy
856,easy
876,easy
1052,easy
884,easy
772,easy
764,easy
716,easy
224,easy
456,easy
712,easy
704,easy
632,easy
608,easy
176,easy
436,easy
592,easy
612,easy
620,easy
640,easy
664,easy
380,easy
764,easy
1236,easy
1248,easy
976,easy
924,easy
832,easy
264,easy
544,easy
936,easy
1060,easy
192,easy
144,easy
516,easy
1076,easy
1120,easy
408,easy
520,easy
912,easy
916,easy
248,easy
556,easy
568,easy
644,easy
876,easy
824,easy
1124,easy
1128,easy
488,hard
772,hard
756,hard
736,hard
716,hard
704,hard
684,hard
676,hard
636,hard
600,hard
584,hard
588,hard
544,hard
440,hard
176,hard
96,hard
484,hard
576,hard
612,hard
648,hard
1184,hard
1152,hard
1092,hard
884,hard
860,hard
884,hard
804,hard
840,hard
992,hard
844,hard
960,hard
1128,hard
940,hard
880,hard
828,hard
808,hard
936,hard
968,hard
860,hard
728,hard
268,hard
1124,easy
912,easy
800,easy
372,easy
60,easy
492,easy
68,easy
1284,easy
336,easy
428,easy
788,easy
840,easy
808,easy
784,easy
812,easy
856,easy
744,easy
868,easy
668,easy
172,easy
224,easy
788,easy
1004,easy
1024,easy
972,easy
976,easy
1056,easy
828,easy
1052,easy
564,easy
404,easy
792,easy
1124,easy
340,easy
724,easy
828,easy
1220,easy
1012,easy
860,easy
1028,easy
908,easy
800,easy
744,easy
148,easy
908,easy
784,easy
884,easy
948,easy
820,easy
816,easy
864,easy
972,easy
808,easy
952,easy
