Uk1,YAxis,Uk2,PRbpm,SpO2,Time
3,99,72,181,26,2014-06-27 16:14:56.465433
3,99,72,181,24,2014-06-27 16:14:56.482170
3,99,72,181,22,2014-06-27 16:14:56.498606
2,99,72,181,21,2014-06-27 16:14:56.515500
2,99,72,181,19,2014-06-27 16:14:56.532361
2,99,72,181,18,2014-06-27 16:14:56.549047
2,99,72,181,17,2014-06-27 16:14:56.565423
2,99,72,181,16,2014-06-27 16:14:56.582705
2,99,72,181,15,2014-06-27 16:14:56.599038
1,99,72,181,15,2014-06-27 16:14:56.615636
1,99,72,181,14,2014-06-27 16:14:56.632530
1,99,72,181,14,2014-06-27 16:14:56.649251
1,99,72,181,13,2014-06-27 16:14:56.665881
1,99,72,181,12,2014-06-27 16:14:56.682562
1,99,72,181,11,2014-06-27 16:14:56.699355
1,99,72,181,10,2014-06-27 16:14:56.715921
1,99,72,181,9,2014-06-27 16:14:56.732698
1,99,72,181,8,2014-06-27 16:14:56.749288
1,99,72,181,10,2014-06-27 16:14:56.765853
1,99,72,181,13,2014-06-27 16:14:56.783036
1,99,72,181,20,2014-06-27 16:14:56.799510
2,99,72,181,28,2014-06-27 16:14:56.815960
3,99,72,181,36,2014-06-27 16:14:56.833076
4,99,72,181,44,2014-06-27 16:14:56.849647
5,99,72,181,52,2014-06-27 16:14:56.866230
6,99,72,181,58,2014-06-27 16:14:56.883276
7,99,72,181,62,2014-06-27 16:14:56.899742
7,99,72,181,63,2014-06-27 16:14:56.916131
7,99,72,181,64,2014-06-27 16:14:56.933341
8,99,72,181,65,2014-06-27 16:14:56.949688
8,99,72,181,64,2014-06-27 16:14:56.966279
8,99,72,181,64,2014-06-27 16:14:56.983344
8,99,72,181,62,2014-06-27 16:14:56.999974
7,99,72,245,60,2014-06-27 16:14:57.016396
7,99,72,245,58,2014-06-27 16:14:57.033359
7,99,72,181,56,2014-06-27 16:14:57.050020
7,99,72,181,55,2014-06-27 16:14:57.068817
6,99,72,181,53,2014-06-27 16:14:57.083452
6,99,72,181,52,2014-06-27 16:14:57.100139
6,99,72,181,51,2014-06-27 16:14:57.116568
6,99,72,181,50,2014-06-27 16:14:57.133564
6,99,72,181,49,2014-06-27 16:14:57.150217
6,99,72,181,47,2014-06-27 16:14:57.166707
5,99,72,181,46,2014-06-27 16:14:57.183727
5,99,72,181,44,2014-06-27 16:14:57.200516
5,99,72,181,43,2014-06-27 16:14:57.216824
5,99,72,181,41,2014-06-27 16:14:57.233887
5,99,72,181,40,2014-06-27 16:14:57.250445
5,99,72,181,39,2014-06-27 16:14:57.267031
4,99,72,181,37,2014-06-27 16:14:57.284046
4,99,72,181,35,2014-06-27 16:14:57.300492
4,99,72,181,33,2014-06-27 16:14:57.317110
4,99,72,181,31,2014-06-27 16:14:57.334091
3,99,72,181,29,2014-06-27 16:14:57.350313
3,99,72,181,27,2014-06-27 16:14:57.367229
3,99,72,181,25,2014-06-27 16:14:57.384244
3,99,72,181,23,2014-06-27 16:14:57.400461
2,99,72,181,22,2014-06-27 16:14:57.417298
2,99,72,181,21,2014-06-27 16:14:57.434327
2,99,72,181,20,2014-06-27 16:14:57.450891
2,99,72,181,19,2014-06-27 16:14:57.467426
2,99,72,181,19,2014-06-27 16:14:57.484406
2,99,72,181,18,2014-06-27 16:14:57.500551
2,99,72,181,17,2014-06-27 16:14:57.517450
2,99,72,181,16,2014-06-27 16:14:57.534629
2,99,72,181,14,2014-06-27 16:14:57.551094
1,99,72,181,13,2014-06-27 16:14:57.567558
1,99,72,181,12,2014-06-27 16:14:57.584426
1,99,72,181,11,2014-06-27 16:14:57.601290
1,99,72,181,10,2014-06-27 16:14:57.617999
1,99,72,181,11,2014-06-27 16:14:57.634400
1,99,72,181,14,2014-06-27 16:14:57.651249
1,99,72,181,19,2014-06-27 16:14:57.667902
2,99,72,181,27,2014-06-27 16:14:57.684670
3,99,72,181,36,2014-06-27 16:14:57.701441
4,99,72,181,45,2014-06-27 16:14:57.718157
5,99,72,181,53,2014-06-27 16:14:57.734564
6,99,72,181,59,2014-06-27 16:14:57.751116
7,99,72,181,63,2014-06-27 16:14:57.768056
7,99,72,181,65,2014-06-27 16:14:57.784958
8,99,72,181,65,2014-06-27 16:14:57.801748
8,99,72,181,65,2014-06-27 16:14:57.818059
8,99,72,181,64,2014-06-27 16:14:57.834764
8,99,72,181,63,2014-06-27 16:14:57.851586
7,99,72,245,62,2014-06-27 16:14:57.868350
7,99,72,245,60,2014-06-27 16:14:57.884979
7,99,72,181,58,2014-06-27 16:14:57.901861
7,99,72,181,55,2014-06-27 16:14:57.918303
6,99,72,181,53,2014-06-27 16:14:57.935366
6,99,72,181,51,2014-06-27 16:14:57.951593
6,99,72,181,50,2014-06-27 16:14:57.968386
6,99,72,181,49,2014-06-27 16:14:57.985518
6,99,72,181,49,2014-06-27 16:14:58.001714
6,99,72,181,48,2014-06-27 16:14:58.018529
6,99,72,181,47,2014-06-27 16:14:58.035449
5,99,72,181,46,2014-06-27 16:14:58.052034
5,99,72,181,44,2014-06-27 16:14:58.078202
5,99,72,181,43,2014-06-27 16:14:58.085169
5,99,72,181,41,2014-06-27 16:14:58.101905
5,99,72,181,40,2014-06-27 16:14:58.118731
5,99,72,181,38,2014-06-27 16:14:58.135784
4,99,72,181,37,2014-06-27 16:14:58.152339
4,99,72,181,35,2014-06-27 16:14:58.168932
4,99,72,181,33,2014-06-27 16:14:58.185822
4,99,72,181,30,2014-06-27 16:14:58.202352
3,99,72,181,28,2014-06-27 16:14:58.218914
3,99,72,181,26,2014-06-27 16:14:58.235965
3,99,72,181,24,2014-06-27 16:14:58.252459
3,99,72,181,22,2014-06-27 16:14:58.269043
2,99,72,181,21,2014-06-27 16:14:58.285907
2,99,72,181,20,2014-06-27 16:14:58.302440
2,99,72,181,19,2014-06-27 16:14:58.319064
2,99,72,181,19,2014-06-27 16:14:58.336017
2,99,72,181,18,2014-06-27 16:14:58.352536
2,99,72,181,18,2014-06-27 16:14:58.369079
2,99,72,181,18,2014-06-27 16:14:58.386197
2,99,72,181,17,2014-06-27 16:14:58.402740
2,99,72,181,17,2014-06-27 16:14:58.419261
2,99,72,181,16,2014-06-27 16:14:58.436152
2,99,72,181,15,2014-06-27 16:14:58.452856
1,99,72,181,15,2014-06-27 16:14:58.469276
1,99,72,181,14,2014-06-27 16:14:58.486486
1,99,72,181,13,2014-06-27 16:14:58.502910
1,99,72,181,10,2014-06-27 16:14:58.520114
1,99,72,181,9,2014-06-27 16:14:58.536641
1,99,72,181,9,2014-06-27 16:14:58.552854
1,99,72,181,12,2014-06-27 16:14:58.569636
1,99,72,181,18,2014-06-27 16:14:58.586417
2,99,72,181,26,2014-06-27 16:14:58.603212
3,99,72,181,36,2014-06-27 16:14:58.619888
4,99,72,181,46,2014-06-27 16:14:58.636722
5,99,72,181,56,2014-06-27 16:14:58.653392
7,99,72,181,63,2014-06-27 16:14:58.669745
7,99,72,181,68,2014-06-27 16:14:58.686905
8,99,72,181,70,2014-06-27 16:14:58.703413
8,99,72,181,71,2014-06-27 16:14:58.719911
8,99,72,181,71,2014-06-27 16:14:58.736927
8,99,72,181,71,2014-06-27 16:14:58.753238
8,99,72,181,70,2014-06-27 16:14:58.770113
8,99,72,181,69,2014-06-27 16:14:58.787149
8,99,72,181,67,2014-06-27 16:14:58.803540
8,99,72,245,65,2014-06-27 16:14:58.820283
8,99,72,245,63,2014-06-27 16:14:58.837250
7,99,72,181,61,2014-06-27 16:14:58.853658
7,99,72,181,58,2014-06-27 16:14:58.870221
7,99,72,181,56,2014-06-27 16:14:58.887347
7,99,72,181,55,2014-06-27 16:14:58.903657
6,99,72,181,54,2014-06-27 16:14:58.920271
6,99,72,181,53,2014-06-27 16:14:58.937092
6,99,72,181,51,2014-06-27 16:14:58.953974
6,99,72,181,49,2014-06-27 16:14:58.970364
6,99,72,181,47,2014-06-27 16:14:58.987465
5,99,72,181,45,2014-06-27 16:14:59.003753
5,99,72,181,43,2014-06-27 16:14:59.020594
5,99,72,181,41,2014-06-27 16:14:59.037432
5,99,72,181,39,2014-06-27 16:14:59.054093
4,99,72,181,37,2014-06-27 16:14:59.070745
4,99,72,181,34,2014-06-27 16:14:59.087517
4,99,72,181,31,2014-06-27 16:14:59.104162
3,99,72,181,27,2014-06-27 16:14:59.120691
3,99,72,181,24,2014-06-27 16:14:59.137500
3,99,72,181,21,2014-06-27 16:14:59.154224
2,99,72,181,18,2014-06-27 16:14:59.170778
2,99,72,181,16,2014-06-27 16:14:59.187593
2,99,72,181,14,2014-06-27 16:14:59.204495
1,99,72,181,12,2014-06-27 16:14:59.221000
1,99,72,181,11,2014-06-27 16:14:59.237707
1,99,72,181,11,2014-06-27 16:14:59.254329
1,99,72,181,10,2014-06-27 16:14:59.271126
1,99,72,181,10,2014-06-27 16:14:59.288148
1,99,72,181,10,2014-06-27 16:14:59.304383
1,99,72,181,11,2014-06-27 16:14:59.321040
1,99,72,181,11,2014-06-27 16:14:59.337866
1,99,72,181,11,2014-06-27 16:14:59.354487
1,99,72,181,12,2014-06-27 16:14:59.371164
1,99,72,181,12,2014-06-27 16:14:59.388001
1,99,72,181,13,2014-06-27 16:14:59.404887
1,99,72,181,13,2014-06-27 16:14:59.421270
1,99,72,181,12,2014-06-27 16:14:59.438720
1,99,72,181,13,2014-06-27 16:14:59.454871
1,99,72,181,14,2014-06-27 16:14:59.471530
1,99,72,181,18,2014-06-27 16:14:59.488562
2,99,72,181,24,2014-06-27 16:14:59.504967
3,99,72,181,31,2014-06-27 16:14:59.521481
3,99,72,181,40,2014-06-27 16:14:59.538471
5,99,72,181,48,2014-06-27 16:14:59.555183
6,99,72,181,55,2014-06-27 16:14:59.571826
6,99,72,181,60,2014-06-27 16:14:59.588730
7,99,72,181,62,2014-06-27 16:14:59.605313
7,99,72,181,62,2014-06-27 16:14:59.621603
7,99,72,181,62,2014-06-27 16:14:59.638663
7,99,72,181,62,2014-06-27 16:14:59.655235
7,99,72,181,62,2014-06-27 16:14:59.671974
7,99,72,181,61,2014-06-27 16:14:59.688618
7,99,72,181,59,2014-06-27 16:14:59.705463
7,99,72,245,58,2014-06-27 16:14:59.721842
7,99,72,245,57,2014-06-27 16:14:59.738940
7,99,72,181,55,2014-06-27 16:14:59.755612
6,99,72,181,53,2014-06-27 16:14:59.772152
6,99,72,181,52,2014-06-27 16:14:59.789142
6,99,72,181,52,2014-06-27 16:14:59.805594
6,99,72,181,53,2014-06-27 16:14:59.822109
6,99,72,181,54,2014-06-27 16:14:59.839198
6,99,72,181,55,2014-06-27 16:14:59.855688
6,99,72,181,55,2014-06-27 16:14:59.872466
6,99,72,181,55,2014-06-27 16:14:59.889251
6,99,72,181,54,2014-06-27 16:14:59.905835
6,99,72,181,53,2014-06-27 16:14:59.922254
6,99,72,181,51,2014-06-27 16:14:59.939370
6,99,72,181,48,2014-06-27 16:14:59.955847
6,99,72,181,46,2014-06-27 16:14:59.972402
5,99,72,181,45,2014-06-27 16:14:59.989568
5,99,72,181,44,2014-06-27 16:15:00.006068
5,99,72,181,41,2014-06-27 16:15:00.022440
5,99,72,181,40,2014-06-27 16:15:00.039578
5,99,72,181,39,2014-06-27 16:15:00.056255
4,99,72,181,35,2014-06-27 16:15:00.072655
4,99,72,181,30,2014-06-27 16:15:00.094001
3,99,72,181,25,2014-06-27 16:15:00.106306
3,99,72,181,20,2014-06-27 16:15:00.122795
2,99,72,181,15,2014-06-27 16:15:00.139687
1,99,72,181,11,2014-06-27 16:15:00.156250
1,99,72,181,8,2014-06-27 16:15:00.172963
1,99,72,181,6,2014-06-27 16:15:00.189658
0,99,72,181,6,2014-06-27 16:15:00.206495
0,99,72,181,8,2014-06-27 16:15:00.222898
1,99,72,181,9,2014-06-27 16:15:00.239829
1,99,72,181,11,2014-06-27 16:15:00.256367
1,99,72,181,13,2014-06-27 16:15:00.273077
1,99,72,181,14,2014-06-27 16:15:00.289853
1,99,72,181,13,2014-06-27 16:15:00.306545
1,99,72,181,11,2014-06-27 16:15:00.323181
1,99,72,181,11,2014-06-27 16:15:00.340016
1,99,72,181,12,2014-06-27 16:15:00.356671
1,99,72,181,16,2014-06-27 16:15:00.373258
2,99,72,181,22,2014-06-27 16:15:00.390118
2,99,72,181,31,2014-06-27 16:15:00.406588
3,99,72,181,40,2014-06-27 16:15:00.423543
5,99,72,181,47,2014-06-27 16:15:00.440122
5,99,72,181,54,2014-06-27 16:15:00.456955
6,99,72,181,58,2014-06-27 16:15:00.473355
7,99,72,181,60,2014-06-27 16:15:00.490447
7,99,72,181,61,2014-06-27 16:15:00.507194
7,99,72,181,62,2014-06-27 16:15:00.523728
7,99,72,181,63,2014-06-27 16:15:00.540414
7,99,72,181,62,2014-06-27 16:15:00.557103
7,99,72,181,61,2014-06-27 16:15:00.573704
7,99,72,245,59,2014-06-27 16:15:00.590499
7,99,72,245,57,2014-06-27 16:15:00.606969
7,99,72,181,53,2014-06-27 16:15:00.624039
6,99,72,181,50,2014-06-27 16:15:00.640675
6,99,72,181,47,2014-06-27 16:15:00.657291
5,99,72,181,44,2014-06-27 16:15:00.674074
5,99,72,181,42,2014-06-27 16:15:00.690578
5,99,72,181,41,2014-06-27 16:15:00.707670
5,99,72,181,40,2014-06-27 16:15:00.723924
5,99,72,181,40,2014-06-27 16:15:00.740733
5,99,72,181,39,2014-06-27 16:15:00.757656
4,99,72,181,38,2014-06-27 16:15:00.774103
4,99,72,181,37,2014-06-27 16:15:00.791029
4,99,72,181,36,2014-06-27 16:15:00.807405
4,99,72,181,35,2014-06-27 16:15:00.824322
4,99,72,181,34,2014-06-27 16:15:00.841149
4,99,72,181,34,2014-06-27 16:15:00.857605
4,99,72,181,33,2014-06-27 16:15:00.874333
4,99,72,181,31,2014-06-27 16:15:00.891197
3,99,72,181,30,2014-06-27 16:15:00.907779
3,99,72,181,29,2014-06-27 16:15:00.924350
3,99,72,181,28,2014-06-27 16:15:00.941413
3,99,72,181,27,2014-06-27 16:15:00.957680
3,99,72,181,27,2014-06-27 16:15:00.974569
3,99,72,181,27,2014-06-27 16:15:00.991320
3,99,72,181,26,2014-06-27 16:15:01.007956
3,99,72,181,25,2014-06-27 16:15:01.024555
3,99,72,181,24,2014-06-27 16:15:01.041754
3,99,72,181,23,2014-06-27 16:15:01.057879
2,99,72,181,21,2014-06-27 16:15:01.074784
2,99,72,181,20,2014-06-27 16:15:01.091505
2,99,72,181,18,2014-06-27 16:15:01.108197
2,99,72,181,17,2014-06-27 16:15:01.124683
2,99,72,181,17,2014-06-27 16:15:01.141902
2,99,72,181,17,2014-06-27 16:15:01.158372
2,99,72,181,19,2014-06-27 16:15:01.174995
2,99,72,181,23,2014-06-27 16:15:01.191798
2,99,72,181,29,2014-06-27 16:15:01.208164
3,99,72,181,37,2014-06-27 16:15:01.225073
4,99,72,181,44,2014-06-27 16:15:01.241854
5,99,72,181,52,2014-06-27 16:15:01.258433
6,99,72,181,58,2014-06-27 16:15:01.275283
7,99,72,181,62,2014-06-27 16:15:01.291790
7,99,72,181,64,2014-06-27 16:15:01.308709
8,99,72,181,65,2014-06-27 16:15:01.325092
8,99,72,181,65,2014-06-27 16:15:01.342143
8,99,72,181,64,2014-06-27 16:15:01.358739
8,99,72,181,63,2014-06-27 16:15:01.375659
7,99,72,245,61,2014-06-27 16:15:01.392123
7,99,72,245,59,2014-06-27 16:15:01.408914
7,99,72,181,57,2014-06-27 16:15:01.425342
7,99,72,181,54,2014-06-27 16:15:01.442472
6,99,72,181,52,2014-06-27 16:15:01.458706
6,99,72,181,50,2014-06-27 16:15:01.475515
6,99,72,181,49,2014-06-27 16:15:01.492520
6,99,72,181,47,2014-06-27 16:15:01.509055
5,99,72,181,46,2014-06-27 16:15:01.525665
5,99,72,181,45,2014-06-27 16:15:01.542435
5,99,72,181,44,2014-06-27 16:15:01.559093
5,99,72,181,43,2014-06-27 16:15:01.575808
5,99,72,181,41,2014-06-27 16:15:01.592699
5,99,72,181,40,2014-06-27 16:15:01.609029
5,99,72,181,39,2014-06-27 16:15:01.625926
4,99,72,181,37,2014-06-27 16:15:01.642830
4,99,72,181,36,2014-06-27 16:15:01.659488
4,99,72,181,34,2014-06-27 16:15:01.675897
4,99,72,181,32,2014-06-27 16:15:01.692766
4,99,72,181,30,2014-06-27 16:15:01.709499
3,99,72,181,29,2014-06-27 16:15:01.726142
3,99,72,181,27,2014-06-27 16:15:01.742804
3,99,72,181,26,2014-06-27 16:15:01.759618
3,99,72,181,25,2014-06-27 16:15:01.775972
3,99,72,181,25,2014-06-27 16:15:01.793054
3,99,72,181,24,2014-06-27 16:15:01.809374
3,99,72,181,23,2014-06-27 16:15:01.826300
2,99,72,181,24,2014-06-27 16:15:01.843181
3,99,72,181,24,2014-06-27 16:15:01.859673
3,99,72,181,24,2014-06-27 16:15:01.876495
3,99,72,181,25,2014-06-27 16:15:01.893139
3,99,72,181,26,2014-06-27 16:15:01.909887
3,99,72,181,30,2014-06-27 16:15:01.926570
3,99,72,181,35,2014-06-27 16:15:01.943329
4,99,72,181,41,2014-06-27 16:15:01.959963
5,99,72,181,47,2014-06-27 16:15:01.976483
5,99,72,181,54,2014-06-27 16:15:01.993329
6,99,72,181,61,2014-06-27 16:15:02.010097
7,99,72,181,65,2014-06-27 16:15:02.026664
8,99,72,181,67,2014-06-27 16:15:02.043679
8,99,72,181,69,2014-06-27 16:15:02.059892
8,99,72,181,69,2014-06-27 16:15:02.076607
8,99,72,181,70,2014-06-27 16:15:02.093534
8,99,72,181,70,2014-06-27 16:15:02.111366
8,99,72,181,69,2014-06-27 16:15:02.126764
8,99,72,245,67,2014-06-27 16:15:02.143854
8,99,72,245,61,2014-06-27 16:15:02.160325
7,99,72,181,53,2014-06-27 16:15:02.177055
6,99,72,181,43,2014-06-27 16:15:02.193733
5,99,72,181,32,2014-06-27 16:15:02.210449
4,99,72,181,18,2014-06-27 16:15:02.226974
2,99,72,181,6,2014-06-27 16:15:02.244084
0,99,72,181,0,2014-06-27 16:15:02.260349
0,99,72,181,0,2014-06-27 16:15:02.277199
0,99,72,181,0,2014-06-27 16:15:02.293922
0,99,72,181,0,2014-06-27 16:15:02.310526
0,99,72,181,0,2014-06-27 16:15:02.327179
0,99,72,181,0,2014-06-27 16:15:02.344279
0,99,72,181,0,2014-06-27 16:15:02.360519
0,99,72,181,0,2014-06-27 16:15:02.377385
0,99,72,181,0,2014-06-27 16:15:02.394690
0,99,72,181,0,2014-06-27 16:15:02.410601
0,99,72,181,3,2014-06-27 16:15:02.427446
0,99,72,181,7,2014-06-27 16:15:02.444463
0,99,72,181,10,2014-06-27 16:15:02.460712
1,99,72,181,14,2014-06-27 16:15:02.477417
1,99,72,181,17,2014-06-27 16:15:02.494628
2,99,72,181,20,2014-06-27 16:15:02.511131
2,99,72,181,23,2014-06-27 16:15:02.527901
2,99,72,181,27,2014-06-27 16:15:02.544551
3,99,72,181,31,2014-06-27 16:15:02.561151
3,99,72,181,36,2014-06-27 16:15:02.577772
4,99,72,181,41,2014-06-27 16:15:02.594618
5,99,72,181,47,2014-06-27 16:15:02.611060
5,99,72,181,51,2014-06-27 16:15:02.628063
6,99,72,181,52,2014-06-27 16:15:02.644749
6,99,72,181,52,2014-06-27 16:15:02.661401
6,99,72,245,51,2014-06-27 16:15:02.677982
6,99,72,245,49,2014-06-27 16:15:02.694779
6,99,72,181,47,2014-06-27 16:15:02.711345
5,99,72,181,46,2014-06-27 16:15:02.728220
5,99,72,181,46,2014-06-27 16:15:02.745238
5,99,72,181,47,2014-06-27 16:15:02.761511
5,99,72,181,48,2014-06-27 16:15:02.778353
6,99,72,181,49,2014-06-27 16:15:02.794930
6,99,72,181,52,2014-06-27 16:15:02.811731
6,99,72,181,56,2014-06-27 16:15:02.828160
7,99,72,181,62,2014-06-27 16:15:02.845196
7,99,72,181,68,2014-06-27 16:15:02.861777
8,99,72,181,74,2014-06-27 16:15:02.878260
9,99,72,181,80,2014-06-27 16:15:02.895453
10,99,72,181,84,2014-06-27 16:15:02.911872
10,99,72,181,86,2014-06-27 16:15:02.928620
10,99,72,181,86,2014-06-27 16:15:02.945224
10,99,72,245,83,2014-06-27 16:15:02.962005
10,99,72,245,77,2014-06-27 16:15:02.979879
9,99,72,181,71,2014-06-27 16:15:02.995319
8,99,72,181,64,2014-06-27 16:15:03.012244
8,99,72,181,58,2014-06-27 16:15:03.029098
7,99,72,181,53,2014-06-27 16:15:03.045413
6,99,72,181,49,2014-06-27 16:15:03.062182
6,99,72,181,47,2014-06-27 16:15:03.079065
5,99,72,181,45,2014-06-27 16:15:03.095823
5,99,72,181,42,2014-06-27 16:15:03.120555
5,99,72,181,38,2014-06-27 16:15:03.128791
4,99,72,181,34,2014-06-27 16:15:03.145637
4,99,72,181,29,2014-06-27 16:15:03.162325
3,99,72,181,26,2014-06-27 16:15:03.179305
3,99,72,181,27,2014-06-27 16:15:03.195551
3,99,72,181,31,2014-06-27 16:15:03.212368
3,99,72,181,37,2014-06-27 16:15:03.229543
4,99,72,181,43,2014-06-27 16:15:03.245684
5,99,72,181,49,2014-06-27 16:15:03.262631
6,99,72,181,53,2014-06-27 16:15:03.279360
6,99,72,181,54,2014-06-27 16:15:03.295960
6,99,72,244,63,2014-06-27 16:15:03.312592
7,99,72,244,56,2014-06-27 16:15:03.329619
7,99,72,180,49,2014-06-27 16:15:03.345882
6,99,72,180,39,2014-06-27 16:15:03.362894
4,99,72,180,27,2014-06-27 16:15:03.379922
3,99,72,180,12,2014-06-27 16:15:03.396210
1,99,72,180,0,2014-06-27 16:15:03.412834
0,99,72,180,0,2014-06-27 16:15:03.429595
0,99,72,180,0,2014-06-27 16:15:03.446176
0,99,72,180,0,2014-06-27 16:15:03.463054
0,99,72,180,0,2014-06-27 16:15:03.479808
0,99,72,180,0,2014-06-27 16:15:03.496197
0,99,72,180,0,2014-06-27 16:15:03.513111
0,99,72,180,15,2014-06-27 16:15:03.529856
1,99,72,180,31,2014-06-27 16:15:03.546600
3,99,72,180,44,2014-06-27 16:15:03.563117
5,99,72,180,53,2014-06-27 16:15:03.580011
6,99,72,180,62,2014-06-27 16:15:03.596538
7,99,72,180,68,2014-06-27 16:15:03.613303
8,99,72,180,67,2014-06-27 16:15:03.630272
8,99,72,244,64,2014-06-27 16:15:03.646737
8,99,72,244,58,2014-06-27 16:15:03.663466
7,99,72,180,50,2014-06-27 16:15:03.680169
6,99,72,180,40,2014-06-27 16:15:03.696555
5,99,72,180,32,2014-06-27 16:15:03.713392
4,99,72,180,24,2014-06-27 16:15:03.730199
3,99,72,180,17,2014-06-27 16:15:03.747008
2,99,72,180,14,2014-06-27 16:15:03.763352
1,99,72,180,13,2014-06-27 16:15:03.780604
1,99,72,180,13,2014-06-27 16:15:03.796854
1,99,72,180,13,2014-06-27 16:15:03.813639
1,99,72,180,13,2014-06-27 16:15:03.830710
1,99,72,180,13,2014-06-27 16:15:03.846964
1,99,72,180,12,2014-06-27 16:15:03.863568
1,99,72,180,13,2014-06-27 16:15:03.880808
1,99,72,180,12,2014-06-27 16:15:03.897105
1,99,72,180,12,2014-06-27 16:15:03.913821
1,99,72,180,11,2014-06-27 16:15:03.930577
1,99,72,180,12,2014-06-27 16:15:03.947326
1,99,72,180,14,2014-06-27 16:15:03.964070
1,99,72,180,14,2014-06-27 16:15:03.981061
1,99,72,180,16,2014-06-27 16:15:03.997219
2,99,72,180,18,2014-06-27 16:15:04.014106
2,99,72,180,20,2014-06-27 16:15:04.031102
2,99,72,180,20,2014-06-27 16:15:04.047343
2,99,72,180,19,2014-06-27 16:15:04.064191
2,99,72,180,19,2014-06-27 16:15:04.081110
2,99,72,180,18,2014-06-27 16:15:04.097451
2,99,72,180,17,2014-06-27 16:15:04.114148
2,99,72,180,18,2014-06-27 16:15:04.130932
2,99,72,180,20,2014-06-27 16:15:04.147819
2,99,72,180,22,2014-06-27 16:15:04.164405
2,99,72,180,25,2014-06-27 16:15:04.181118
3,99,72,180,26,2014-06-27 16:15:04.197827
3,99,72,180,26,2014-06-27 16:15:04.214496
3,99,72,180,25,2014-06-27 16:15:04.231196
3,99,72,180,25,2014-06-27 16:15:04.247815
3,99,72,180,27,2014-06-27 16:15:04.264390
3,99,72,180,35,2014-06-27 16:15:04.281712
4,99,72,180,46,2014-06-27 16:15:04.297892
5,99,72,180,63,2014-06-27 16:15:04.314786
7,99,72,180,82,2014-06-27 16:15:04.331505
10,99,72,180,101,2014-06-27 16:15:04.348015
12,99,72,180,117,2014-06-27 16:15:04.364786
14,99,72,180,127,2014-06-27 16:15:04.381744
15,99,72,180,127,2014-06-27 16:15:04.398333
15,99,72,180,127,2014-06-27 16:15:04.414718
15,99,72,180,127,2014-06-27 16:15:04.432069
15,99,72,180,127,2014-06-27 16:15:04.448357
15,99,72,180,126,2014-06-27 16:15:04.464853
15,99,72,180,123,2014-06-27 16:15:04.481693
15,99,72,180,119,2014-06-27 16:15:04.498301
14,99,72,180,115,2014-06-27 16:15:04.515087
14,99,72,180,111,2014-06-27 16:15:04.532104
13,99,72,180,107,2014-06-27 16:15:04.548583
13,99,72,180,103,2014-06-27 16:15:04.565228
12,99,72,245,99,2014-06-27 16:15:04.581908
12,99,72,245,67,2014-06-27 16:15:04.598624
8,99,72,181,66,2014-06-27 16:15:04.615210
8,99,72,181,63,2014-06-27 16:15:04.632277
7,99,72,181,61,2014-06-27 16:15:04.648879
7,99,72,181,58,2014-06-27 16:15:04.665207
7,99,72,181,56,2014-06-27 16:15:04.682318
7,99,72,181,53,2014-06-27 16:15:04.698675
6,99,72,181,50,2014-06-27 16:15:04.715454
6,99,72,181,47,2014-06-27 16:15:04.732265
5,99,72,181,45,2014-06-27 16:15:04.748867
5,99,72,181,43,2014-06-27 16:15:04.765813
5,99,72,181,41,2014-06-27 16:15:04.782680
5,99,72,181,40,2014-06-27 16:15:04.799111
5,99,72,181,40,2014-06-27 16:15:04.815560
5,99,72,181,40,2014-06-27 16:15:04.832737
5,99,72,181,40,2014-06-27 16:15:04.849237
5,99,72,181,40,2014-06-27 16:15:04.865755
5,99,72,181,40,2014-06-27 16:15:04.882772
5,99,72,181,38,2014-06-27 16:15:04.899397
4,99,72,181,37,2014-06-27 16:15:04.915742
4,99,72,181,35,2014-06-27 16:15:04.932827
4,99,72,181,34,2014-06-27 16:15:04.949291
4,99,72,181,32,2014-06-27 16:15:04.965799
4,99,72,181,31,2014-06-27 16:15:04.982683
3,99,72,181,31,2014-06-27 16:15:04.999427
3,99,72,181,30,2014-06-27 16:15:05.016023
3,99,72,181,30,2014-06-27 16:15:05.033088
3,99,72,181,29,2014-06-27 16:15:05.049434
3,99,72,181,28,2014-06-27 16:15:05.066299
3,99,72,181,28,2014-06-27 16:15:05.082909
3,99,72,181,27,2014-06-27 16:15:05.099777
3,99,72,181,28,2014-06-27 16:15:05.116162
3,99,72,181,31,2014-06-27 16:15:05.139318
3,99,72,181,36,2014-06-27 16:15:05.149642
4,99,72,181,43,2014-06-27 16:15:05.166411
5,99,72,181,50,2014-06-27 16:15:05.182974
6,99,72,181,58,2014-06-27 16:15:05.199837
7,99,72,181,64,2014-06-27 16:15:05.216607
8,99,72,181,68,2014-06-27 16:15:05.233539
8,99,72,181,70,2014-06-27 16:15:05.249991
8,99,72,181,71,2014-06-27 16:15:05.266652
8,99,72,181,70,2014-06-27 16:15:05.283266
8,99,72,181,69,2014-06-27 16:15:05.299824
8,99,72,181,67,2014-06-27 16:15:05.317133
8,99,72,181,66,2014-06-27 16:15:05.333500
8,99,72,245,64,2014-06-27 16:15:05.350108
8,99,72,245,62,2014-06-27 16:15:05.367273
7,99,72,181,60,2014-06-27 16:15:05.383510
7,99,72,181,58,2014-06-27 16:15:05.400113
7,99,72,181,56,2014-06-27 16:15:05.417042
