Uk1,YAxis,Uk2,PRbpm,SpO2,Time
150,4,0,59,99,2014-06-27 16:11:51.275940
150,3,0,59,99,2014-06-27 16:11:51.292565
150,2,0,59,99,2014-06-27 16:11:51.309041
150,0,0,59,99,2014-06-27 16:11:51.325759
150,0,0,59,99,2014-06-27 16:11:51.342250
150,0,0,59,99,2014-06-27 16:11:51.358865
150,0,0,59,99,2014-06-27 16:11:51.375682
150,2,0,59,99,2014-06-27 16:11:51.392090
150,6,0,59,99,2014-06-27 16:11:51.408864
150,11,1,59,99,2014-06-27 16:11:51.425588
150,16,2,59,99,2014-06-27 16:11:51.442376
150,21,2,59,99,2014-06-27 16:11:51.458931
150,24,3,59,99,2014-06-27 16:11:51.475467
150,26,3,59,99,2014-06-27 16:11:51.491844
213,27,3,59,99,2014-06-27 16:11:51.509061
213,14,1,59,99,2014-06-27 16:11:51.525561
149,14,1,59,99,2014-06-27 16:11:51.542277
149,15,1,59,99,2014-06-27 16:11:51.558800
149,18,2,59,99,2014-06-27 16:11:51.575591
149,23,2,59,99,2014-06-27 16:11:51.592078
149,28,3,59,99,2014-06-27 16:11:51.608989
149,33,4,59,99,2014-06-27 16:11:51.625997
149,38,4,59,99,2014-06-27 16:11:51.642562
149,41,5,59,99,2014-06-27 16:11:51.659117
149,45,5,59,99,2014-06-27 16:11:51.675849
149,48,6,59,99,2014-06-27 16:11:51.692431
149,50,6,59,99,2014-06-27 16:11:51.709294
149,52,6,59,99,2014-06-27 16:11:51.725927
149,55,6,59,99,2014-06-27 16:11:51.742458
149,56,7,59,99,2014-06-27 16:11:51.759271
149,56,7,59,99,2014-06-27 16:11:51.776044
149,56,7,59,99,2014-06-27 16:11:51.792591
213,55,6,59,99,2014-06-27 16:11:51.809387
213,53,6,59,99,2014-06-27 16:11:51.826128
149,50,6,59,99,2014-06-27 16:11:51.842715
149,48,6,59,99,2014-06-27 16:11:51.859700
149,44,5,59,99,2014-06-27 16:11:51.876307
149,41,5,59,99,2014-06-27 16:11:51.892952
149,39,4,59,99,2014-06-27 16:11:51.909856
149,38,4,59,99,2014-06-27 16:11:51.926370
149,36,4,59,99,2014-06-27 16:11:51.942915
149,34,4,59,99,2014-06-27 16:11:51.959832
149,30,3,59,99,2014-06-27 16:11:51.976249
149,25,3,59,99,2014-06-27 16:11:51.992947
149,18,2,59,99,2014-06-27 16:11:52.009948
149,9,1,59,99,2014-06-27 16:11:52.026769
149,0,0,59,99,2014-06-27 16:11:52.043105
149,0,0,59,99,2014-06-27 16:11:52.059876
149,0,0,59,99,2014-06-27 16:11:52.076626
149,0,0,59,99,2014-06-27 16:11:52.093293
149,0,0,59,99,2014-06-27 16:11:52.110270
149,0,0,59,99,2014-06-27 16:11:52.126588
149,0,0,59,99,2014-06-27 16:11:52.143318
149,0,0,59,99,2014-06-27 16:11:52.159984
149,0,0,59,99,2014-06-27 16:11:52.176706
149,0,0,59,99,2014-06-27 16:11:52.193269
149,0,0,59,99,2014-06-27 16:11:52.210433
149,0,0,59,99,2014-06-27 16:11:52.226970
149,0,0,59,99,2014-06-27 16:11:52.243385
149,0,0,59,99,2014-06-27 16:11:52.260820
149,0,0,59,99,2014-06-27 16:11:52.276753
149,0,0,59,99,2014-06-27 16:11:52.293632
149,0,0,59,99,2014-06-27 16:11:52.310596
149,0,0,59,99,2014-06-27 16:11:52.327193
149,0,0,59,99,2014-06-27 16:11:52.343645
149,0,0,59,99,2014-06-27 16:11:52.360715
149,0,0,59,99,2014-06-27 16:11:52.377206
149,0,0,59,99,2014-06-27 16:11:52.394003
149,0,0,59,99,2014-06-27 16:11:52.410657
149,0,0,59,99,2014-06-27 16:11:52.427355
149,0,0,59,99,2014-06-27 16:11:52.444104
149,0,0,59,99,2014-06-27 16:11:52.460881
149,0,0,59,99,2014-06-27 16:11:52.477279
149,0,0,59,99,2014-06-27 16:11:52.494161
149,0,0,59,99,2014-06-27 16:11:52.510782
149,0,0,59,99,2014-06-27 16:11:52.527462
149,0,0,59,99,2014-06-27 16:11:52.544115
149,0,0,59,99,2014-06-27 16:11:52.560917
149,0,0,59,99,2014-06-27 16:11:52.577600
149,0,0,59,99,2014-06-27 16:11:52.594508
149,0,0,59,99,2014-06-27 16:11:52.610958
149,0,0,59,99,2014-06-27 16:11:52.627622
149,0,0,59,99,2014-06-27 16:11:52.644277
149,0,0,59,99,2014-06-27 16:11:52.661084
149,0,0,59,99,2014-06-27 16:11:52.677575
149,0,0,59,99,2014-06-27 16:11:52.694360
149,0,0,59,99,2014-06-27 16:11:52.711052
149,0,0,59,99,2014-06-27 16:11:52.727828
149,0,0,59,99,2014-06-27 16:11:52.744480
149,0,0,59,99,2014-06-27 16:11:52.761654
149,0,0,59,99,2014-06-27 16:11:52.777977
149,0,0,59,99,2014-06-27 16:11:52.795211
149,0,0,59,99,2014-06-27 16:11:52.811487
149,0,0,59,99,2014-06-27 16:11:52.828193
149,0,0,59,99,2014-06-27 16:11:52.845412
149,0,0,59,99,2014-06-27 16:11:52.861685
149,0,0,59,99,2014-06-27 16:11:52.878724
149,0,0,59,99,2014-06-27 16:11:52.895241
149,0,0,59,99,2014-06-27 16:11:52.911668
149,0,0,59,99,2014-06-27 16:11:52.928277
149,0,0,59,99,2014-06-27 16:11:52.944910
149,0,0,59,99,2014-06-27 16:11:52.961630
149,0,0,59,99,2014-06-27 16:11:52.978429
149,0,0,59,99,2014-06-27 16:11:52.995175
149,0,0,59,99,2014-06-27 16:11:53.011840
149,0,0,59,99,2014-06-27 16:11:53.028568
149,0,0,59,99,2014-06-27 16:11:53.045159
149,0,0,59,99,2014-06-27 16:11:53.061855
149,0,0,59,99,2014-06-27 16:11:53.078556
149,0,0,59,99,2014-06-27 16:11:53.095260
149,0,0,59,99,2014-06-27 16:11:53.111974
149,0,0,59,99,2014-06-27 16:11:53.128766
149,0,0,59,99,2014-06-27 16:11:53.145401
149,0,0,59,99,2014-06-27 16:11:53.162074
149,0,0,59,99,2014-06-27 16:11:53.178757
149,0,0,59,99,2014-06-27 16:11:53.195543
149,0,0,59,99,2014-06-27 16:11:53.212144
149,0,0,59,99,2014-06-27 16:11:53.228796
149,0,0,59,99,2014-06-27 16:11:53.245668
149,0,0,59,99,2014-06-27 16:11:53.262170
149,0,0,59,99,2014-06-27 16:11:53.278832
149,0,0,59,99,2014-06-27 16:11:53.295699
149,0,0,59,99,2014-06-27 16:11:53.312103
149,0,0,59,99,2014-06-27 16:11:53.328972
149,0,0,59,99,2014-06-27 16:11:53.345663
149,0,0,59,99,2014-06-27 16:11:53.362241
149,0,0,59,99,2014-06-27 16:11:53.379010
149,0,0,59,99,2014-06-27 16:11:53.395922
149,0,0,59,99,2014-06-27 16:11:53.412398
149,0,0,59,99,2014-06-27 16:11:53.429162
149,0,0,59,99,2014-06-27 16:11:53.445932
149,0,0,59,99,2014-06-27 16:11:53.462523
149,0,0,59,99,2014-06-27 16:11:53.479296
149,1,0,59,99,2014-06-27 16:11:53.496044
149,2,0,59,99,2014-06-27 16:11:53.512713
149,3,0,59,99,2014-06-27 16:11:53.529295
149,5,0,59,99,2014-06-27 16:11:53.546145
149,7,0,59,99,2014-06-27 16:11:53.564713
149,10,1,59,99,2014-06-27 16:11:53.579741
149,13,1,59,99,2014-06-27 16:11:53.596191
149,16,2,59,99,2014-06-27 16:11:53.612956
149,19,2,59,99,2014-06-27 16:11:53.629535
149,22,2,59,99,2014-06-27 16:11:53.646346
149,24,3,59,99,2014-06-27 16:11:53.662854
149,26,3,59,99,2014-06-27 16:11:53.679597
149,26,3,59,99,2014-06-27 16:11:53.696385
149,27,3,59,99,2014-06-27 16:11:53.713114
149,26,3,59,99,2014-06-27 16:11:53.729965
149,24,3,59,99,2014-06-27 16:11:53.746636
149,22,2,59,99,2014-06-27 16:11:53.763095
149,19,2,59,99,2014-06-27 16:11:53.779868
149,17,2,59,99,2014-06-27 16:11:53.796616
149,15,1,59,99,2014-06-27 16:11:53.813158
149,14,1,59,99,2014-06-27 16:11:53.829989
149,13,1,59,99,2014-06-27 16:11:53.846757
149,13,1,59,99,2014-06-27 16:11:53.863293
149,13,1,59,99,2014-06-27 16:11:53.880059
149,13,1,59,99,2014-06-27 16:11:53.896822
149,13,1,59,99,2014-06-27 16:11:53.913388
149,13,1,59,99,2014-06-27 16:11:53.930177
149,12,1,59,99,2014-06-27 16:11:53.946916
149,11,1,59,99,2014-06-27 16:11:53.963471
149,9,1,59,99,2014-06-27 16:11:53.980336
149,6,0,59,99,2014-06-27 16:11:53.997126
149,4,0,59,99,2014-06-27 16:11:54.013549
149,3,0,59,99,2014-06-27 16:11:54.030345
149,4,0,59,99,2014-06-27 16:11:54.047120
149,6,0,59,99,2014-06-27 16:11:54.064034
149,10,1,59,99,2014-06-27 16:11:54.080808
149,13,1,59,99,2014-06-27 16:11:54.097254
149,17,2,59,99,2014-06-27 16:11:54.114075
149,19,2,59,99,2014-06-27 16:11:54.131123
149,20,2,59,99,2014-06-27 16:11:54.147448
149,20,2,59,99,2014-06-27 16:11:54.163965
149,20,2,59,99,2014-06-27 16:11:54.181036
149,20,2,59,99,2014-06-27 16:11:54.197409
149,19,2,59,99,2014-06-27 16:11:54.214349
149,18,2,59,99,2014-06-27 16:11:54.230967
149,18,2,59,99,2014-06-27 16:11:54.247685
149,17,2,59,99,2014-06-27 16:11:54.264381
149,18,2,59,99,2014-06-27 16:11:54.281229
149,19,2,59,99,2014-06-27 16:11:54.297774
149,22,2,59,99,2014-06-27 16:11:54.315184
149,24,3,59,99,2014-06-27 16:11:54.331032
149,27,3,59,99,2014-06-27 16:11:54.347642
149,29,3,59,99,2014-06-27 16:11:54.364493
149,30,3,59,99,2014-06-27 16:11:54.381264
149,31,3,59,99,2014-06-27 16:11:54.397907
149,29,3,59,99,2014-06-27 16:11:54.414559
149,26,3,59,99,2014-06-27 16:11:54.431304
149,22,2,59,99,2014-06-27 16:11:54.447889
149,19,2,59,99,2014-06-27 16:11:54.464617
149,15,1,59,99,2014-06-27 16:11:54.481319
149,12,1,59,99,2014-06-27 16:11:54.498084
149,10,1,59,99,2014-06-27 16:11:54.514839
149,11,1,59,99,2014-06-27 16:11:54.531585
149,12,1,59,99,2014-06-27 16:11:54.548010
149,14,1,59,99,2014-06-27 16:11:54.572198
149,15,1,59,99,2014-06-27 16:11:54.581378
149,16,2,59,99,2014-06-27 16:11:54.598137
149,17,2,59,99,2014-06-27 16:11:54.615239
149,18,2,59,99,2014-06-27 16:11:54.631806
149,18,2,59,99,2014-06-27 16:11:54.648221
149,17,2,59,99,2014-06-27 16:11:54.665004
149,17,2,59,99,2014-06-27 16:11:54.681790
149,18,2,59,99,2014-06-27 16:11:54.698395
149,19,2,59,99,2014-06-27 16:11:54.715134
149,21,2,59,99,2014-06-27 16:11:54.732054
149,23,2,59,99,2014-06-27 16:11:54.748560
149,27,3,59,99,2014-06-27 16:11:54.765178
149,31,3,59,99,2014-06-27 16:11:54.781964
149,34,4,59,99,2014-06-27 16:11:54.798875
149,37,4,59,99,2014-06-27 16:11:54.815359
149,39,4,59,99,2014-06-27 16:11:54.832083
149,39,4,59,99,2014-06-27 16:11:54.848770
212,37,4,59,99,2014-06-27 16:11:54.865417
212,35,4,59,99,2014-06-27 16:11:54.882131
148,32,4,59,99,2014-06-27 16:11:54.898770
148,32,4,59,99,2014-06-27 16:11:54.915585
148,33,4,59,99,2014-06-27 16:11:54.932395
148,36,4,59,99,2014-06-27 16:11:54.949390
148,40,5,59,99,2014-06-27 16:11:54.965776
148,45,5,59,99,2014-06-27 16:11:54.982561
148,50,6,59,99,2014-06-27 16:11:54.999329
148,54,6,59,99,2014-06-27 16:11:55.015904
148,56,7,59,99,2014-06-27 16:11:55.032743
148,56,7,59,99,2014-06-27 16:11:55.049281
148,54,6,59,99,2014-06-27 16:11:55.065872
148,51,6,59,99,2014-06-27 16:11:55.082487
148,47,5,59,99,2014-06-27 16:11:55.099295
148,42,5,59,99,2014-06-27 16:11:55.115885
148,37,4,59,99,2014-06-27 16:11:55.132534
148,31,3,59,99,2014-06-27 16:11:55.149342
148,26,3,59,99,2014-06-27 16:11:55.166025
148,23,2,59,99,2014-06-27 16:11:55.182623
148,23,2,59,99,2014-06-27 16:11:55.199455
148,29,3,59,99,2014-06-27 16:11:55.216161
148,38,4,59,99,2014-06-27 16:11:55.232927
148,51,6,59,99,2014-06-27 16:11:55.249391
148,66,8,59,99,2014-06-27 16:11:55.266316
148,78,9,59,99,2014-06-27 16:11:55.282964
148,86,10,59,99,2014-06-27 16:11:55.299478
148,87,10,59,99,2014-06-27 16:11:55.316368
212,83,10,59,99,2014-06-27 16:11:55.332953
212,74,9,59,99,2014-06-27 16:11:55.349798
148,62,7,59,99,2014-06-27 16:11:55.366517
148,51,6,59,99,2014-06-27 16:11:55.383004
148,41,5,59,99,2014-06-27 16:11:55.399862
148,34,4,59,99,2014-06-27 16:11:55.416701
148,28,3,59,99,2014-06-27 16:11:55.433103
148,24,3,59,99,2014-06-27 16:11:55.449775
148,22,2,59,99,2014-06-27 16:11:55.466766
148,24,3,59,99,2014-06-27 16:11:55.483229
148,33,4,59,99,2014-06-27 16:11:55.500042
148,44,5,59,99,2014-06-27 16:11:55.516748
148,60,7,59,99,2014-06-27 16:11:55.533316
148,74,9,59,99,2014-06-27 16:11:55.550103
148,88,11,59,99,2014-06-27 16:11:55.567043
148,98,12,59,99,2014-06-27 16:11:55.583557
148,101,12,59,99,2014-06-27 16:11:55.600448
148,98,12,59,99,2014-06-27 16:11:55.616960
212,89,11,59,99,2014-06-27 16:11:55.633543
212,77,9,59,99,2014-06-27 16:11:55.650231
148,62,7,59,99,2014-06-27 16:11:55.667099
148,45,5,59,99,2014-06-27 16:11:55.683576
148,28,3,59,99,2014-06-27 16:11:55.700378
148,12,1,59,99,2014-06-27 16:11:55.717157
148,0,0,59,99,2014-06-27 16:11:55.733746
148,0,0,59,99,2014-06-27 16:11:55.750527
148,0,0,59,99,2014-06-27 16:11:55.767267
148,0,0,59,99,2014-06-27 16:11:55.783815
148,11,1,59,99,2014-06-27 16:11:55.800575
148,33,4,59,99,2014-06-27 16:11:55.817522
148,57,7,59,99,2014-06-27 16:11:55.833904
148,82,10,59,99,2014-06-27 16:11:55.850784
148,103,12,59,99,2014-06-27 16:11:55.867533
148,115,14,59,99,2014-06-27 16:11:55.884002
148,119,14,59,99,2014-06-27 16:11:55.900766
148,114,14,59,99,2014-06-27 16:11:55.917598
213,72,9,59,99,2014-06-27 16:11:55.934161
213,66,8,59,99,2014-06-27 16:11:55.951029
149,59,7,59,99,2014-06-27 16:11:55.967622
149,53,6,59,99,2014-06-27 16:11:55.984260
149,47,5,59,99,2014-06-27 16:11:56.001024
149,43,5,59,99,2014-06-27 16:11:56.017802
149,40,5,59,99,2014-06-27 16:11:56.034364
149,41,5,59,99,2014-06-27 16:11:56.051210
149,46,5,59,99,2014-06-27 16:11:56.067950
149,52,6,59,99,2014-06-27 16:11:56.084388
149,57,7,59,99,2014-06-27 16:11:56.101214
149,61,7,59,99,2014-06-27 16:11:56.118070
149,62,7,59,99,2014-06-27 16:11:56.134620
149,59,7,59,99,2014-06-27 16:11:56.151418
149,52,6,59,99,2014-06-27 16:11:56.168180
149,44,5,59,99,2014-06-27 16:11:56.184653
149,37,4,59,99,2014-06-27 16:11:56.201444
149,31,3,59,99,2014-06-27 16:11:56.218626
149,27,3,59,99,2014-06-27 16:11:56.234707
149,24,3,59,99,2014-06-27 16:11:56.251551
149,23,2,59,99,2014-06-27 16:11:56.268323
149,24,3,59,99,2014-06-27 16:11:56.284840
149,28,3,59,99,2014-06-27 16:11:56.301737
149,34,4,59,99,2014-06-27 16:11:56.318391
149,41,5,59,99,2014-06-27 16:11:56.334990
149,50,6,59,99,2014-06-27 16:11:56.351795
149,56,7,59,99,2014-06-27 16:11:56.368548
149,56,7,59,99,2014-06-27 16:11:56.385025
213,47,5,59,99,2014-06-27 16:11:56.401907
213,33,4,59,99,2014-06-27 16:11:56.418751
149,11,1,59,99,2014-06-27 16:11:56.435300
149,0,0,59,99,2014-06-27 16:11:56.452009
149,0,0,59,99,2014-06-27 16:11:56.468728
149,0,0,59,99,2014-06-27 16:11:56.485393
149,0,0,59,99,2014-06-27 16:11:56.502111
149,0,0,59,99,2014-06-27 16:11:56.518839
149,0,0,59,99,2014-06-27 16:11:56.535518
149,0,0,59,99,2014-06-27 16:11:56.552615
149,0,0,59,99,2014-06-27 16:11:56.568953
149,0,0,59,99,2014-06-27 16:11:56.589534
149,0,0,59,99,2014-06-27 16:11:56.602344
149,0,0,59,99,2014-06-27 16:11:56.619131
149,0,0,59,99,2014-06-27 16:11:56.635800
149,0,0,59,99,2014-06-27 16:11:56.652702
149,7,0,59,99,2014-06-27 16:11:56.669258
149,18,2,59,99,2014-06-27 16:11:56.686131
149,23,2,59,99,2014-06-27 16:11:56.702671
149,25,3,59,99,2014-06-27 16:11:56.719986
213,23,2,59,99,2014-06-27 16:11:56.749400
213,19,2,59,99,2014-06-27 16:11:56.753269
149,14,1,59,99,2014-06-27 16:11:56.769538
149,9,1,59,99,2014-06-27 16:11:56.786286
149,5,0,59,99,2014-06-27 16:11:56.803094
149,2,0,59,99,2014-06-27 16:11:56.819940
149,2,0,59,99,2014-06-27 16:11:56.836735
149,4,0,59,99,2014-06-27 16:11:56.853125
149,10,1,59,99,2014-06-27 16:11:56.871262
149,17,2,59,99,2014-06-27 16:11:56.887688
149,25,3,59,99,2014-06-27 16:11:56.903229
149,33,4,59,99,2014-06-27 16:11:56.920246
149,40,5,59,99,2014-06-27 16:11:56.937077
149,45,5,59,99,2014-06-27 16:11:56.953283
149,49,6,59,99,2014-06-27 16:11:56.970073
149,52,6,59,99,2014-06-27 16:11:56.986974
149,53,6,59,99,2014-06-27 16:11:57.003640
149,54,6,59,99,2014-06-27 16:11:57.020461
149,54,6,59,99,2014-06-27 16:11:57.037526
149,54,6,59,99,2014-06-27 16:11:57.053800
149,53,6,59,99,2014-06-27 16:11:57.070259
149,53,6,59,99,2014-06-27 16:11:57.086902
149,53,6,59,99,2014-06-27 16:11:57.103432
149,54,6,59,99,2014-06-27 16:11:57.120396
149,59,7,59,99,2014-06-27 16:11:57.137158
149,65,8,59,99,2014-06-27 16:11:57.153596
149,73,9,59,99,2014-06-27 16:11:57.170301
149,82,10,59,99,2014-06-27 16:11:57.186996
149,91,11,59,99,2014-06-27 16:11:57.203651
149,102,12,59,99,2014-06-27 16:11:57.220711
149,112,14,59,99,2014-06-27 16:11:57.237056
149,123,15,59,99,2014-06-27 16:11:57.253961
149,127,15,59,99,2014-06-27 16:11:57.271569
149,127,15,59,99,2014-06-27 16:11:57.287178
149,127,15,59,99,2014-06-27 16:11:57.304283
149,127,15,59,99,2014-06-27 16:11:57.320638
149,127,15,59,99,2014-06-27 16:11:57.337177
149,127,15,59,99,2014-06-27 16:11:57.353926
149,127,15,59,99,2014-06-27 16:11:57.370611
149,127,15,59,99,2014-06-27 16:11:57.387259
149,127,15,59,99,2014-06-27 16:11:57.404035
149,127,15,59,99,2014-06-27 16:11:57.420510
214,96,12,59,99,2014-06-27 16:11:57.437848
214,92,11,59,99,2014-06-27 16:11:57.454071
150,88,11,59,99,2014-06-27 16:11:57.470697
150,86,10,59,99,2014-06-27 16:11:57.487466
150,84,10,59,99,2014-06-27 16:11:57.504123
150,82,10,59,99,2014-06-27 16:11:57.520719
150,82,10,59,99,2014-06-27 16:11:57.537505
150,82,10,59,99,2014-06-27 16:11:57.554336
150,81,10,59,99,2014-06-27 16:11:57.570916
150,80,10,59,99,2014-06-27 16:11:57.587573
150,79,9,59,99,2014-06-27 16:11:57.604293
150,78,9,59,99,2014-06-27 16:11:57.620931
150,77,9,59,99,2014-06-27 16:11:57.637627
150,76,9,59,99,2014-06-27 16:11:57.654443
150,75,9,59,99,2014-06-27 16:11:57.671005
150,75,9,59,99,2014-06-27 16:11:57.687778
150,75,9,59,99,2014-06-27 16:11:57.704565
150,75,9,59,99,2014-06-27 16:11:57.721047
150,75,9,59,99,2014-06-27 16:11:57.737883
150,75,9,59,99,2014-06-27 16:11:57.754709
150,76,9,59,99,2014-06-27 16:11:57.771200
150,76,9,59,99,2014-06-27 16:11:57.787904
150,76,9,59,99,2014-06-27 16:11:57.804804
150,77,9,59,99,2014-06-27 16:11:57.821426
150,78,9,59,99,2014-06-27 16:11:57.838144
150,78,9,59,99,2014-06-27 16:11:57.854887
150,79,9,59,99,2014-06-27 16:11:57.871502
150,79,9,59,99,2014-06-27 16:11:57.888208
150,79,9,59,99,2014-06-27 16:11:57.904976
150,79,9,59,99,2014-06-27 16:11:57.921563
150,77,9,59,99,2014-06-27 16:11:57.938460
150,76,9,59,99,2014-06-27 16:11:57.955049
150,74,9,59,99,2014-06-27 16:11:57.971647
150,72,9,59,99,2014-06-27 16:11:57.988467
150,70,8,59,99,2014-06-27 16:11:58.005070
150,69,8,59,99,2014-06-27 16:11:58.021834
150,67,8,59,99,2014-06-27 16:11:58.038568
150,66,8,59,99,2014-06-27 16:11:58.055483
150,65,8,59,99,2014-06-27 16:11:58.071841
150,64,8,59,99,2014-06-27 16:11:58.088710
150,64,8,59,99,2014-06-27 16:11:58.105198
150,65,8,59,99,2014-06-27 16:11:58.121980
150,67,8,59,99,2014-06-27 16:11:58.138773
150,68,8,59,99,2014-06-27 16:11:58.155433
150,69,8,59,99,2014-06-27 16:11:58.172367
150,71,8,59,99,2014-06-27 16:11:58.188931
150,72,9,59,99,2014-06-27 16:11:58.205462
150,73,9,59,99,2014-06-27 16:11:58.222249
150,73,9,59,99,2014-06-27 16:11:58.238997
150,73,9,59,99,2014-06-27 16:11:58.255542
150,73,9,59,99,2014-06-27 16:11:58.272392
150,73,9,59,99,2014-06-27 16:11:58.289143
150,73,9,59,99,2014-06-27 16:11:58.305646
150,73,9,59,99,2014-06-27 16:11:58.322426
150,73,9,59,99,2014-06-27 16:11:58.339290
150,72,9,59,99,2014-06-27 16:11:58.355749
150,71,8,59,99,2014-06-27 16:11:58.372474
150,71,8,59,99,2014-06-27 16:11:58.389287
150,70,8,59,99,2014-06-27 16:11:58.405820
150,69,8,59,99,2014-06-27 16:11:58.422664
150,68,8,59,99,2014-06-27 16:11:58.439471
150,67,8,59,99,2014-06-27 16:11:58.455927
150,65,8,59,99,2014-06-27 16:11:58.472799
150,64,8,59,99,2014-06-27 16:11:58.489325
215,51,6,59,99,2014-06-27 16:11:58.506128
215,50,6,59,99,2014-06-27 16:11:58.522913
151,49,6,59,99,2014-06-27 16:11:58.539570
151,48,6,59,99,2014-06-27 16:11:58.556312
151,48,6,59,99,2014-06-27 16:11:58.572990
151,47,5,59,99,2014-06-27 16:11:58.589458
151,47,5,59,99,2014-06-27 16:11:58.606566
151,47,5,59,99,2014-06-27 16:11:58.623090
151,46,5,59,99,2014-06-27 16:11:58.639654
151,46,5,59,99,2014-06-27 16:11:58.656957
151,46,5,59,99,2014-06-27 16:11:58.673279
151,46,5,59,99,2014-06-27 16:11:58.689771
151,46,5,59,99,2014-06-27 16:11:58.706456
151,46,5,59,99,2014-06-27 16:11:58.723332
151,45,5,59,99,2014-06-27 16:11:58.740128
151,45,5,59,99,2014-06-27 16:11:58.756662
151,45,5,59,99,2014-06-27 16:11:58.773465
151,44,5,59,99,2014-06-27 16:11:58.789934
151,44,5,59,99,2014-06-27 16:11:58.806752
151,44,5,59,99,2014-06-27 16:11:58.823627
151,44,5,59,99,2014-06-27 16:11:58.839976
151,44,5,59,99,2014-06-27 16:11:58.856889
151,45,5,59,99,2014-06-27 16:11:58.873632
151,46,5,59,99,2014-06-27 16:11:58.890155
151,47,5,59,99,2014-06-27 16:11:58.906960
151,48,6,59,99,2014-06-27 16:11:58.923744
151,49,6,59,99,2014-06-27 16:11:58.940277
151,50,6,59,99,2014-06-27 16:11:58.957007
151,51,6,59,99,2014-06-27 16:11:58.973973
151,52,6,59,99,2014-06-27 16:11:58.990319
151,53,6,59,99,2014-06-27 16:11:59.007164
151,53,6,59,99,2014-06-27 16:11:59.024040
151,54,6,59,99,2014-06-27 16:11:59.040544
151,54,6,59,99,2014-06-27 16:11:59.057280
151,54,6,59,99,2014-06-27 16:11:59.074099
151,55,6,59,99,2014-06-27 16:11:59.090847
151,55,6,59,99,2014-06-27 16:11:59.107383
151,55,6,59,99,2014-06-27 16:11:59.124219
151,55,6,59,99,2014-06-27 16:11:59.140937
151,56,7,59,99,2014-06-27 16:11:59.157590
151,57,7,59,99,2014-06-27 16:11:59.174625
151,58,7,59,99,2014-06-27 16:11:59.191155
151,59,7,59,99,2014-06-27 16:11:59.207803
151,60,7,59,99,2014-06-27 16:11:59.224666
151,61,7,59,99,2014-06-27 16:11:59.241410
151,62,7,59,99,2014-06-27 16:11:59.257863
151,62,7,59,99,2014-06-27 16:11:59.274819
151,63,7,59,99,2014-06-27 16:11:59.291221
151,64,8,59,99,2014-06-27 16:11:59.307724
151,64,8,59,99,2014-06-27 16:11:59.324730
151,64,8,59,99,2014-06-27 16:11:59.341236
151,65,8,59,99,2014-06-27 16:11:59.358131
151,65,8,59,99,2014-06-27 16:11:59.374812
151,64,8,59,99,2014-06-27 16:11:59.391509
151,64,8,59,99,2014-06-27 16:11:59.408147
151,64,8,59,99,2014-06-27 16:11:59.424794
151,63,7,59,99,2014-06-27 16:11:59.441530
151,63,7,59,99,2014-06-27 16:11:59.458254
151,63,7,59,99,2014-06-27 16:11:59.475639
151,62,7,59,99,2014-06-27 16:11:59.491606
151,62,7,59,99,2014-06-27 16:11:59.508248
151,61,7,59,99,2014-06-27 16:11:59.525090
151,61,7,59,99,2014-06-27 16:11:59.541625
151,60,7,59,99,2014-06-27 16:11:59.558477
151,60,7,59,99,2014-06-27 16:11:59.575160
151,59,7,59,99,2014-06-27 16:11:59.591882
151,58,7,59,99,2014-06-27 16:11:59.615576
151,58,7,59,99,2014-06-27 16:11:59.625212
151,57,7,59,99,2014-06-27 16:11:59.641904
151,57,7,59,99,2014-06-27 16:11:59.658542
151,57,7,59,99,2014-06-27 16:11:59.675289
151,56,7,59,99,2014-06-27 16:11:59.691956
151,56,7,59,99,2014-06-27 16:11:59.708674
151,55,6,59,99,2014-06-27 16:11:59.725465
151,55,6,59,99,2014-06-27 16:11:59.742052
151,55,6,59,99,2014-06-27 16:11:59.758753
151,54,6,59,99,2014-06-27 16:11:59.775523
151,54,6,59,99,2014-06-27 16:11:59.792255
151,53,6,59,99,2014-06-27 16:11:59.808934
151,53,6,59,99,2014-06-27 16:11:59.825602
151,52,6,59,99,2014-06-27 16:11:59.842131
151,52,6,59,99,2014-06-27 16:11:59.858816
151,51,6,59,99,2014-06-27 16:11:59.876039
151,51,6,59,99,2014-06-27 16:11:59.892212
151,50,6,59,99,2014-06-27 16:11:59.908963
151,50,6,59,99,2014-06-27 16:11:59.925757
151,49,6,59,99,2014-06-27 16:11:59.942284
151,49,6,59,99,2014-06-27 16:11:59.959161
151,49,6,59,99,2014-06-27 16:11:59.975901
151,50,6,59,99,2014-06-27 16:11:59.992495
151,50,6,59,99,2014-06-27 16:12:00.009555
151,51,6,59,99,2014-06-27 16:12:00.026408
151,52,6,59,99,2014-06-27 16:12:00.042737
151,53,6,59,99,2014-06-27 16:12:00.059695
151,54,6,59,99,2014-06-27 16:12:00.076225
151,55,6,59,99,2014-06-27 16:12:00.092688
151,56,7,59,99,2014-06-27 16:12:00.109684
151,56,7,59,99,2014-06-27 16:12:00.126298
151,56,7,59,99,2014-06-27 16:12:00.142882
151,57,7,59,99,2014-06-27 16:12:00.159692
151,57,7,59,99,2014-06-27 16:12:00.176424
151,56,7,59,99,2014-06-27 16:12:00.193227
151,56,7,59,99,2014-06-27 16:12:00.209738
151,56,7,59,99,2014-06-27 16:12:00.226487
