S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
-0.50399,-0.49657,-0.54473,-0.60606,-0.15481,-0.20544,-0.21611,-0.21084,-0.041525,-0.022743,0.02178,0.077174,-0.26465,-0.32761,-0.36543,-0.45672,-0.053913,-0.05593,-0.059611,-0.065125,-0.0079351,-0.012722,-0.011059,-0.0088419,-0.0035222,-0.0018674,0.0012671,0.0056363,-0.027403,-0.034531,-0.040954,-0.050265,15
0.035614,0.034628,0.058628,0.07319,-0.088588,-0.078451,-0.080474,-0.061058,0.046298,0.028302,0.011627,0.028884,0.14573,0.16045,0.21228,0.27838,-0.0089058,-0.0084047,-0.0067984,-0.004441,-4.0072e-007,-0.0032254,-0.0084129,-0.010695,-0.00068647,-0.0031669,-0.00535,-0.0047751,0.0028779,0.0026022,0.0047063,0.006869,15
-0.18103,-0.24746,-0.26626,-0.32551,0.014482,0.022196,0.035294,0.030457,0.0007357,-0.012965,-0.028385,-0.036846,-0.09817,-0.12948,-0.16381,-0.20072,-0.0070148,-0.0095289,-0.012035,-0.014741,0.0099288,0.011436,0.0089168,0.0079469,0.0031637,0.0025814,0.0021264,0.001503,-0.0036082,-0.0053422,-0.0066373,-0.0085345,15
-0.16993,-0.2032,-0.2543,-0.3507,-0.024064,-0.063244,9.4703e-005,-0.0067232,-0.0068015,-0.020766,-0.0089492,0.024417,-0.1466,-0.18738,-0.20088,-0.25486,-0.011739,-0.012408,-0.015476,-0.019987,0.012566,0.011336,0.013456,0.015321,0.003118,0.0037133,0.0064964,0.0093097,-0.0097343,-0.012416,-0.014233,-0.018271,15
0.16738,0.10576,-0.020915,-0.13376,0.27663,0.15185,0.049653,0.0024684,0.014568,-0.0020188,3.1837e-005,0.026712,0.024255,-0.0028054,0.0093734,-0.010788,0.0044317,0.00024744,-0.0099007,-0.018174,0.027808,0.018072,0.0099994,0.0089996,-0.0032499,-0.0046744,-0.0048932,-0.0035061,-0.0023849,-0.0030886,-0.0029437,-0.005383,15
-0.15899,-0.11455,-0.11086,-0.113,-0.1626,-0.16904,-0.12472,-0.1391,-0.018557,-0.056812,-0.11184,-0.12419,0.02715,0.011633,0.047243,0.063823,-0.020487,-0.019211,-0.019079,-0.019706,-0.0024904,-0.0038092,0.0013442,0.0054749,-0.0065551,-0.0094128,-0.013707,-0.015355,-0.0020636,-0.0028829,-0.001623,-0.0018187,15
-0.88919,-0.92356,-0.9798,-1.0797,-0.49332,-0.61224,-0.59297,-0.62601,-0.15514,-0.13999,-0.19295,-0.21386,-0.39995,-0.48884,-0.58841,-0.69965,-0.063913,-0.066543,-0.069428,-0.071586,-0.01685,-0.028244,-0.027283,-0.022729,-0.0062825,-0.0047301,-0.0078252,-0.010287,-0.024987,-0.030875,-0.038786,-0.045901,15
-0.077897,-0.14915,-0.19172,-0.27229,-0.027125,-0.076806,-0.10015,-0.15563,0.06069,0.042111,0.05375,0.070965,0.11162,0.11237,0.11597,0.1481,0.0038082,-0.0023451,-0.0075594,-0.014231,0.0049632,-0.0010411,-0.0057854,-0.008142,0.0042834,0.0042487,0.0061017,0.00671,0.0077755,0.0067368,0.0062319,0.0074916,15
-0.14629,-0.17932,-0.21215,-0.25797,-0.069364,-0.020923,0.043074,0.068599,-0.048856,-0.087348,-0.11037,-0.10039,-0.055251,-0.063969,-0.078914,-0.10444,-0.0036328,-0.0043578,-0.0059357,-0.0081598,-0.0023507,0.0021654,0.0050127,0.0047222,-0.0017185,-0.0040725,-0.0051298,-0.0044785,-0.00099853,-0.0015622,-0.0021469,-0.0034849,15
0.16402,0.13155,0.13045,0.10194,0.061219,0.10949,0.18136,0.21009,-0.013704,-0.041266,-0.08221,-0.054094,0.027304,0.025074,0.047505,0.069192,0.0052532,0.0064153,0.0065452,0.0073072,0.0012579,0.0053628,0.009556,0.01072,-0.00033113,-0.0024144,-0.0057617,-0.0042339,0.005157,0.0053258,0.0074841,0.009577,15
