Subject:	S218
Project:	glassroutes
Time:	2015-02-13_15-23-01

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
198	55399.245	9244.112	0;baselinestart;1423858999228;	0	baselinestart	1423858999228	
551	55429.194	9274.066	0;baselineend;1423859029234;	0	baselineend	1423859029234	
557	55429.746	9274.591	15;easystart;1423859029737	15	easystart	1423859029737	
917	55460.248	9305.131	15;easy;1423859060262	15	easy	1423859060262	
923	55460.732	9305.615	10;passed;1423859060763	10	passed	1423859060763	
1071	55473.291	9318.197	15;easystart;1423859073265	15	easystart	1423859073265	
1430	55503.749	9348.633	15;easy;1423859103787	15	easy	1423859103787	
1437	55504.314	9349.220	10;passed;1423859104289	10	passed	1423859104289	
1584	55516.809	9361.699	16;hardstart;1423859116789	16	hardstart	1423859116789	
1944	55547.300	9392.218	16;hard;1423859147313	16	hard	1423859147313	
1949	55547.758	9392.639	10;passed;1423859147814	10	passed	1423859147814	
2097	55560.321	9405.220	16;hardstart;1423859160314	16	hardstart	1423859160314	
2457	55590.820	9435.741	16;hard;1423859190837	16	hard	1423859190837	
2463	55591.376	9436.265	10;passed;1423859191338	10	passed	1423859191338	
2610	55603.834	9448.723	15;easystart;1423859203838	15	easystart	1423859203838	
2971	55634.381	9479.326	15;easy;1423859234361	15	easy	1423859234361	
2977	55634.907	9479.851	10;passed;1423859234862	10	passed	1423859234862	
3124	55647.378	9492.307	16;hardstart;1423859247363	16	hardstart	1423859247363	
3484	55677.890	9522.827	16;hard;1423859277883	16	hard	1423859277883	
3489	55678.354	9523.289	10;passed;1423859278383	10	passed	1423859278383	
3636	55690.791	9535.745	16;hardstart;1423859290885	16	hardstart	1423859290885	
3997	55721.410	9566.350	16;hard;1423859321405	16	hard	1423859321405	
4003	55721.893	9566.875	10;passed;1423859321906	10	passed	1423859321906	
4150	55734.393	9579.331	15;easystart;1423859334407	15	easystart	1423859334407	
4510	55764.932	9609.893	15;easy;1423859364927	15	easy	1423859364927	
4515	55765.334	9610.313	10;passed;1423859365428	10	passed	1423859365428	
