Subject:	S205
Project:	glassroutes
Time:	2015-01-21_11-32-25

Matlab_now	Increasing Marker	BoxyTime	Marker	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8
41547.702	0	2937.944	0	-0.255	-0.089	-0.021	-0.005	-0.251	-0.055	-0.018	-0.002	-1.511	-0.049	-0.022	-0.010	-0.309	-0.145	-0.049	-0.020	
41547.884	0	2938.028	0	-0.344	-0.095	-0.021	-0.006	-0.267	-0.056	-0.018	-0.002	-1.530	-0.049	-0.022	-0.011	-0.309	-0.145	-0.050	-0.020	
41547.897	0	2938.091	0	-0.302	-0.102	-0.020	-0.005	-0.262	-0.050	-0.018	-0.002	-1.535	-0.049	-0.022	-0.011	-0.307	-0.144	-0.050	-0.020	
41547.979	0	2938.175	0	-0.260	-0.103	-0.019	-0.005	-0.273	-0.048	-0.020	-0.002	-1.506	-0.051	-0.022	-0.010	-0.308	-0.142	-0.051	-0.020	
41548.082	0	2938.280	0	-0.236	-0.101	-0.021	-0.005	-0.249	-0.046	-0.019	-0.002	-1.487	-0.050	-0.022	-0.010	-0.311	-0.140	-0.050	-0.020	
41548.194	0	2938.342	0	-0.265	-0.110	-0.017	-0.005	-0.306	-0.049	-0.019	-0.002	-1.470	-0.050	-0.022	-0.010	-0.312	-0.138	-0.051	-0.020	
41548.304	0	2938.426	0	-0.229	-0.101	-0.021	-0.005	-0.325	-0.049	-0.018	-0.003	-1.469	-0.052	-0.022	-0.010	-0.315	-0.141	-0.050	-0.021	
41548.317	0	2938.510	0	-0.236	-0.112	-0.019	-0.005	-0.314	-0.052	-0.016	-0.003	-1.491	-0.051	-0.022	-0.010	-0.315	-0.143	-0.049	-0.020	
41548.388	0	2938.595	0	-0.210	-0.113	-0.020	-0.005	-0.301	-0.054	-0.016	-0.003	-1.476	-0.051	-0.022	-0.010	-0.314	-0.142	-0.049	-0.021	
41548.501	0	2938.679	0	-0.238	-0.097	-0.019	-0.005	-0.269	-0.056	-0.016	-0.003	-1.491	-0.050	-0.022	-0.010	-0.313	-0.143	-0.049	-0.021	
41548.613	0	2938.763	0	-0.272	-0.105	-0.020	-0.005	-0.282	-0.056	-0.017	-0.003	-1.494	-0.050	-0.022	-0.010	-0.310	-0.143	-0.049	-0.021	
41548.722	0	2938.847	0	-0.324	-0.102	-0.018	-0.006	-0.273	-0.058	-0.018	-0.003	-1.529	-0.051	-0.022	-0.010	-0.306	-0.143	-0.049	-0.020	
41548.734	0	2938.931	0	-0.313	-0.092	-0.020	-0.006	-0.266	-0.051	-0.018	-0.003	-1.497	-0.050	-0.022	-0.010	-0.305	-0.145	-0.050	-0.020	
41548.840	0	2938.994	0	-0.310	-0.096	-0.019	-0.005	-0.285	-0.051	-0.017	-0.003	-1.527	-0.050	-0.022	-0.010	-0.309	-0.142	-0.050	-0.020	
41548.931	0	2939.141	0	-0.307	-0.094	-0.021	-0.005	-0.252	-0.046	-0.018	-0.002	-1.518	-0.051	-0.022	-0.010	-0.308	-0.143	-0.050	-0.020	
41549.027	0	2939.204	0	-0.337	-0.096	-0.018	-0.006	-0.282	-0.044	-0.018	-0.002	-1.514	-0.051	-0.022	-0.010	-0.312	-0.142	-0.050	-0.020	
41549.129	0	2939.288	0	-0.271	-0.103	-0.020	-0.005	-0.280	-0.052	-0.019	-0.003	-1.498	-0.050	-0.022	-0.010	-0.314	-0.143	-0.050	-0.020	
41549.141	0	2939.372	0	-0.296	-0.116	-0.018	-0.005	-0.273	-0.042	-0.019	-0.003	-1.500	-0.052	-0.022	-0.010	-0.319	-0.140	-0.050	-0.020	
41549.262	0	2939.457	0	-0.272	-0.107	-0.019	-0.005	-0.328	-0.047	-0.016	-0.003	-1.515	-0.051	-0.022	-0.010	-0.314	-0.143	-0.050	-0.020	
41549.340	0	2939.541	0	-0.248	-0.108	-0.021	-0.005	-0.298	-0.052	-0.017	-0.003	-1.487	-0.051	-0.022	-0.010	-0.309	-0.142	-0.050	-0.021	
41549.381	0	2939.625	0	-0.256	-0.105	-0.022	-0.004	-0.276	-0.052	-0.015	-0.003	-1.476	-0.050	-0.022	-0.010	-0.315	-0.143	-0.050	-0.021	
41549.481	0	2939.709	0	-0.292	-0.087	-0.023	-0.005	-0.286	-0.051	-0.015	-0.002	-1.497	-0.050	-0.022	-0.010	-0.312	-0.143	-0.049	-0.020	
41549.538	0	2939.771	0	-0.313	-0.090	-0.019	-0.005	-0.314	-0.049	-0.015	-0.002	-1.505	-0.050	-0.023	-0.010	-0.312	-0.143	-0.050	-0.020	
41549.644	0	2939.855	0	-0.315	-0.109	-0.020	-0.005	-0.251	-0.052	-0.017	-0.002	-1.550	-0.050	-0.022	-0.010	-0.315	-0.145	-0.050	-0.020	
41549.751	0	2939.960	0	-0.334	-0.105	-0.020	-0.005	-0.266	-0.053	-0.017	-0.003	-1.537	-0.051	-0.022	-0.011	-0.304	-0.143	-0.051	-0.020	
41549.863	0	2940.023	0	-0.294	-0.110	-0.018	-0.006	-0.318	-0.056	-0.019	-0.002	-1.526	-0.050	-0.022	-0.011	-0.310	-0.144	-0.049	-0.020	
41549.932	0	2940.107	0	-0.303	-0.100	-0.018	-0.006	-0.287	-0.050	-0.018	-0.002	-1.512	-0.051	-0.022	-0.011	-0.313	-0.142	-0.050	-0.020	
41549.945	0	2940.190	0	-0.279	-0.106	-0.019	-0.006	-0.274	-0.054	-0.019	-0.003	-1.508	-0.052	-0.022	-0.010	-0.309	-0.142	-0.051	-0.020	
41550.094	0	2940.316	0	-0.291	-0.111	-0.021	-0.005	-0.302	-0.049	-0.018	-0.002	-1.519	-0.051	-0.022	-0.010	-0.312	-0.141	-0.050	-0.020	
41550.205	0	2940.400	0	-0.248	-0.107	-0.017	-0.005	-0.330	-0.052	-0.018	-0.003	-1.478	-0.051	-0.022	-0.010	-0.319	-0.143	-0.050	-0.020	
41550.306	0	2940.484	0	-0.282	-0.106	-0.018	-0.005	-0.281	-0.056	-0.016	-0.003	-1.492	-0.051	-0.022	-0.010	-0.310	-0.143	-0.050	-0.020	
41550.369	0	2940.568	0	-0.238	-0.112	-0.019	-0.005	-0.291	-0.047	-0.016	-0.002	-1.505	-0.051	-0.022	-0.010	-0.315	-0.144	-0.049	-0.020	
41550.382	0	2940.631	0	-0.274	-0.090	-0.021	-0.005	-0.296	-0.049	-0.016	-0.003	-1.509	-0.051	-0.022	-0.010	-0.312	-0.144	-0.050	-0.020	
41550.507	0	2940.716	0	-0.259	-0.082	-0.022	-0.005	-0.231	-0.058	-0.018	-0.002	-1.531	-0.050	-0.023	-0.010	-0.309	-0.145	-0.050	-0.020	
41550.610	0	2940.821	0	-0.248	-0.109	-0.024	-0.005	-0.252	-0.058	-0.016	-0.002	-1.544	-0.051	-0.022	-0.010	-0.308	-0.144	-0.050	-0.020	
41550.722	0	2940.884	0	-0.305	-0.085	-0.020	-0.005	-0.286	-0.052	-0.019	-0.002	-1.532	-0.050	-0.022	-0.011	-0.309	-0.144	-0.050	-0.020	
41550.790	0	2940.968	0	-0.320	-0.101	-0.019	-0.005	-0.249	-0.043	-0.017	-0.002	-1.545	-0.051	-0.022	-0.011	-0.314	-0.144	-0.050	-0.020	
41550.831	0	2941.052	0	-0.271	-0.108	-0.018	-0.005	-0.223	-0.043	-0.019	-0.002	-1.540	-0.051	-0.022	-0.011	-0.309	-0.142	-0.050	-0.020	
