A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
399.4,87.96,21.83,6.343,447.5,79.76,16.45,3.511,167.1,28.83,5.09,1.462,233.5,46.69,10.6,3.588,neutral
396.3,86.24,21.38,6.164,444.3,80.58,16.79,3.548,169.5,28.25,5.131,1.484,233.5,46.15,10.25,3.536,neutral
387.1,86.85,21.17,6.201,447.2,80.08,16.71,3.43,165.6,28.45,5.171,1.432,229.0,45.22,10.19,3.462,neutral
388.6,87.17,20.8,6.08,451.0,79.58,16.34,3.462,164.0,28.17,5.073,1.409,230.7,45.61,10.27,3.467,neutral
387.4,87.41,21.29,6.099,441.0,80.06,16.34,3.541,167.4,28.24,5.084,1.437,229.5,45.49,10.34,3.5,neutral
392.3,87.38,21.64,6.14,443.5,79.28,15.99,3.567,167.0,28.19,5.072,1.427,230.4,46.31,10.48,3.531,neutral
398.4,87.29,21.26,6.234,444.8,80.45,16.25,3.546,168.8,28.29,5.095,1.434,232.6,46.21,10.41,3.545,neutral
392.2,88.46,21.37,6.219,443.0,80.36,16.15,3.508,168.0,28.45,5.067,1.433,232.8,46.22,10.54,3.553,neutral
398.7,88.61,21.63,6.164,440.4,80.23,16.77,3.513,169.3,28.83,5.125,1.451,235.6,46.55,10.61,3.632,neutral
399.9,86.88,21.11,6.184,449.6,80.56,16.07,3.514,169.8,28.43,5.074,1.443,233.6,46.42,10.32,3.485,neutral
389.0,87.7,21.05,6.069,448.8,80.57,16.47,3.512,167.9,28.28,5.118,1.417,229.3,45.06,10.31,3.532,neutral
396.5,87.69,21.49,6.135,448.8,80.52,16.28,3.577,167.0,28.3,5.024,1.46,230.4,45.34,10.3,3.456,neutral
393.1,86.43,21.55,6.171,447.1,80.22,16.36,3.532,167.9,28.24,5.126,1.441,230.1,45.76,10.27,3.495,neutral
392.5,87.25,21.25,6.208,443.9,81.09,16.22,3.541,165.9,28.31,5.103,1.427,232.0,45.49,10.51,3.542,neutral
392.9,87.07,21.44,6.123,457.2,80.15,16.54,3.574,166.8,28.66,5.117,1.44,233.1,46.45,10.46,3.557,neutral
394.7,86.89,21.46,6.194,454.3,81.25,16.36,3.501,169.1,28.45,5.174,1.445,235.2,46.81,10.68,3.576,neutral
399.5,87.29,21.46,6.302,452.4,80.3,16.71,3.566,170.8,28.62,5.175,1.48,236.4,47.48,10.59,3.569,neutral
396.9,87.23,21.28,6.243,448.3,80.57,16.4,3.5,169.0,28.67,5.084,1.441,231.6,45.87,10.37,3.531,neutral
391.5,86.33,21.06,6.127,447.7,80.88,16.58,3.515,167.4,28.04,5.077,1.435,230.0,45.62,10.38,3.523,neutral
391.4,85.88,21.75,6.122,446.6,81.33,16.44,3.549,168.7,28.27,5.071,1.444,231.8,46.08,10.49,3.547,neutral
397.2,86.13,21.04,6.207,452.0,79.51,16.43,3.521,168.8,28.41,5.128,1.443,229.9,46.5,10.4,3.501,neutral
393.3,88.6,21.1,6.113,446.1,81.17,16.44,3.469,168.0,28.25,5.055,1.434,232.0,46.74,10.35,3.581,neutral
399.8,88.52,21.5,6.174,453.3,81.12,16.72,3.52,165.8,28.51,5.119,1.451,235.4,46.51,10.63,3.589,neutral
394.6,87.94,22.08,6.276,455.6,82.07,16.59,3.578,171.6,28.65,5.119,1.46,235.4,47.52,10.67,3.605,neutral
400.9,88.39,21.47,6.205,447.4,80.69,16.76,3.491,169.6,28.86,5.221,1.448,236.4,46.94,10.75,3.607,neutral
391.4,86.66,21.42,6.135,443.5,81.41,16.28,3.523,167.4,28.34,5.103,1.416,231.5,46.0,10.52,3.489,neutral
389.3,87.01,21.35,6.233,448.5,79.53,16.11,3.515,168.6,28.19,5.099,1.415,232.5,45.72,10.43,3.556,neutral
388.8,86.24,21.25,6.256,442.8,80.11,16.38,3.491,169.2,28.24,5.095,1.433,231.2,46.14,10.47,3.509,neutral
390.6,86.57,21.72,6.156,445.9,79.11,16.05,3.546,168.0,28.17,5.072,1.429,232.8,45.96,10.46,3.579,neutral
389.1,87.09,21.27,6.115,443.7,80.1,16.05,3.537,168.1,28.67,5.123,1.44,234.1,46.48,10.45,3.563,neutral
393.5,88.71,21.51,6.075,455.8,80.13,16.41,3.497,168.2,28.47,5.07,1.444,236.9,46.85,10.58,3.622,neutral
395.9,88.31,21.41,6.274,453.9,80.48,16.11,3.504,169.7,28.71,5.124,1.456,238.3,47.7,10.81,3.656,neutral
400.0,88.24,21.52,6.266,449.7,80.18,16.45,3.552,169.7,28.46,5.145,1.432,233.5,46.95,10.57,3.569,neutral
391.1,88.41,21.25,6.112,446.3,80.0,16.35,3.544,167.6,28.27,5.041,1.426,231.0,46.02,10.47,3.511,neutral
393.9,87.53,21.23,6.157,444.8,80.2,16.65,3.497,167.8,28.14,5.039,1.437,233.5,46.45,10.55,3.56,neutral
392.6,88.38,21.35,6.109,446.2,81.26,16.29,3.526,165.9,28.3,5.072,1.431,233.6,46.34,10.5,3.555,neutral
394.1,86.48,21.35,6.271,454.3,81.18,16.2,3.485,168.7,28.33,5.048,1.435,232.5,46.33,10.57,3.604,neutral
395.8,88.96,21.67,6.158,451.7,80.72,16.29,3.503,167.6,28.36,5.093,1.445,236.2,46.27,10.69,3.574,neutral
402.4,86.09,21.77,6.273,453.7,80.6,16.49,3.606,169.1,28.73,5.078,1.441,237.5,47.1,10.66,3.62,neutral
396.7,89.09,21.79,6.302,444.6,80.65,16.26,3.539,170.0,28.52,5.175,1.439,237.9,47.81,10.74,3.652,neutral
400.5,88.97,21.78,6.274,454.5,80.45,16.07,3.515,169.4,28.79,5.136,1.448,234.3,46.46,10.57,3.541,neutral
397.2,87.12,21.28,6.162,444.5,79.67,16.09,3.474,167.5,28.21,5.113,1.44,233.3,46.41,10.4,3.552,neutral
398.3,88.01,21.61,6.316,448.4,80.65,16.29,3.549,169.0,28.34,5.018,1.424,233.3,47.23,10.5,3.558,neutral
393.7,88.55,21.17,6.147,450.3,80.3,16.17,3.462,168.2,28.29,5.083,1.417,233.6,46.36,10.54,3.58,neutral
395.9,87.16,21.86,6.213,447.8,80.11,16.51,3.494,166.5,28.08,5.046,1.407,234.9,46.42,10.51,3.615,neutral
394.1,88.78,21.83,6.299,447.9,80.6,16.14,3.51,168.1,28.64,5.036,1.446,236.4,46.65,10.66,3.664,neutral
392.7,86.95,21.51,6.353,450.4,81.42,16.43,3.571,169.6,28.4,5.067,1.435,238.1,47.82,10.89,3.701,neutral
397.6,91.07,22.09,6.349,446.7,81.38,16.4,3.5,169.8,28.59,5.087,1.435,238.9,47.52,10.89,3.63,neutral
404.0,89.13,21.81,6.247,441.1,80.18,16.26,3.524,170.4,28.35,5.058,1.409,232.6,46.53,10.55,3.559,neutral
390.6,87.51,21.12,6.198,451.6,79.94,16.01,3.52,166.5,28.24,4.977,1.44,233.1,46.32,10.59,3.602,neutral
393.8,87.4,21.41,6.281,454.0,79.21,16.34,3.486,167.5,28.37,5.024,1.443,234.0,46.41,10.7,3.548,neutral
393.2,88.77,21.56,6.363,454.2,79.98,16.18,3.501,166.9,28.16,5.014,1.403,235.5,46.76,10.62,3.536,neutral
401.9,88.86,21.41,6.362,441.9,80.29,16.39,3.521,165.6,28.33,5.136,1.414,236.9,46.98,10.65,3.668,neutral
397.3,87.67,21.43,6.455,447.7,81.7,16.42,3.565,169.2,28.47,5.124,1.426,238.5,47.72,10.8,3.63,neutral
392.1,90.16,22.15,6.46,453.3,80.97,16.22,3.472,170.2,28.34,5.146,1.45,239.5,47.9,10.93,3.713,neutral
401.3,89.9,21.72,6.321,449.7,80.58,16.01,3.413,170.9,28.41,5.016,1.412,234.1,46.52,10.68,3.587,neutral
392.0,87.44,21.19,6.336,439.5,79.13,16.19,3.436,167.1,28.06,5.076,1.398,232.2,46.59,10.48,3.55,neutral
389.7,89.59,21.75,6.183,442.7,79.4,16.31,3.468,167.6,28.0,5.019,1.414,233.3,46.72,10.52,3.549,neutral
397.1,88.14,21.51,6.223,442.0,78.95,16.26,3.471,166.2,28.11,5.038,1.433,233.5,46.35,10.63,3.592,neutral
393.6,86.84,21.56,6.27,444.8,80.25,16.22,3.489,163.9,28.09,4.998,1.411,235.9,46.53,10.63,3.656,neutral
394.3,87.64,21.73,6.249,450.5,80.53,16.5,3.469,165.8,28.28,5.014,1.426,236.8,47.17,10.62,3.654,neutral
399.3,86.36,21.68,6.409,447.3,81.23,16.46,3.447,169.8,28.37,5.04,1.411,238.9,47.79,10.74,3.665,neutral
400.2,88.34,22.18,6.386,443.7,80.23,15.94,3.51,169.6,28.2,5.07,1.43,237.8,47.38,10.76,3.606,neutral
396.9,86.95,21.47,6.213,441.2,80.39,15.99,3.44,168.9,27.93,4.98,1.403,233.3,46.1,10.5,3.566,neutral
395.9,86.33,21.44,6.182,442.2,80.12,16.29,3.494,166.5,28.13,4.976,1.401,233.2,46.38,10.49,3.52,neutral
395.5,87.14,21.55,6.256,444.7,80.02,16.08,3.479,165.9,27.86,4.997,1.385,231.9,46.35,10.57,3.564,neutral
