mean,standard_deviation,root_mean_square,triangular_index,condition
742.6,41.493690071979294,743.7004773428615,0.025592834006478184,neutral
775.578947368421,41.39553892963412,776.6248162807817,0.022816827410215033,neutral
791.5555555555555,31.28281283844161,792.1391572472885,0.023457544288332317,positive
766.2,35.55218551280416,766.983181041149,0.024707562830560168,negative
770.2,60.98800572329992,772.4905177411565,0.027099123512723887,negative
781.6842105263158,39.60506790183262,782.6341485817725,0.023819784524975515,negative
767.2,40.55613393803704,768.2176774847088,0.025444281000278297,neutral
775.3684210526316,39.175120401595855,776.3054200913181,0.025040154853589226,positive
719.6190476190476,35.074885873622165,720.4326742279518,0.02906951594064974,neutral
771.7894736842105,62.81505388162973,774.2073705613884,0.02574416733708769,negative
752.4,39.765629168389815,753.3976373735187,0.027965916539217827,negative
800.8421052631579,43.0932621156264,801.9397536106142,0.023577771745453134,negative
762.2,50.10263150983715,763.7627904002655,0.026946233842785567,negative
751.6,37.65550214915827,752.4955813823759,0.02664557225529789,positive
779.1578947368421,47.0192196611541,780.5007839100551,0.026122448979591838,negative
769.2631578947369,46.41939501887254,770.5888384182169,0.026560657026779084,positive
718.2857142857143,40.72486078201233,719.3843929095938,0.03039211252317851,positive
725.7142857142857,42.399460913014984,726.8929311345196,0.02908461371997403,neutral
758.0,41.21318133545958,759.063633696148,0.02663891779396462,neutral
745.6,36.39317460588918,746.4432999230416,0.027539911355910322,neutral
732.7619047619048,49.34156945406658,734.3423361530142,0.028468544799830544,negative
719.047619047619,58.15709431400109,721.28404021347,0.026395380808358536,neutral
766.4,35.09745829753727,767.1630856604089,0.026504327659750693,neutral
738.2,33.27651297521232,738.9121734008718,0.02751149894682543,negative
733.4,46.07134056062002,734.7734344680679,0.027839401452868763,positive
743.8,37.9356796363751,744.7184702959904,0.027958586343977982,positive
729.7142857142857,43.8647271245848,730.9688287276199,0.028751123090745734,neutral
715.2727272727273,75.18496672060992,719.034706457838,0.03460649854986973,neutral
719.2380952380952,48.458131166920545,720.7910997812123,0.029727936297279364,negative
703.047619047619,52.59512923311073,704.9187727607176,0.029751627042103865,positive
658.6086956521739,47.87269019392123,660.2708271742674,0.03759897828863346,neutral
694.0,66.10525517615646,696.9987609223367,0.03504754318713596,negative
686.9090909090909,56.34156808584843,689.1111534565247,0.03461670846240842,negative
690.3636363636364,51.88498769443767,692.2222449211209,0.03206850999863344,neutral
724.952380952381,76.39795559468604,728.7761430416522,0.025754033648871345,positive
727.2,60.39309824631846,729.5785084553958,0.029283916723861818,neutral
673.6363636363636,23.41050935054485,674.0245477051195,0.03296651837977055,negative
703.2380952380952,49.5680388576195,704.8998577981198,0.02943366475406246,positive
660.3636363636364,56.91643452888207,662.7008100465576,0.035282914849897255,neutral
621.1666666666666,44.17324260589028,622.6700570928394,0.03929393706830391,negative
712.952380952381,72.49722490583774,716.4542320809242,0.03432950191570881,positive
736.5714285714286,50.29967338718158,738.2052882627214,0.029889249655295113,negative
788.6315789473684,55.81338999670219,790.5004410931224,0.02372312614616255,negative
721.4,60.4582500573743,723.8027355571406,0.026284446999876792,negative
705.0909090909091,56.75923175669654,707.2682402288142,0.030501278107534335,positive
716.7619047619048,60.90804935466639,719.2223313446002,0.027612277602005176,positive
719.2380952380952,43.60952276957954,720.4961253654781,0.03109527555411596,positive
688.1818181818181,54.18103372569055,690.2147228481609,0.03416646445037612,neutral
724.3809523809524,67.11071165654272,727.3356466289431,0.032231761715190176,positive
754.4,82.35890646241128,758.6588165967623,0.030141760467197288,positive
649.5,93.3385609302058,655.8958250616735,0.03584262845942036,positive
684.1818181818181,49.27632133343401,685.8735637524933,0.032621287243408556,neutral
702.4761904761905,36.474126511294344,703.377430348607,0.032213220842720866,positive
725.2,66.34011249851623,728.0769190133691,0.0258952053408861,neutral
688.7272727272727,77.86323896861717,692.9158416693643,0.033599007302056984,negative
713.9047619047619,83.54753423166046,718.5456210456017,0.03346446890095115,neutral
767.6,74.921994522022,771.0657559508138,0.029589902445790375,positive
729.7142857142857,40.03141623418144,730.7592920087591,0.029387326715354004,positive
733.6,34.296539644386094,734.361219019632,0.026946233842785567,negative
655.304347826087,54.160061419503826,657.4416819896585,0.036441055602317175,neutral
